BOOKMAKER,CATEGORY,NAME,OVER_UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
PrizePicks,player_points,Paige Bueckers,Over,20.5,-137,2026-07-30,2026-07-29T19:17:15Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Natasha Cloud,Over,20.5,-137,2026-07-31,2026-07-29T19:17:41Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Azura Stevens,Over,23.5,-137,2026-07-31,2026-07-29T19:17:41Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Sydney Taylor,Over,20.5,-137,2026-07-31,2026-07-29T19:17:41Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Napheesa Collier,Over,28.5,-137,2026-07-31,2026-07-29T19:16:59Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Courtney Williams,Over,19.5,-137,2026-07-31,2026-07-29T19:16:59Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Kayla McBride,Over,22.5,-137,2026-07-31,2026-07-29T19:16:59Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Olivia Miles,Over,30.5,-137,2026-07-31,2026-07-29T19:16:59Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Marina Mabrey,Over,29.5,-137,2026-07-31,2026-07-29T19:16:59Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Kamilla Cardoso,Over,22.5,-137,2026-07-31,2026-07-29T19:17:41Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Sabrina Ionescu,Over,29.5,-137,2026-07-31,2026-07-29T19:17:53Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Jonquel Jones,Over,24.5,-137,2026-07-31,2026-07-29T19:17:53Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Jackie Young,Over,29.5,-137,2026-07-31,2026-07-29T19:17:53Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,A'ja Wilson,Over,40.5,-137,2026-07-31,2026-07-29T19:17:53Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Chelsea Gray,Over,21.5,-137,2026-07-31,2026-07-29T19:17:53Z,2026-07-29 12:17:41
Underdog,player_points_rebounds_assists,Angel Reese,Over,29.5,-137,2026-07-30,2026-07-29T19:16:46Z,2026-07-29 12:17:41
Underdog,player_points_rebounds_assists,Arike Ogunbowale,Over,19.5,-137,2026-07-30,2026-07-29T19:16:46Z,2026-07-29 12:17:41
Underdog,player_points_rebounds_assists,Rhyne Howard,Over,25.5,-137,2026-07-30,2026-07-29T19:16:46Z,2026-07-29 12:17:41
Underdog,player_points_rebounds_assists,Jordin Canada,Over,23.5,-137,2026-07-30,2026-07-29T19:16:46Z,2026-07-29 12:17:41
Betr DFS,player_points_rebounds_assists,Breanna Stewart,Over,32.5,-137,2026-07-31,2026-07-29T19:17:53Z,2026-07-29 12:17:41
Underdog,player_points_rebounds_assists,Jessica Shepard,Over,31.5,-137,2026-07-30,2026-07-29T19:16:46Z,2026-07-29 12:17:41
