BOOKMAKER,CATEGORY,NAME,OVER_UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
FanDuel,player_points,Jessica Shepard,Over,14.5,-110,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Jessica Shepard,Under,14.5,-118,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Naz Hillmon,Over,8.5,-104,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Naz Hillmon,Under,8.5,-125,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Allisha Gray,Over,19.5,-102,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Allisha Gray,Under,19.5,-128,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Arike Ogunbowale,Over,13.5,-128,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Arike Ogunbowale,Under,13.5,-102,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Jordin Canada,Over,11.5,-114,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Jordin Canada,Under,11.5,-114,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Paige Bueckers,Over,19.5,-130,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Paige Bueckers,Under,19.5,100,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Rhyne Howard,Over,17.5,-114,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Rhyne Howard,Under,17.5,-114,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Angel Reese,Over,15.5,-114,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Angel Reese,Under,15.5,-114,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
FanDuel,player_points,Azzi Fudd,Over,13.5,-110,2026-07-30,2026-07-29T19:16:50Z,2026-07-29 12:17:20
