BOOKMAKER,CATEGORY,NAME,OVER_UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
PrizePicks,player_rebounds_assists,Caitlin Clark,Over,11.5,-137,2026-07-23,2026-07-21T05:06:26Z,2026-07-20 22:09:47
PrizePicks,player_points,Kahleah Copper,Over,20.5,-137,2026-07-22,2026-07-21T05:06:22Z,2026-07-20 22:09:47
PrizePicks,player_rebounds_assists,Monique Akoa Makani,Over,5.0,-137,2026-07-22,2026-07-21T05:06:22Z,2026-07-20 22:09:47
Underdog,player_rebounds_assists,Caitlin Clark,Over,11.5,-137,2026-07-23,2026-07-21T05:09:05Z,2026-07-20 22:09:47
PrizePicks,player_rebounds_assists,Ariel Atkins,Over,6.0,-137,2026-07-22,2026-07-21T05:06:22Z,2026-07-20 22:09:47
PrizePicks,player_points,Ariel Atkins,Over,10.5,-137,2026-07-22,2026-07-21T05:06:22Z,2026-07-20 22:09:47
PrizePicks,player_points,Alyssa Thomas,Over,13.5,-137,2026-07-22,2026-07-21T05:06:22Z,2026-07-20 22:09:47
PrizePicks,player_points,Dearica Hamby,Over,14.5,-137,2026-07-22,2026-07-21T05:06:22Z,2026-07-20 22:09:47
PrizePicks,player_points,Rae Burrell,Over,14.5,-137,2026-07-22,2026-07-21T05:06:22Z,2026-07-20 22:09:47
PrizePicks,player_points,Nneka Ogwumike,Over,17.5,-137,2026-07-22,2026-07-21T05:06:22Z,2026-07-20 22:09:47
Betr DFS,player_points,Alyssa Thomas,Over,13.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
Betr DFS,player_points,Kahleah Copper,Over,20.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
Underdog,player_points_assists,Dearica Hamby,Over,17.5,-137,2026-07-22,2026-07-21T05:08:56Z,2026-07-20 22:09:47
Underdog,player_points_assists,Alyssa Thomas,Over,22.5,-137,2026-07-22,2026-07-21T05:08:56Z,2026-07-20 22:09:47
Betr DFS,player_points_assists,Kelsey Mitchell,Over,24.5,-137,2026-07-23,2026-07-21T05:09:26Z,2026-07-20 22:09:47
Betr DFS,player_points_assists,Caitlin Clark,Over,26.5,-137,2026-07-23,2026-07-21T05:09:26Z,2026-07-20 22:09:47
Betr DFS,player_points_assists,Leïla Lacan,Over,17.5,-137,2026-07-23,2026-07-21T05:09:26Z,2026-07-20 22:09:47
Betr DFS,player_points_assists,Nneka Ogwumike,Over,20.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
PrizePicks,player_points,Brittney Griner,Over,13.0,-137,2026-07-23,2026-07-21T05:06:26Z,2026-07-20 22:09:47
PrizePicks,player_points,Aliyah Boston,Over,14.5,-137,2026-07-23,2026-07-21T05:06:26Z,2026-07-20 22:09:47
Betr DFS,player_points_assists,Rae Burrell,Over,17.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
Betr DFS,player_points_assists,Ariel Atkins,Over,13.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
Betr DFS,player_points_assists,Alyssa Thomas,Over,22.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
PrizePicks,player_points_assists,Charlisse Leger-Walker,Over,11.5,-137,2026-07-23,2026-07-21T05:06:26Z,2026-07-20 22:09:47
PrizePicks,player_points_assists,Leïla Lacan,Over,17.5,-137,2026-07-23,2026-07-21T05:06:26Z,2026-07-20 22:09:47
PrizePicks,player_points_assists,Kelsey Mitchell,Over,25.0,-137,2026-07-23,2026-07-21T05:06:26Z,2026-07-20 22:09:47
Underdog,player_points_assists,Kahleah Copper,Over,22.5,-137,2026-07-22,2026-07-21T05:08:56Z,2026-07-20 22:09:47
Underdog,player_points_assists,Ariel Atkins,Over,13.5,-137,2026-07-22,2026-07-21T05:08:56Z,2026-07-20 22:09:47
Underdog,player_points_assists,Nneka Ogwumike,Over,20.5,-137,2026-07-22,2026-07-21T05:08:56Z,2026-07-20 22:09:47
Betr DFS,player_points,DeWanna Bonner,Over,9.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
PrizePicks,player_points,Lexie Hull,Over,5.5,-137,2026-07-23,2026-07-21T05:06:26Z,2026-07-20 22:09:47
PrizePicks,player_points,Monique Billings,Over,7.5,-137,2026-07-23,2026-07-21T05:06:26Z,2026-07-20 22:09:47
PrizePicks,player_points,Sophie Cunningham,Over,8.5,-137,2026-07-23,2026-07-21T05:06:26Z,2026-07-20 22:09:47
PrizePicks,player_points,Olivia Nelson-Ododa,Over,10.5,-137,2026-07-23,2026-07-21T05:06:26Z,2026-07-20 22:09:47
PrizePicks,player_points,Leïla Lacan,Over,12.5,-137,2026-07-23,2026-07-21T05:06:26Z,2026-07-20 22:09:47
Betr DFS,player_points,Olivia Nelson-Ododa,Over,10.5,-137,2026-07-23,2026-07-21T05:09:26Z,2026-07-20 22:09:47
Betr DFS,player_points,Brittney Griner,Over,13.5,-137,2026-07-23,2026-07-21T05:09:26Z,2026-07-20 22:09:47
Betr DFS,player_points,Nneka Ogwumike,Over,17.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
Betr DFS,player_points,Erica Wheeler,Over,10.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
Betr DFS,player_points,Dearica Hamby,Over,14.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
Betr DFS,player_points,Rae Burrell,Over,14.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
Betr DFS,player_points,Ariel Atkins,Over,10.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
Betr DFS,player_points,Monique Akoa Makani,Over,9.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
Betr DFS,player_points,Natasha Mack,Over,7.5,-137,2026-07-22,2026-07-21T05:09:36Z,2026-07-20 22:09:47
Underdog,player_points,Alyssa Thomas,Over,13.5,-137,2026-07-22,2026-07-21T05:08:56Z,2026-07-20 22:09:47
Betr DFS,player_points,Monique Billings,Over,7.5,-137,2026-07-23,2026-07-21T05:09:26Z,2026-07-20 22:09:47
Betr DFS,player_points,Lexie Hull,Over,5.5,-137,2026-07-23,2026-07-21T05:09:26Z,2026-07-20 22:09:47
PrizePicks,player_points_assists,Ariel Atkins,Over,13.5,-137,2026-07-22,2026-07-21T05:06:22Z,2026-07-20 22:09:47
PrizePicks,player_points_assists,Erica Wheeler,Over,16.5,-137,2026-07-22,2026-07-21T05:06:22Z,2026-07-20 22:09:47
PrizePicks,player_points_assists,Dearica Hamby,Over,17.5,-137,2026-07-22,2026-07-21T05:06:22Z,2026-07-20 22:09:47
