BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
Betr DFS,player_points,Josh Hart,Over,18.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Josh Hart,Under,18.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Mikal Bridges,Over,14.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Mikal Bridges,Under,14.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Jaylen Brown,Over,29.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Jaylen Brown,Under,29.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Derrick White,Over,17.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Derrick White,Under,17.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Payton Pritchard,Over,16.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Payton Pritchard,Under,16.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Anfernee Simons,Over,11.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Anfernee Simons,Under,11.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Neemias Queta,Over,10.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Neemias Queta,Under,10.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Jordan Walsh,Over,7.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Jordan Walsh,Under,7.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Immanuel Quickley,Over,17.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Immanuel Quickley,Under,17.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Jakob Poeltl,Over,10.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Scottie Barnes,Over,20.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Scottie Barnes,Under,20.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Brandon Ingram,Over,22.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Brandon Ingram,Under,22.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Sandro Mamukelashvili,Over,9.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Sandro Mamukelashvili,Under,9.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Ja'Kobe Walter,Over,7.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Ja'Kobe Walter,Under,7.5,-137,2025-12-07,2025-12-07T18:47:15Z,2025-12-07 10:47:54
Betr DFS,player_points,Cameron Johnson,Over,13.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Cameron Johnson,Under,13.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Nikola Jokic,Over,29.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Nikola Jokic,Under,29.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Jamal Murray,Over,23.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Jamal Murray,Under,23.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Bruce Brown,Over,8.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Peyton Watson,Over,12.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Peyton Watson,Under,12.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Jonas Valanciunas,Over,7.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Jonas Valanciunas,Under,7.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Tim Hardaway Jr,Over,12.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Tim Hardaway Jr,Under,12.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Moussa Diabate,Over,8.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Brandon Miller,Over,21.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Brandon Miller,Under,21.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Miles Bridges,Under,21.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Miles Bridges,Over,21.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Tidjane Salaun,Over,7.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Tidjane Salaun,Under,7.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,KJ Simpson,Over,11.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,KJ Simpson,Under,11.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Kon Knueppel,Over,18.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Kon Knueppel,Under,18.5,-137,2025-12-07,2025-12-07T18:47:27Z,2025-12-07 10:47:54
Betr DFS,player_points,Deni Avdija,Over,25.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Deni Avdija,Under,25.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Jerami Grant,Over,18.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Jerami Grant,Under,18.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Shaedon Sharpe,Over,22.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Shaedon Sharpe,Under,22.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Toumani Camara,Over,12.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Toumani Camara,Under,12.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Jaren Jackson Jr,Over,20.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Jaren Jackson Jr,Under,20.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Santi Aldama,Over,11.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Santi Aldama,Under,11.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Vincent Williams Jr,Over,9.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Vincent Williams Jr,Under,9.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Zach Edey,Over,13.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Zach Edey,Under,13.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Jaylen Wells,Over,12.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Jaylen Wells,Under,12.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Cam Spencer,Over,11.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Cam Spencer,Under,11.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Cedric Coward,Over,13.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Cedric Coward,Under,13.5,-137,2025-12-07,2025-12-07T18:47:44Z,2025-12-07 10:47:54
Betr DFS,player_points,Jimmy Butler,Over,21.5,-137,2025-12-08,2025-12-07T18:47:13Z,2025-12-07 10:47:54
Betr DFS,player_points,Draymond Green,Over,9.5,-137,2025-12-08,2025-12-07T18:47:13Z,2025-12-07 10:47:54
Betr DFS,player_points,Draymond Green,Under,9.5,-137,2025-12-08,2025-12-07T18:47:13Z,2025-12-07 10:47:54
Betr DFS,player_points,Will Richard,Over,8.5,-137,2025-12-08,2025-12-07T18:47:13Z,2025-12-07 10:47:54
Betr DFS,player_points,Will Richard,Under,8.5,-137,2025-12-08,2025-12-07T18:47:13Z,2025-12-07 10:47:54
Betr DFS,player_points,Nikola Vucevic,Over,16.5,-137,2025-12-08,2025-12-07T18:47:13Z,2025-12-07 10:47:54
Betr DFS,player_points,Nikola Vucevic,Under,16.5,-137,2025-12-08,2025-12-07T18:47:13Z,2025-12-07 10:47:54
Betr DFS,player_points,Coby White,Over,19.5,-137,2025-12-08,2025-12-07T18:47:13Z,2025-12-07 10:47:54
Betr DFS,player_points,Coby White,Under,19.5,-137,2025-12-08,2025-12-07T18:47:13Z,2025-12-07 10:47:54
Betr DFS,player_points,Josh Giddey,Over,21.5,-137,2025-12-08,2025-12-07T18:47:13Z,2025-12-07 10:47:54
Betr DFS,player_points,Josh Giddey,Under,21.5,-137,2025-12-08,2025-12-07T18:47:13Z,2025-12-07 10:47:54
