BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
FanDuel,player_points,Ausar Thompson,Over,9.5,122,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,Ausar Thompson,Under,9.5,-162,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,James Harden,Over,14.5,116,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,James Harden,Under,14.5,-154,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,Duncan Robinson,Over,12.5,-112,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,Duncan Robinson,Under,12.5,-118,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,Cade Cunningham,Over,26.5,-136,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,Cade Cunningham,Under,26.5,102,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,Donovan Mitchell,Over,34.5,-130,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,Donovan Mitchell,Under,34.5,-102,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,Tobias Harris,Over,20.5,100,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,Tobias Harris,Under,20.5,-132,2026-05-09,2026-05-09T21:37:48Z,2026-05-09 14:38:43
FanDuel,player_points,Cason Wallace,Over,6.5,-113,2026-05-10,2026-05-09T21:38:23Z,2026-05-09 14:38:43
FanDuel,player_points,Cason Wallace,Under,6.5,-113,2026-05-10,2026-05-09T21:38:23Z,2026-05-09 14:38:43
FanDuel,player_points,LeBron James,Over,22.5,100,2026-05-10,2026-05-09T21:38:23Z,2026-05-09 14:38:43
FanDuel,player_points,LeBron James,Under,22.5,-128,2026-05-10,2026-05-09T21:38:23Z,2026-05-09 14:38:43
FanDuel,player_points,Jaxson Hayes,Over,4.5,-128,2026-05-10,2026-05-09T21:38:23Z,2026-05-09 14:38:43
FanDuel,player_points,Jaxson Hayes,Under,4.5,100,2026-05-10,2026-05-09T21:38:23Z,2026-05-09 14:38:43
