,NAME,BOOKMAKER,CATEGORY,LINE,OVER/UNDER,ODDS,FAIR ODDS,SIM PROB,EV,KELLY CRITERION
561,Jalen Williams,BetMGM,player_rebounds,5.5,Over,-105,121,0.542,5.78,0.537
562,Luguentz Dort,FanDuel,player_threes,1.5,Over,-172,-150,0.669,5.73,0.6629
563,Andrew Nembhard,DraftKings,player_rebounds_assists,7.5,Over,-105,104,0.54,5.47,0.5354
564,Alex Caruso,Bovada,player_points_rebounds,12.5,Under,105,112,0.514,5.4,0.5095
565,Alex Caruso,DraftKings,player_steals,1.5,Over,-140,-127,0.615,5.39,0.6094
566,Pascal Siakam,BetMGM,player_points_rebounds,28.5,Under,-118,-102,0.57,5.38,0.5653
567,Alex Caruso,FanDuel,player_points,8.5,Over,-122,-109,0.579,5.33,0.5737
568,Obi Toppin,BetOnline.ag,player_points,10.5,Under,-127,-111,0.589,5.27,0.5837
569,Jalen Williams,BetMGM,player_points,22.5,Under,-105,102,0.539,5.23,0.5341
570,Kenrich Williams,DraftKings,player_threes,0.5,Over,240,292,0.309,5.22,0.3066
571,Aaron Wiggins,DraftKings,player_assists,0.5,Over,-175,-160,0.67,5.22,0.6638
572,Luguentz Dort,FanDuel,player_threes,1.5,Over,-172,-150,0.665,5.12,0.659
573,Obi Toppin,FanDuel,player_points_assists,11.5,Under,-118,-102,0.569,5.1,0.5638
574,Jalen Williams,Bovada,player_points,20.5,Under,145,167,0.429,5.01,0.4247
575,Ben Sheppard,BetOnline.ag,player_rebounds,1.5,Over,100,132,0.525,4.96,0.5201
576,T.J. McConnell,Bovada,player_points_rebounds_assists,17.5,Under,-135,-101,0.603,4.92,0.5974
577,Kenrich Williams,DraftKings,player_threes,0.5,Over,240,292,0.308,4.87,0.3055
578,Obi Toppin,BetOnline.ag,player_assists,1.5,Over,130,153,0.456,4.84,0.4517
579,Isaiah Hartenstein,DraftKings,player_turnovers,1.5,Over,180,208,0.374,4.82,0.3709
580,Myles Turner,BetOnline.ag,player_threes,1.5,Over,120,128,0.476,4.82,0.4721
581,Alex Caruso,BetMGM,player_points,9.5,Over,105,115,0.511,4.72,0.5062
582,Jalen Williams,Bovada,player_points,23.5,Under,-130,-115,0.592,4.72,0.5866
583,T.J. McConnell,Bovada,player_points_assists,14.5,Under,-135,-112,0.601,4.7,0.5961
584,Bennedict Mathurin,BetMGM,player_assists,0.5,Over,-155,-144,0.636,4.68,0.6306
585,Tyrese Haliburton,FanDuel,player_threes,2.5,Over,130,151,0.455,4.6,0.4506
586,T.J. McConnell,Bovada,player_points,7.5,Under,175,208,0.38,4.42,0.3762
587,Myles Turner,FanDuel,player_threes,1.5,Over,116,128,0.483,4.36,0.4787
588,Myles Turner,BetOnline.ag,player_threes,1.5,Over,120,128,0.473,4.16,0.4691
589,Bennedict Mathurin,Bovada,player_points,5.5,Over,-250,-208,0.744,4.16,0.7376
590,Chet Holmgren,Bovada,player_points_assists,16.5,Over,105,107,0.508,4.12,0.5032
591,Andrew Nembhard,BetMGM,player_rebounds_assists,7.5,Over,-110,104,0.545,4.06,0.5401
592,Jalen Williams,DraftKings,player_blocks_steals,1.5,Over,-130,-115,0.588,4.0,0.5825
593,Luguentz Dort,BetRivers,player_rebounds,3.5,Over,-107,104,0.537,3.96,0.5324
594,Shai Gilgeous-Alexander,DraftKings,player_steals,1.5,Over,-130,-115,0.588,3.95,0.5822
595,Shai Gilgeous-Alexander,BetMGM,player_rebounds,4.5,Over,-155,-132,0.632,3.93,0.626
596,Aaron Wiggins,BetMGM,player_assists,0.5,Over,-190,-160,0.68,3.85,0.6743
597,Kenrich Williams,BetMGM,player_threes,0.5,Over,240,292,0.305,3.78,0.3023
598,Pascal Siakam,Bovada,player_points,21.5,Over,120,141,0.472,3.77,0.4673
599,Tyrese Haliburton,BetOnline.ag,player_threes,2.5,Over,130,151,0.451,3.71,0.4467
600,Tyrese Haliburton,Bovada,player_threes,2.5,Over,130,151,0.451,3.66,0.4465
601,Tyrese Haliburton,BetRivers,player_threes,2.5,Over,130,151,0.451,3.66,0.4465
602,Tyrese Haliburton,BetRivers,player_threes,2.5,Over,130,151,0.451,3.66,0.4465
603,Pascal Siakam,FanDuel,player_steals,0.5,Over,-225,-194,0.718,3.65,0.7112
604,Alex Caruso,BetMGM,player_points_rebounds_assists,15.5,Under,-115,-103,0.554,3.55,0.5488
605,Alex Caruso,DraftKings,player_points,8.5,Over,-125,-109,0.575,3.5,0.5697
606,Chet Holmgren,Bovada,player_points_rebounds,24.5,Under,105,115,0.505,3.47,0.5
607,Tyrese Haliburton,BetOnline.ag,player_threes,2.5,Over,130,151,0.449,3.33,0.445
608,Jalen Williams,Bovada,player_rebounds,6.5,Over,200,239,0.344,3.3,0.341
609,T.J. McConnell,BetOnline.ag,player_points,9.5,Under,-111,103,0.543,3.29,0.5383
610,Luguentz Dort,BetMGM,player_threes,1.5,Over,-175,-150,0.657,3.29,0.6513
611,Jalen Williams,Bovada,player_points,22.5,Under,-105,102,0.529,3.27,0.524
612,Luguentz Dort,DraftKings,player_rebounds,3.5,Over,-110,104,0.541,3.27,0.5359
613,Luguentz Dort,BetMGM,player_threes,1.5,Over,-175,-150,0.657,3.22,0.6508
614,Pascal Siakam,DraftKings,player_steals,0.5,Over,-230,-194,0.719,3.22,0.713
615,Obi Toppin,Bovada,player_points_assists,11.5,Under,-120,-102,0.563,3.17,0.5575
616,Alex Caruso,Bovada,player_points_rebounds_assists,15.5,Under,-115,-103,0.552,3.16,0.5467
617,Tyrese Haliburton,FanDuel,player_threes,2.5,Over,130,151,0.448,3.13,0.4441
618,T.J. McConnell,Bovada,player_assists,3.5,Under,165,190,0.389,3.12,0.3854
619,Tyrese Haliburton,DraftKings,player_turnovers,2.5,Under,100,115,0.516,3.12,0.5108
620,Jalen Williams,Bovada,player_points,26.5,Under,-240,-208,0.728,3.07,0.721
621,Shai Gilgeous-Alexander,FanDuel,player_rebounds,4.5,Over,-158,-132,0.631,3.05,0.6253
622,Chet Holmgren,FanDuel,player_blocks,1.5,Over,-130,-112,0.582,3.02,0.5769
623,T.J. McConnell,Bovada,player_points,11.5,Under,-200,-174,0.687,3.01,0.6805
624,Obi Toppin,FanDuel,player_points,10.5,Under,-136,-111,0.594,2.99,0.588
625,Pascal Siakam,BetOnline.ag,player_points,20.5,Over,-105,106,0.527,2.93,0.5222
626,Shai Gilgeous-Alexander,FanDuel,player_steals,1.5,Over,-132,-115,0.586,2.91,0.58
627,Kenrich Williams,BetOnline.ag,player_rebounds,2.5,Over,128,132,0.451,2.88,0.4469
628,Pascal Siakam,Bovada,player_points,19.5,Over,-130,-115,0.581,2.84,0.5758
629,Myles Turner,FanDuel,player_threes,1.5,Over,116,128,0.476,2.84,0.4716
630,Pascal Siakam,BetOnline.ag,player_points_rebounds_assists,31.5,Under,-112,102,0.543,2.82,0.5381
631,Andrew Nembhard,FanDuel,player_rebounds_assists,7.5,Over,-114,104,0.548,2.82,0.5426
632,Andrew Nembhard,Bovada,player_rebounds_assists,7.5,Over,-115,104,0.55,2.8,0.5447
633,Shai Gilgeous-Alexander,BetOnline.ag,player_rebounds,4.5,Over,-154,-132,0.623,2.78,0.6174
634,Jalen Williams,Bovada,player_points,25.5,Under,-190,-167,0.673,2.77,0.6671
635,Alex Caruso,DraftKings,player_points_assists,11.5,Over,-105,107,0.526,2.76,0.5214
636,T.J. McConnell,Bovada,player_points,10.5,Under,-150,-130,0.616,2.67,0.6103
637,Luguentz Dort,Bovada,player_points,10.5,Under,-250,-208,0.733,2.64,0.7265
638,Jalen Williams,Bovada,player_points,24.5,Under,-160,-141,0.632,2.63,0.6257
639,Andrew Nembhard,Bovada,player_assists,3.5,Over,-180,-153,0.66,2.62,0.6536
640,Jalen Williams,Bovada,player_points,27.5,Under,-300,-251,0.77,2.61,0.7627
641,Shai Gilgeous-Alexander,Bovada,player_rebounds,4.5,Over,-160,-132,0.631,2.55,0.6252
642,Tyrese Haliburton,Bovada,player_threes,2.5,Over,130,151,0.446,2.5,0.4414
643,Pascal Siakam,Bovada,player_points,18.5,Over,-165,-141,0.638,2.49,0.6322
644,Chet Holmgren,Bovada,player_points,18.5,Under,-240,-208,0.723,2.48,0.7167
645,Kenrich Williams,DraftKings,player_assists,0.5,Over,105,111,0.5,2.42,0.4948
646,Andrew Nembhard,BetRivers,player_rebounds_assists,7.5,Over,-114,104,0.546,2.41,0.5404
647,Luguentz Dort,DraftKings,player_threes,1.5,Over,-188,-150,0.668,2.4,0.6622
648,T.J. McConnell,Bovada,player_points,12.5,Under,-275,-228,0.751,2.36,0.7438
649,Chet Holmgren,FanDuel,player_points,15.5,Over,102,108,0.507,2.34,0.5018
650,Kenrich Williams,BetMGM,player_points,1.5,Over,-165,-141,0.637,2.32,0.6311
651,Alex Caruso,BetRivers,player_points_assists,11.5,Over,-107,107,0.529,2.32,0.5239
652,Alex Caruso,Bovada,player_points_assists,11.5,Over,-110,107,0.536,2.3,0.5308
653,T.J. McConnell,Bovada,player_points,9.5,Under,-110,103,0.536,2.29,0.5307
654,Luguentz Dort,BetOnline.ag,player_rebounds,3.5,Over,-109,104,0.533,2.28,0.5284
655,Alex Caruso,BetOnline.ag,player_points_rebounds_assists,15.5,Under,-118,-103,0.553,2.25,0.5482
656,Luguentz Dort,DraftKings,player_threes,1.5,Over,-188,-150,0.667,2.21,0.661
657,Obi Toppin,DraftKings,player_blocks_steals,1.5,Under,-215,-182,0.697,2.16,0.6907
658,Alex Caruso,FanDuel,player_points_rebounds_assists,15.5,Under,-118,-103,0.553,2.09,0.5473
659,Luguentz Dort,DraftKings,player_blocks_steals,1.5,Over,-120,-106,0.557,2.04,0.5513
660,Chet Holmgren,DraftKings,player_blocks,1.5,Over,-135,-112,0.586,1.95,0.5801
661,Luguentz Dort,FanDuel,player_points_rebounds,11.5,Over,-106,107,0.524,1.9,0.5193
662,T.J. McConnell,DraftKings,player_points,9.5,Under,-115,103,0.545,1.87,0.5397
663,Kenrich Williams,BetOnline.ag,player_points_rebounds_assists,5.5,Under,-103,100,0.517,1.86,0.5119
664,Alex Caruso,BetOnline.ag,player_points,9.5,Over,102,115,0.504,1.86,0.4994
665,Pascal Siakam,FanDuel,player_points_rebounds_assists,31.5,Under,-118,102,0.551,1.86,0.5461
666,Pascal Siakam,DraftKings,player_blocks_steals,1.5,Over,-145,-125,0.603,1.81,0.5968
667,Pascal Siakam,Bovada,player_points,20.5,Over,-105,106,0.521,1.74,0.5161
668,Obi Toppin,BetMGM,player_assists,1.5,Over,125,153,0.452,1.66,0.4475
669,Jalen Williams,BetOnline.ag,player_points,22.5,Under,-112,102,0.537,1.58,0.5315
670,T.J. McConnell,BetMGM,player_points,9.5,Under,-110,103,0.532,1.58,0.527
671,T.J. McConnell,BetRivers,player_points,9.5,Under,-114,103,0.541,1.54,0.5357
672,Pascal Siakam,DraftKings,player_blocks,0.5,Over,-135,-117,0.583,1.52,0.5776
673,Myles Turner,Bovada,player_threes,1.5,Over,115,128,0.472,1.5,0.4675
674,Aaron Nesmith,Bovada,player_rebounds,3.5,Over,-280,-239,0.748,1.5,0.7408
675,Myles Turner,Bovada,player_threes,1.5,Over,115,128,0.472,1.49,0.4674
676,Obi Toppin,DraftKings,player_blocks,0.5,Over,124,141,0.453,1.46,0.4485
677,Luguentz Dort,BetOnline.ag,player_points_rebounds_assists,13.5,Under,-123,-109,0.559,1.35,0.5536
678,Pascal Siakam,DraftKings,player_points,20.5,Over,-105,106,0.519,1.34,0.514
679,Alex Caruso,Bovada,player_points,9.5,Over,-105,115,0.519,1.34,0.514
680,Pascal Siakam,Bovada,player_assists,3.5,Over,105,116,0.494,1.3,0.4893
681,Alex Caruso,FanDuel,player_points_assists,11.5,Over,-108,107,0.526,1.26,0.5207
682,Chet Holmgren,FanDuel,player_points_assists,16.5,Over,-102,107,0.511,1.25,0.5063
683,Shai Gilgeous-Alexander,DraftKings,player_blocks,0.5,Over,-160,-145,0.623,1.23,0.6169
684,Luguentz Dort,BetOnline.ag,player_points,7.5,Over,-125,-115,0.562,1.15,0.5565
685,Myles Turner,DraftKings,player_threes,1.5,Over,114,128,0.473,1.12,0.4679
686,Pascal Siakam,Bovada,player_points,22.5,Over,145,167,0.413,1.11,0.4087
687,Luguentz Dort,FanDuel,player_rebounds,3.5,Over,-114,104,0.538,1.08,0.5332
688,Luguentz Dort,FanDuel,player_points_rebounds_assists,12.5,Over,-108,104,0.525,1.08,0.5197
689,Pascal Siakam,BetOnline.ag,player_assists,3.5,Over,104,116,0.495,1.03,0.4904
690,Luguentz Dort,Bovada,player_points_rebounds_assists,13.5,Under,-125,-109,0.561,1.02,0.5557
691,Aaron Wiggins,Bovada,player_points_rebounds,8.5,Under,105,120,0.493,0.96,0.4877
692,Luguentz Dort,FanDuel,player_points_assists,8.5,Over,-122,-108,0.554,0.76,0.5483
693,Chet Holmgren,DraftKings,player_assists,1.5,Under,-215,-201,0.687,0.71,0.6806
694,Chet Holmgren,Bovada,player_threes,0.5,Over,-250,-208,0.719,0.69,0.7122
695,Luguentz Dort,BetMGM,player_points_rebounds_assists,13.5,Under,-125,-109,0.559,0.68,0.5538
696,Luguentz Dort,FanDuel,player_points,7.5,Over,-125,-115,0.559,0.66,0.5537
697,Myles Turner,Bovada,player_rebounds_assists,5.5,Over,-160,-138,0.619,0.63,0.6132
698,T.J. McConnell,Bovada,player_points,8.5,Under,125,147,0.447,0.58,0.4426
699,Myles Turner,BetRivers,player_rebounds_assists,6.5,Over,112,128,0.474,0.53,0.4695
700,Chet Holmgren,FanDuel,player_points_rebounds_assists,26.5,Under,-130,101,0.568,0.5,0.5625
701,Luguentz Dort,Bovada,player_points_assists,8.5,Over,-120,-108,0.548,0.48,0.5426
702,Myles Turner,FanDuel,player_rebounds_assists,5.5,Over,-158,-138,0.615,0.46,0.6092
703,Alex Caruso,Bovada,player_points,10.5,Over,130,153,0.437,0.45,0.4324
704,Myles Turner,DraftKings,player_threes,1.5,Over,114,128,0.469,0.43,0.4647
705,Pascal Siakam,FanDuel,player_points,20.5,Over,-108,106,0.521,0.4,0.5161
706,Jalen Williams,DraftKings,player_points,22.5,Under,-115,102,0.537,0.39,0.5316
707,Shai Gilgeous-Alexander,BetMGM,player_blocks,0.5,Over,-165,-145,0.625,0.36,0.6187
708,Chet Holmgren,Bovada,player_points,17.5,Under,-185,-160,0.651,0.28,0.6445
709,Pascal Siakam,Bovada,player_points,17.5,Over,-215,-182,0.684,0.25,0.6775
710,Alex Caruso,BetRivers,player_points_rebounds_assists,15.5,Under,-121,-103,0.549,0.21,0.5432
711,Tyrese Haliburton,BetMGM,player_threes,2.5,Over,120,151,0.455,0.19,0.4509
712,Chet Holmgren,Bovada,player_threes,0.5,Over,-250,-208,0.716,0.18,0.7084
713,Pascal Siakam,DraftKings,player_points_assists,23.5,Over,-120,-111,0.546,0.17,0.541
714,Chet Holmgren,Bovada,player_points,12.5,Over,-260,-217,0.723,0.15,0.7161
715,T.J. McConnell,FanDuel,player_points,9.5,Under,-114,103,0.533,0.13,0.5281
716,Pascal Siakam,Bovada,player_points,16.5,Over,-275,-228,0.734,0.12,0.7269
717,Tyrese Haliburton,BetMGM,player_threes,2.5,Over,120,151,0.455,0.07,0.4503
718,Alex Caruso,FanDuel,player_steals,1.5,Over,-158,-127,0.612,-0.01,0.6062
719,Pascal Siakam,DraftKings,player_assists,3.5,Over,100,116,0.5,-0.01,0.495
720,Jalen Williams,BetMGM,player_points_rebounds,28.5,Under,-120,-106,0.545,-0.04,0.5398
721,Luguentz Dort,DraftKings,player_points,7.5,Over,-125,-115,0.555,-0.07,0.5496
722,Pascal Siakam,BetMGM,player_points,20.5,Over,-110,106,0.523,-0.1,0.518
723,Jalen Williams,Bovada,player_points_rebounds_assists,33.5,Under,-125,-113,0.555,-0.14,0.5492
724,Chet Holmgren,Bovada,player_points,13.5,Over,-200,-174,0.665,-0.23,0.6584
725,Myles Turner,DraftKings,player_turnovers,1.5,Over,-120,-106,0.544,-0.24,0.5387
726,Myles Turner,DraftKings,player_rebounds_assists,6.5,Over,114,128,0.466,-0.3,0.4612
727,Alex Caruso,FanDuel,player_points_rebounds,12.5,Under,-106,112,0.513,-0.3,0.5079
728,Aaron Wiggins,Bovada,player_points_assists,7.5,Over,105,113,0.486,-0.31,0.4814
729,Pascal Siakam,DraftKings,player_points_rebounds,27.5,Under,-110,106,0.522,-0.31,0.5169
730,Luguentz Dort,Bovada,player_points,9.5,Under,-180,-153,0.641,-0.32,0.6344
731,Pascal Siakam,Bovada,player_points_rebounds,27.5,Under,-110,106,0.522,-0.4,0.5164
732,Aaron Wiggins,Bovada,player_rebounds_assists,3.5,Under,-120,-106,0.543,-0.4,0.5378
733,Luguentz Dort,BetOnline.ag,player_threes,1.5,Over,-200,-150,0.663,-0.48,0.6567
734,Luguentz Dort,BetOnline.ag,player_threes,1.5,Over,-200,-150,0.663,-0.6,0.6559
735,Luguentz Dort,DraftKings,player_steals,1.5,Over,145,163,0.406,-0.61,0.4016
736,Pascal Siakam,FanDuel,player_points_rebounds,27.5,Under,-108,106,0.516,-0.63,0.5107
737,Myles Turner,Bovada,player_rebounds,4.5,Under,120,128,0.452,-0.67,0.4469
738,Alex Caruso,DraftKings,player_blocks_steals,2.5,Over,-105,111,0.509,-0.71,0.5034
739,Aaron Wiggins,DraftKings,player_steals,0.5,Over,110,125,0.472,-0.83,0.4674
740,Pascal Siakam,FanDuel,player_points_assists,23.5,Over,-125,-111,0.551,-0.83,0.5454
741,Shai Gilgeous-Alexander,FanDuel,player_blocks,0.5,Over,-174,-145,0.629,-1.02,0.6221
742,Alex Caruso,Bovada,player_points,11.5,Over,170,199,0.367,-1.03,0.3628
743,Andrew Nembhard,DraftKings,player_rebounds,3.5,Over,124,130,0.442,-1.05,0.4372
744,Bennedict Mathurin,DraftKings,player_assists,0.5,Over,-180,-144,0.636,-1.05,0.6296
745,Pascal Siakam,Bovada,player_points,23.5,Over,175,208,0.36,-1.1,0.356
746,Myles Turner,BetMGM,player_rebounds_assists,6.5,Over,110,128,0.47,-1.21,0.4656
747,Luguentz Dort,BetRivers,player_points_rebounds,11.5,Over,-118,107,0.534,-1.27,0.5289
748,Pascal Siakam,BetMGM,player_assists,3.5,Over,100,116,0.493,-1.34,0.4883
749,Luguentz Dort,DraftKings,player_points_assists,8.5,Over,-125,-108,0.548,-1.36,0.5423
750,Myles Turner,BetMGM,player_threes,1.5,Over,105,128,0.481,-1.36,0.4762
751,Pascal Siakam,FanDuel,player_assists,3.5,Over,100,116,0.493,-1.43,0.4878
752,Shai Gilgeous-Alexander,DraftKings,player_blocks_steals,2.5,Over,-115,102,0.527,-1.46,0.5217
753,Aaron Wiggins,BetMGM,player_points_rebounds_assists,9.5,Under,100,115,0.492,-1.6,0.4869
754,Aaron Wiggins,BetOnline.ag,player_rebounds,2.5,Under,-118,-107,0.532,-1.66,0.5268
755,Luguentz Dort,BetMGM,player_rebounds,3.5,Over,-118,104,0.532,-1.74,0.5263
756,Chet Holmgren,FanDuel,player_points_rebounds,24.5,Under,-104,115,0.5,-1.89,0.495
757,Chet Holmgren,BetRivers,player_points,15.5,Over,-107,108,0.507,-1.93,0.5017
758,Alex Caruso,DraftKings,player_points_rebounds,12.5,Under,-110,112,0.513,-1.98,0.5081
759,Pascal Siakam,BetMGM,player_blocks,0.5,Over,-140,-117,0.572,-2.0,0.5657
760,Andrew Nembhard,DraftKings,player_turnovers,2.5,Under,-180,-153,0.63,-2.03,0.6232
761,Luguentz Dort,BetRivers,player_points,7.5,Over,-136,-115,0.562,-2.41,0.5564
762,Myles Turner,BetOnline.ag,player_rebounds,4.5,Under,117,128,0.45,-2.44,0.4449
763,Pascal Siakam,BetRivers,player_assists,3.5,Over,-103,116,0.495,-2.46,0.4897
764,Luguentz Dort,BetMGM,player_points_assists,9.5,Under,-125,-111,0.541,-2.53,0.5358
765,Aaron Wiggins,BetOnline.ag,player_points_rebounds_assists,9.5,Under,-101,115,0.489,-2.68,0.4839
766,Luguentz Dort,DraftKings,player_points_rebounds,11.5,Over,-115,107,0.52,-2.75,0.5147
767,Jalen Williams,BetMGM,player_points_rebounds_assists,33.5,Under,-135,-113,0.559,-2.77,0.5526
768,Chet Holmgren,BetOnline.ag,player_assists,1.5,Under,-244,-201,0.69,-2.78,0.682
769,Chet Holmgren,Bovada,player_points,14.5,Over,-150,-130,0.583,-2.82,0.5768
770,Jalen Williams,FanDuel,player_points_assists,26.5,Over,-114,-101,0.518,-2.85,0.5121
771,Alex Caruso,Bovada,player_points,8.5,Over,-145,-109,0.575,-2.89,0.5685
772,Aaron Wiggins,DraftKings,player_points_rebounds_assists,10.5,Under,-125,-111,0.539,-2.9,0.5337
773,Jalen Williams,BetMGM,player_points_assists,27.5,Under,-125,-111,0.539,-2.92,0.5336
774,Alex Caruso,DraftKings,player_points_rebounds_assists,15.5,Under,-130,-103,0.549,-2.92,0.5428
775,Luguentz Dort,Bovada,player_rebounds_assists,4.5,Over,-120,-109,0.529,-2.97,0.5236
776,Aaron Nesmith,DraftKings,player_turnovers,1.5,Under,-200,-174,0.646,-3.03,0.6394
777,Aaron Wiggins,BetMGM,player_rebounds,2.5,Under,-118,-107,0.525,-3.07,0.5191
778,Chet Holmgren,BetOnline.ag,player_points,15.5,Over,-108,108,0.503,-3.09,0.4978
779,Pascal Siakam,DraftKings,player_points_rebounds_assists,31.5,Under,-125,102,0.538,-3.16,0.5322
780,Aaron Wiggins,FanDuel,player_points,6.5,Over,-102,107,0.489,-3.16,0.4838
781,Luguentz Dort,Bovada,player_points,6.5,Over,-210,-182,0.656,-3.18,0.6486
782,Chet Holmgren,Bovada,player_points,16.5,Under,-145,-125,0.573,-3.19,0.5668
783,Jalen Williams,FanDuel,player_points_rebounds_assists,31.5,Over,-130,-115,0.547,-3.22,0.5411
784,Alex Caruso,FanDuel,player_assists,2.5,Under,-128,-114,0.543,-3.22,0.5375
785,Myles Turner,BetMGM,player_threes,1.5,Over,105,128,0.472,-3.25,0.4669
786,Chet Holmgren,BetRivers,player_points_assists,16.5,Over,-113,107,0.513,-3.34,0.5073
787,Chet Holmgren,BetMGM,player_points,15.5,Over,-110,108,0.506,-3.39,0.5006
788,Aaron Wiggins,BetOnline.ag,player_points,6.5,Over,-101,107,0.485,-3.45,0.48
789,Shai Gilgeous-Alexander,DraftKings,player_turnovers,2.5,Under,-115,102,0.516,-3.51,0.5106
790,Aaron Wiggins,DraftKings,player_rebounds,2.5,Under,-120,-107,0.526,-3.55,0.5204
791,Obi Toppin,BetRivers,player_points,9.5,Under,-114,115,0.514,-3.55,0.5083
792,Kenrich Williams,DraftKings,player_rebounds,2.5,Over,114,132,0.451,-3.57,0.4458
793,Myles Turner,Bovada,player_rebounds,5.5,Under,-160,-141,0.593,-3.6,0.5867
794,Luguentz Dort,FanDuel,player_steals,1.5,Over,138,163,0.405,-3.62,0.4006
795,Luguentz Dort,DraftKings,player_points_rebounds_assists,12.5,Over,-115,104,0.515,-3.7,0.5095
796,Bennedict Mathurin,DraftKings,player_steals,0.5,Over,160,190,0.37,-3.73,0.3663
797,Aaron Wiggins,DraftKings,player_points_rebounds,9.5,Under,-125,-111,0.535,-3.74,0.529
798,Jalen Williams,BetRivers,player_points_rebounds_assists,32.5,Over,-107,103,0.497,-3.84,0.4917
799,Alex Caruso,DraftKings,player_blocks,0.5,Under,-105,111,0.492,-3.87,0.487
800,Shai Gilgeous-Alexander,DraftKings,player_threes,1.5,Over,100,114,0.481,-3.89,0.4754
801,Jalen Williams,BetRivers,player_points_assists,26.5,Over,-115,-101,0.514,-3.9,0.5084
802,Chet Holmgren,DraftKings,player_points,15.5,Over,-105,108,0.492,-3.92,0.4868
803,Andrew Nembhard,BetOnline.ag,player_rebounds,3.5,Over,115,130,0.447,-3.94,0.442
804,Aaron Wiggins,FanDuel,player_rebounds,2.5,Under,-122,-107,0.528,-3.96,0.522
805,Jalen Williams,DraftKings,player_points_assists,26.5,Under,-105,105,0.492,-4.0,0.4864
806,Jalen Williams,FanDuel,player_points,22.5,Under,-130,102,0.542,-4.06,0.5363
807,Aaron Wiggins,BetRivers,player_points,6.5,Under,-114,-106,0.511,-4.09,0.5053
808,Tyrese Haliburton,Bovada,player_threes,1.5,Over,-240,-208,0.677,-4.09,0.6692
809,Tyrese Haliburton,Bovada,player_threes,1.5,Over,-240,-208,0.677,-4.13,0.669
810,Chet Holmgren,DraftKings,player_points_assists,16.5,Over,-115,107,0.512,-4.22,0.5067
811,Jalen Williams,Bovada,player_points_assists,26.5,Over,-115,-101,0.512,-4.3,0.5063
812,Chet Holmgren,BetRivers,player_assists,1.5,Under,-250,-201,0.684,-4.3,0.6757
813,Bennedict Mathurin,BetOnline.ag,player_rebounds,2.5,Under,111,126,0.453,-4.4,0.4482
814,Chet Holmgren,BetMGM,player_assists,1.5,Under,-250,-201,0.683,-4.42,0.6748
815,Myles Turner,DraftKings,player_rebounds,4.5,Under,114,128,0.446,-4.54,0.4412
816,Luguentz Dort,DraftKings,player_rebounds_assists,4.5,Over,-120,-109,0.52,-4.58,0.5147
817,Alex Caruso,BetOnline.ag,player_assists,2.5,Under,-130,-114,0.539,-4.58,0.5334
818,Alex Caruso,Bovada,player_points,7.5,Over,-210,-182,0.646,-4.59,0.6389
819,Chet Holmgren,DraftKings,player_blocks_steals,2.5,Over,-115,102,0.51,-4.71,0.5041
820,Pascal Siakam,Bovada,player_points_assists,23.5,Over,-135,-111,0.547,-4.75,0.5411
821,Bennedict Mathurin,BetMGM,player_rebounds,2.5,Under,115,126,0.443,-4.77,0.4381
822,Shai Gilgeous-Alexander,DraftKings,player_threes,1.5,Under,-130,-115,0.538,-4.79,0.5322
823,Jalen Williams,BetRivers,player_points_rebounds,27.5,Over,-109,101,0.496,-4.81,0.4909
824,Luguentz Dort,BetMGM,player_rebounds_assists,4.5,Under,100,109,0.476,-4.86,0.4705
825,Andrew Nembhard,BetMGM,player_rebounds,3.5,Over,110,130,0.453,-4.92,0.4478
826,Alex Caruso,BetRivers,player_assists,2.5,Under,-132,-114,0.541,-4.95,0.5347
827,Myles Turner,BetRivers,player_rebounds,4.5,Over,-139,-127,0.553,-4.95,0.5466
828,Jalen Williams,DraftKings,player_points_rebounds,27.5,Under,-110,102,0.498,-4.98,0.4922
829,Luguentz Dort,DraftKings,player_assists,0.5,Over,-220,-190,0.653,-5.09,0.6449
830,Aaron Wiggins,DraftKings,player_points_assists,7.5,Under,-120,-111,0.517,-5.13,0.5117
831,Andrew Nembhard,DraftKings,player_blocks,0.5,Under,-315,-277,0.72,-5.19,0.7108
832,Shai Gilgeous-Alexander,Bovada,player_threes,1.5,Over,100,114,0.474,-5.28,0.4683
833,Bennedict Mathurin,Bovada,player_rebounds_assists,3.5,Under,-110,106,0.496,-5.37,0.4901
834,Aaron Wiggins,BetRivers,player_rebounds,2.5,Over,102,107,0.468,-5.37,0.4632
835,Alex Caruso,DraftKings,player_assists,2.5,Under,-135,-114,0.543,-5.47,0.5369
836,Jalen Williams,FanDuel,player_points_rebounds,27.5,Over,-112,101,0.499,-5.5,0.4936
837,Luguentz Dort,BetMGM,player_points,8.5,Under,-135,-115,0.543,-5.56,0.5363
838,Luguentz Dort,BetMGM,player_points_rebounds,12.5,Under,-145,-125,0.559,-5.56,0.5525
839,Myles Turner,BetRivers,player_threes,1.5,Over,100,128,0.472,-5.58,0.4668
840,Jalen Williams,DraftKings,player_points_rebounds_assists,32.5,Under,-115,-101,0.505,-5.66,0.4989
841,Pascal Siakam,BetRivers,player_points,20.5,Over,-121,106,0.516,-5.67,0.5106
842,Pascal Siakam,BetMGM,player_points_assists,24.5,Over,-110,104,0.494,-5.69,0.4884
