,NAME,BOOKMAKER,CATEGORY,LINE,OVER/UNDER,ODDS,FAIR ODDS,SIM PROB,EV,KELLY CRITERION
1400,Pascal Siakam,Bovada,player_rebounds_assists,10.5,Over,-115,-102,0.424,-20.77,0.4171
1401,T.J. McConnell,BetRivers,player_points_assists,14.5,Over,-112,108,0.418,-20.8,0.4119
1402,Andrew Nembhard,BetOnline.ag,player_assists,4.5,Under,-156,-135,0.483,-20.81,0.4745
1403,Andrew Nembhard,BetMGM,player_assists,4.5,Under,-160,-135,0.487,-20.81,0.4791
1404,Obi Toppin,BetOnline.ag,player_threes,1.5,Over,102,117,0.391,-20.96,0.3853
1405,T.J. McConnell,Bovada,player_points_assists,14.5,Over,-110,108,0.414,-21.0,0.4074
1406,Isaiah Hartenstein,BetOnline.ag,player_assists,1.5,Under,120,136,0.359,-21.04,0.3536
1407,Shai Gilgeous-Alexander,Bovada,player_points,28.5,Over,-260,-217,0.57,-21.08,0.5588
1408,T.J. McConnell,BetRivers,player_points,10.5,Over,102,127,0.391,-21.09,0.3847
1409,Pascal Siakam,BetOnline.ag,player_threes,1.5,Under,-179,-159,0.506,-21.18,0.4968
1410,Myles Turner,Bovada,player_points,14.5,Under,-200,-174,0.524,-21.33,0.5149
1411,T.J. McConnell,BetMGM,player_threes,0.5,Under,-350,-277,0.611,-21.38,0.5979
1412,Myles Turner,Bovada,player_blocks,1.5,Under,115,115,0.366,-21.4,0.3601
1413,Pascal Siakam,BetOnline.ag,player_threes,1.5,Under,-179,-159,0.504,-21.51,0.4947
1414,Luguentz Dort,Bovada,player_threes,1.5,Under,120,149,0.356,-21.59,0.351
1415,Chet Holmgren,Bovada,player_points,18.5,Over,190,228,0.27,-21.62,0.2665
1416,Obi Toppin,DraftKings,player_threes,1.5,Over,100,117,0.392,-21.63,0.3858
1417,Alex Caruso,Bovada,player_points_rebounds_assists,15.5,Over,-120,104,0.427,-21.63,0.4206
1418,Isaiah Hartenstein,DraftKings,player_blocks,0.5,Under,-145,-135,0.463,-21.71,0.4556
1419,Andrew Nembhard,Bovada,player_assists,4.5,Under,-165,-135,0.487,-21.83,0.4782
1420,Pascal Siakam,FanDuel,player_rebounds_assists,10.5,Over,-113,-102,0.415,-21.86,0.408
1421,Isaiah Hartenstein,FanDuel,player_assists,1.5,Under,120,136,0.355,-21.9,0.3496
1422,Luguentz Dort,DraftKings,player_blocks,0.5,Under,-220,-199,0.537,-21.92,0.5266
1423,Isaiah Hartenstein,DraftKings,player_assists,1.5,Under,120,136,0.355,-21.94,0.3494
1424,Pascal Siakam,FanDuel,player_threes,1.5,Under,-180,-159,0.501,-22.06,0.4921
1425,Obi Toppin,Bovada,player_points,13.5,Over,210,251,0.251,-22.17,0.2475
1426,Obi Toppin,DraftKings,player_threes,1.5,Over,100,117,0.389,-22.22,0.3828
1427,Chet Holmgren,DraftKings,player_points_rebounds,25.5,Over,-105,106,0.398,-22.29,0.3917
1428,Chet Holmgren,BetOnline.ag,player_assists,1.5,Over,161,196,0.298,-22.29,0.2934
1429,Pascal Siakam,DraftKings,player_steals,0.5,Under,165,196,0.293,-22.44,0.2884
1430,Obi Toppin,Bovada,player_threes,1.5,Over,100,117,0.388,-22.45,0.3816
1431,Pascal Siakam,FanDuel,player_threes,1.5,Under,-180,-159,0.498,-22.52,0.489
1432,Chet Holmgren,BetRivers,player_points_rebounds,25.5,Over,-108,106,0.402,-22.63,0.3952
1433,Andrew Nembhard,DraftKings,player_points_rebounds,14.5,Under,-130,-115,0.437,-22.7,0.4296
1434,Myles Turner,FanDuel,player_points_rebounds,17.5,Under,-120,-108,0.421,-22.79,0.4142
1435,Andrew Nembhard,BetRivers,player_points_rebounds_assists,19.5,Under,-155,-135,0.469,-22.84,0.4608
1436,Myles Turner,BetRivers,player_points_rebounds_assists,19.5,Under,-143,-125,0.454,-22.92,0.4458
1437,Shai Gilgeous-Alexander,Bovada,player_points,29.5,Over,-210,-182,0.522,-22.98,0.5117
1438,Pascal Siakam,BetRivers,player_rebounds_assists,10.5,Over,-121,-102,0.422,-22.98,0.4147
1439,Pascal Siakam,Bovada,player_threes,1.5,Under,-185,-159,0.5,-22.99,0.4907
1440,Luguentz Dort,Bovada,player_threes,1.5,Under,120,149,0.35,-23.0,0.3446
1441,Myles Turner,BetRivers,player_assists,1.5,Under,-230,-199,0.536,-23.16,0.5249
1442,Pascal Siakam,BetRivers,player_points_rebounds_assists,32.5,Over,-103,111,0.39,-23.17,0.3835
1443,Alex Caruso,BetMGM,player_threes,1.5,Under,-165,-154,0.478,-23.21,0.4695
1444,Aaron Nesmith,Bovada,player_rebounds,4.5,Under,105,114,0.374,-23.28,0.3683
1445,Myles Turner,DraftKings,player_points_rebounds,17.5,Under,-120,-108,0.418,-23.39,0.4109
1446,Andrew Nembhard,BetOnline.ag,player_points_rebounds_assists,18.5,Under,-116,-104,0.411,-23.4,0.4045
1447,Pascal Siakam,DraftKings,player_rebounds_assists,10.5,Over,-120,-102,0.418,-23.41,0.4108
1448,Pascal Siakam,Bovada,player_threes,1.5,Under,-185,-159,0.497,-23.43,0.4877
1449,Pascal Siakam,FanDuel,player_steals,0.5,Under,164,196,0.29,-23.43,0.2857
1450,Alex Caruso,BetMGM,player_threes,1.5,Under,-165,-154,0.476,-23.48,0.4678
1451,Bennedict Mathurin,DraftKings,player_assists,0.5,Under,114,125,0.357,-23.51,0.3518
1452,Obi Toppin,FanDuel,player_points_rebounds_assists,16.5,Over,-120,-107,0.417,-23.52,0.4102
1453,Chet Holmgren,Bovada,player_steals,0.5,Under,115,121,0.356,-23.53,0.3501
1454,Chet Holmgren,Bovada,player_rebounds,8.5,Over,-210,-182,0.517,-23.69,0.5068
1455,Pascal Siakam,BetMGM,player_rebounds_assists,10.5,Over,-118,-102,0.413,-23.69,0.4061
1456,Tyrese Haliburton,Bovada,player_points,18.5,Under,-240,-208,0.539,-23.7,0.5275
1457,Chet Holmgren,BetOnline.ag,player_points_rebounds_assists,26.5,Over,-114,101,0.406,-23.71,0.3996
1458,Isaiah Hartenstein,BetMGM,player_assists,1.5,Under,115,136,0.355,-23.73,0.3491
1459,Pascal Siakam,BetRivers,player_threes,1.5,Under,-200,-159,0.508,-23.73,0.4986
1460,Myles Turner,BetMGM,player_points_rebounds_assists,18.5,Under,-115,102,0.408,-23.73,0.4012
1461,Obi Toppin,Bovada,player_points_rebounds_assists,16.5,Over,-120,-107,0.416,-23.76,0.4088
1462,Aaron Wiggins,BetOnline.ag,player_threes,0.5,Under,130,147,0.331,-23.82,0.3261
1463,Alex Caruso,Bovada,player_threes,1.5,Under,-170,-154,0.479,-23.85,0.4706
1464,Luguentz Dort,BetMGM,player_blocks,0.5,Under,-235,-199,0.534,-23.88,0.5231
1465,Kenrich Williams,Bovada,player_steals,0.5,Under,-210,-182,0.516,-23.89,0.5054
1466,Andrew Nembhard,Bovada,player_points_rebounds_assists,18.5,Under,-115,-104,0.407,-23.96,0.3999
1467,Aaron Wiggins,BetMGM,player_threes,0.5,Under,125,147,0.338,-23.96,0.3327
1468,Andrew Nembhard,BetMGM,player_points_rebounds,14.5,Under,-130,-115,0.429,-24.1,0.4216
1469,T.J. McConnell,BetRivers,player_points_rebounds_assists,18.5,Over,102,115,0.376,-24.12,0.3695
1470,Myles Turner,BetOnline.ag,player_assists,1.5,Under,-233,-199,0.531,-24.13,0.5199
1471,T.J. McConnell,Bovada,player_points,12.5,Over,205,239,0.249,-24.18,0.2449
1472,Aaron Nesmith,Bovada,player_rebounds,5.5,Under,-185,-160,0.492,-24.21,0.4826
1473,Pascal Siakam,BetMGM,player_threes,1.5,Under,-200,-159,0.505,-24.22,0.4953
1474,Jalen Williams,BetOnline.ag,player_assists,4.5,Under,-127,-114,0.424,-24.23,0.4166
1475,Myles Turner,DraftKings,player_blocks_steals,2.5,Under,-166,-141,0.473,-24.25,0.464
1476,Obi Toppin,Bovada,player_points_rebounds,15.5,Over,-110,104,0.397,-24.3,0.3899
1477,Chet Holmgren,DraftKings,player_points_rebounds_assists,26.5,Over,-110,101,0.396,-24.31,0.3898
1478,Myles Turner,Bovada,player_points,13.5,Under,-150,-130,0.454,-24.36,0.4456
1479,Pascal Siakam,BetRivers,player_threes,1.5,Under,-200,-159,0.504,-24.38,0.4942
1480,Myles Turner,Bovada,player_points_rebounds_assists,18.5,Under,-115,102,0.404,-24.39,0.3976
1481,Andrew Nembhard,DraftKings,player_points_rebounds_assists,18.5,Under,-115,-104,0.404,-24.47,0.3971
1482,Chet Holmgren,BetRivers,player_points_rebounds_assists,26.5,Over,-113,101,0.4,-24.51,0.3937
1483,Jalen Williams,BetMGM,player_assists,4.5,Under,-130,-114,0.426,-24.59,0.4188
1484,Jalen Williams,BetMGM,player_rebounds_assists,9.5,Under,105,111,0.368,-24.6,0.3618
1485,Myles Turner,BetMGM,player_points_rebounds,17.5,Under,-120,-108,0.411,-24.61,0.4041
1486,Jalen Williams,Bovada,player_points,26.5,Over,190,228,0.26,-24.62,0.256
1487,Myles Turner,FanDuel,player_assists,1.5,Under,-235,-199,0.528,-24.68,0.5173
1488,Shai Gilgeous-Alexander,BetRivers,player_points,30.5,Over,-165,-144,0.469,-24.72,0.46
1489,Chet Holmgren,DraftKings,player_rebounds,9.5,Over,-120,-110,0.41,-24.78,0.4032
1490,Aaron Nesmith,BetOnline.ag,player_rebounds,4.5,Under,100,114,0.376,-24.8,0.3697
1491,Aaron Nesmith,BetMGM,player_rebounds,4.5,Under,100,114,0.376,-24.82,0.3697
1492,Pascal Siakam,BetMGM,player_threes,1.5,Under,-200,-159,0.501,-24.82,0.4912
1493,Tyrese Haliburton,Bovada,player_points,13.5,Under,150,153,0.301,-24.82,0.296
1494,Obi Toppin,BetOnline.ag,player_points_rebounds_assists,16.5,Over,-119,-107,0.408,-24.83,0.4014
1495,Jalen Williams,BetRivers,player_assists,4.5,Under,-127,-114,0.42,-24.84,0.4131
1496,Isaiah Hartenstein,BetRivers,player_assists,1.5,Under,112,136,0.354,-24.86,0.3487
1497,Tyrese Haliburton,Bovada,player_points,17.5,Under,-185,-160,0.488,-24.87,0.4782
1498,Chet Holmgren,BetRivers,player_rebounds,9.5,Over,-122,-110,0.413,-24.93,0.4054
1499,Aaron Wiggins,BetMGM,player_assists,0.5,Under,135,141,0.319,-24.94,0.3143
1500,Myles Turner,DraftKings,player_points_rebounds_assists,18.5,Under,-110,102,0.393,-24.94,0.3865
1501,Myles Turner,BetOnline.ag,player_points_rebounds_assists,18.5,Under,-111,102,0.395,-24.99,0.3879
1502,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,42.5,Over,-155,-135,0.456,-24.99,0.4475
1503,Myles Turner,FanDuel,player_points_rebounds_assists,18.5,Under,-115,102,0.401,-24.99,0.3944
1504,Bennedict Mathurin,DraftKings,player_threes,0.5,Under,-115,-103,0.401,-25.03,0.3941
1505,Pascal Siakam,Bovada,player_points,17.5,Under,135,153,0.319,-25.04,0.3139
1506,Tyrese Haliburton,Bovada,player_points,14.5,Under,115,120,0.349,-25.06,0.3429
1507,Luguentz Dort,Bovada,player_points,10.5,Over,190,228,0.258,-25.06,0.2545
1508,Jalen Williams,Bovada,player_assists,4.5,Under,-125,-114,0.416,-25.08,0.4089
1509,Alex Caruso,BetRivers,player_points_rebounds_assists,16.5,Over,104,120,0.367,-25.18,0.3607
1510,Isaiah Hartenstein,Bovada,player_blocks,0.5,Under,-165,-135,0.466,-25.2,0.4569
1511,Isaiah Hartenstein,BetMGM,player_blocks,0.5,Under,-160,-135,0.46,-25.2,0.4517
1512,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,43.5,Over,-130,-115,0.423,-25.21,0.4152
1513,Myles Turner,Bovada,player_steals,0.5,Under,-170,-135,0.471,-25.26,0.4616
1514,Aaron Wiggins,BetOnline.ag,player_threes,0.5,Under,130,147,0.325,-25.27,0.3197
1515,Aaron Nesmith,DraftKings,player_blocks_steals,1.5,Under,-188,-160,0.487,-25.32,0.4779
1516,Myles Turner,BetMGM,player_assists,1.5,Under,-235,-199,0.524,-25.34,0.5125
1517,Luguentz Dort,Bovada,player_blocks,0.5,Under,-240,-199,0.527,-25.35,0.5156
1518,Chet Holmgren,BetMGM,player_points_rebounds,25.5,Over,-115,106,0.399,-25.38,0.3922
1519,Andrew Nembhard,BetRivers,player_points_rebounds_assists,18.5,Under,-124,-104,0.413,-25.43,0.4055
1520,Alex Caruso,BetOnline.ag,player_threes,1.5,Under,-179,-154,0.478,-25.46,0.4689
1521,Alex Caruso,BetOnline.ag,player_threes,1.5,Under,-179,-154,0.477,-25.59,0.468
1522,Obi Toppin,DraftKings,player_steals,0.5,Under,-115,-102,0.398,-25.59,0.3911
1523,Bennedict Mathurin,BetOnline.ag,player_threes,0.5,Under,-119,-103,0.404,-25.63,0.397
1524,Pascal Siakam,Bovada,player_rebounds,6.5,Over,-185,-160,0.483,-25.63,0.4732
1525,Jalen Williams,DraftKings,player_rebounds_assists,9.5,Under,100,111,0.372,-25.68,0.3653
1526,Aaron Nesmith,FanDuel,player_rebounds,4.5,Under,-104,114,0.379,-25.7,0.3723
1527,Pascal Siakam,Bovada,player_points,16.5,Under,170,199,0.275,-25.71,0.2709
1528,Alex Caruso,Bovada,player_threes,1.5,Under,-170,-154,0.468,-25.71,0.4587
1529,Aaron Nesmith,DraftKings,player_rebounds,4.5,Under,-105,114,0.38,-25.72,0.374
1530,Tyrese Haliburton,BetMGM,player_blocks,0.5,Under,-135,-126,0.427,-25.74,0.4188
1531,Obi Toppin,BetMGM,player_points_rebounds_assists,16.5,Over,-125,-107,0.412,-25.81,0.4048
1532,Myles Turner,DraftKings,player_assists,1.5,Under,-238,-199,0.522,-25.84,0.5108
1533,Andrew Nembhard,DraftKings,player_blocks_steals,1.5,Under,-135,-115,0.426,-25.9,0.4179
1534,Shai Gilgeous-Alexander,Bovada,player_points,30.5,Over,-170,-144,0.466,-26.03,0.4567
1535,Aaron Wiggins,BetMGM,player_threes,0.5,Under,125,147,0.328,-26.1,0.3231
1536,Chet Holmgren,DraftKings,player_assists,1.5,Over,154,196,0.291,-26.15,0.2862
1537,Tyrese Haliburton,FanDuel,player_points,15.5,Under,-111,-101,0.388,-26.18,0.3816
1538,Tyrese Haliburton,BetMGM,player_points,15.5,Under,-115,-101,0.395,-26.18,0.3879
1539,Andrew Nembhard,FanDuel,player_points_rebounds_assists,18.5,Under,-120,-104,0.403,-26.18,0.3955
1540,Alex Caruso,BetRivers,player_threes,1.5,Under,-182,-154,0.476,-26.21,0.4667
1541,Tyrese Haliburton,BetOnline.ag,player_points,15.5,Under,-116,-101,0.396,-26.25,0.389
1542,Chet Holmgren,BetOnline.ag,player_rebounds,9.5,Over,-125,-110,0.41,-26.26,0.4023
1543,Ben Sheppard,Bovada,player_steals,0.5,Under,-300,-251,0.553,-26.33,0.5391
1544,Alex Caruso,BetRivers,player_threes,1.5,Under,-182,-154,0.475,-26.34,0.4659
1545,Luguentz Dort,BetRivers,player_threes,1.5,Under,112,149,0.347,-26.39,0.3414
1546,Bennedict Mathurin,DraftKings,player_threes,0.5,Under,-115,-103,0.394,-26.42,0.3866
1547,Pascal Siakam,BetRivers,player_points_rebounds_assists,33.5,Over,112,130,0.347,-26.45,0.3411
1548,Obi Toppin,DraftKings,player_points_rebounds_assists,16.5,Over,-125,-107,0.408,-26.58,0.4005
1549,Aaron Nesmith,BetRivers,player_rebounds,4.5,Under,-103,114,0.373,-26.58,0.3661
1550,Chet Holmgren,Bovada,player_rebounds,9.5,Over,-125,-110,0.407,-26.65,0.4001
1551,Myles Turner,BetRivers,player_points_rebounds_assists,18.5,Under,-118,102,0.397,-26.67,0.3898
1552,Andrew Nembhard,Bovada,player_points,12.5,Under,-220,-190,0.504,-26.69,0.4931
1553,Chet Holmgren,DraftKings,player_steals,0.5,Under,105,121,0.357,-26.76,0.3511
1554,Tyrese Haliburton,Bovada,player_points,16.5,Under,-145,-125,0.433,-26.79,0.4251
1555,Obi Toppin,Bovada,player_steals,0.5,Under,-120,-102,0.399,-26.82,0.3919
1556,Chet Holmgren,Bovada,player_points_rebounds_assists,26.5,Over,-120,101,0.398,-26.97,0.3911
1557,Chet Holmgren,FanDuel,player_rebounds,9.5,Over,-128,-110,0.41,-26.99,0.4023
1558,Tyrese Haliburton,Bovada,player_points,12.5,Under,190,228,0.252,-27.0,0.2478
1559,Shai Gilgeous-Alexander,BetMGM,player_points_rebounds_assists,44.5,Over,-105,104,0.374,-27.02,0.3672
1560,Jalen Williams,DraftKings,player_assists,4.5,Under,-135,-114,0.419,-27.12,0.4108
1561,Aaron Wiggins,DraftKings,player_threes,0.5,Under,120,147,0.331,-27.15,0.3256
1562,Obi Toppin,DraftKings,player_points_rebounds,15.5,Over,-115,104,0.39,-27.16,0.3826
1563,Andrew Nembhard,Bovada,player_points_rebounds,13.5,Under,105,117,0.355,-27.18,0.3491
1564,Alex Caruso,FanDuel,player_threes,1.5,Under,-188,-154,0.475,-27.21,0.4653
1565,Alex Caruso,FanDuel,player_threes,1.5,Under,-188,-154,0.475,-27.23,0.4651
1566,Shai Gilgeous-Alexander,BetRivers,player_points,31.5,Over,-134,-120,0.417,-27.25,0.4088
1567,Myles Turner,FanDuel,player_blocks,1.5,Under,-102,115,0.367,-27.27,0.3608
1568,Shai Gilgeous-Alexander,FanDuel,player_points_rebounds_assists,44.5,Over,-108,104,0.377,-27.3,0.3707
1569,Cason Wallace,BetMGM,player_points,4.5,Under,-115,100,0.389,-27.31,0.3818
1570,Alex Caruso,DraftKings,player_threes,1.5,Under,-195,-154,0.481,-27.31,0.4704
1571,Shai Gilgeous-Alexander,Bovada,player_points_assists,39.5,Over,105,108,0.354,-27.4,0.348
1572,Luguentz Dort,BetRivers,player_threes,1.5,Under,112,149,0.342,-27.43,0.3364
1573,Bennedict Mathurin,BetOnline.ag,player_threes,0.5,Under,-119,-103,0.394,-27.48,0.3868
1574,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds,37.5,Over,-118,-103,0.392,-27.53,0.3851
1575,Myles Turner,BetRivers,player_points_rebounds_assists,17.5,Under,105,120,0.353,-27.55,0.3472
1576,Bennedict Mathurin,BetMGM,player_assists,0.5,Under,105,125,0.353,-27.55,0.3473
1577,Jalen Williams,FanDuel,player_assists,4.5,Under,-136,-114,0.417,-27.56,0.4095
1578,Andrew Nembhard,Bovada,player_points_assists,14.5,Under,105,114,0.353,-27.58,0.3471
1579,Isaiah Hartenstein,Bovada,player_rebounds,7.5,Under,-230,-199,0.505,-27.59,0.4933
1580,Bennedict Mathurin,BetMGM,player_threes,0.5,Under,-125,-103,0.402,-27.59,0.3948
1581,Andrew Nembhard,BetMGM,player_points_rebounds_assists,18.5,Under,-130,-104,0.409,-27.62,0.4014
1582,Shai Gilgeous-Alexander,FanDuel,player_points_rebounds,37.5,Over,-118,-103,0.392,-27.65,0.3844
1583,Bennedict Mathurin,Bovada,player_points,5.5,Under,165,190,0.272,-27.83,0.2679
1584,Myles Turner,BetOnline.ag,player_points,12.5,Under,-118,-105,0.39,-27.86,0.3833
1585,Chet Holmgren,BetRivers,player_points_rebounds_assists,27.5,Over,105,120,0.352,-27.88,0.3456
1586,Andrew Nembhard,BetRivers,player_points_rebounds_assists,17.5,Under,100,115,0.36,-27.92,0.354
1587,Cason Wallace,BetRivers,player_points,4.5,Under,-117,100,0.388,-27.97,0.3812
1588,Myles Turner,Bovada,player_points_rebounds,17.5,Under,-135,-108,0.414,-27.99,0.4058
1589,Cason Wallace,BetOnline.ag,player_points,4.5,Under,-116,100,0.386,-28.06,0.3792
1590,Chet Holmgren,FanDuel,player_steals,0.5,Under,102,121,0.356,-28.07,0.3498
1591,Aaron Nesmith,BetMGM,player_assists,0.5,Under,135,153,0.306,-28.13,0.3007
1592,Chet Holmgren,BetRivers,player_rebounds_assists,10.5,Over,-130,-119,0.406,-28.19,0.3982
1593,Tyrese Haliburton,Bovada,player_points,15.5,Under,-115,-101,0.384,-28.19,0.377
1594,Cason Wallace,DraftKings,player_points,4.5,Under,-115,100,0.384,-28.2,0.3769
1595,Aaron Wiggins,DraftKings,player_threes,0.5,Under,120,147,0.326,-28.26,0.3205
1596,Chet Holmgren,BetMGM,player_rebounds,9.5,Over,-130,-110,0.405,-28.29,0.3976
1597,Tyrese Haliburton,DraftKings,player_points,15.5,Under,-115,-101,0.383,-28.34,0.3762
1598,Cason Wallace,DraftKings,player_rebounds,2.5,Under,-154,-147,0.434,-28.44,0.4251
1599,Chet Holmgren,BetMGM,player_points_rebounds_assists,26.5,Over,-125,101,0.397,-28.52,0.3896
1600,Shai Gilgeous-Alexander,BetRivers,player_points_assists,38.5,Over,-124,-106,0.396,-28.53,0.3882
1601,Myles Turner,BetMGM,player_points,12.5,Under,-115,-105,0.382,-28.63,0.3746
1602,Myles Turner,Bovada,player_points,12.5,Under,-115,-105,0.38,-28.87,0.3733
1603,Jalen Williams,Bovada,player_rebounds_assists,9.5,Under,-110,111,0.373,-28.88,0.3656
1604,Alex Caruso,DraftKings,player_threes,1.5,Under,-195,-154,0.47,-28.89,0.4597
1605,Andrew Nembhard,DraftKings,player_points_assists,14.5,Under,100,114,0.355,-28.96,0.3487
1606,Bennedict Mathurin,BetMGM,player_threes,0.5,Under,-125,-103,0.394,-29.03,0.3867
1607,Aaron Nesmith,DraftKings,player_rebounds_assists,5.5,Under,-110,102,0.372,-29.08,0.3646
1608,Andrew Nembhard,BetMGM,player_points,10.5,Under,-105,101,0.363,-29.22,0.3558
1609,Shai Gilgeous-Alexander,BetOnline.ag,player_points_rebounds_assists,44.5,Over,-112,104,0.374,-29.26,0.3667
1610,Pascal Siakam,DraftKings,player_turnovers,1.5,Over,-166,-141,0.441,-29.31,0.4319
1611,Jalen Williams,FanDuel,player_rebounds_assists,9.5,Under,-111,111,0.372,-29.31,0.3649
1612,Isaiah Hartenstein,Bovada,player_steals,0.5,Under,-105,108,0.361,-29.43,0.3548
1613,Tyrese Haliburton,Bovada,player_points_rebounds,19.5,Under,105,115,0.344,-29.48,0.3378
1614,Aaron Nesmith,Bovada,player_rebounds_assists,5.5,Under,-110,102,0.369,-29.49,0.3624
1615,Chet Holmgren,DraftKings,player_rebounds_assists,10.5,Over,-135,-119,0.405,-29.55,0.3967
1616,Tyrese Haliburton,Bovada,player_blocks,0.5,Under,-150,-126,0.423,-29.57,0.4139
1617,Aaron Wiggins,DraftKings,player_assists,0.5,Under,114,141,0.329,-29.58,0.3232
1618,Shai Gilgeous-Alexander,FanDuel,player_points,32.5,Over,-115,-101,0.376,-29.65,0.3691
1619,Myles Turner,BetMGM,player_blocks,1.5,Under,-105,115,0.36,-29.66,0.3536
1620,Andrew Nembhard,Bovada,player_steals,1.5,Under,-210,-184,0.476,-29.66,0.4655
1621,Andrew Nembhard,BetMGM,player_points_assists,14.5,Under,-105,114,0.36,-29.67,0.3535
1622,Shai Gilgeous-Alexander,Bovada,player_points_rebounds,37.5,Over,-120,-103,0.384,-29.68,0.3761
1623,Tyrese Haliburton,DraftKings,player_blocks,0.5,Under,-154,-126,0.426,-29.68,0.4175
1624,Shai Gilgeous-Alexander,Bovada,player_points,31.5,Over,-145,-120,0.416,-29.74,0.4073
1625,Myles Turner,Bovada,player_points,11.5,Under,115,120,0.327,-29.8,0.3207
1626,Andrew Nembhard,Bovada,player_points,11.5,Under,-165,-144,0.437,-29.84,0.4275
1627,Myles Turner,DraftKings,player_points,12.5,Under,-120,-105,0.382,-29.92,0.3748
1628,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,44.5,Over,-112,104,0.369,-30.17,0.3618
1629,Tyrese Haliburton,BetMGM,player_points_rebounds,20.5,Under,-125,-111,0.388,-30.18,0.3803
1630,Andrew Nembhard,FanDuel,player_points_rebounds,13.5,Under,-102,117,0.352,-30.21,0.3458
1631,Cason Wallace,DraftKings,player_blocks,0.5,Under,-315,-270,0.529,-30.31,0.5141
1632,Cason Wallace,BetMGM,player_threes,0.5,Under,-120,-106,0.38,-30.33,0.3726
1633,Tyrese Haliburton,Bovada,player_points_assists,22.5,Under,105,112,0.339,-30.44,0.333
1634,Chet Holmgren,FanDuel,player_rebounds_assists,10.5,Over,-138,-119,0.403,-30.56,0.3944
1635,Cason Wallace,BetMGM,player_rebounds,2.5,Under,-175,-147,0.442,-30.61,0.4318
1636,Cason Wallace,Bovada,player_blocks,0.5,Under,-330,-270,0.532,-30.71,0.5163
1637,Isaiah Hartenstein,DraftKings,player_steals,0.5,Under,-110,108,0.363,-30.76,0.3557
1638,Isaiah Hartenstein,DraftKings,player_rebounds_assists,8.5,Under,-130,-119,0.391,-30.83,0.3831
1639,Andrew Nembhard,DraftKings,player_steals,1.5,Under,-215,-184,0.472,-30.86,0.4606
1640,Myles Turner,FanDuel,player_points,12.5,Under,-125,-105,0.384,-30.92,0.3761
1641,Andrew Nembhard,BetRivers,player_points,11.5,Under,-167,-144,0.432,-30.98,0.4222
1642,Shai Gilgeous-Alexander,DraftKings,player_points_rebounds_assists,44.5,Over,-115,104,0.369,-31.0,0.3618
1643,Shai Gilgeous-Alexander,Bovada,player_points_rebounds_assists,44.5,Over,-115,104,0.369,-31.05,0.3616
1644,Andrew Nembhard,FanDuel,player_points_assists,14.5,Under,-104,114,0.351,-31.05,0.3448
1645,Andrew Nembhard,BetMGM,player_threes,1.5,Under,-175,-164,0.439,-31.06,0.4289
1646,Cason Wallace,BetOnline.ag,player_threes,0.5,Under,-118,-106,0.373,-31.06,0.3657
1647,Andrew Nembhard,FanDuel,player_steals,1.5,Under,-220,-184,0.474,-31.11,0.462
1648,Aaron Nesmith,DraftKings,player_steals,0.5,Under,110,120,0.328,-31.13,0.3218
1649,Tyrese Haliburton,DraftKings,player_points_rebounds,20.5,Under,-125,-111,0.383,-31.14,0.3748
1650,Cason Wallace,BetMGM,player_threes,0.5,Under,-120,-106,0.375,-31.22,0.3676
1651,Andrew Nembhard,Bovada,player_threes,1.5,Under,-180,-164,0.442,-31.22,0.4321
1652,Shai Gilgeous-Alexander,BetRivers,player_points,32.5,Over,-112,-101,0.363,-31.26,0.356
1653,Cason Wallace,BetOnline.ag,player_threes,0.5,Under,-118,-106,0.372,-31.33,0.3643
1654,Pascal Siakam,FanDuel,player_rebounds,7.5,Over,108,117,0.33,-31.38,0.3237
1655,Cason Wallace,BetOnline.ag,player_rebounds,2.5,Under,-167,-147,0.429,-31.44,0.4193
1656,Aaron Nesmith,DraftKings,player_assists,0.5,Under,130,153,0.298,-31.46,0.2926
1657,Myles Turner,DraftKings,player_blocks,1.5,Under,-110,115,0.359,-31.49,0.3518
1658,Andrew Nembhard,DraftKings,player_points,10.5,Under,-110,101,0.359,-31.56,0.3515
1659,Jalen Williams,Bovada,player_rebounds,4.5,Under,130,153,0.297,-31.69,0.2916
1660,Cason Wallace,DraftKings,player_threes,0.5,Under,-125,-106,0.379,-31.7,0.3717
1661,Tyrese Haliburton,BetRivers,player_points,15.5,Under,-134,-101,0.391,-31.78,0.3825
1662,T.J. McConnell,BetRivers,player_points_rebounds_assists,19.5,Over,116,135,0.316,-31.82,0.3097
1663,Obi Toppin,DraftKings,player_rebounds,4.5,Over,-140,-127,0.397,-31.87,0.389
1664,Ben Sheppard,DraftKings,player_rebounds,1.5,Under,-160,-141,0.418,-32.04,0.4089
1665,Obi Toppin,BetRivers,player_rebounds,4.5,Over,-139,-127,0.395,-32.08,0.3866
1666,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,45.5,Over,105,120,0.331,-32.15,0.3246
1667,Chet Holmgren,Bovada,player_rebounds_assists,10.5,Over,-145,-119,0.402,-32.16,0.3928
1668,Andrew Nembhard,BetMGM,player_threes,1.5,Under,-175,-164,0.432,-32.18,0.4216
