,NAME,BOOKMAKER,CATEGORY,LINE,OVER/UNDER,ODDS,SIM PROB,EV,KELLY CRITERION
309,Aaron Nesmith,DraftKings,player_points,12.5,Under,-125,0.431,-22.38,0.0
310,Pascal Siakam,Bovada,player_points,18.5,Under,105,0.378,-22.43,0.0
311,Thomas Bryant,FanDuel,player_points,2.5,Under,-125,0.43,-22.61,0.0
312,Pascal Siakam,Bovada,player_points,16.5,Under,170,0.286,-22.79,0.0
313,Alex Caruso,Bovada,player_points,11.5,Over,165,0.291,-22.82,0.0
314,Andrew Nembhard,Bovada,player_points,11.5,Under,-105,0.394,-22.98,0.0
315,Pascal Siakam,Bovada,player_points,17.5,Under,135,0.328,-22.98,0.0
316,Andrew Nembhard,Bovada,player_points,10.5,Under,135,0.327,-23.05,0.0
317,T.J. McConnell,Bovada,player_points,5.5,Under,170,0.285,-23.11,0.0
318,T.J. McConnell,Bovada,player_points,7.5,Under,-125,0.425,-23.5,0.0
319,Bennedict Mathurin,BetRivers,player_points,7.5,Under,106,0.37,-23.76,0.0
320,Pascal Siakam,BetRivers,player_points,18.5,Under,104,0.374,-23.77,0.0
321,Aaron Nesmith,BetOnline.ag,player_points,12.5,Under,-125,0.423,-23.82,0.0
322,Pascal Siakam,BetOnline.ag,player_points,19.5,Under,-122,0.418,-23.86,0.0
323,T.J. McConnell,Bovada,player_points,6.5,Under,115,0.354,-23.91,0.0
324,Myles Turner,BetRivers,player_points,13.5,Under,102,0.375,-24.16,0.0
325,Andrew Nembhard,Bovada,player_points,9.5,Under,180,0.27,-24.36,0.0
326,Chet Holmgren,Bovada,player_points,13.5,Under,125,0.336,-24.45,0.0
327,Aaron Nesmith,Bovada,player_points,11.5,Under,105,0.366,-25.05,0.0
328,Isaiah Hartenstein,Bovada,player_points,9.5,Under,-245,0.532,-25.08,0.0
329,Myles Turner,DraftKings,player_points,13.5,Under,100,0.374,-25.1,0.0
330,Bennedict Mathurin,FanDuel,player_points,8.5,Under,-130,0.423,-25.11,0.0
331,Aaron Nesmith,BetRivers,player_points,11.5,Under,106,0.363,-25.15,0.0
332,Luguentz Dort,Bovada,player_points,10.5,Over,160,0.287,-25.4,0.0
333,Aaron Nesmith,Bovada,player_points,12.5,Under,-125,0.414,-25.52,0.0
334,Myles Turner,Bovada,player_points,11.5,Under,200,0.248,-25.52,0.0
335,Bennedict Mathurin,BetRivers,player_points,8.5,Under,-127,0.416,-25.57,0.0
336,Aaron Nesmith,Bovada,player_points,10.5,Under,140,0.307,-26.32,0.0
337,Aaron Nesmith,FanDuel,player_points,12.5,Under,-130,0.416,-26.36,0.0
338,Pascal Siakam,FanDuel,player_points,18.5,Under,-102,0.371,-26.44,0.0
339,T.J. McConnell,BetRivers,player_points,7.5,Under,-139,0.426,-26.72,0.0
340,Myles Turner,FanDuel,player_points,13.5,Under,-104,0.373,-26.75,0.0
341,Shai Gilgeous-Alexander,Bovada,player_points,29.5,Over,-290,0.54,-27.37,0.0
342,Aaron Nesmith,Bovada,player_points,9.5,Under,190,0.25,-27.39,0.0
343,Cason Wallace,BetRivers,player_points,6.5,Over,107,0.349,-27.75,0.0
344,T.J. McConnell,DraftKings,player_points,6.5,Under,100,0.356,-28.89,0.0
345,Chet Holmgren,Bovada,player_points,12.5,Under,165,0.268,-28.94,0.0
346,T.J. McConnell,FanDuel,player_points,6.5,Under,-102,0.353,-30.02,0.0
347,Shai Gilgeous-Alexander,Bovada,player_points,30.5,Over,-240,0.492,-30.36,0.0
348,T.J. McConnell,BetRivers,player_points,6.5,Under,-108,0.355,-31.61,0.0
349,Cason Wallace,DraftKings,player_points,6.5,Over,-105,0.35,-31.62,0.0
350,Cason Wallace,BetOnline.ag,player_points,6.5,Over,-102,0.344,-31.97,0.0
351,Isaiah Hartenstein,Bovada,player_points,8.5,Under,-170,0.424,-32.72,0.0
352,Luguentz Dort,Bovada,player_points,11.5,Over,215,0.212,-33.1,0.0
353,Shai Gilgeous-Alexander,BetRivers,player_points,32.5,Over,-143,0.391,-33.5,0.0
354,Shai Gilgeous-Alexander,Bovada,player_points,31.5,Over,-200,0.43,-35.55,0.0
355,Shai Gilgeous-Alexander,Bovada,player_points,32.5,Over,-165,0.393,-36.89,0.0
356,Shai Gilgeous-Alexander,BetRivers,player_points,33.5,Over,-121,0.339,-38.02,0.0
357,Isaiah Joe,DraftKings,player_points,3.5,Under,-140,0.35,-40.03,0.0
358,Shai Gilgeous-Alexander,Bovada,player_points,33.5,Over,-135,0.343,-40.29,0.0
359,Shai Gilgeous-Alexander,BetRivers,player_points,34.5,Over,-103,0.298,-41.3,0.0
360,Isaiah Hartenstein,BetOnline.ag,player_points,7.5,Under,-125,0.323,-41.95,0.0
361,Shai Gilgeous-Alexander,BetOnline.ag,player_points,34.5,Over,-109,0.301,-42.25,0.0
362,Isaiah Hartenstein,Bovada,player_points,7.5,Under,-125,0.32,-42.34,0.0
363,Shai Gilgeous-Alexander,FanDuel,player_points,34.5,Over,-102,0.29,-42.52,0.0
364,Isaiah Hartenstein,DraftKings,player_points,7.5,Under,-125,0.317,-43.03,0.0
365,Shai Gilgeous-Alexander,DraftKings,player_points,34.5,Over,-110,0.291,-44.53,0.0
366,Shai Gilgeous-Alexander,Bovada,player_points,34.5,Over,-115,0.295,-44.87,0.0
367,Shai Gilgeous-Alexander,BetRivers,player_points,35.5,Over,114,0.256,-45.15,0.0
368,Isaiah Hartenstein,BetRivers,player_points,7.5,Under,-152,0.318,-47.35,0.0
369,Shai Gilgeous-Alexander,Bovada,player_points,35.5,Over,105,0.252,-48.25,0.0
370,Isaiah Hartenstein,Bovada,player_points,6.5,Under,115,0.229,-50.7,0.0
371,Shai Gilgeous-Alexander,Bovada,player_points,36.5,Over,120,0.213,-53.04,0.0
372,Isaiah Hartenstein,FanDuel,player_points,6.5,Under,102,0.226,-54.35,0.0
373,Shai Gilgeous-Alexander,Bovada,player_points,37.5,Over,145,0.186,-54.5,0.0
374,Isaiah Hartenstein,BetRivers,player_points,6.5,Under,-109,0.223,-57.22,0.0
375,Shai Gilgeous-Alexander,Bovada,player_points,38.5,Over,170,0.152,-59.0,0.0
376,Isaiah Hartenstein,Bovada,player_points,5.5,Under,170,0.148,-59.99,0.0
377,Shai Gilgeous-Alexander,Bovada,player_points,39.5,Over,200,0.121,-63.64,0.0
