,NAME,BOOKMAKER,CATEGORY,LINE,OVER/UNDER,ODDS,FAIR ODDS,SIM PROB,EV,KELLY CRITERION
275,Jalen Williams,BetMGM,player_points_rebounds,28.5,Under,-115,-108,0.64,19.71,0.6362
276,Andrew Nembhard,DraftKings,player_points,10.5,Over,-120,107,0.652,19.59,0.6481
277,Andrew Nembhard,DraftKings,player_points_rebounds_assists,18.5,Over,-110,108,0.626,19.59,0.6223
278,Cason Wallace,DraftKings,player_steals,0.5,Over,-230,-199,0.833,19.46,0.8288
279,Obi Toppin,DraftKings,player_points_assists,11.5,Under,-105,106,0.612,19.43,0.6077
280,Aaron Nesmith,DraftKings,player_points_rebounds_assists,17.5,Over,-115,102,0.639,19.39,0.6345
281,Alex Caruso,Bovada,player_points_rebounds_assists,17.5,Under,-130,-108,0.674,19.3,0.6701
282,Alex Caruso,BetOnline.ag,player_threes,1.5,Over,102,112,0.59,19.26,0.5864
283,T.J. McConnell,BetOnline.ag,player_assists,3.5,Over,-112,104,0.63,19.24,0.6258
284,Andrew Nembhard,Bovada,player_points_rebounds_assists,17.5,Over,-130,-111,0.674,19.23,0.6697
285,Aaron Nesmith,Bovada,player_threes,1.5,Over,-160,-141,0.734,19.2,0.7293
286,Cason Wallace,BetRivers,player_points_assists,6.5,Over,-132,-115,0.678,19.12,0.6735
287,Andrew Nembhard,BetRivers,player_points_rebounds_assists,17.5,Over,-129,-111,0.671,19.04,0.6663
288,Bennedict Mathurin,BetRivers,player_points,9.5,Over,104,113,0.583,18.94,0.579
289,Pascal Siakam,DraftKings,player_threes,1.5,Over,154,192,0.468,18.84,0.4644
290,Andrew Nembhard,Bovada,player_rebounds_assists,7.5,Over,105,108,0.58,18.8,0.5755
291,Pascal Siakam,BetRivers,player_threes,1.5,Over,150,192,0.475,18.79,0.4717
292,Shai Gilgeous-Alexander,BetRivers,player_assists,5.5,Over,-157,-147,0.726,18.78,0.7213
293,Jalen Williams,BetMGM,player_points_assists,27.5,Under,-105,-106,0.608,18.74,0.6041
294,Aaron Nesmith,Bovada,player_points,10.5,Over,-130,-111,0.671,18.71,0.6667
295,Andrew Nembhard,DraftKings,player_points_assists,14.5,Over,-130,-100,0.671,18.68,0.6665
296,Alex Caruso,BetOnline.ag,player_threes,1.5,Over,102,112,0.587,18.58,0.583
297,Aaron Nesmith,DraftKings,player_threes,1.5,Over,-166,-141,0.74,18.53,0.7354
298,Tyrese Haliburton,Bovada,player_assists,7.5,Over,-150,-130,0.711,18.45,0.7064
299,Aaron Nesmith,FanDuel,player_threes,1.5,Over,-166,-141,0.738,18.26,0.7337
300,Aaron Nesmith,Bovada,player_rebounds,5.5,Over,130,147,0.514,18.24,0.5104
301,Aaron Nesmith,FanDuel,player_threes,1.5,Over,-166,-141,0.738,18.21,0.7333
302,Jalen Williams,BetRivers,player_points_rebounds_assists,34.5,Under,-137,-120,0.683,18.18,0.6788
303,Jalen Williams,BetMGM,player_points,22.5,Under,-110,-103,0.618,18.04,0.6141
304,Aaron Nesmith,DraftKings,player_threes,1.5,Over,-166,-141,0.736,17.97,0.7318
305,Jalen Williams,DraftKings,player_steals,1.5,Over,135,156,0.502,17.97,0.4983
306,Isaiah Hartenstein,BetRivers,player_rebounds,6.5,Over,-134,-122,0.674,17.78,0.6701
307,Obi Toppin,DraftKings,player_points,10.5,Under,-120,-114,0.642,17.77,0.6381
308,Andrew Nembhard,BetMGM,player_points_rebounds_assists,17.5,Over,-135,-111,0.676,17.76,0.6721
309,Chet Holmgren,Bovada,player_rebounds_assists,10.5,Under,-110,-101,0.616,17.61,0.6118
310,Shai Gilgeous-Alexander,BetRivers,player_points_rebounds_assists,47.5,Under,-152,-111,0.709,17.58,0.7048
311,Alex Caruso,BetRivers,player_points_rebounds_assists,15.5,Under,112,130,0.554,17.52,0.5504
312,Jalen Williams,BetMGM,player_blocks,0.5,Over,145,153,0.479,17.47,0.4759
313,Tyrese Haliburton,BetRivers,player_points_rebounds_assists,31.5,Over,102,115,0.581,17.45,0.5773
314,Tyrese Haliburton,DraftKings,player_points_rebounds_assists,30.5,Over,-110,101,0.615,17.32,0.6103
315,Tyrese Haliburton,FanDuel,player_points_rebounds_assists,30.5,Over,-114,101,0.624,17.22,0.6202
316,Aaron Nesmith,BetRivers,player_threes,1.5,Over,-175,-141,0.746,17.17,0.7412
317,Jalen Williams,BetOnline.ag,player_points_rebounds_assists,33.5,Under,-116,-102,0.629,17.13,0.6247
318,Chet Holmgren,FanDuel,player_rebounds_assists,10.5,Under,-112,-101,0.619,17.09,0.6143
319,Jalen Williams,BetRivers,player_points_rebounds_assists,35.5,Under,-165,-141,0.729,17.04,0.7242
320,Alex Caruso,DraftKings,player_threes,1.5,Over,100,112,0.585,17.01,0.5809
321,Tyrese Haliburton,BetOnline.ag,player_points_rebounds_assists,30.5,Over,-112,101,0.617,16.79,0.6127
322,Myles Turner,DraftKings,player_blocks,1.5,Over,-145,-139,0.691,16.77,0.6866
323,Jalen Williams,Bovada,player_points,23.5,Under,-135,-122,0.671,16.75,0.6663
324,Aaron Nesmith,BetRivers,player_threes,1.5,Over,-175,-141,0.743,16.74,0.7384
325,Aaron Nesmith,Bovada,player_points_assists,11.5,Over,-135,-113,0.67,16.71,0.666
326,Aaron Wiggins,FanDuel,player_rebounds,2.5,Over,154,171,0.459,16.69,0.4559
327,Alex Caruso,DraftKings,player_threes,1.5,Over,100,112,0.583,16.69,0.5793
328,Pascal Siakam,Bovada,player_points,20.5,Over,130,144,0.507,16.68,0.5035
329,Tyrese Haliburton,DraftKings,player_steals,1.5,Over,154,178,0.459,16.6,0.4555
330,Obi Toppin,Bovada,player_threes,1.5,Under,-135,-129,0.67,16.59,0.6653
331,Tyrese Haliburton,DraftKings,player_rebounds,4.5,Over,-145,-132,0.69,16.52,0.6851
332,Pascal Siakam,BetRivers,player_threes,1.5,Over,150,192,0.466,16.41,0.4621
333,Andrew Nembhard,Bovada,player_points,8.5,Over,-200,-174,0.776,16.41,0.7716
334,Jalen Williams,Bovada,player_points,20.5,Under,135,144,0.495,16.28,0.4911
335,Jalen Williams,FanDuel,player_assists,4.5,Over,-136,-124,0.669,16.0,0.664
336,Andrew Nembhard,FanDuel,player_rebounds_assists,7.5,Over,100,108,0.58,15.96,0.5756
337,Andrew Nembhard,BetRivers,player_points_rebounds_assists,16.5,Over,-165,-141,0.722,15.91,0.7171
338,Jalen Williams,BetRivers,player_points_rebounds_assists,33.5,Under,-118,-102,0.627,15.8,0.6224
339,Tyrese Haliburton,Bovada,player_points,19.5,Over,155,182,0.454,15.74,0.4503
340,Jalen Williams,Bovada,player_points,21.5,Under,110,120,0.55,15.5,0.5459
341,Tyrese Haliburton,FanDuel,player_rebounds,4.5,Over,-146,-132,0.685,15.5,0.6809
342,Jalen Williams,BetRivers,player_assists,4.5,Over,-136,-124,0.666,15.49,0.661
343,Obi Toppin,Bovada,player_threes,1.5,Under,-135,-129,0.663,15.4,0.6584
344,Obi Toppin,BetMGM,player_threes,1.5,Under,-140,-129,0.673,15.33,0.6682
345,Tyrese Haliburton,BetRivers,player_points_assists,25.5,Over,-109,104,0.601,15.29,0.5969
346,Bennedict Mathurin,BetOnline.ag,player_points,9.5,Over,-102,113,0.582,15.22,0.5776
347,Tyrese Haliburton,BetRivers,player_points,17.5,Over,106,112,0.559,15.19,0.555
348,Tyrese Haliburton,Bovada,player_points_rebounds_assists,30.5,Over,-115,101,0.616,15.16,0.6115
349,Isaiah Hartenstein,DraftKings,player_steals,0.5,Over,-125,-111,0.64,15.14,0.6352
350,Cason Wallace,Bovada,player_points_assists,7.5,Over,110,121,0.548,15.11,0.544
351,Tyrese Haliburton,FanDuel,player_blocks,0.5,Over,-114,-103,0.613,15.09,0.6087
352,T.J. McConnell,Bovada,player_assists,4.5,Over,175,208,0.418,15.01,0.4149
353,Cason Wallace,BetRivers,player_points_rebounds_assists,8.5,Over,-165,-141,0.716,14.92,0.7108
354,Luguentz Dort,Bovada,player_threes,2.5,Over,175,208,0.418,14.86,0.4143
355,Pascal Siakam,Bovada,player_points,19.5,Over,105,113,0.56,14.85,0.5561
356,Obi Toppin,Bovada,player_points,7.5,Under,190,228,0.396,14.8,0.3927
357,Jalen Williams,BetOnline.ag,player_points,22.5,Under,-116,-103,0.616,14.72,0.6116
358,Alex Caruso,BetMGM,player_threes,1.5,Over,-105,112,0.587,14.63,0.5828
359,Alex Caruso,BetMGM,player_threes,1.5,Over,-105,112,0.587,14.58,0.5825
360,Jalen Williams,DraftKings,player_turnovers,2.5,Under,-175,-153,0.729,14.52,0.724
361,Obi Toppin,BetMGM,player_threes,1.5,Under,-140,-129,0.668,14.51,0.6633
362,Chet Holmgren,Bovada,player_rebounds,7.5,Under,185,217,0.402,14.45,0.3984
363,Jalen Williams,Bovada,player_points,22.5,Under,-115,-103,0.612,14.43,0.6076
364,Chet Holmgren,BetMGM,player_rebounds_assists,10.5,Under,-120,-101,0.624,14.42,0.6196
365,Jalen Williams,FanDuel,player_points_rebounds,28.5,Under,-125,-108,0.636,14.4,0.631
366,Myles Turner,BetMGM,player_assists,1.5,Over,140,164,0.477,14.39,0.4729
367,Isaiah Hartenstein,FanDuel,player_rebounds,7.5,Over,116,126,0.529,14.35,0.5254
368,Luguentz Dort,DraftKings,player_steals,1.5,Over,180,199,0.408,14.33,0.405
369,Aaron Wiggins,DraftKings,player_rebounds,2.5,Over,145,171,0.466,14.2,0.4624
370,Obi Toppin,Bovada,player_points_assists,11.5,Under,-115,106,0.611,14.19,0.6063
371,Tyrese Haliburton,DraftKings,player_blocks,0.5,Over,-115,-103,0.61,14.13,0.606
372,Myles Turner,FanDuel,player_assists,1.5,Over,138,164,0.479,14.08,0.4756
373,Jalen Williams,DraftKings,player_assists,4.5,Over,-140,-124,0.665,14.07,0.6607
374,Tyrese Haliburton,DraftKings,player_points_assists,25.5,Over,-110,104,0.597,14.02,0.5928
375,Obi Toppin,BetRivers,player_points,10.5,Under,-125,-114,0.633,13.97,0.6286
376,Isaiah Hartenstein,DraftKings,player_blocks,0.5,Over,120,150,0.518,13.96,0.514
377,Obi Toppin,BetRivers,player_points,11.5,Under,-165,-153,0.71,13.95,0.7047
378,Tyrese Haliburton,BetRivers,player_points_rebounds_assists,30.5,Over,-118,101,0.616,13.83,0.6116
379,Jalen Williams,DraftKings,player_points_rebounds,28.5,Under,-125,-108,0.632,13.76,0.6274
380,Bennedict Mathurin,BetMGM,player_points,9.5,Over,-105,113,0.583,13.75,0.5782
381,Chet Holmgren,DraftKings,player_rebounds_assists,10.5,Under,-120,-101,0.62,13.66,0.6154
382,Tyrese Haliburton,BetMGM,player_points_rebounds_assists,30.5,Over,-120,101,0.619,13.57,0.6149
383,Luguentz Dort,Bovada,player_threes,2.5,Over,175,208,0.413,13.47,0.4093
384,Aaron Wiggins,BetOnline.ag,player_rebounds,2.5,Over,146,171,0.461,13.46,0.4575
385,T.J. McConnell,BetMGM,player_points,7.5,Over,-110,112,0.594,13.44,0.5897
386,Jalen Williams,Bovada,player_points,24.5,Under,-170,-147,0.714,13.41,0.7092
387,Jalen Williams,BetRivers,player_points_rebounds_assists,32.5,Under,100,115,0.567,13.39,0.5626
388,Ben Sheppard,DraftKings,player_points,2.5,Over,-110,100,0.594,13.36,0.5893
389,Jalen Williams,DraftKings,player_points_rebounds_assists,33.5,Under,-125,-102,0.63,13.34,0.6251
390,T.J. McConnell,Bovada,player_assists,3.5,Over,-125,104,0.63,13.34,0.6251
391,Jalen Williams,BetOnline.ag,player_assists,4.5,Over,-145,-124,0.671,13.33,0.666
392,Aaron Nesmith,Bovada,player_points,9.5,Over,-180,-144,0.728,13.24,0.7231
393,Cason Wallace,DraftKings,player_points_assists,7.5,Over,105,121,0.552,13.22,0.5481
394,Isaiah Hartenstein,DraftKings,player_blocks_steals,1.5,Over,150,174,0.453,13.21,0.4492
395,Tyrese Haliburton,BetOnline.ag,player_rebounds,4.5,Over,-152,-132,0.683,13.18,0.6778
396,Tyrese Haliburton,Bovada,player_points_assists,25.5,Over,-115,104,0.605,13.13,0.6006
397,Myles Turner,BetOnline.ag,player_assists,1.5,Over,139,164,0.473,13.13,0.4695
398,Bennedict Mathurin,DraftKings,player_points,8.5,Over,-125,-115,0.628,13.13,0.6238
399,Pascal Siakam,Bovada,player_points,18.5,Over,-120,-108,0.617,13.1,0.6123
400,Chet Holmgren,Bovada,player_threes,1.5,Over,155,164,0.443,13.07,0.4398
401,Cason Wallace,BetRivers,player_points_rebounds_assists,9.5,Over,-120,-109,0.617,13.06,0.6121
402,T.J. McConnell,BetOnline.ag,player_points,7.5,Over,-110,112,0.592,13.03,0.5876
403,Aaron Nesmith,DraftKings,player_rebounds,5.5,Over,120,147,0.514,13.02,0.5097
404,Obi Toppin,DraftKings,player_threes,1.5,Under,-145,-129,0.669,12.96,0.6637
405,Obi Toppin,DraftKings,player_threes,1.5,Under,-145,-129,0.668,12.92,0.6635
406,Obi Toppin,BetOnline.ag,player_threes,1.5,Under,-147,-129,0.672,12.91,0.6672
407,Chet Holmgren,BetMGM,player_assists,1.5,Under,-140,-129,0.659,12.9,0.6538
408,Obi Toppin,BetRivers,player_points,9.5,Under,104,115,0.553,12.76,0.5485
409,Chet Holmgren,BetRivers,player_assists,1.5,Under,-143,-129,0.663,12.74,0.6586
410,Jalen Williams,Bovada,player_points,25.5,Under,-210,-182,0.763,12.67,0.7583
411,Andrew Nembhard,FanDuel,player_assists,3.5,Over,-154,-137,0.683,12.63,0.678
412,Tyrese Haliburton,BetRivers,player_rebounds,4.5,Over,-157,-132,0.688,12.61,0.683
413,Chet Holmgren,BetMGM,player_threes,1.5,Over,150,164,0.45,12.61,0.4468
414,Jalen Williams,BetRivers,player_points,21.5,Under,100,120,0.563,12.56,0.5584
415,Jalen Williams,BetRivers,player_points,22.5,Under,-121,-103,0.616,12.49,0.6113
416,Cason Wallace,FanDuel,player_rebounds,2.5,Over,-108,103,0.584,12.48,0.5796
417,Tyrese Haliburton,BetRivers,player_points_rebounds_assists,29.5,Over,-139,-120,0.654,12.45,0.6492
418,Bennedict Mathurin,BetRivers,player_points,8.5,Over,-129,-115,0.633,12.43,0.6286
419,Tyrese Haliburton,FanDuel,player_points_assists,25.5,Over,-114,104,0.598,12.31,0.5937
420,Tyrese Haliburton,FanDuel,player_steals,1.5,Over,148,178,0.453,12.3,0.4491
421,Andrew Nembhard,DraftKings,player_turnovers,1.5,Under,140,160,0.468,12.27,0.464
422,Bennedict Mathurin,Bovada,player_points,9.5,Over,-110,113,0.588,12.21,0.5832
423,Jalen Williams,BetRivers,player_points,23.5,Under,-148,-122,0.67,12.21,0.6648
424,Tyrese Haliburton,BetMGM,player_points_rebounds,22.5,Over,-110,106,0.587,12.1,0.5826
425,Pascal Siakam,Bovada,player_points_assists,22.5,Over,-110,102,0.587,12.08,0.5825
426,Tyrese Haliburton,BetMGM,player_points_assists,25.5,Over,-115,104,0.6,12.08,0.5949
427,Tyrese Haliburton,DraftKings,player_points_rebounds,21.5,Over,-125,-112,0.623,12.06,0.6178
428,Tyrese Haliburton,FanDuel,player_points_rebounds,21.5,Over,-128,-112,0.629,12.03,0.6242
429,Shai Gilgeous-Alexander,Bovada,player_assists,5.5,Over,-185,-147,0.727,12.0,0.722
430,Tyrese Haliburton,BetRivers,player_points_rebounds,21.5,Over,-125,-112,0.622,11.96,0.6173
431,Chet Holmgren,Bovada,player_threes,1.5,Over,155,164,0.439,11.92,0.4353
432,Chet Holmgren,BetOnline.ag,player_assists,1.5,Under,-147,-129,0.666,11.87,0.6609
433,Isaiah Hartenstein,Bovada,player_rebounds,6.5,Over,-150,-122,0.671,11.85,0.6662
434,Andrew Nembhard,Bovada,player_points,7.5,Over,-290,-239,0.832,11.85,0.8268
435,Pascal Siakam,FanDuel,player_points_assists,22.5,Over,-110,102,0.586,11.85,0.5813
436,Obi Toppin,BetOnline.ag,player_threes,1.5,Under,-147,-129,0.666,11.84,0.6607
437,Tyrese Haliburton,Bovada,player_points,18.5,Over,120,141,0.508,11.72,0.5037
438,Obi Toppin,FanDuel,player_points,10.5,Under,-132,-114,0.635,11.62,0.6303
439,Tyrese Haliburton,BetRivers,player_points,16.5,Over,-118,-111,0.604,11.51,0.5989
440,Obi Toppin,Bovada,player_points,8.5,Under,135,153,0.474,11.51,0.4706
441,Cason Wallace,FanDuel,player_points_assists,7.5,Over,104,121,0.547,11.5,0.5422
442,Tyrese Haliburton,Bovada,player_rebounds,4.5,Over,-160,-132,0.686,11.48,0.681
443,Isaiah Hartenstein,Bovada,player_rebounds,7.5,Over,115,126,0.518,11.47,0.5143
444,Andrew Nembhard,BetRivers,player_assists,3.5,Over,-159,-137,0.684,11.42,0.679
445,Chet Holmgren,BetOnline.ag,player_threes,1.5,Over,146,164,0.453,11.4,0.4491
446,Obi Toppin,BetMGM,player_points,10.5,Under,-130,-114,0.63,11.39,0.6248
447,Jalen Williams,DraftKings,player_points,22.5,Under,-120,-103,0.608,11.38,0.6028
448,Obi Toppin,Bovada,player_points,10.5,Under,-135,-114,0.64,11.38,0.635
449,Cason Wallace,BetOnline.ag,player_rebounds,2.5,Over,-111,103,0.586,11.36,0.5812
450,Jalen Williams,Bovada,player_points,26.5,Under,-260,-217,0.804,11.35,0.7991
451,Tyrese Haliburton,BetMGM,player_rebounds,4.5,Over,-155,-132,0.676,11.26,0.6713
452,Myles Turner,DraftKings,player_assists,1.5,Over,135,164,0.473,11.25,0.4695
453,Bennedict Mathurin,FanDuel,player_points,8.5,Over,-128,-115,0.624,11.21,0.6195
454,Jalen Williams,Bovada,player_points_rebounds,28.5,Under,-135,-108,0.639,11.2,0.6339
455,Jalen Williams,Bovada,player_assists,4.5,Over,-150,-124,0.667,11.11,0.6617
456,Cason Wallace,BetOnline.ag,player_points_rebounds_assists,9.5,Over,-123,-109,0.613,11.08,0.6079
457,Pascal Siakam,FanDuel,player_points,19.5,Over,100,113,0.555,11.07,0.5509
458,Chet Holmgren,BetMGM,player_threes,1.5,Over,150,164,0.444,10.97,0.4402
459,Pascal Siakam,BetRivers,player_points,19.5,Over,-105,113,0.568,10.96,0.5638
460,Aaron Wiggins,BetOnline.ag,player_points,5.5,Over,100,112,0.555,10.95,0.5503
461,Bennedict Mathurin,DraftKings,player_points_assists,9.5,Over,-125,-114,0.616,10.93,0.6115
462,Chet Holmgren,BetOnline.ag,player_threes,1.5,Over,146,164,0.451,10.89,0.447
463,Andrew Nembhard,BetRivers,player_rebounds_assists,7.5,Over,-108,108,0.576,10.89,0.5712
464,Bennedict Mathurin,Bovada,player_rebounds_assists,3.5,Under,110,125,0.528,10.87,0.5237
465,Luguentz Dort,DraftKings,player_blocks_steals,1.5,Over,105,120,0.541,10.86,0.5364
466,Cason Wallace,BetOnline.ag,player_threes,0.5,Over,-130,-115,0.627,10.86,0.6217
467,Pascal Siakam,BetOnline.ag,player_points,19.5,Over,-102,113,0.56,10.84,0.5552
468,Pascal Siakam,BetRivers,player_points,20.5,Over,116,144,0.513,10.82,0.5089
469,Cason Wallace,DraftKings,player_threes,0.5,Over,-130,-115,0.626,10.77,0.6212
470,Alex Caruso,BetRivers,player_threes,1.5,Over,-112,112,0.585,10.74,0.5804
471,Alex Caruso,BetRivers,player_points,11.5,Under,-150,-135,0.664,10.61,0.6586
472,Alex Caruso,BetRivers,player_threes,1.5,Over,-112,112,0.584,10.56,0.5794
473,Tyrese Haliburton,BetOnline.ag,player_points,17.5,Over,-105,112,0.566,10.5,0.5614
474,Chet Holmgren,FanDuel,player_steals,0.5,Over,-136,-120,0.637,10.48,0.6317
475,Isaiah Hartenstein,Bovada,player_rebounds,8.5,Over,190,228,0.381,10.39,0.3774
476,Cason Wallace,DraftKings,player_threes,0.5,Over,-130,-115,0.624,10.39,0.6191
477,Cason Wallace,FanDuel,player_points_rebounds_assists,9.5,Over,-125,-109,0.613,10.35,0.6082
478,Cason Wallace,BetOnline.ag,player_threes,0.5,Over,-130,-115,0.624,10.33,0.6187
479,Jalen Williams,FanDuel,player_points,22.5,Under,-125,-103,0.612,10.17,0.6072
480,Cason Wallace,BetMGM,player_rebounds,2.5,Over,-115,103,0.589,10.16,0.5845
481,Isaiah Hartenstein,BetOnline.ag,player_rebounds,7.5,Over,110,126,0.525,10.15,0.5202
482,Jalen Williams,BetMGM,player_assists,4.5,Over,-150,-124,0.661,10.11,0.6556
483,Tyrese Haliburton,Bovada,player_points,17.5,Over,-105,112,0.564,10.09,0.5593
484,Cason Wallace,BetRivers,player_rebounds,2.5,Over,-113,103,0.584,10.05,0.5791
485,Shai Gilgeous-Alexander,BetRivers,player_rebounds_assists,11.5,Over,-120,-119,0.6,10.03,0.5954
486,Isaiah Hartenstein,BetRivers,player_rebounds_assists,8.5,Over,-132,-120,0.626,9.98,0.6208
487,Chet Holmgren,DraftKings,player_steals,0.5,Over,-140,-120,0.641,9.96,0.6364
488,Myles Turner,FanDuel,player_blocks,1.5,Over,-166,-139,0.686,9.91,0.6807
489,Tyrese Haliburton,BetRivers,player_points_rebounds_assists,28.5,Over,-167,-147,0.687,9.83,0.6817
490,Pascal Siakam,DraftKings,player_points_assists,22.5,Over,-115,102,0.587,9.79,0.5825
491,Pascal Siakam,Bovada,player_points,17.5,Over,-150,-135,0.658,9.65,0.6528
492,Myles Turner,BetOnline.ag,player_points,13.5,Over,-123,-115,0.604,9.57,0.5995
493,Alex Caruso,Bovada,player_points,9.5,Under,115,125,0.509,9.49,0.505
494,Aaron Nesmith,Bovada,player_points,8.5,Over,-250,-208,0.782,9.47,0.7765
495,Cason Wallace,DraftKings,player_points_rebounds_assists,9.5,Over,-130,-109,0.618,9.42,0.6135
496,Alex Caruso,Bovada,player_points,8.5,Under,155,182,0.429,9.31,0.425
497,Chet Holmgren,BetMGM,player_rebounds,9.5,Under,-135,-123,0.627,9.2,0.6223
498,Andrew Nembhard,Bovada,player_assists,3.5,Over,-165,-137,0.68,9.19,0.6746
499,Chet Holmgren,DraftKings,player_assists,1.5,Under,-154,-129,0.662,9.18,0.6567
500,Tyrese Haliburton,DraftKings,player_points,16.5,Over,-125,-111,0.606,9.14,0.6014
501,Jalen Williams,BetRivers,player_points,20.5,Under,118,144,0.5,9.09,0.4962
502,Jalen Williams,DraftKings,player_blocks,0.5,Over,124,153,0.487,9.03,0.4826
503,Jalen Williams,FanDuel,player_points_rebounds_assists,33.5,Under,-130,-102,0.616,9.01,0.6112
504,Pascal Siakam,DraftKings,player_points,19.5,Over,-105,113,0.558,9.01,0.5537
505,Jalen Williams,DraftKings,player_points_assists,27.5,Under,-125,-106,0.606,9.01,0.6007
506,Cason Wallace,DraftKings,player_rebounds,2.5,Over,-115,103,0.583,8.95,0.578
507,Chet Holmgren,FanDuel,player_assists,1.5,Under,-158,-129,0.667,8.92,0.6618
508,Obi Toppin,Bovada,player_points,11.5,Under,-190,-153,0.713,8.88,0.7079
509,Tyrese Haliburton,FanDuel,player_points,16.5,Over,-130,-111,0.615,8.87,0.6104
510,Pascal Siakam,BetMGM,player_threes,0.5,Over,-250,-212,0.777,8.85,0.7719
511,Ben Sheppard,BetMGM,player_points,2.5,Over,-120,100,0.594,8.84,0.5888
512,Tyrese Haliburton,BetRivers,player_points,15.5,Over,-150,-135,0.653,8.84,0.6479
513,Isaiah Hartenstein,DraftKings,player_rebounds,7.5,Over,105,126,0.531,8.76,0.5261
514,Tyrese Haliburton,Bovada,player_points_rebounds,21.5,Over,-135,-112,0.624,8.69,0.6193
515,Aaron Nesmith,DraftKings,player_steals,0.5,Over,-145,-125,0.643,8.68,0.638
516,Myles Turner,DraftKings,player_points,13.5,Over,-125,-115,0.603,8.63,0.5985
517,Jalen Williams,FanDuel,player_points_assists,27.5,Under,-125,-106,0.603,8.63,0.5985
518,Pascal Siakam,Bovada,player_points,16.5,Over,-190,-167,0.712,8.63,0.7062
519,Jalen Williams,BetRivers,player_points_rebounds_assists,31.5,Under,114,130,0.508,8.62,0.5033
520,Aaron Nesmith,DraftKings,player_rebounds_assists,6.5,Over,110,125,0.517,8.58,0.5127
521,Kenrich Williams,BetOnline.ag,player_rebounds,2.5,Over,140,160,0.452,8.51,0.4482
522,Obi Toppin,Bovada,player_points,9.5,Under,-105,115,0.556,8.48,0.551
523,Cason Wallace,BetMGM,player_threes,0.5,Over,-135,-115,0.623,8.39,0.6176
524,Andrew Nembhard,DraftKings,player_steals,0.5,Over,-220,-199,0.745,8.38,0.7395
525,Tyrese Haliburton,Bovada,player_assists,6.5,Over,-280,-239,0.798,8.32,0.7925
526,Pascal Siakam,BetMGM,player_points,19.5,Over,-110,113,0.567,8.24,0.5622
527,Pascal Siakam,DraftKings,player_blocks,0.5,Over,100,111,0.541,8.17,0.5363
528,Pascal Siakam,BetMGM,player_threes,0.5,Over,-250,-212,0.772,8.14,0.7668
529,Bennedict Mathurin,FanDuel,player_points_assists,9.5,Over,-130,-114,0.611,8.14,0.6062
530,Luguentz Dort,FanDuel,player_threes,1.5,Over,-158,-145,0.662,8.14,0.6569
531,Myles Turner,BetMGM,player_blocks,1.5,Over,-175,-139,0.688,8.12,0.6826
532,Myles Turner,Bovada,player_points_assists,15.5,Over,-110,104,0.566,8.07,0.5613
533,Obi Toppin,Bovada,player_points,12.5,Under,-250,-208,0.772,8.02,0.7658
534,Isaiah Hartenstein,Bovada,player_rebounds,5.5,Over,-280,-239,0.796,8.0,0.7901
535,Obi Toppin,DraftKings,player_blocks_steals,1.5,Under,-200,-174,0.72,7.98,0.7143
536,Luguentz Dort,FanDuel,player_threes,1.5,Over,-158,-145,0.661,7.97,0.6559
537,Alex Caruso,FanDuel,player_points_assists,13.5,Under,-130,-115,0.61,7.87,0.6046
538,Obi Toppin,BetRivers,player_threes,1.5,Under,-165,-129,0.672,7.85,0.6661
539,Pascal Siakam,BetRivers,player_points_assists,22.5,Over,-115,102,0.577,7.83,0.5719
540,Isaiah Hartenstein,FanDuel,player_rebounds_assists,8.5,Over,-140,-120,0.628,7.74,0.6233
541,Pascal Siakam,BetRivers,player_points,18.5,Over,-129,-108,0.607,7.73,0.6018
542,Bennedict Mathurin,Bovada,player_points_rebounds,11.5,Over,-120,-111,0.588,7.71,0.5826
543,Obi Toppin,BetOnline.ag,player_points,10.5,Under,-143,-114,0.634,7.66,0.6283
544,Aaron Nesmith,BetRivers,player_rebounds,4.5,Over,-137,-124,0.622,7.62,0.6169
545,Pascal Siakam,Bovada,player_threes,0.5,Over,-260,-212,0.777,7.61,0.7714
546,Chet Holmgren,Bovada,player_rebounds,8.5,Under,110,117,0.512,7.57,0.5078
547,Chet Holmgren,BetOnline.ag,player_rebounds,9.5,Under,-141,-123,0.629,7.49,0.6237
548,Tyrese Haliburton,Bovada,player_points,16.5,Over,-130,-111,0.608,7.48,0.6024
549,Bennedict Mathurin,Bovada,player_points_assists,9.5,Over,-135,-114,0.617,7.48,0.6123
550,Kenrich Williams,BetOnline.ag,player_points_rebounds_assists,6.5,Under,-123,-106,0.593,7.45,0.5876
551,Obi Toppin,BetRivers,player_threes,1.5,Under,-165,-129,0.669,7.45,0.6636
552,Pascal Siakam,Bovada,player_assists,2.5,Over,-230,-199,0.749,7.44,0.743
553,Chet Holmgren,BetMGM,player_points_rebounds_assists,26.5,Under,-110,100,0.563,7.44,0.558
554,Shai Gilgeous-Alexander,Bovada,player_assists,6.5,Over,105,115,0.524,7.41,0.5194
555,Aaron Wiggins,FanDuel,player_points,5.5,Over,-102,112,0.542,7.39,0.5376
556,Pascal Siakam,BetRivers,player_points,17.5,Over,-162,-135,0.664,7.38,0.6585
557,Alex Caruso,DraftKings,player_points_assists,12.5,Under,100,115,0.537,7.34,0.5321
558,Myles Turner,DraftKings,player_points_assists,15.5,Over,-110,104,0.562,7.33,0.5574
