,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,TEAM_PACE,GAME_PACE,OPP_PACE,OPP_DEF_RATING,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
464,Grant Williams,1629684,BOS vs. BKN,BOS,1610612738,BKN,1,0042000113,2021-05-28,W,4,0,3,2,2,1.0,0,0,,0,0,,0,3,0,1,0,14,10.6,2.0,1.0,,,160.0,159.5,104.2,102.0,55.8,0.0,0.2,0.136,0.0,1.0,0.0,0.071,1.0,105.55,104.27,0.076,25,86.89,0.074,240,45,89,0.506,16,39,0.41,19,23,0.826,13,33,46,21,5,3,13,25,125,99.12,97.88,96.64,126.10976594027441,11:17,4.1,0.84,3,5,8,12,1,0,9,2,2,1.0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,0.143,0.095,0.0,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.1
465,Bruce Brown,1628971,BKN @ BOS,BKN,1610612751,BOS,0,0042000113,2021-05-28,L,2,2,3,0,2,0.0,0,0,,2,2,1.0,1,2,0,0,0,2,8.6,0.694,0.0,,,124.1,126.9,112.9,106.8,11.2,0.1,0.143,0.125,0.222,0.0,0.0,0.097,0.347,100.85,99.0,0.028,29,82.5,0.102,240,38,84,0.452,16,38,0.421,27,31,0.871,10,27,37,16,8,3,9,23,119,96.64,97.88,99.12,123.13741721854305,14:33,4.35,1.16,2,2,4,16,0,1,13,0,2,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,12.0,0.0,3.0,1.0,0.0,0.111,0.0,0.0,0.125,0.105,1.0,0.222,0.3,1.0,0.0,0.0,0.0,0.0,0.5,0.083,0.056
466,Payton Pritchard,1630202,BOS vs. BKN,BOS,1610612738,BKN,1,0042000113,2021-05-28,W,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,3,0.0,0.0,,,,155.6,141.7,122.2,122.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.49,75.79,-0.044,9,63.16,0.0,240,45,89,0.506,16,39,0.41,19,23,0.826,13,33,46,21,5,3,13,25,125,99.12,97.88,96.64,126.10976594027441,5:42,4.13,0.4,0,0,0,9,0,0,8,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
467,Romeo Langford,1629641,BOS vs. BKN,BOS,1610612738,BKN,1,0042000113,2021-05-28,W,6,1,6,2,7,0.286,2,6,0.333,0,0,,2,4,0,0,0,22,14.7,0.857,0.42857142857142855,,,149.1,145.2,107.4,109.3,41.6,0.095,0.138,0.12,0.038,0.429,0.0,0.113,0.429,94.49,94.07,0.048,53,78.39,0.114,240,45,89,0.506,16,39,0.41,19,23,0.826,13,33,46,21,5,3,13,25,125,99.12,97.88,96.64,126.10976594027441,27:18,4.3,2.08,2,5,7,18,0,0,11,0,2,0.0,2,5,0.4,1,1,1.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,16.0,0.0,1.0,1.0,0.071,0.143,0.154,0.214,0.0,0.0,0.286,0.182,0.207,0.067,0.0,0.0,0.0,0.0,0.111,0.091,0.076
468,Landry Shamet,1629013,BKN @ BOS,BKN,1610612751,BOS,0,0042000113,2021-05-28,L,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,1,0,0,-27,3.0,0.0,0.0,,,94.4,97.8,171.4,162.3,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,91.95,91.03,-0.036,36,75.85,0.025,240,38,84,0.452,16,38,0.421,27,31,0.871,10,27,37,16,8,3,9,23,119,96.64,97.88,99.12,123.13741721854305,18:43,4.36,1.42,0,0,0,12,0,0,10,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,3.0,14.0,0.0,3.0,1.0,0.0,0.029,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.375,0.143,0.0
469,De'Andre Hunter,1629631,ATL vs. NYK,ATL,1610612737,NYK,1,0042000133,2021-05-28,W,11,2,5,5,11,0.455,1,1,1.0,0,0,,0,5,0,1,1,10,22.0,1.0,0.5,F,,111.9,112.3,97.0,96.2,14.9,0.0,0.128,0.07,0.074,0.5,2.0,0.169,0.5,92.09,91.84,0.076,67,76.53,0.172,240,42,81,0.519,16,27,0.593,5,8,0.625,4,38,42,28,2,5,11,23,105,91.52,91.86,92.2,114.72902097902097,35:01,3.92,2.44,1,8,9,32,0,1,19,3,6,0.5,2,5,0.4,1,3,0.333,0.0,2.0,0.0,4.0,7.0,11.0,0.0,22.0,1.0,2.0,4.0,0.156,0.175,0.111,0.056,0.0,0.0,0.0,0.172,0.156,0.091,0.2,0.0,0.5,0.5,0.143,0.25,0.147
470,Bogdan Bogdanović,203992,ATL vs. NYK,ATL,1610612737,NYK,1,0042000133,2021-05-28,W,15,3,8,6,12,0.5,3,4,0.75,0,0,,1,7,1,0,1,11,31.1,1.25,0.625,G,,114.9,116.8,101.4,102.3,13.5,0.033,0.163,0.11,0.1,0.625,3.0,0.167,0.625,88.85,90.0,0.112,74,75.0,0.172,240,42,81,0.519,16,27,0.593,5,8,0.625,4,38,42,28,2,5,11,23,105,91.52,91.86,92.2,114.72902097902097,39:12,4.02,2.82,1,8,9,51,0,1,34,2,4,0.5,4,8,0.5,1,1,1.0,0.0,2.0,0.0,6.0,7.0,11.0,0.0,24.0,0.0,4.0,2.0,0.167,0.185,0.273,0.235,0.0,0.0,0.333,0.226,0.235,0.125,0.111,1.0,0.0,0.0,0.25,0.125,0.176
471,Max Strus,1629622,MIA vs. MIL,MIA,1610612748,MIL,1,0042000124,2021-05-29,L,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,2,0.0,0.0,,,,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.53,84.71,0.0,2,70.59,0.0,240,40,91,0.44,11,33,0.333,12,14,0.857,8,32,40,25,6,3,12,20,103,101.16,102.03999999999999,102.92,101.8189007512851,1:08,2.83,0.06,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Elijah Bryant,1629091,MIL @ MIA,MIL,1610612749,MIA,0,0042000124,2021-05-29,W,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,-2,0.0,0.0,,,,0.0,0.0,100.0,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.53,84.71,0.0,2,70.59,0.0,240,46,99,0.465,13,42,0.31,15,18,0.833,15,41,56,29,5,4,11,18,120,102.92,102.03999999999999,101.16,116.5954139137194,1:08,3.31,0.07,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Precious Achiuwa,1630173,MIA vs. MIL,MIA,1610612748,MIL,1,0042000124,2021-05-29,L,2,0,1,1,1,1.0,0,0,,0,0,,0,1,0,0,1,2,2.2,2.0,1.0,,,100.0,100.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,63.53,84.71,0.667,2,70.59,1.0,240,40,91,0.44,11,33,0.333,12,14,0.857,8,32,40,25,6,3,12,20,103,101.16,102.03999999999999,102.92,101.8189007512851,1:08,3.38,0.07,0,1,1,4,0,0,2,1,1,1.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
474,Bradley Beal,203078,WAS vs. PHI,WAS,1610612764,PHI,1,0042000103,2021-05-29,L,25,3,6,10,26,0.385,1,8,0.125,4,6,0.667,1,5,1,1,1,-29,41.7,0.873,0.40384615384615385,G,,100.0,100.7,134.6,132.5,-34.6,0.023,0.172,0.082,0.15,0.404,3.0,0.337,0.436,103.94,103.45,0.091,80,86.21,0.347,240,38,96,0.396,8,35,0.229,19,25,0.76,13,28,41,18,5,3,8,18,103,,,,,37:21,4.35,2.82,1,5,6,69,1,0,38,4,12,0.333,6,14,0.429,3,3,1.0,3.0,4.0,0.0,8.0,8.0,8.0,9.0,42.0,2.0,0.0,6.0,0.333,0.361,0.143,0.32,0.308,0.353,0.143,0.238,0.214,0.188,0.143,0.333,1.0,0.667,0.0,0.316,0.313
475,KZ Okpala,1629644,MIA vs. MIL,MIA,1610612748,MIL,1,0042000124,2021-05-29,L,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,2,0.0,0.0,,,,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.53,84.71,0.0,2,70.59,0.0,240,40,91,0.44,11,33,0.333,12,14,0.857,8,32,40,25,6,3,12,20,103,101.16,102.03999999999999,102.92,101.8189007512851,1:08,3.71,0.08,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Duncan Robinson,1629130,MIA vs. MIL,MIA,1610612748,MIL,1,0042000124,2021-05-29,L,5,0,2,1,4,0.25,1,4,0.25,2,2,1.0,0,2,1,0,1,1,9.4,1.025,0.375,G,,93.8,94.1,87.9,86.5,5.9,0.0,0.083,0.05,0.0,0.375,0.0,0.176,0.512,99.37,98.77,0.0,32,82.3,0.177,240,40,91,0.44,11,33,0.333,12,14,0.857,8,32,40,25,6,3,12,20,103,101.16,102.03999999999999,102.92,101.8189007512851,15:48,4.42,1.23,0,5,5,11,0,0,5,0,1,0.0,1,3,0.333,1,1,1.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,16.0,0.0,4.0,1.0,0.083,0.143,0.25,0.4,1.0,1.0,0.0,0.143,0.125,0.0,0.2,1.0,0.0,0.0,0.364,0.333,0.167
477,Keljin Blevins,1629833,POR vs. DEN,POR,1610612757,DEN,1,0042000164,2021-05-29,W,2,0,0,1,1,1.0,0,0,,0,0,,0,0,0,0,0,-2,2.0,2.0,1.0,,,112.5,130.8,137.5,123.9,-25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,112.35,114.06,0.053,8,95.05,0.113,240,42,84,0.5,12,33,0.364,19,25,0.76,4,40,44,24,6,7,6,21,115,97.0,96.84,96.68,118.55670103092784,3:22,4.4,0.27,0,0,0,1,0,0,0,0,0,0.0,1,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.222
478,Joe Ingles,204060,UTA @ MEM,UTA,1610612762,MEM,0,0042000143,2021-05-29,W,3,1,0,1,4,0.25,1,4,0.25,0,0,,0,0,0,0,2,4,2.5,0.75,0.375,,,120.0,125.4,112.0,112.8,8.0,0.0,0.0,0.0,0.053,0.375,0.5,0.113,0.375,102.46,105.11,-0.018,50,87.59,0.118,240,40,81,0.494,19,43,0.442,22,27,0.815,7,36,43,17,4,7,13,18,121,98.88,99.02,99.16,122.3705501618123,22:50,4.12,1.67,0,0,0,25,0,0,19,0,0,0.0,1,4,0.25,1,1,1.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,24.0,0.0,1.0,0.0,0.05,0.1,0.1,0.174,0.0,0.0,0.0,0.0,0.0,0.143,0.333,0.0,0.0,0.0,0.125,0.0,0.05
479,Enes Freedom,202683,POR vs. DEN,POR,1610612757,DEN,1,0042000164,2021-05-29,W,0,0,1,0,0,,0,0,,0,0,,0,1,0,1,0,1,4.2,0.0,,,,71.4,63.5,57.1,58.1,14.3,0.0,0.167,0.1,0.0,0.0,0.0,0.0,0.0,106.81,101.31,0.231,7,84.42,0.0,240,42,84,0.5,12,33,0.364,19,25,0.76,4,40,44,24,6,7,6,21,115,97.0,96.84,96.68,118.55670103092784,3:19,4.15,0.24,0,2,2,2,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
480,Gabe Vincent,1629216,MIA vs. MIL,MIA,1610612748,MIL,1,0042000124,2021-05-29,L,0,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,2,1.5,0.0,,,,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.53,84.71,0.333,2,70.59,0.0,240,40,91,0.44,11,33,0.333,12,14,0.857,8,32,40,25,6,3,12,20,103,101.16,102.03999999999999,102.92,101.8189007512851,1:08,3.79,0.08,0,0,0,3,0,0,3,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Anfernee Simons,1629014,POR vs. DEN,POR,1610612757,DEN,1,0042000164,2021-05-29,W,5,1,3,2,5,0.4,1,2,0.5,0,0,,1,2,1,0,0,-10,13.1,1.0,0.5,,,100.0,96.2,124.4,118.5,-24.4,0.045,0.077,0.063,0.071,0.5,0.0,0.111,0.5,92.14,88.19,0.061,41,73.49,0.112,240,42,84,0.5,12,33,0.364,19,25,0.76,4,40,44,24,6,7,6,21,115,97.0,96.84,96.68,118.55670103092784,22:19,4.08,1.61,1,4,5,21,0,0,16,0,2,0.0,2,3,0.667,1,1,1.0,0.0,0.0,0.0,2.0,4.0,13.0,17.0,24.0,0.0,2.0,0.0,0.125,0.132,0.25,0.154,0.0,0.0,0.5,0.133,0.176,0.167,0.0,1.0,0.0,0.0,0.143,0.0,0.122
482,Nassir Little,1629642,POR vs. DEN,POR,1610612757,DEN,1,0042000164,2021-05-29,W,2,0,1,0,2,0.0,0,2,0.0,2,4,0.5,0,1,0,1,0,-3,6.2,0.532,0.0,,,90.9,92.9,108.3,101.9,-17.4,0.0,0.125,0.067,0.0,0.0,0.0,0.308,0.266,112.52,110.03,-0.026,11,91.69,0.313,240,42,84,0.5,12,33,0.364,19,25,0.76,4,40,44,24,6,7,6,21,115,97.0,96.84,96.68,118.55670103092784,5:01,4.21,0.38,0,2,2,9,0,0,5,0,0,0.0,0,2,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,0.5,1.0,1.0,0.0,0.2,0.143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2
483,Miye Oni,1629671,UTA @ MEM,UTA,1610612762,MEM,0,0042000143,2021-05-29,W,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,-2,0.0,0.0,,,,0.0,0.0,100.0,106.4,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.45,100.47,1.0,1,83.72,0.0,240,40,81,0.494,19,43,0.442,22,27,0.815,7,36,43,17,4,7,13,18,121,98.88,99.02,99.16,122.3705501618123,0:43,3.82,0.05,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
484,Kyle Anderson,203937,MEM vs. UTA,MEM,1610612763,UTA,1,0042000143,2021-05-29,L,11,5,13,5,13,0.385,1,5,0.2,0,0,,2,11,2,0,0,-5,40.1,0.846,0.4230769230769231,F,,107.7,103.5,117.2,116.0,-9.5,0.043,0.367,0.171,0.217,0.423,0.0,0.159,0.423,98.88,96.4,0.171,65,80.33,0.159,240,43,100,0.43,13,41,0.317,12,14,0.857,16,34,50,23,7,1,9,22,111,99.16,99.02,98.88,111.9402985074627,32:07,4.22,2.4,4,11,13,55,0,0,41,3,6,0.5,2,7,0.286,1,2,0.5,2.0,2.0,2.0,8.0,5.0,6.0,5.0,22.0,0.0,1.0,0.0,0.179,0.176,0.1,0.152,0.0,0.0,0.143,0.458,0.342,0.278,0.0,0.4,0.0,0.0,0.067,0.0,0.157
485,Aaron Gordon,203932,DEN @ POR,DEN,1610612743,POR,0,0042000164,2021-05-29,L,6,0,4,2,7,0.286,0,2,0.0,2,2,1.0,2,2,0,0,0,-30,10.8,0.761,0.2857142857142857,F,,71.8,74.2,148.7,149.8,-76.9,0.074,0.167,0.103,0.0,0.286,0.0,0.182,0.381,100.58,102.58,0.034,39,85.48,0.187,240,32,94,0.34,13,44,0.295,18,22,0.818,14,33,47,20,5,5,7,18,95,96.68,96.84,97.0,98.26230864708315,18:15,4.36,1.39,5,3,7,27,0,0,19,2,5,0.4,0,2,0.0,1,1,1.0,0.0,0.0,0.0,4.0,6.0,0.0,14.0,20.0,3.0,1.0,1.0,0.2,0.189,0.0,0.133,0.5,0.5,0.4,0.182,0.25,0.0,0.0,0.0,0.0,1.0,0.111,0.167,0.214
486,Paul Reed,1630194,PHI @ WAS,PHI,1610612755,WAS,0,0042000103,2021-05-29,W,0,0,5,0,1,0.0,0,0,,0,0,,2,3,0,0,0,0,6.0,0.0,0.0,,,87.5,88.8,87.5,95.6,0.0,0.5,0.6,0.556,0.0,0.0,0.0,0.1,0.0,97.71,102.86,0.4,8,85.71,0.101,,,,,,,,,,,,,,,,,,,,,,,,3:44,4.11,0.28,2,4,6,10,0,0,7,0,1,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,1.0,0.75,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Jrue Holiday,201950,MIL @ MIA,MIL,1610612749,MIA,0,0042000124,2021-05-29,W,11,9,6,4,12,0.333,0,2,0.0,3,4,0.75,4,2,4,0,3,10,40.7,0.799,0.3333333333333333,G,,112.2,110.8,101.2,102.0,11.0,0.085,0.048,0.067,0.29,0.333,3.0,0.172,0.4,102.73,102.45,0.096,82,85.38,0.177,240,46,99,0.465,13,42,0.31,15,18,0.833,15,41,56,29,5,4,11,18,120,102.92,102.03999999999999,101.16,116.5954139137194,38:11,4.14,2.81,5,3,8,83,0,1,63,1,7,0.143,3,5,0.6,0,0,0.0,2.0,2.0,4.0,4.0,9.0,7.0,10.0,30.0,1.0,1.0,2.0,0.114,0.148,0.0,0.061,0.231,0.25,0.308,0.063,0.133,0.409,0.375,1.0,0.0,0.333,0.071,0.111,0.12
488,Giannis Antetokounmpo,203507,MIL @ MIA,MIL,1610612749,MIA,0,0042000124,2021-05-29,W,20,15,12,8,18,0.444,0,4,0.0,4,6,0.667,0,12,0,2,2,21,60.9,0.969,0.4444444444444444,F,,123.4,125.5,97.4,99.1,26.0,0.0,0.286,0.15,0.517,0.444,7.5,0.258,0.484,99.85,101.6,0.187,77,84.67,0.268,240,46,99,0.465,13,42,0.31,15,18,0.833,15,41,56,29,5,4,11,18,120,102.92,102.03999999999999,101.16,116.5954139137194,36:09,4.12,2.62,2,16,18,71,1,0,46,3,6,0.5,5,12,0.417,2,3,0.667,4.0,2.0,0.0,12.0,6.0,5.0,9.0,34.0,0.0,4.0,5.0,0.216,0.243,0.0,0.129,0.4,0.462,0.0,0.375,0.286,0.6,0.333,0.0,0.5,0.0,0.364,0.333,0.211
489,Norman Powell,1626181,POR vs. DEN,POR,1610612757,DEN,1,0042000164,2021-05-29,W,29,1,2,11,15,0.733,4,4,1.0,3,3,1.0,0,2,1,2,1,26,40.9,1.777,0.8666666666666667,F,,131.3,124.3,92.5,87.8,38.8,0.0,0.043,0.026,0.05,0.867,1.0,0.236,0.888,98.99,93.81,0.208,67,78.17,0.237,240,42,84,0.5,12,33,0.364,19,25,0.76,4,40,44,24,6,7,6,21,115,97.0,96.84,96.68,118.55670103092784,34:17,4.08,2.46,1,5,6,30,0,0,13,6,8,0.75,5,7,0.714,2,4,0.5,4.0,0.0,8.0,10.0,3.0,12.0,11.0,26.0,2.0,1.0,2.0,0.355,0.25,0.4,0.182,0.188,0.15,0.0,0.065,0.063,0.05,0.333,0.25,0.333,0.4,0.067,0.143,0.33
490,Ish Smith,202397,WAS vs. PHI,WAS,1610612764,PHI,1,0042000103,2021-05-29,L,7,4,6,3,7,0.429,1,3,0.333,0,0,,1,5,1,0,1,-2,22.2,1.0,0.5,,,104.3,105.0,116.3,113.7,-11.9,0.04,0.25,0.133,0.286,0.5,4.0,0.145,0.5,106.29,105.48,0.144,46,87.9,0.155,240,38,96,0.396,8,35,0.229,19,25,0.76,13,28,41,18,5,3,8,18,103,,,,,20:15,4.55,1.62,1,6,7,37,0,0,29,1,1,1.0,2,6,0.333,0,0,0.0,0.0,0.0,0.0,4.0,8.0,5.0,4.0,26.0,0.0,1.0,1.0,0.176,0.171,0.5,0.231,0.0,0.0,0.167,0.333,0.286,0.571,0.2,0.5,0.0,0.0,0.111,0.067,0.146
491,Danny Green,201980,PHI @ WAS,PHI,1610612755,WAS,0,0042000103,2021-05-29,W,15,2,4,5,9,0.556,5,9,0.556,0,0,,1,3,0,1,0,32,25.8,1.667,0.8333333333333334,F,,172.2,164.5,113.0,109.0,59.3,0.067,0.097,0.087,0.063,0.833,0.0,0.155,0.833,104.84,100.66,0.095,54,83.88,0.154,,,,,,,,,,,,,,,,,,,,,,,,25:45,4.55,2.02,1,5,6,27,0,0,18,1,2,0.5,4,7,0.571,2,4,0.5,0.0,0.0,3.0,0.0,8.0,11.0,7.0,16.0,0.0,2.0,1.0,0.135,0.176,0.357,0.409,0.0,0.0,0.5,0.136,0.167,0.091,0.0,0.0,0.5,0.0,0.2,0.125,0.161
492,George Hill,201588,PHI @ WAS,PHI,1610612755,WAS,0,0042000103,2021-05-29,W,5,2,2,2,2,1.0,1,1,1.0,0,0,,0,2,0,1,2,-3,11.4,2.5,1.25,,,94.7,94.5,100.0,103.1,-5.3,0.0,0.095,0.049,0.154,1.25,1.0,0.095,1.25,100.39,101.82,0.075,38,84.85,0.097,,,,,,,,,,,,,,,,,,,,,,,,18:09,4.25,1.35,1,5,6,36,1,0,30,1,1,1.0,1,1,1.0,4,5,0.8,0.0,2.0,0.0,2.0,6.0,6.0,5.0,20.0,0.0,3.0,1.0,0.133,0.063,0.5,0.1,0.0,0.0,0.0,0.125,0.105,0.222,0.333,0.0,0.5,0.0,0.25,0.125,0.139
493,Rui Hachimura,1629060,WAS vs. PHI,WAS,1610612764,PHI,1,0042000103,2021-05-29,L,10,0,5,4,8,0.5,2,3,0.667,0,2,0.0,1,4,1,0,1,-24,18.0,1.126,0.625,F,,100.0,103.8,143.1,138.7,-43.1,0.028,0.2,0.089,0.0,0.625,0.0,0.149,0.563,103.52,103.81,0.032,59,86.51,0.154,240,38,96,0.396,8,35,0.229,19,25,0.76,13,28,41,18,5,3,8,18,103,,,,,27:03,4.17,1.94,3,5,8,35,0,0,22,1,3,0.333,3,5,0.6,3,4,0.75,0.0,0.0,3.0,2.0,2.0,8.0,8.0,22.0,1.0,4.0,2.0,0.174,0.143,0.333,0.167,0.0,0.182,0.125,0.308,0.238,0.0,0.25,0.25,0.0,0.333,0.364,0.2,0.169
494,Sam Merrill,1630241,MIL @ MIA,MIL,1610612749,MIA,0,0042000124,2021-05-29,W,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,1,0,0,-2,3.0,0.0,0.0,,,0.0,0.0,100.0,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,63.53,84.71,0.0,2,70.59,1.0,240,46,99,0.465,13,42,0.31,15,18,0.833,15,41,56,29,5,4,11,18,120,102.92,102.03999999999999,101.16,116.5954139137194,1:08,2.88,0.06,0,0,0,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
495,Garrison Mathews,1629726,WAS vs. PHI,WAS,1610612764,PHI,1,0042000103,2021-05-29,L,3,0,0,0,2,0.0,0,2,0.0,3,3,1.0,0,0,0,0,0,-4,3.0,0.904,0.0,,,69.2,73.8,100.0,100.9,-30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.452,97.61,101.19,0.077,13,84.32,0.185,240,38,96,0.396,8,35,0.229,19,25,0.76,13,28,41,18,5,3,8,18,103,,,,,6:10,4.17,0.45,0,0,0,5,0,0,2,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.154,0.0,0.333,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333
