PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_PACE,GAME_PACE,OPP_PACE
Joel Embiid,203954,PHI vs. BKN,PHI,1610612755,BKN,1,0042200121,2023-04-15,W,26,3,5,7,15,0.467,1,4,0.25,11,11,1.0,2,3,1,2,2,18,43.5,1.31,0.5,C,,135.5,134.2,108.2,107.3,27.3,0.057,0.115,0.082,0.15,0.5,1.5,0.293,0.655,90.18,89.36,0.145,62,74.47,0.299,33:02,3.6,2.08,5,9,13,62,3,0,37,3,7,0.429,4,8,0.5,1,5,0.2,4.0,8.0,0.0,10.0,6.0,1.0,12.0,26.0,0.0,3.0,7.0,0.259,0.242,0.067,0.138,0.733,0.733,0.182,0.15,0.161,0.13,0.4,0.1,0.667,0.0,0.3,0.583,0.31,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,134.38471790315413,90.04,90.32,90.6
Tobias Harris,202699,PHI vs. BKN,PHI,1610612755,BKN,1,0042200121,2023-04-15,W,21,4,4,9,14,0.643,3,3,1.0,0,0,,2,2,0,1,1,12,33.8,1.5,0.75,F,,140.0,135.8,116.1,119.5,23.9,0.063,0.105,0.078,0.25,0.75,4.0,0.224,0.75,92.92,92.82,0.158,55,77.35,0.225,28:42,4.09,2.07,4,3,7,42,0,0,26,1,2,0.5,8,12,0.667,2,3,0.667,7.0,3.0,6.0,12.0,2.0,3.0,7.0,24.0,1.0,1.0,1.0,0.36,0.246,0.214,0.115,0.0,0.0,0.2,0.154,0.174,0.222,0.25,0.0,0.5,0.25,0.1,0.091,0.273,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,134.38471790315413,90.04,90.32,90.6
Paul Reed,1630194,PHI vs. BKN,PHI,1610612755,BKN,1,0042200121,2023-04-15,W,11,0,4,5,6,0.833,0,0,,1,1,1.0,2,2,2,0,1,5,20.8,1.708,0.8333333333333334,,,134.6,137.6,111.1,115.0,23.5,0.2,0.333,0.25,0.0,0.833,0.0,0.241,0.854,95.98,98.73,0.188,26,82.28,0.246,12:53,4.17,0.96,5,2,7,17,0,0,10,4,5,0.8,1,1,1.0,2,2,1.0,5.0,2.0,0.0,10.0,5.0,2.0,3.0,10.0,0.0,3.0,1.0,0.357,0.25,0.0,0.0,1.0,1.0,0.667,0.5,0.571,0.0,0.25,0.667,0.0,0.0,0.429,0.333,0.314,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,134.38471790315413,90.04,90.32,90.6
Julius Randle,203944,NYK @ CLE,NYK,1610612752,CLE,0,0042200131,2023-04-15,W,19,4,10,7,20,0.35,3,10,0.3,2,4,0.5,2,8,2,0,5,-8,38.0,0.873,0.425,F,,91.0,90.7,101.5,105.0,-10.4,0.051,0.229,0.135,0.25,0.425,0.8,0.325,0.437,95.13,96.56,0.099,67,80.47,0.341,33:33,3.74,2.26,4,9,11,65,0,1,35,1,5,0.2,6,15,0.4,2,4,0.5,10.0,2.0,5.0,4.0,8.0,8.0,12.0,28.0,0.0,4.0,2.0,0.304,0.328,0.6,0.435,0.2,0.333,0.167,0.348,0.286,0.364,0.385,0.25,0.0,0.0,0.267,0.2,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Mitchell,1628378,CLE vs. NYK,CLE,1610612739,NYK,1,0042200131,2023-04-15,L,38,8,5,14,30,0.467,6,16,0.375,4,6,0.667,1,4,3,1,2,2,66.0,1.164,0.5666666666666667,G,,108.1,107.8,108.3,105.9,-0.2,0.022,0.083,0.054,0.4,0.567,4.0,0.354,0.582,94.69,93.51,0.227,86,77.92,0.36,43:38,3.58,2.81,1,6,7,82,1,1,44,9,16,0.563,5,14,0.357,2,3,0.667,4.0,2.0,10.0,12.0,22.0,21.0,17.0,40.0,1.0,1.0,5.0,0.412,0.395,0.6,0.533,0.267,0.286,0.091,0.167,0.143,0.444,0.167,0.429,0.5,1.0,0.067,0.263,0.409,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,,,,,,,,,
Jarrett Allen,1628386,CLE vs. NYK,CLE,1610612739,NYK,1,0042200131,2023-04-15,L,14,4,14,6,8,0.75,0,0,,2,2,1.0,3,11,0,0,1,2,35.8,1.577,0.75,C,,107.1,107.8,107.3,103.6,-0.2,0.068,0.229,0.152,0.143,0.75,4.0,0.103,0.788,94.32,92.98,0.172,84,77.48,0.106,42:51,3.64,2.8,11,18,28,40,0,0,29,5,7,0.714,1,1,1.0,4,6,0.667,0.0,4.0,0.0,12.0,19.0,21.0,17.0,40.0,0.0,3.0,2.0,0.176,0.107,0.0,0.0,0.167,0.118,0.273,0.458,0.4,0.222,0.083,0.0,0.0,0.0,0.2,0.118,0.156,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,,,,,,,,,
Josh Hart,1628404,NYK @ CLE,NYK,1610612752,CLE,0,0042200131,2023-04-15,W,17,2,10,8,11,0.727,1,2,0.5,0,0,,5,5,1,0,2,5,33.0,1.545,0.7727272727272727,,,107.9,104.0,98.4,98.4,9.5,0.143,0.143,0.143,0.111,0.773,1.0,0.16,0.773,94.47,92.69,0.196,63,77.24,0.166,32:53,3.92,2.34,7,10,17,49,0,1,34,6,7,0.857,2,4,0.5,4,4,1.0,2.0,6.0,4.0,14.0,8.0,6.0,11.0,20.0,0.0,4.0,1.0,0.308,0.18,0.167,0.105,0.0,0.0,0.385,0.217,0.278,0.182,0.154,0.2,0.0,0.0,0.286,0.091,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Robinson,1629011,NYK @ CLE,NYK,1610612752,CLE,0,0042200131,2023-04-15,W,6,0,8,3,5,0.6,0,0,,0,0,,5,3,2,0,0,-15,21.6,1.2,0.6,C,,80.0,76.5,107.8,109.8,-27.8,0.152,0.107,0.131,0.0,0.6,0.0,0.079,0.6,94.11,92.86,0.142,50,77.38,0.082,26:06,3.72,1.73,10,8,18,37,0,0,31,2,3,0.667,1,2,0.5,2,6,0.333,0.0,4.0,2.0,6.0,7.0,8.0,12.0,26.0,0.0,2.0,2.0,0.214,0.109,0.0,0.0,0.0,0.0,0.556,0.167,0.296,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ Barrett,1629628,NYK @ CLE,NYK,1610612752,CLE,0,0042200131,2023-04-15,W,7,6,4,2,12,0.167,1,5,0.2,2,2,1.0,0,4,4,0,1,-13,31.8,0.543,0.20833333333333334,F,,95.0,90.4,118.6,116.7,-23.6,0.0,0.143,0.061,0.333,0.208,6.0,0.189,0.272,95.02,91.93,0.085,60,76.61,0.192,31:04,4.13,2.27,2,4,6,47,0,1,30,1,5,0.2,1,7,0.143,2,2,1.0,3.0,0.0,0.0,2.0,8.0,8.0,14.0,34.0,2.0,1.0,1.0,0.1,0.211,0.25,0.25,0.154,0.125,0.0,0.211,0.138,0.5,0.111,0.5,0.0,1.0,0.091,0.091,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Garland,1629636,CLE vs. NYK,CLE,1610612739,NYK,1,0042200131,2023-04-15,L,17,1,0,7,13,0.538,2,4,0.5,1,3,0.333,0,0,4,1,5,-3,28.5,1.187,0.6153846153846154,G,,103.5,102.9,105.7,106.0,-2.3,0.0,0.0,0.0,0.037,0.615,0.2,0.194,0.594,96.21,96.06,0.043,86,80.05,0.197,43:14,4.12,3.19,0,2,2,78,1,1,57,1,2,0.5,6,11,0.545,2,3,0.667,1.0,2.0,1.0,4.0,21.0,23.0,13.0,40.0,0.0,3.0,4.0,0.206,0.167,0.222,0.138,0.083,0.176,0.0,0.0,0.0,0.05,0.455,0.444,0.5,0.0,0.214,0.222,0.191,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,,,,,,,,,
Isaac Okoro,1630171,CLE vs. NYK,CLE,1610612739,NYK,1,0042200131,2023-04-15,L,6,2,3,1,6,0.167,0,4,0.0,4,4,1.0,2,1,0,0,0,6,12.6,0.773,0.16666666666666666,F,,100.0,100.1,85.1,84.4,14.9,0.074,0.036,0.055,0.118,0.167,0.0,0.145,0.387,98.82,98.43,0.03,46,82.03,0.148,22:41,4.41,1.78,4,1,5,29,0,0,20,0,1,0.0,1,5,0.2,1,2,0.5,0.0,2.0,0.0,2.0,12.0,6.0,13.0,20.0,0.0,3.0,4.0,0.056,0.14,0.0,0.286,0.667,0.444,0.25,0.056,0.115,0.222,0.0,0.0,0.0,0.0,0.5,0.4,0.13,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,,,,,,,,,
Immanuel Quickley,1630193,NYK @ CLE,NYK,1610612752,CLE,0,0042200131,2023-04-15,W,3,2,3,0,5,0.0,0,2,0.0,3,4,0.75,0,3,0,0,3,8,6.6,0.444,0.0,,,88.2,87.8,74.0,76.6,14.2,0.0,0.1,0.054,0.125,0.0,0.67,0.161,0.222,101.22,102.68,-0.019,51,85.57,0.169,23:36,4.49,1.92,0,7,7,43,0,0,32,0,1,0.0,0,4,0.0,2,3,0.667,0.0,0.0,2.0,0.0,4.0,4.0,6.0,12.0,0.0,0.0,3.0,0.0,0.119,0.0,0.154,0.273,0.333,0.0,0.136,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.333,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Mobley,1630596,CLE vs. NYK,CLE,1610612739,NYK,1,0042200131,2023-04-15,L,8,2,11,4,13,0.308,0,0,,0,0,,5,6,1,0,2,9,25.2,0.615,0.3076923076923077,F,,108.0,107.3,94.7,95.8,13.3,0.128,0.14,0.134,0.074,0.308,1.0,0.174,0.308,95.89,96.11,0.06,75,80.1,0.178,37:42,3.99,2.69,7,10,17,59,0,0,42,2,9,0.222,2,4,0.5,2,4,0.5,2.0,2.0,2.0,6.0,19.0,17.0,11.0,30.0,0.0,1.0,2.0,0.129,0.191,0.0,0.0,0.0,0.0,0.556,0.25,0.333,0.118,0.222,0.143,0.0,0.0,0.1,0.118,0.099,"APR 15, 2023",240,36,83,0.434,10,31,0.323,15,21,0.714,11,27,38,20,9,2,14,17,97,,,,,,,,,
Klay Thompson,202691,GSW @ SAC,GSW,1610612744,SAC,0,0042200161,2023-04-15,L,21,5,6,8,19,0.421,5,14,0.357,0,0,,0,6,1,0,1,-14,37.7,1.105,0.5526315789473685,G,,110.7,112.2,128.9,124.0,-18.2,0.0,0.14,0.076,0.208,0.553,5.0,0.215,0.553,109.6,108.15,0.107,84,90.12,0.225,37:04,4.36,2.85,1,10,11,51,1,1,30,1,5,0.2,7,14,0.5,3,5,0.6,0.0,0.0,2.0,6.0,14.0,19.0,10.0,48.0,0.0,2.0,0.0,0.25,0.279,0.417,0.359,0.0,0.0,0.0,0.273,0.214,0.217,0.077,0.143,0.0,0.0,0.095,0.0,0.226,"APR 15, 2023",240,43,90,0.478,16,50,0.32,21,27,0.778,9,32,41,31,7,7,15,25,123,114.01557285873194,10.0,3.0,50.0,0.4489795918367347,114.01557285873194,107.88,107.97999999999999,108.08
De'Aaron Fox,1628368,SAC vs. GSW,SAC,1610612758,GSW,1,0042200161,2023-04-15,W,38,5,1,13,27,0.481,4,8,0.5,8,12,0.667,1,0,3,0,3,4,52.7,1.177,0.5555555555555556,G,,125.0,120.5,116.5,118.9,8.5,0.021,0.0,0.011,0.2,0.556,1.67,0.333,0.589,107.15,106.29,0.124,88,88.58,0.342,40:25,4.28,3.07,3,2,5,81,1,0,44,4,9,0.444,9,18,0.5,2,3,0.667,5.0,6.0,4.0,14.0,3.0,15.0,7.0,34.0,2.0,3.0,10.0,0.342,0.325,0.4,0.286,0.333,0.429,0.071,0.0,0.024,0.313,0.3,0.3,0.0,0.4,0.15,0.435,0.345,"APR 15, 2023",240,44,98,0.449,12,32,0.375,26,32,0.813,17,33,50,18,10,3,13,23,126,116.580310880829,7.0,7.0,41.0,0.4777777777777778,116.580310880829,108.08,107.97999999999999,107.88
Malik Monk,1628370,SAC vs. GSW,SAC,1610612758,GSW,1,0042200161,2023-04-15,W,32,2,3,8,13,0.615,2,4,0.5,14,14,1.0,1,2,0,0,2,10,36.6,1.67,0.6923076923076923,,,137.7,131.9,119.4,113.6,18.4,0.038,0.063,0.052,0.1,0.692,1.0,0.306,0.835,107.2,102.38,0.213,61,85.31,0.311,28:50,4.23,2.18,4,6,10,42,2,1,18,6,7,0.857,2,6,0.333,1,1,1.0,7.0,2.0,0.0,12.0,3.0,12.0,5.0,22.0,1.0,4.0,7.0,0.286,0.25,0.182,0.235,0.824,0.636,0.143,0.095,0.107,0.154,0.222,0.0,0.0,0.25,0.211,0.412,0.381,"APR 15, 2023",240,44,98,0.449,12,32,0.375,26,32,0.813,17,33,50,18,10,3,13,23,126,116.580310880829,7.0,7.0,41.0,0.4777777777777778,116.580310880829,108.08,107.97999999999999,107.88
Jordan Poole,1629673,GSW @ SAC,GSW,1610612744,SAC,0,0042200161,2023-04-15,L,17,3,1,4,10,0.4,2,5,0.4,7,8,0.875,0,1,0,1,1,-5,24.7,1.257,0.5,,,108.2,107.4,123.4,122.4,-15.2,0.0,0.048,0.022,0.231,0.5,3.0,0.268,0.629,106.86,106.02,0.145,49,88.35,0.286,21:44,4.24,1.65,1,2,2,51,1,0,36,0,2,0.0,4,8,0.5,0,1,0.0,0.0,0.0,5.0,2.0,7.0,7.0,4.0,22.0,0.0,1.0,5.0,0.235,0.256,0.333,0.25,0.538,0.421,0.0,0.077,0.063,0.214,0.2,0.0,1.0,0.0,0.111,0.313,0.321,"APR 15, 2023",240,43,90,0.478,16,50,0.32,21,27,0.778,9,32,41,31,7,7,15,25,123,114.01557285873194,10.0,3.0,50.0,0.4489795918367347,114.01557285873194,107.88,107.97999999999999,108.08
Jonathan Kuminga,1630228,GSW @ SAC,GSW,1610612744,SAC,0,0042200161,2023-04-15,L,8,1,0,3,6,0.5,0,2,0.0,2,3,0.667,0,0,1,0,2,0,10.5,1.093,0.5,,,115.0,109.7,115.0,116.4,0.0,0.0,0.0,0.0,0.333,0.5,0.5,0.375,0.546,100.23,98.46,0.059,20,82.05,0.392,9:45,4.35,0.75,2,2,4,20,0,0,11,2,3,0.667,1,3,0.333,0,0,0.0,1.0,3.0,0.0,6.0,3.0,0.0,0.0,8.0,0.0,2.0,2.0,0.5,0.353,0.0,0.182,0.25,0.333,0.0,0.0,0.0,0.167,1.0,0.5,0.0,0.0,0.5,0.222,0.348,"APR 15, 2023",240,43,90,0.478,16,50,0.32,21,27,0.778,9,32,41,31,7,7,15,25,123,114.01557285873194,10.0,3.0,50.0,0.4489795918367347,114.01557285873194,107.88,107.97999999999999,108.08
Davion Mitchell,1630558,SAC vs. GSW,SAC,1610612758,GSW,1,0042200161,2023-04-15,W,3,4,1,1,3,0.333,1,2,0.5,0,0,,0,1,1,1,2,4,14.2,1.0,0.5,,,112.0,120.7,102.0,103.4,10.0,0.0,0.037,0.018,0.211,0.5,2.0,0.081,0.5,106.44,111.2,0.026,50,92.67,0.087,21:48,4.72,1.8,1,1,2,30,1,0,25,0,1,0.0,1,2,0.5,1,1,1.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,18.0,1.0,3.0,0.0,0.05,0.065,0.125,0.118,0.0,0.0,0.0,0.053,0.033,0.4,0.286,0.333,0.5,0.5,0.333,0.0,0.054,"APR 15, 2023",240,44,98,0.449,12,32,0.375,26,32,0.813,17,33,50,18,10,3,13,23,126,116.580310880829,7.0,7.0,41.0,0.4777777777777778,116.580310880829,108.08,107.97999999999999,107.88
John Collins,1628381,ATL @ BOS,ATL,1610612737,BOS,0,0042200111,2023-04-15,L,12,1,4,5,7,0.714,0,1,0.0,2,2,1.0,1,3,0,2,1,-6,23.3,1.523,0.7142857142857143,F,,89.4,91.0,98.5,100.9,-9.1,0.031,0.094,0.063,0.05,0.714,1.0,0.129,0.761,106.47,108.74,0.093,66,90.62,0.133,29:08,4.16,2.14,2,6,8,40,0,0,30,2,3,0.667,3,4,0.75,4,10,0.4,2.0,2.0,0.0,8.0,8.0,7.0,2.0,26.0,1.0,3.0,1.0,0.2,0.127,0.0,0.1,0.222,0.182,0.333,0.13,0.154,0.067,0.125,0.0,0.667,0.167,0.333,0.143,0.203,"APR 15, 2023",240,38,98,0.388,5,29,0.172,18,22,0.818,14,31,45,23,13,4,11,17,99,94.57393962552541,6.0,7.0,58.0,0.4772727272727273,94.57393962552541,104.68,102.30000000000001,99.92
De'Andre Hunter,1629631,ATL @ BOS,ATL,1610612737,BOS,0,0042200111,2023-04-15,L,11,0,3,4,10,0.4,1,4,0.25,2,2,1.0,0,3,2,0,1,-9,19.6,1.011,0.45,F,,92.2,89.4,104.6,106.3,-12.4,0.0,0.103,0.045,0.0,0.45,0.0,0.164,0.506,105.28,104.54,0.04,64,87.11,0.164,29:37,3.89,2.02,1,7,8,26,0,0,14,0,3,0.0,4,7,0.571,2,5,0.4,2.0,0.0,2.0,2.0,5.0,8.0,2.0,32.0,1.0,4.0,2.0,0.16,0.161,1.0,0.235,0.25,0.222,0.0,0.136,0.103,0.0,0.143,0.25,0.0,0.167,0.364,0.333,0.186,"APR 15, 2023",240,38,98,0.388,5,29,0.172,18,22,0.818,14,31,45,23,13,4,11,17,99,94.57393962552541,6.0,7.0,58.0,0.4772727272727273,94.57393962552541,104.68,102.30000000000001,99.92
Nic Claxton,1629651,BKN @ PHI,BKN,1610612751,PHI,0,0042200121,2023-04-15,L,5,1,10,2,4,0.5,0,0,,1,2,0.5,1,9,0,3,0,-20,27.5,1.025,0.5,C,,93.1,99.9,129.8,125.5,-36.7,0.048,0.243,0.172,0.05,0.5,0.0,0.082,0.512,89.88,91.44,0.097,58,76.2,0.088,30:11,4.15,2.2,3,14,17,39,0,0,32,0,1,0.0,2,3,0.667,4,7,0.571,0.0,1.0,2.0,2.0,18.0,19.0,7.0,18.0,0.0,2.0,2.0,0.091,0.098,0.0,0.0,0.25,0.286,0.333,0.391,0.385,0.091,0.0,0.0,0.75,0.0,0.222,0.222,0.093,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.47191011235955055,111.47902869757176,90.6,90.32,90.04
De'Anthony Melton,1629001,PHI vs. BKN,PHI,1610612755,BKN,1,0042200121,2023-04-15,W,6,5,3,2,9,0.222,2,7,0.286,0,0,,1,2,1,0,0,15,20.1,0.667,0.3333333333333333,,,134.9,134.3,100.0,99.5,34.9,0.05,0.143,0.088,0.263,0.333,0.0,0.184,0.333,93.11,92.68,0.062,43,77.23,0.187,22:16,4.33,1.72,3,2,5,42,1,1,33,0,2,0.0,2,7,0.286,0,0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,5.0,16.0,1.0,1.0,1.0,0.095,0.22,0.182,0.259,0.0,0.0,0.2,0.182,0.188,0.278,0.0,0.143,0.0,1.0,0.167,0.2,0.103,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,134.38471790315413,90.04,90.32,90.6
Georges Niang,1627777,PHI vs. BKN,PHI,1610612755,BKN,1,0042200121,2023-04-15,W,8,0,0,3,5,0.6,2,4,0.5,0,0,,0,0,0,0,0,9,8.0,1.6,0.8,,,132.4,131.3,100.0,102.0,32.4,0.0,0.0,0.0,0.0,0.8,0.0,0.122,0.8,92.6,93.18,0.031,37,77.65,0.121,19:50,4.09,1.43,0,1,1,23,0,0,17,0,1,0.0,3,4,0.75,0,0,0.0,3.0,3.0,0.0,2.0,9.0,0.0,10.0,16.0,0.0,3.0,0.0,0.158,0.143,0.25,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.163,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,134.38471790315413,90.04,90.32,90.6
Royce O'Neale,1626220,BKN @ PHI,BKN,1610612751,PHI,0,0042200121,2023-04-15,L,4,6,3,2,5,0.4,0,3,0.0,0,0,,0,3,1,0,2,-13,17.6,0.8,0.4,,,111.1,112.1,135.2,137.5,-24.1,0.0,0.13,0.073,0.3,0.4,3.0,0.121,0.4,91.58,92.79,0.044,54,77.32,0.126,27:56,4.1,2.03,0,4,4,46,0,0,38,2,2,1.0,0,3,0.0,1,3,0.333,0.0,0.0,4.0,4.0,24.0,13.0,5.0,24.0,0.0,3.0,0.0,0.091,0.128,0.0,0.143,0.0,0.0,0.0,0.2,0.176,0.429,0.154,0.333,0.0,0.0,0.429,0.0,0.067,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.47191011235955055,111.47902869757176,90.6,90.32,90.04
Joe Harris,203925,BKN @ PHI,BKN,1610612751,PHI,0,0042200121,2023-04-15,L,3,0,2,1,3,0.333,1,3,0.333,0,0,,0,2,0,0,2,-3,3.4,1.0,0.5,,,96.3,93.3,116.0,116.0,-19.7,0.0,0.167,0.095,0.0,0.5,0.0,0.172,0.5,90.54,89.04,0.0,27,74.2,0.179,14:01,4.51,1.11,0,5,5,16,0,0,12,0,0,0.0,1,3,0.333,2,4,0.5,0.0,0.0,0.0,0.0,8.0,5.0,0.0,14.0,0.0,1.0,0.0,0.091,0.15,0.333,0.3,0.0,0.0,0.0,0.222,0.222,0.0,0.286,0.0,0.0,0.0,1.0,0.0,0.115,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.47191011235955055,111.47902869757176,90.6,90.32,90.04
Spencer Dinwiddie,203915,BKN @ PHI,BKN,1610612751,PHI,0,0042200121,2023-04-15,L,14,7,3,5,12,0.417,1,5,0.2,3,5,0.6,0,3,2,0,4,-13,30.1,0.986,0.4583333333333333,G,,117.4,117.9,140.3,135.9,-22.9,0.0,0.079,0.051,0.28,0.458,1.75,0.254,0.493,90.96,89.72,0.069,69,74.77,0.255,36:23,3.83,2.45,0,4,4,78,0,1,55,4,6,0.667,1,6,0.167,1,1,1.0,0.0,0.0,0.0,8.0,27.0,21.0,10.0,30.0,0.0,1.0,5.0,0.167,0.24,0.091,0.25,0.3,0.385,0.0,0.143,0.13,0.368,0.267,0.667,0.0,0.0,0.071,0.417,0.173,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.47191011235955055,111.47902869757176,90.6,90.32,90.04
Seth Curry,203552,BKN @ PHI,BKN,1610612751,PHI,0,0042200121,2023-04-15,L,10,1,0,4,5,0.8,2,3,0.667,0,0,,0,0,0,0,1,-7,10.5,2.0,1.0,,,112.1,111.9,141.9,140.5,-29.8,0.0,0.0,0.0,0.111,1.0,1.0,0.176,1.0,94.73,94.14,0.107,33,78.45,0.181,16:19,4.06,1.17,0,1,1,22,0,0,14,0,0,0.0,4,5,0.8,1,1,1.0,3.0,0.0,3.0,2.0,17.0,7.0,3.0,20.0,0.0,0.0,1.0,0.308,0.238,0.4,0.273,0.0,0.0,0.0,0.0,0.0,0.1,0.111,0.0,0.0,0.0,0.0,0.143,0.27,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.47191011235955055,111.47902869757176,90.6,90.32,90.04
James Harden,201935,PHI vs. BKN,PHI,1610612755,BKN,1,0042200121,2023-04-15,W,23,13,4,8,21,0.381,7,13,0.538,0,0,,1,3,1,0,4,20,46.3,1.095,0.5476190476190477,G,,141.4,139.1,112.9,115.7,28.6,0.027,0.143,0.069,0.5,0.548,3.25,0.294,0.548,92.75,93.12,0.119,70,77.6,0.297,36:05,3.33,2.12,5,5,10,87,1,2,60,1,7,0.143,7,14,0.5,0,0,0.0,0.0,5.0,0.0,2.0,8.0,1.0,13.0,26.0,3.0,3.0,1.0,0.235,0.296,0.412,0.419,0.0,0.0,0.077,0.2,0.143,0.5,0.571,0.091,0.0,0.6,0.231,0.071,0.232,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,134.38471790315413,90.04,90.32,90.6
Harrison Barnes,203084,SAC vs. GSW,SAC,1610612758,GSW,1,0042200161,2023-04-15,W,13,2,7,5,11,0.455,1,3,0.333,2,2,1.0,4,3,3,0,0,-10,33.4,1.094,0.5,F,,107.4,105.7,116.9,116.0,-9.5,0.083,0.083,0.083,0.08,0.5,0.0,0.122,0.547,109.37,108.11,0.112,81,90.09,0.126,36:25,4.54,2.9,9,3,12,38,0,0,26,3,7,0.429,2,4,0.5,3,4,0.75,2.0,2.0,4.0,8.0,4.0,12.0,6.0,36.0,0.0,0.0,1.0,0.167,0.147,0.2,0.15,0.091,0.071,0.308,0.13,0.194,0.182,0.0,0.375,0.0,0.0,0.0,0.048,0.149,"APR 15, 2023",240,44,98,0.449,12,32,0.375,26,32,0.813,17,33,50,18,10,3,13,23,126,116.580310880829,7.0,7.0,41.0,0.4777777777777778,116.580310880829,108.08,107.97999999999999,107.88
