PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD
Wendell Carter Jr.,1628976,ORL vs. CLE,ORL,1610612753,CLE,1,0042300133,2024-04-25,W,2,0,5,1,4,0.25,0,1,0.0,0,0,,1,4,0,0,0,19,8.0,0.5,0.25,C,,141.7,141.8,102.1,95.6,39.6,0.045,0.154,0.104,0.0,0.25,0.0,0.07,0.25,96.3,93.15,0.014,48,77.63,0.073,24:44,4.04,1.79,6,7,12,23,1,0,18,1,2,0.5,0,2,0.0,4,5,0.8,0.0,0.0,0.0,2.0,2.0,7.0,7.0,30.0,1.0,2.0,1.0
Jarrett Allen,1628386,CLE @ ORL,CLE,1610612739,ORL,0,0042300133,2024-04-25,L,15,0,8,5,6,0.833,0,0,,5,5,1.0,3,5,0,1,2,-20,25.6,1.829,0.8333333333333334,C,,102.2,95.1,148.9,144.0,-46.7,0.12,0.227,0.17,0.0,0.833,0.0,0.192,0.915,94.67,89.81,0.164,46,74.85,0.191,24:19,3.93,1.7,5,9,14,37,0,0,24,3,3,1.0,2,3,0.667,0,1,0.0,0.0,4.0,0.0,10.0,11.0,16.0,12.0,24.0,0.0,2.0,7.0
Donovan Mitchell,1628378,CLE @ ORL,CLE,1610612739,ORL,0,0042300133,2024-04-25,L,13,7,5,6,16,0.375,1,6,0.167,0,1,0.0,0,5,0,0,2,-25,27.5,0.791,0.40625,G,,96.1,90.3,145.1,141.2,-49.0,0.0,0.2,0.094,0.583,0.406,3.5,0.316,0.395,95.3,91.12,0.1,51,75.93,0.314,26:52,3.82,1.83,2,7,9,64,1,1,44,4,8,0.5,2,8,0.25,2,4,0.5,2.0,3.0,2.0,8.0,13.0,16.0,14.0,26.0,1.0,1.0,2.0
Georges Niang,1627777,CLE @ ORL,CLE,1610612739,ORL,0,0042300133,2024-04-25,L,7,0,3,3,8,0.375,1,2,0.5,0,0,,1,2,0,1,2,-10,11.6,0.875,0.4375,,,97.2,93.5,128.6,124.7,-31.3,0.056,0.095,0.077,0.0,0.438,0.0,0.25,0.438,98.3,94.93,0.026,36,79.11,0.247,17:57,4.06,1.31,3,8,11,33,0,0,23,1,5,0.2,2,3,0.667,2,3,0.667,3.0,0.0,2.0,2.0,8.0,11.0,10.0,20.0,1.0,1.0,0.0
Gary Harris,203914,ORL vs. CLE,ORL,1610612753,CLE,1,0042300133,2024-04-25,W,2,0,2,0,3,0.0,0,3,0.0,2,2,1.0,1,1,1,0,0,12,7.4,0.515,0.0,G,,134.1,133.9,104.9,99.1,29.3,0.045,0.043,0.044,0.0,0.0,0.0,0.08,0.258,96.09,93.27,-0.017,41,77.73,0.083,21:06,4.38,1.66,1,1,2,12,0,0,8,0,0,0.0,0,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,26.0,0.0,3.0,1.0
Moritz Wagner,1629021,ORL vs. CLE,ORL,1610612753,CLE,1,0042300133,2024-04-25,W,2,0,6,1,5,0.2,0,1,0.0,0,0,,1,5,0,1,1,21,11.2,0.4,0.2,,,115.2,113.0,51.5,50.0,63.6,0.053,0.227,0.146,0.0,0.2,0.0,0.154,0.2,91.8,89.58,-0.024,33,74.65,0.155,17:41,4.08,1.3,1,7,8,24,0,0,18,0,3,0.0,1,2,0.5,2,4,0.5,0.0,2.0,2.0,2.0,0.0,2.0,0.0,6.0,1.0,4.0,1.0
Darius Garland,1629636,CLE @ ORL,CLE,1610612739,ORL,0,0042300133,2024-04-25,L,5,6,3,2,10,0.2,1,4,0.25,0,0,,0,3,0,0,1,-22,16.6,0.5,0.25,G,,87.9,82.9,125.9,122.6,-37.9,0.0,0.097,0.044,0.333,0.25,6.0,0.167,0.25,94.11,90.19,0.05,58,75.16,0.17,30:52,4.1,2.27,0,5,5,53,0,2,40,1,4,0.25,1,6,0.167,1,1,1.0,0.0,0.0,0.0,2.0,6.0,15.0,13.0,32.0,0.0,0.0,2.0
Cole Anthony,1630175,ORL vs. CLE,ORL,1610612753,CLE,1,0042300133,2024-04-25,W,10,3,1,4,7,0.571,1,3,0.333,1,1,1.0,0,1,1,0,1,16,17.7,1.344,0.6428571428571429,,,116.7,116.4,61.3,57.6,55.4,0.0,0.048,0.027,0.3,0.643,3.0,0.229,0.672,93.07,90.0,0.207,30,75.0,0.235,16:16,4.46,1.29,0,2,2,33,1,2,24,1,3,0.333,3,4,0.75,0,0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,8.0,0.0,2.0,0.0
Sam Merrill,1630241,CLE @ ORL,CLE,1610612739,ORL,0,0042300133,2024-04-25,L,9,2,2,3,4,0.75,3,4,0.75,0,0,,0,2,0,0,0,-14,14.4,2.25,1.125,,,85.4,81.0,114.0,110.1,-28.6,0.0,0.095,0.048,0.2,1.125,0.0,0.089,1.125,97.02,92.9,0.125,41,77.42,0.09,21:42,4.13,1.62,0,4,4,20,0,0,16,1,1,1.0,2,3,0.667,0,1,0.0,3.0,0.0,0.0,0.0,11.0,4.0,9.0,22.0,0.0,3.0,1.0
Damian Jones,1627745,CLE @ ORL,CLE,1610612739,ORL,0,0042300133,2024-04-25,L,0,2,2,0,0,,0,0,,0,0,,1,1,0,1,2,0,6.4,0.0,,,,121.4,110.1,113.3,111.0,8.1,0.167,0.143,0.154,0.286,0.0,1.0,0.125,0.0,105.71,99.67,0.059,14,83.05,0.122,6:59,3.95,0.5,1,2,3,10,0,0,8,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,6.0,0.0,0.0,0.0
Kyle Lowry,200768,PHI vs. NYK,PHI,1610612755,NYK,1,0042300113,2024-04-25,W,9,4,2,3,5,0.6,1,3,0.333,2,2,1.0,0,2,1,1,1,11,22.4,1.531,0.7,G,,141.7,148.8,123.3,119.0,18.3,0.0,0.067,0.043,0.167,0.7,4.0,0.109,0.765,92.84,93.4,0.077,60,77.83,0.116,30:50,3.8,2.07,1,5,6,47,0,0,38,1,1,1.0,2,4,0.5,0,0,0.0,2.0,0.0,0.0,2.0,6.0,11.0,10.0,26.0,0.0,2.0,3.0
Joel Embiid,203954,PHI vs. NYK,PHI,1610612755,NYK,1,0042300113,2024-04-25,W,50,4,8,13,19,0.684,5,7,0.714,19,21,0.905,1,7,0,1,3,16,65.6,1.771,0.8157894736842105,C,,149.3,147.8,126.3,121.6,23.0,0.04,0.179,0.125,0.174,0.816,1.33,0.386,0.885,91.47,89.3,0.252,75,74.41,0.391,40:35,3.29,2.36,2,13,15,65,0,0,31,6,8,0.75,7,11,0.636,3,9,0.333,0.0,4.0,0.0,6.0,8.0,16.0,10.0,42.0,1.0,3.0,14.0
Kelly Oubre Jr.,1626162,PHI vs. NYK,PHI,1610612755,NYK,1,0042300113,2024-04-25,W,15,3,7,6,8,0.75,2,4,0.5,1,2,0.5,3,4,2,0,2,7,31.9,1.689,0.875,F,,140.8,138.0,127.4,122.5,13.4,0.103,0.125,0.115,0.111,0.875,1.5,0.134,0.845,93.7,90.95,0.095,71,75.79,0.138,38:00,4.4,2.99,3,7,10,41,0,0,28,2,2,1.0,4,6,0.667,4,4,1.0,4.0,2.0,0.0,8.0,8.0,12.0,13.0,46.0,0.0,4.0,1.0
Buddy Hield,1627741,PHI vs. NYK,PHI,1610612755,NYK,1,0042300113,2024-04-25,W,0,0,0,0,2,0.0,0,1,0.0,0,0,,0,0,0,1,0,2,3.0,0.0,0.0,,,122.2,111.3,90.0,100.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,114.86,115.59,-0.073,9,96.32,0.168,3:57,5.31,0.38,0,0,0,4,0,0,2,0,1,0.0,0,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0
Jalen Suggs,1630591,ORL vs. CLE,ORL,1610612753,CLE,1,0042300133,2024-04-25,W,24,3,4,9,11,0.818,3,5,0.6,3,3,1.0,0,4,2,1,1,25,41.3,1.948,0.9545454545454546,G,,139.6,133.6,92.5,88.6,47.2,0.0,0.138,0.071,0.158,0.955,3.0,0.206,0.974,95.27,91.24,0.274,53,76.03,0.205,27:53,4.03,2.02,2,5,7,52,0,0,37,3,3,1.0,6,8,0.75,2,3,0.667,7.0,3.0,9.0,8.0,2.0,7.0,7.0,30.0,0.0,1.0,3.0
Brook Lopez,201572,MIL @ IND,MIL,1610612749,IND,0,0042300123,2024-04-26,L,14,3,4,7,12,0.583,0,2,0.0,0,0,,1,3,0,0,1,-10,22.3,1.167,0.5833333333333334,C,,113.5,113.8,130.6,120.0,-17.0,0.026,0.067,0.048,0.143,0.583,3.0,0.153,0.583,93.72,89.93,0.08,74,74.94,0.159,38:58,3.78,2.64,5,8,13,35,0,0,21,6,8,0.75,1,4,0.25,6,7,0.857,0.0,2.0,0.0,14.0,11.0,24.0,9.0,34.0,1.0,2.0,0.0
Wendell Moore Jr.,1631111,MIN @ PHX,MIN,1610612750,PHX,0,0042300163,2024-04-26,W,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,101.41,0.0,1,84.51,0.0,0:28,2.11,0.02,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonard Miller,1631159,MIN @ PHX,MIN,1610612750,PHX,0,0042300163,2024-04-26,W,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,101.41,0.0,1,84.51,0.0,0:28,2.4,0.02,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Minott,1631169,MIN @ PHX,MIN,1610612750,PHX,0,0042300163,2024-04-26,W,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,101.41,0.0,1,84.51,0.0,0:28,2.31,0.02,0,1,1,2,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Roddy,1631223,PHX vs. MIN,PHX,1610612756,MIN,1,0042300163,2024-04-26,L,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,101.41,0.0,1,84.51,0.0,0:28,4.64,0.04,1,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Gordon,201569,PHX vs. MIN,PHX,1610612756,MIN,1,0042300163,2024-04-26,L,11,3,2,2,7,0.286,2,3,0.667,5,6,0.833,0,2,3,1,2,0,27.9,1.141,0.42857142857142855,,,124.6,125.7,122.9,124.1,1.8,0.0,0.061,0.033,0.12,0.429,1.5,0.169,0.571,96.54,97.41,0.059,69,81.18,0.17,34:15,3.73,2.33,2,2,4,45,0,0,34,0,4,0.0,2,3,0.667,1,1,1.0,2.0,0.0,0.0,0.0,5.0,12.0,6.0,36.0,1.0,3.0,3.0
Bradley Beal,203078,PHX vs. MIN,PHX,1610612756,MIN,1,0042300163,2024-04-26,L,28,4,4,10,19,0.526,6,11,0.545,2,2,1.0,3,1,0,0,2,-19,36.8,1.408,0.6842105263157895,G,,111.2,114.7,128.3,128.4,-17.0,0.075,0.025,0.05,0.182,0.684,2.0,0.234,0.704,98.9,100.45,0.098,89,83.71,0.241,43:15,4.16,3.26,4,6,9,84,1,0,57,1,2,0.5,9,17,0.529,3,4,0.75,4.0,5.0,5.0,8.0,11.0,17.0,8.0,54.0,0.0,5.0,1.0
Rudy Gobert,203497,MIN @ PHX,MIN,1610612750,PHX,0,0042300163,2024-04-26,W,19,1,14,6,8,0.75,0,0,,7,8,0.875,4,10,1,0,2,21,38.3,1.649,0.75,C,,127.8,127.3,103.9,107.6,24.0,0.118,0.286,0.203,0.036,0.75,0.5,0.128,0.825,96.07,97.52,0.172,79,81.26,0.131,38:24,4.27,2.97,9,12,21,47,0,1,33,3,5,0.6,3,3,1.0,3,4,0.75,2.0,4.0,4.0,12.0,19.0,6.0,15.0,26.0,1.0,2.0,6.0
Jusuf Nurkić,203994,PHX vs. MIN,PHX,1610612756,MIN,1,0042300163,2024-04-26,L,3,1,7,1,4,0.25,0,0,,1,2,0.5,2,5,2,2,1,-11,23.9,0.615,0.25,C,,100.0,106.0,118.2,119.9,-18.2,0.08,0.185,0.135,0.063,0.25,1.0,0.103,0.307,96.91,100.49,0.055,54,83.74,0.109,26:02,4.01,1.86,6,13,19,44,0,0,38,1,1,1.0,0,3,0.0,2,7,0.286,0.0,1.0,0.0,2.0,6.0,10.0,2.0,34.0,0.0,2.0,2.0
Norman Powell,1626181,LAC @ DAL,LAC,1610612746,DAL,0,0042300173,2024-04-26,L,21,1,6,7,11,0.636,4,6,0.667,3,3,1.0,0,6,0,0,3,-11,26.7,1.705,0.8181818181818182,,,101.8,102.1,123.6,116.4,-21.9,0.0,0.188,0.111,0.077,0.818,0.33,0.242,0.852,90.34,87.78,0.167,56,73.15,0.247,30:21,3.9,2.11,1,6,7,37,0,0,20,2,4,0.5,5,7,0.714,1,2,0.5,3.0,6.0,3.0,4.0,21.0,6.0,14.0,32.0,1.0,4.0,2.0
Kyrie Irving,202681,DAL vs. LAC,DAL,1610612742,LAC,1,0042300173,2024-04-26,W,21,6,4,8,17,0.471,3,7,0.429,2,2,1.0,0,4,2,0,2,17,38.8,1.174,0.5588235294117647,G,,122.1,117.0,98.5,98.4,23.6,0.0,0.133,0.06,0.222,0.559,3.0,0.238,0.587,90.53,88.56,0.147,68,73.8,0.235,36:35,3.77,2.46,2,4,6,68,0,0,47,2,6,0.333,6,11,0.545,0,0,0.0,6.0,4.0,3.0,6.0,5.0,9.0,8.0,24.0,1.0,4.0,1.0
Paul George,202331,LAC @ DAL,LAC,1610612746,DAL,0,0042300173,2024-04-26,L,7,5,5,3,11,0.273,1,6,0.167,0,0,,0,5,0,0,1,3,19.5,0.636,0.3181818181818182,F,,101.9,102.2,94.4,95.3,7.4,0.0,0.161,0.096,0.294,0.318,5.0,0.207,0.318,84.06,84.56,0.034,53,70.47,0.207,30:22,3.83,2.05,3,8,11,49,1,2,35,1,4,0.25,2,7,0.286,3,7,0.429,2.0,3.0,0.0,2.0,18.0,8.0,10.0,26.0,1.0,5.0,0.0
James Harden,201935,LAC @ DAL,LAC,1610612746,DAL,0,0042300173,2024-04-26,L,21,5,2,7,13,0.538,5,8,0.625,2,3,0.667,0,2,2,1,5,-21,34.9,1.466,0.7307692307692307,G,,93.8,92.9,118.5,113.5,-24.8,0.0,0.044,0.025,0.238,0.731,1.0,0.218,0.733,90.35,87.98,0.114,80,73.32,0.219,43:55,3.36,2.62,1,3,4,81,0,0,61,4,8,0.5,3,5,0.6,4,5,0.8,5.0,0.0,4.0,4.0,27.0,12.0,20.0,50.0,1.0,2.0,2.0
Aaron Nesmith,1630174,IND vs. MIL,IND,1610612754,MIL,1,0042300123,2024-04-26,W,13,3,8,3,13,0.231,1,7,0.143,6,7,0.857,4,4,3,1,2,-7,37.1,0.808,0.2692307692307692,F,,118.2,111.7,124.1,121.5,-5.9,0.077,0.105,0.089,0.097,0.269,1.5,0.182,0.404,90.86,87.41,0.058,77,72.84,0.185,42:50,4.07,3.14,6,8,14,68,0,0,49,2,4,0.5,1,9,0.111,3,6,0.5,1.0,3.0,1.0,4.0,7.0,13.0,4.0,38.0,0.0,3.0,4.0
Tyrese Haliburton,1630169,IND vs. MIL,IND,1610612754,MIL,1,0042300123,2024-04-26,W,18,16,10,8,22,0.364,1,12,0.083,1,1,1.0,5,5,0,1,4,16,53.0,0.802,0.38636363636363635,G,,132.9,122.1,112.8,112.6,20.2,0.093,0.119,0.104,0.485,0.386,4.0,0.239,0.401,93.57,89.55,0.127,85,74.62,0.239,45:50,4.24,3.49,7,6,13,130,2,3,100,6,8,0.75,2,14,0.143,0,0,0.0,0.0,6.0,0.0,12.0,5.0,13.0,2.0,40.0,0.0,1.0,6.0
Andrew Nembhard,1629614,IND vs. MIL,IND,1610612754,MIL,1,0042300123,2024-04-26,W,16,4,5,6,10,0.6,3,6,0.5,1,2,0.5,3,2,0,0,1,4,27.0,1.471,0.75,G,,127.0,119.1,120.0,118.2,7.0,0.07,0.056,0.063,0.138,0.75,4.0,0.132,0.735,93.84,90.19,0.077,74,75.15,0.135,39:39,4.15,2.97,6,2,8,60,1,1,44,0,1,0.0,6,9,0.667,0,0,0.0,7.0,3.0,0.0,0.0,7.0,13.0,2.0,34.0,0.0,5.0,3.0
Pascal Siakam,1627783,IND vs. MIL,IND,1610612754,MIL,1,0042300123,2024-04-26,W,17,4,9,7,17,0.412,0,3,0.0,3,5,0.6,4,5,1,1,0,1,39.8,0.885,0.4117647058823529,F,,121.1,118.9,118.2,117.1,2.9,0.083,0.135,0.106,0.148,0.412,0.0,0.198,0.443,89.3,88.13,0.106,76,73.44,0.204,41:40,3.97,2.97,6,11,17,76,1,0,55,4,8,0.5,3,9,0.333,3,5,0.6,2.0,4.0,6.0,12.0,7.0,13.0,4.0,34.0,0.0,1.0,4.0
Bobby Portis,1626171,MIL @ IND,MIL,1610612749,IND,0,0042300123,2024-04-26,L,17,0,18,7,15,0.467,1,3,0.333,2,2,1.0,5,13,1,1,3,-1,41.6,1.071,0.5,F,,115.9,114.9,121.5,118.0,-5.7,0.128,0.265,0.205,0.0,0.5,0.0,0.196,0.535,89.99,88.32,0.125,82,73.6,0.205,43:45,4.0,3.15,11,22,31,78,0,0,59,1,4,0.25,6,11,0.545,5,7,0.714,5.0,6.0,0.0,8.0,12.0,20.0,7.0,36.0,1.0,3.0,2.0
Myles Turner,1626167,IND vs. MIL,IND,1610612754,MIL,1,0042300123,2024-04-26,W,29,1,9,10,21,0.476,4,10,0.4,5,6,0.833,1,8,1,0,0,10,44.3,1.227,0.5714285714285714,C,,128.6,116.9,114.1,115.9,14.5,0.02,0.2,0.101,0.038,0.571,0.0,0.245,0.613,93.37,89.62,0.146,77,74.68,0.246,41:31,4.07,3.04,5,10,15,69,0,0,45,2,5,0.4,8,16,0.5,5,9,0.556,0.0,7.0,0.0,8.0,5.0,13.0,2.0,36.0,1.0,4.0,5.0
Khris Middleton,203114,MIL @ IND,MIL,1610612749,IND,0,0042300123,2024-04-26,L,42,5,10,16,29,0.552,4,9,0.444,6,6,1.0,3,7,0,0,3,2,58.5,1.327,0.6206896551724138,F,,116.7,116.0,117.1,110.4,-0.4,0.079,0.143,0.115,0.294,0.621,1.67,0.385,0.664,92.37,89.42,0.22,78,74.52,0.4,41:20,4.0,2.97,6,12,17,69,0,0,32,6,12,0.5,10,17,0.588,2,2,1.0,2.0,2.0,2.0,16.0,10.0,22.0,5.0,32.0,1.0,5.0,6.0
Patrick Beverley,201976,MIL @ IND,MIL,1610612749,IND,0,0042300123,2024-04-26,L,11,1,2,3,5,0.6,1,1,1.0,4,5,0.8,1,1,0,1,2,-8,15.9,1.528,0.7,G,,122.1,123.9,132.5,125.0,-10.4,0.026,0.02,0.023,0.037,0.7,0.5,0.1,0.764,89.56,87.58,0.017,77,72.99,0.104,42:12,4.21,3.2,1,10,11,60,0,0,49,1,2,0.5,2,3,0.667,0,0,0.0,0.0,0.0,0.0,4.0,13.0,24.0,11.0,38.0,0.0,6.0,2.0
Devin Booker,1626164,PHX vs. MIN,PHX,1610612756,MIN,1,0042300163,2024-04-26,L,23,8,3,8,15,0.533,1,3,0.333,6,6,1.0,0,3,2,0,2,-8,42.6,1.304,0.5666666666666667,G,,118.4,122.5,124.7,125.1,-6.3,0.0,0.077,0.041,0.333,0.567,4.0,0.22,0.652,99.66,101.48,0.132,87,84.57,0.227,41:37,4.07,3.1,0,10,10,66,0,3,42,2,5,0.4,6,10,0.6,0,1,0.0,6.0,0.0,4.0,8.0,9.0,14.0,6.0,46.0,0.0,3.0,8.0
Anthony Edwards,1630162,MIN @ PHX,MIN,1610612750,PHX,0,0042300163,2024-04-26,W,36,5,9,12,23,0.522,1,5,0.2,11,11,1.0,2,7,2,0,5,19,55.3,1.293,0.5434782608695652,G,,129.7,128.6,113.8,116.2,15.9,0.049,0.189,0.115,0.179,0.543,1.0,0.311,0.647,98.86,99.44,0.185,91,82.87,0.318,42:58,4.04,3.17,3,10,13,91,0,0,53,5,8,0.625,6,14,0.429,1,1,1.0,4.0,2.0,2.0,18.0,15.0,6.0,14.0,30.0,0.0,1.0,7.0
Nickeil Alexander-Walker,1629638,MIN @ PHX,MIN,1610612750,PHX,0,0042300163,2024-04-26,W,16,5,2,4,10,0.4,4,10,0.4,4,4,1.0,1,1,0,0,1,23,24.9,1.361,0.6,,,137.7,139.1,110.8,111.5,26.9,0.032,0.034,0.033,0.192,0.6,5.0,0.155,0.68,96.35,97.16,0.074,69,80.97,0.16,33:06,4.23,2.56,4,4,8,52,1,1,40,0,1,0.0,4,9,0.444,1,1,1.0,3.0,3.0,0.0,0.0,12.0,4.0,10.0,26.0,1.0,5.0,2.0
Josh Okogie,1629006,PHX vs. MIN,PHX,1610612756,MIN,1,0042300163,2024-04-26,L,8,1,1,2,3,0.667,1,2,0.5,3,4,0.75,0,1,0,0,0,2,10.7,1.681,0.8333333333333334,,,152.9,157.4,126.3,119.0,26.6,0.0,0.111,0.071,0.2,0.833,0.0,0.294,0.84,96.19,94.41,0.159,17,78.67,0.303,9:09,4.28,0.74,1,1,2,11,0,0,6,1,1,1.0,1,2,0.5,1,2,0.5,3.0,0.0,0.0,2.0,0.0,2.0,2.0,12.0,0.0,3.0,2.0
Monté Morris,1628420,MIN @ PHX,MIN,1610612750,PHX,0,0042300163,2024-04-26,W,2,1,0,1,4,0.25,0,1,0.0,0,0,,0,0,0,1,0,-4,6.5,0.5,0.25,,,100.0,113.4,122.2,126.4,-22.2,0.0,0.0,0.0,0.167,0.25,0.0,0.16,0.25,88.5,95.73,0.014,18,79.78,0.183,9:02,4.24,0.69,1,2,3,21,0,0,15,1,1,1.0,0,3,0.0,2,3,0.667,0.0,0.0,0.0,2.0,6.0,4.0,2.0,12.0,0.0,0.0,1.0
Karl-Anthony Towns,1626157,MIN @ PHX,MIN,1610612750,PHX,0,0042300163,2024-04-26,W,18,2,13,7,16,0.438,3,5,0.6,1,2,0.5,5,8,0,0,1,-1,35.6,1.066,0.53125,F,,116.0,115.8,115.7,123.4,0.3,0.2,0.348,0.271,0.125,0.531,2.0,0.3,0.533,98.56,101.71,0.148,50,84.76,0.305,23:50,4.14,1.77,8,9,17,48,1,0,28,2,7,0.286,5,9,0.556,2,3,0.667,2.0,3.0,0.0,8.0,17.0,6.0,8.0,16.0,0.0,4.0,2.0
Josh Green,1630182,DAL vs. LAC,DAL,1610612742,LAC,1,0042300173,2024-04-26,W,8,0,5,3,5,0.6,1,2,0.5,1,2,0.5,2,3,1,0,0,-3,17.0,1.361,0.7,,,101.9,106.6,112.0,110.4,-10.1,0.077,0.188,0.119,0.0,0.7,0.0,0.085,0.68,95.78,97.27,0.116,52,81.06,0.091,25:10,4.22,1.94,3,4,7,25,0,0,16,1,2,0.5,2,3,0.667,0,1,0.0,5.0,0.0,5.0,4.0,12.0,9.0,7.0,18.0,0.0,0.0,6.0
Luka Dončić,1629029,DAL vs. LAC,DAL,1610612742,LAC,1,0042300173,2024-04-26,W,22,9,10,7,25,0.28,3,14,0.214,5,7,0.714,1,9,2,0,5,11,48.5,0.783,0.34,G,,110.7,109.2,98.6,97.9,12.0,0.024,0.29,0.139,0.36,0.34,1.8,0.379,0.392,88.95,88.02,0.115,75,73.35,0.384,40:21,3.54,2.52,5,11,16,102,2,0,64,0,6,0.0,7,18,0.389,2,2,1.0,0.0,0.0,0.0,4.0,12.0,8.0,15.0,34.0,2.0,2.0,10.0
P.J. Washington,1629023,DAL vs. LAC,DAL,1610612742,LAC,1,0042300173,2024-04-26,W,10,1,5,5,10,0.5,0,4,0.0,0,0,,2,3,3,1,0,23,29.5,1.0,0.5,F,,125.8,120.5,88.7,90.0,37.1,0.063,0.103,0.082,0.04,0.5,0.0,0.139,0.5,88.26,87.0,0.097,62,72.5,0.138,34:13,4.15,2.51,2,11,13,44,0,0,33,2,3,0.667,3,7,0.429,0,1,0.0,10.0,2.0,8.0,10.0,9.0,8.0,10.0,24.0,0.0,2.0,0.0
Ivica Zubac,1627826,LAC @ DAL,LAC,1610612746,DAL,0,0042300173,2024-04-26,L,19,1,8,8,11,0.727,0,0,,3,3,1.0,3,5,1,1,2,-5,34.1,1.542,0.7272727272727273,C,,100.0,98.1,104.8,103.4,-4.8,0.115,0.152,0.136,0.071,0.727,0.5,0.215,0.771,92.24,90.75,0.185,60,75.63,0.212,32:16,3.86,2.21,8,13,21,44,1,0,30,5,7,0.714,3,4,0.75,2,4,0.5,0.0,2.0,2.0,16.0,13.0,12.0,13.0,36.0,2.0,4.0,4.0
Amir Coffey,1629599,LAC @ DAL,LAC,1610612746,DAL,0,0042300173,2024-04-26,L,0,1,1,0,2,0.0,0,2,0.0,0,0,,0,1,0,0,1,-10,1.7,0.0,0.0,,,100.0,99.2,118.4,125.6,-18.4,0.0,0.071,0.03,0.1,0.0,1.0,0.073,0.0,97.54,100.11,-0.017,35,83.43,0.074,17:30,4.11,1.33,1,3,3,13,0,0,10,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,22.0,0.0,0.0,0.0
Luka Garza,1630568,MIN @ PHX,MIN,1610612750,PHX,0,0042300163,2024-04-26,W,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,101.41,0.0,1,84.51,0.0,0:28,3.22,0.03,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
