PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID_x,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,percentageFieldGoalsAttempted2pt,percentageFieldGoalsAttempted3pt,percentagePoints2pt,percentagePointsMidrange2pt,percentagePoints3pt,percentagePointsFastBreak,percentagePointsFreeThrow,percentagePointsOffTurnovers,percentagePointsPaint,percentageAssisted2pt,percentageUnassisted2pt,percentageAssisted3pt,percentageUnassisted3pt,percentageAssistedFGM,percentageUnassistedFGM,matchupFieldGoalsMade,matchupFieldGoalsAttempted,matchupThreePointersMade,matchupThreePointersAttempted,playerPoints,matchupMinutes,matchupFieldGoalsPercentage,matchupThreePointersPercentage,DEF_FG_PCT_ALLOWED,DEF_3PT_PCT_ALLOWED,PTS_ALLOWED_PER_MIN,DEF_TOV_FORCED_PER_MIN,DEF_BLOCKS_PER_MIN,DEF_SHOOTING_FOULS_PER_MIN,DEF_AST_ALLOWED_PER_MIN,NAME,TEAM_ID_y,ACTIVE_Q1,PLAYER_TOTAL_ACTIONS_Q1,PLAYER_TOTAL_ACTIONS_PER_MIN_Q1,SCORE_MARGIN_START_Q1,SCORE_MARGIN_END_Q1,SCORE_MARGIN_CHANGE_Q1,POINTS_Q1,POINTS_PER_MIN_Q1,eFG%_Q1,TS%_Q1,USG%_Q1,playerPossessionShare%_Q1,make_streak_Q1,miss_streak_Q1,points_in_burst_Q1,points_after_turnover_Q1,margin_when_scoring_avg_Q1,momentum_run_Q1,lead_change_involvement_Q1,stint_length_avg_Q1,first_sub_time_Q1,minutes_played_in_q_Q1,early_points_share_Q1,late_points_share_Q1,clutch_fg_pct_Q1,FG3M_Q1,FG3A_Q1,FG3A_PER_MIN_Q1,FG3%_Q1,FGM_Q1,FGA_Q1,FGA_PER_MIN_Q1,FG%_Q1,FTM_Q1,FTA_PER_MIN_Q1,FTA_Q1,FT%_Q1,closeShotsMade_Q1,closeShotsAttempted_Q1,closeShotsPCT_Q1,midRangeMade_Q1,midRangeAttempted_Q1,midRangePCT_Q1,fgMissedDistAvg_Q1,fgMadeDistAvg_Q1,overallDistAvg_Q1,assists_Q1,turnovers_Q1,offReb_Q1,defReb_Q1,steals_Q1,blocks_Q1,fouls_Q1,earlyFouls_Q1,leadingTeam_Q1,trailingTeam_Q1,clutch_Q1,blowout_Q1,ACTIVE_Q2,ACTIVE_Q3,ACTIVE_Q4,PLAYER_TOTAL_ACTIONS_Q2,PLAYER_TOTAL_ACTIONS_Q3,PLAYER_TOTAL_ACTIONS_Q4,PLAYER_TOTAL_ACTIONS_PER_MIN_Q2,PLAYER_TOTAL_ACTIONS_PER_MIN_Q3,PLAYER_TOTAL_ACTIONS_PER_MIN_Q4,SCORE_MARGIN_START_Q2,SCORE_MARGIN_START_Q3,SCORE_MARGIN_START_Q4,SCORE_MARGIN_END_Q2,SCORE_MARGIN_END_Q3,SCORE_MARGIN_END_Q4,SCORE_MARGIN_CHANGE_Q2,SCORE_MARGIN_CHANGE_Q3,SCORE_MARGIN_CHANGE_Q4,POINTS_Q2,POINTS_Q3,POINTS_Q4,POINTS_PER_MIN_Q2,POINTS_PER_MIN_Q3,POINTS_PER_MIN_Q4,eFG%_Q2,eFG%_Q3,eFG%_Q4,TS%_Q2,TS%_Q3,TS%_Q4,USG%_Q2,USG%_Q3,USG%_Q4,playerPossessionShare%_Q2,playerPossessionShare%_Q3,playerPossessionShare%_Q4,make_streak_Q2,make_streak_Q3,make_streak_Q4,miss_streak_Q2,miss_streak_Q3,miss_streak_Q4,points_in_burst_Q2,points_in_burst_Q3,points_in_burst_Q4,points_after_turnover_Q2,points_after_turnover_Q3,points_after_turnover_Q4,margin_when_scoring_avg_Q2,margin_when_scoring_avg_Q3,margin_when_scoring_avg_Q4,momentum_run_Q2,momentum_run_Q3,momentum_run_Q4,lead_change_involvement_Q2,lead_change_involvement_Q3,lead_change_involvement_Q4,stint_length_avg_Q2,stint_length_avg_Q3,stint_length_avg_Q4,first_sub_time_Q2,first_sub_time_Q3,first_sub_time_Q4,minutes_played_in_q_Q2,minutes_played_in_q_Q3,minutes_played_in_q_Q4,early_points_share_Q2,early_points_share_Q3,early_points_share_Q4,late_points_share_Q2,late_points_share_Q3,late_points_share_Q4,clutch_fg_pct_Q2,clutch_fg_pct_Q3,clutch_fg_pct_Q4,FG3M_Q2,FG3M_Q3,FG3M_Q4,FG3A_Q2,FG3A_Q3,FG3A_Q4,FG3A_PER_MIN_Q2,FG3A_PER_MIN_Q3,FG3A_PER_MIN_Q4,FG3%_Q2,FG3%_Q3,FG3%_Q4,FGM_Q2,FGM_Q3,FGM_Q4,FGA_Q2,FGA_Q3,FGA_Q4,FGA_PER_MIN_Q2,FGA_PER_MIN_Q3,FGA_PER_MIN_Q4,FG%_Q2,FG%_Q3,FG%_Q4,FTM_Q2,FTM_Q3,FTM_Q4,FTA_PER_MIN_Q2,FTA_PER_MIN_Q3,FTA_PER_MIN_Q4,FTA_Q2,FTA_Q3,FTA_Q4,FT%_Q2,FT%_Q3,FT%_Q4,closeShotsMade_Q2,closeShotsMade_Q3,closeShotsMade_Q4,closeShotsAttempted_Q2,closeShotsAttempted_Q3,closeShotsAttempted_Q4,closeShotsPCT_Q2,closeShotsPCT_Q3,closeShotsPCT_Q4,midRangeMade_Q2,midRangeMade_Q3,midRangeMade_Q4,midRangeAttempted_Q2,midRangeAttempted_Q3,midRangeAttempted_Q4,midRangePCT_Q2,midRangePCT_Q3,midRangePCT_Q4,fgMissedDistAvg_Q2,fgMissedDistAvg_Q3,fgMissedDistAvg_Q4,fgMadeDistAvg_Q2,fgMadeDistAvg_Q3,fgMadeDistAvg_Q4,overallDistAvg_Q2,overallDistAvg_Q3,overallDistAvg_Q4,assists_Q2,assists_Q3,assists_Q4,turnovers_Q2,turnovers_Q3,turnovers_Q4,offReb_Q2,offReb_Q3,offReb_Q4,defReb_Q2,defReb_Q3,defReb_Q4,steals_Q2,steals_Q3,steals_Q4,blocks_Q2,blocks_Q3,blocks_Q4,fouls_Q2,fouls_Q3,fouls_Q4,earlyFouls_Q2,earlyFouls_Q3,earlyFouls_Q4,leadingTeam_Q2,leadingTeam_Q3,leadingTeam_Q4,trailingTeam_Q2,trailingTeam_Q3,trailingTeam_Q4,clutch_Q2,clutch_Q3,clutch_Q4,blowout_Q2,blowout_Q3,blowout_Q4
Brooks Barnhizer,1642964,OKC vs. HOU,OKC,1610612760,HOU,1,0022500001,2025-10-21,W,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,-2,0.0,0.0,,,,60.0,60.0,100.0,100.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.35,106.35,0.0,5.0,88.63,0.0,2:15,4.7,0.17,0,1,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,Barnhizer,1610612760,1.0,1.0,0.44,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,7.0,0.0,135.4,714.4,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Youngblood,1642959,OKC vs. HOU,OKC,1610612760,HOU,1,0022500001,2025-10-21,W,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.29,514.29,0.0,1.0,428.57,0.0,0:06,3.01,0.01,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cason Wallace,1641717,OKC vs. HOU,OKC,1610612760,HOU,1,0022500001,2025-10-21,W,14,5,7,5,10,0.5,3,8,0.375,1,2,0.5,1,6,4,0,2,8,39.9,1.287,0.65,G,,119.2,119.2,104.9,104.9,14.3,0.023,0.143,0.081,0.179,0.65,2.5,0.14,0.643,91.62,91.62,0.156,78.0,76.35,0.14,41:39,4.21,2.87,7,10,17,69,0,0,57,2,2,1.0,3,8,0.375,1,2,0.5,0.2,0.8,0.286,0.0,0.643,0.214,0.071,0.429,0.286,0.0,1.0,1.0,0.0,0.6,0.4,11.0,28.0,2.0,12.0,26.0,18.05,0.393,0.167,0.393,0.167,1.44,0.22,0.0,0.11,0.06,Wallace,1610612760,1.0,5.0,0.63,0.0,-3.0,3.0,0.0,0.0,0.0,0.0,5.57,0.1,0.0,1.0,0.0,0.0,0.0,7.0,0.0,477.0,477.0,7.95,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,4.0,0.17,1.16,0.47,-3.0,-6.0,-4.0,-6.0,-4.0,0.0,3.0,-2.0,-4.0,0.0,8.0,3.0,0.0,0.84,0.35,0.0,0.58,0.75,0.0,0.58,0.75,0.0,32.43,18.71,0.021,0.239,0.085,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,13.0,3.0,0.0,-5.0,-1.0,11.0,6.0,4.0,0.0,0.0,0.0,344.0,568.0,510.0,0.0,568.0,0.0,5.73,9.47,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.42,0.24,0.0,0.25,0.5,0.0,3.0,1.0,0.0,6.0,2.0,0.0,0.63,0.24,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.21,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,25.0,0.0,9.33,26.0,0.0,8.83,25.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Jaylin Williams,1631119,OKC vs. HOU,OKC,1610612760,HOU,1,0022500001,2025-10-21,W,2,1,0,1,5,0.2,0,4,0.0,0,0,,0,0,1,0,0,-3,6.5,0.4,0.2,,,96.2,96.2,100.0,100.0,-3.8,0.0,0.0,0.0,0.143,0.2,0.0,0.179,0.2,100.6,100.6,-0.024,26.0,83.83,0.179,12:53,3.95,0.85,1,2,3,24,0,0,19,0,0,0.0,1,5,0.2,1,1,1.0,0.2,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,4.0,6.51,0.5,0.0,0.5,0.0,0.61,0.15,0.0,0.0,0.31,Williams,1610612760,1.0,3.0,0.48,0.0,-3.0,3.0,2.0,0.32,0.5,0.5,14.18,0.06,1.0,1.0,2.0,8.0,-2.0,7.0,0.0,375.0,0.0,6.25,0.0,0.0,0.0,0.0,1.0,0.16,0.0,1.0,2.0,0.32,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,26.0,17.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,3.0,,,0.74,,,-3.0,,,-6.0,,,3.0,,,0.0,,,0.0,,,0.0,,,0.0,,,32.83,,,0.062,,,0.0,,,3.0,,,0.0,,,0.0,,,0.0,,,11.0,,,0.0,,,245.0,,,0.0,,,4.08,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,,0.74,,,0.0,,,0.0,,,3.0,,,0.74,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,26.67,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,1.0,,,0.0,,
Chet Holmgren,1631096,OKC vs. HOU,OKC,1610612760,HOU,1,0022500001,2025-10-21,W,28,2,7,11,17,0.647,2,5,0.4,4,4,1.0,2,5,0,0,3,-1,36.4,1.493,0.7058823529411765,F,,122.7,122.7,119.2,119.2,3.4,0.054,0.161,0.103,0.08,0.706,0.67,0.244,0.746,95.38,95.38,0.139,75.0,79.48,0.244,38:30,4.15,2.58,9,11,20,63,0,1,42,4,5,0.8,7,12,0.583,5,5,1.0,0.706,0.294,0.643,0.214,0.214,0.107,0.143,0.179,0.429,0.889,0.111,1.0,0.0,0.909,0.091,8.0,17.0,0.0,3.0,21.0,16.62,0.471,0.0,0.471,0.0,1.26,0.12,0.0,0.12,0.36,Holmgren,1610612760,1.0,11.0,1.28,0.0,-3.0,3.0,13.0,1.52,1.0,1.03,37.85,0.22,5.0,0.0,4.0,15.0,1.5,7.0,1.0,514.0,514.0,8.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.58,1.0,3.0,0.35,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,11.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,7.0,6.0,1.22,0.84,0.72,-3.0,-6.0,-4.0,-6.0,-4.0,0.0,3.0,-2.0,-4.0,5.0,0.0,4.0,0.55,0.0,0.48,0.5,0.0,1.0,0.56,0.0,1.0,26.89,21.46,12.65,0.229,0.152,0.128,2.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,18.0,0.0,6.0,-0.67,0.0,-2.5,11.0,6.0,4.0,1.0,0.0,0.0,271.0,249.5,251.5,376.0,347.0,271.0,9.03,8.32,8.38,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.11,0.24,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,3.0,2.0,0.44,0.36,0.24,0.5,0.0,1.0,1.0,0.0,0.0,0.11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,21.0,0.0,12.5,0.0,2.5,15.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Aaron Wiggins,1630598,OKC vs. HOU,OKC,1610612760,HOU,1,0022500001,2025-10-21,W,10,1,1,4,8,0.5,2,5,0.4,0,0,,0,1,0,0,1,2,11.7,1.25,0.625,,,112.2,112.2,102.3,102.3,9.9,0.0,0.05,0.027,0.071,0.625,1.0,0.209,0.625,98.18,98.18,0.066,41.0,81.82,0.209,20:32,4.62,1.49,1,5,6,24,1,0,15,2,3,0.667,2,5,0.4,0,0,0.0,0.375,0.625,0.4,0.0,0.6,0.3,0.0,0.3,0.4,1.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,1.0,2.0,7.0,9.68,0.6,0.5,0.6,0.5,0.72,0.31,0.0,0.0,0.41,Wiggins,1610612760,1.0,3.0,0.74,0.0,-3.0,3.0,3.0,0.74,0.75,0.75,32.82,0.06,1.0,1.0,3.0,3.0,2.0,7.0,1.0,243.0,0.0,4.05,0.0,1.0,1.0,1.0,2.0,0.49,0.5,1.0,2.0,0.49,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0,3.0,0.52,0.96,0.47,-3.0,-6.0,-4.0,-6.0,-4.0,0.0,3.0,-2.0,-4.0,2.0,5.0,0.0,0.52,0.8,0.0,1.0,0.62,0.0,1.0,0.62,0.0,11.69,28.71,8.22,0.042,0.13,0.064,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,10.0,2.0,0.0,-1.0,-1.5,0.0,11.0,6.0,4.0,0.0,0.0,0.0,229.0,373.0,193.5,229.0,0.0,210.0,3.82,6.22,6.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.32,0.16,0.0,0.5,0.0,1.0,2.0,0.0,1.0,4.0,1.0,0.26,0.64,0.16,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,3.0,13.5,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Luguentz Dort,1629652,OKC vs. HOU,OKC,1610612760,HOU,1,0022500001,2025-10-21,W,6,5,6,2,12,0.167,0,8,0.0,2,2,1.0,2,4,1,0,1,2,22.7,0.466,0.1666666666666666,F,,111.9,111.9,104.5,104.5,7.4,0.038,0.089,0.062,0.156,0.167,5.0,0.14,0.233,91.22,91.22,0.015,84.0,76.02,0.14,45:15,3.89,2.84,5,10,15,53,2,0,38,0,1,0.0,2,11,0.182,0,1,0.0,0.333,0.667,0.667,0.0,0.0,0.0,0.333,0.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,7.0,12.0,0.0,3.0,18.0,19.8,0.583,0.0,0.583,0.0,0.91,0.05,0.0,0.05,0.2,Dort,1610612760,1.0,8.0,0.83,0.0,-3.0,3.0,6.0,0.62,0.67,0.77,17.82,0.16,1.0,1.0,2.0,12.0,-1.0,7.0,0.0,579.0,579.0,9.65,0.0,0.0,0.0,0.0,1.0,0.1,0.0,2.0,3.0,0.31,0.67,2.0,0.21,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,27.0,1.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,7.0,4.0,0.74,0.65,0.59,-3.0,-6.0,-4.0,-6.0,-4.0,0.0,3.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.55,12.52,23.32,0.125,0.152,0.085,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,4.0,0.0,0.0,0.0,485.1,642.0,409.0,714.1,642.0,0.0,8.09,10.7,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.25,0.09,0.44,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.37,0.19,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,18.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Shai Gilgeous-Alexander,1628983,OKC vs. HOU,OKC,1610612760,HOU,1,0022500001,2025-10-21,W,35,5,5,12,26,0.462,1,9,0.111,10,14,0.714,0,5,2,2,3,3,57.5,1.088,0.4807692307692308,G,,111.1,111.1,104.3,104.3,6.8,0.0,0.109,0.051,0.208,0.481,1.67,0.34,0.544,93.02,93.02,0.182,90.0,77.52,0.34,47:13,3.75,2.89,4,6,9,104,0,0,63,2,4,0.5,10,22,0.455,3,5,0.6,0.654,0.346,0.629,0.229,0.086,0.0,0.286,0.171,0.4,0.273,0.727,0.0,1.0,0.25,0.75,5.0,15.0,2.0,7.0,14.0,20.97,0.333,0.286,0.333,0.286,0.67,0.24,0.05,0.05,0.05,Gilgeous-Alexander,1610612760,1.0,8.0,0.67,0.0,-3.0,3.0,3.0,0.25,0.33,0.39,25.41,0.16,1.0,1.0,2.0,11.0,0.0,7.0,1.0,720.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,1.0,3.0,0.25,0.33,1.0,0.17,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,20.0,2.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,12.0,0.35,0.75,1.6,-3.0,-6.0,-4.0,-6.0,-4.0,0.0,3.0,-2.0,-4.0,2.0,6.0,12.0,0.35,0.5,1.6,0.5,0.43,0.8,0.5,0.43,0.89,15.58,26.04,47.9,0.042,0.196,0.255,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,0.0,10.0,6.0,-6.0,-6.67,-3.38,11.0,6.0,4.0,0.0,0.0,0.0,344.0,720.0,449.0,0.0,0.0,0.0,5.73,12.0,7.48,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,7.0,5.0,0.35,0.58,0.67,0.5,0.43,0.8,0.0,0.0,4.0,0.0,0.0,0.53,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.0,2.0,3.0,1.0,2.0,4.0,0.0,1.0,0.75,16.0,18.75,12.0,2.0,9.0,13.0,9.0,13.88,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
