PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD
Brook Lopez,201572,MIL vs. BKN,MIL,1610612749,BKN,1,0022100001,2021-10-19,W,8,0,5,3,9,0.333,2,4,0.5,0,0,,2,3,1,3,0,0,26.0,0.889,0.4444444444444444,C,,117.2,113.4,115.3,124.5,2.0,0.057,0.12,0.083,0.0,0.444,0.0,0.129,0.444,97.61,99.69,0.044,58,83.08,0.127,28:10,3.83,1.9,4,8,12,28,1,0,18,1,4,0.25,2,5,0.4,1,7,0.143,3.0,3.0,0.0,2.0,2.0,5.0,7.0,20.0,2.0,3.0,0.0
Sandro Mamukelashvili,1630572,MIL vs. BKN,MIL,1610612749,BKN,1,0022100001,2021-10-19,W,0,1,1,0,1,0.0,0,0,,0,0,,0,1,0,0,0,9,2.7,0.0,0.0,,,164.3,131.9,93.3,94.1,71.0,0.0,0.167,0.067,0.111,0.0,0.0,0.053,0.0,110.29,98.96,0.032,14,82.46,0.051,7:02,4.13,0.53,1,1,2,8,1,0,7,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
Nic Claxton,1629651,BKN @ MIL,BKN,1610612751,MIL,0,0022100001,2021-10-19,L,12,0,7,6,9,0.667,0,0,,0,3,0.0,0,7,0,0,0,-15,20.4,1.163,0.6666666666666666,C,,105.8,105.9,132.1,127.4,-26.3,0.0,0.219,0.121,0.0,0.667,0.0,0.179,0.581,106.18,104.28,0.083,52,86.9,0.179,24:10,4.41,1.87,3,9,12,38,0,0,27,5,8,0.625,1,1,1.0,1,1,1.0,2.0,0.0,0.0,12.0,8.0,11.0,14.0,28.0,2.0,3.0,4.0
Kent Bazemore,203145,LAL vs. GSW,LAL,1610612747,GSW,1,0022100002,2021-10-19,L,8,0,2,3,9,0.333,2,8,0.25,0,0,,0,2,0,1,1,10,12.4,0.889,0.4444444444444444,G,,113.5,113.4,100.0,102.3,13.5,0.0,0.057,0.03,0.0,0.444,0.0,0.128,0.444,114.79,116.02,-0.003,74,96.68,0.131,30:37,4.46,2.45,2,3,5,36,2,0,25,0,0,0.0,3,9,0.333,3,4,0.75,0.0,0.0,2.0,0.0,7.0,8.0,3.0,28.0,0.0,4.0,1.0
Jordan Poole,1629673,GSW @ LAL,GSW,1610612744,LAL,0,0022100002,2021-10-19,W,20,3,2,8,18,0.444,4,11,0.364,0,1,0.0,0,2,1,0,2,2,27.9,1.085,0.5555555555555556,G,,98.3,97.8,93.2,94.2,5.1,0.0,0.08,0.036,0.25,0.556,1.5,0.313,0.542,111.71,112.02,0.12,58,93.35,0.311,25:04,4.58,2.01,0,4,4,49,0,0,26,2,7,0.286,6,11,0.545,1,3,0.333,4.0,3.0,6.0,6.0,7.0,3.0,10.0,16.0,1.0,2.0,3.0
Damion Lee,1627814,GSW @ LAL,GSW,1610612744,LAL,0,0022100002,2021-10-19,W,15,2,1,4,10,0.4,1,5,0.2,6,6,1.0,0,1,0,0,0,9,19.2,1.187,0.45,,,128.1,127.4,114.1,108.0,14.1,0.0,0.031,0.017,0.083,0.45,0.0,0.188,0.593,108.98,105.71,0.069,64,88.09,0.193,29:04,4.46,2.32,0,2,2,37,0,0,24,2,3,0.667,2,7,0.286,0,1,0.0,0.0,2.0,0.0,4.0,8.0,4.0,8.0,18.0,0.0,3.0,4.0
Nemanja Bjelica,202357,GSW @ LAL,GSW,1610612744,LAL,0,0022100002,2021-10-19,W,15,4,11,6,7,0.857,1,1,1.0,2,2,1.0,2,9,1,0,1,20,36.2,1.904,0.9285714285714286,,,132.1,128.7,98.2,92.2,34.0,0.087,0.3,0.208,0.211,0.929,4.0,0.148,0.952,107.47,102.76,0.264,56,85.64,0.149,25:55,4.01,1.87,4,11,13,62,0,0,48,1,1,1.0,5,6,0.833,2,5,0.4,2.0,2.0,2.0,6.0,8.0,4.0,3.0,10.0,0.0,2.0,2.0
Jordan Nwora,1629670,MIL vs. BKN,MIL,1610612749,BKN,1,0022100001,2021-10-19,W,15,1,6,6,13,0.462,3,6,0.5,0,0,,0,6,1,1,1,6,28.7,1.154,0.5769230769230769,,,115.5,107.4,103.4,104.7,12.1,0.0,0.222,0.103,0.05,0.577,1.0,0.209,0.577,109.43,106.1,0.108,58,88.41,0.205,26:28,4.21,2.0,1,7,8,40,0,0,25,3,6,0.5,3,7,0.429,1,3,0.333,8.0,2.0,6.0,6.0,2.0,6.0,14.0,18.0,2.0,3.0,0.0
Andre Iguodala,2738,GSW @ LAL,GSW,1610612744,LAL,0,0022100002,2021-10-19,W,12,2,1,4,7,0.571,2,5,0.4,2,2,1.0,0,1,0,1,0,8,19.2,1.523,0.7142857142857143,,,123.1,122.0,109.8,103.4,13.3,0.0,0.042,0.023,0.118,0.714,0.0,0.143,0.761,111.41,107.61,0.12,52,89.68,0.15,22:58,4.11,1.69,0,2,2,36,0,1,29,1,1,1.0,3,6,0.5,1,2,0.5,0.0,0.0,0.0,4.0,5.0,4.0,8.0,14.0,0.0,1.0,3.0
Dwight Howard,2730,LAL vs. GSW,LAL,1610612747,GSW,1,0022100002,2021-10-19,L,5,0,6,1,2,0.5,0,0,,3,4,0.75,0,6,0,0,2,-7,10.2,1.33,0.5,,,65.6,62.2,87.5,86.6,-21.9,0.0,0.4,0.188,0.0,0.5,0.0,0.171,0.665,123.74,119.84,0.116,32,99.87,0.173,12:49,4.47,1.0,6,7,13,22,0,0,16,0,1,0.0,1,1,1.0,3,3,1.0,0.0,1.0,0.0,2.0,7.0,0.0,7.0,14.0,1.0,2.0,2.0
Carmelo Anthony,2546,LAL vs. GSW,LAL,1610612747,GSW,1,0022100002,2021-10-19,L,9,2,4,3,9,0.333,2,4,0.5,1,2,0.5,0,4,0,0,1,-5,15.8,0.911,0.4444444444444444,,,103.3,98.2,109.8,108.6,-6.5,0.0,0.138,0.069,0.095,0.444,2.0,0.162,0.455,114.98,111.41,0.047,60,92.84,0.164,26:04,3.99,1.84,1,7,8,28,0,0,18,0,3,0.0,3,6,0.5,1,5,0.2,0.0,0.0,3.0,0.0,13.0,4.0,7.0,28.0,0.0,2.0,1.0
Thanasis Antetokounmpo,203648,MIL vs. BKN,MIL,1610612749,BKN,1,0022100001,2021-10-19,W,6,1,4,2,3,0.667,0,0,,2,2,1.0,1,3,0,1,0,8,15.3,1.546,0.6666666666666666,,,130.8,125.0,92.9,94.1,37.9,0.067,0.176,0.125,0.091,0.667,0.0,0.129,0.773,106.14,104.52,0.178,26,87.1,0.128,12:24,4.49,1.02,4,3,7,20,0,0,16,2,3,0.667,0,0,0.0,0,3,0.0,0.0,2.0,0.0,4.0,0.0,6.0,6.0,6.0,1.0,1.0,2.0
LeBron James,2544,LAL vs. GSW,LAL,1610612747,GSW,1,0022100002,2021-10-19,L,34,5,11,13,23,0.565,5,11,0.455,3,6,0.5,1,10,1,1,4,-2,56.7,1.326,0.6739130434782609,F,,102.4,101.5,104.8,105.0,-2.4,0.028,0.238,0.141,0.25,0.674,1.25,0.322,0.663,110.06,109.72,0.204,84,91.43,0.327,36:45,3.83,2.5,4,14,17,100,0,1,66,2,3,0.667,11,20,0.55,2,4,0.5,4.0,1.0,5.0,4.0,15.0,8.0,10.0,28.0,0.0,5.0,8.0
Moses Moody,1630541,GSW @ LAL,GSW,1610612744,LAL,0,0022100002,2021-10-19,W,2,0,2,1,3,0.333,0,0,,0,0,,0,2,0,0,0,-1,4.4,0.667,0.3333333333333333,,,47.1,47.4,56.3,52.9,-9.2,0.0,0.25,0.118,0.0,0.333,0.0,0.158,0.333,146.07,142.28,0.129,17,118.56,0.168,5:34,4.34,0.43,1,4,5,7,0,0,4,1,1,1.0,0,2,0.0,1,1,1.0,2.0,0.0,0.0,2.0,4.0,2.0,5.0,4.0,0.0,0.0,0.0
Juan Toscano-Anderson,1629308,GSW @ LAL,GSW,1610612744,LAL,0,0022100002,2021-10-19,W,6,1,3,2,3,0.667,1,2,0.5,1,2,0.5,0,3,0,0,1,7,10.1,1.546,0.8333333333333334,,,126.7,122.0,106.9,101.6,19.8,0.0,0.2,0.097,0.111,0.833,1.0,0.139,0.773,119.54,114.35,0.104,30,95.29,0.146,12:23,4.61,1.02,1,4,5,26,0,0,19,0,0,0.0,2,3,0.667,2,3,0.667,1.0,0.0,0.0,2.0,6.0,1.0,10.0,8.0,0.0,1.0,1.0
DeAndre Jordan,201599,LAL vs. GSW,LAL,1610612747,GSW,1,0022100002,2021-10-19,L,2,1,2,1,1,1.0,0,0,,0,0,,0,2,1,0,0,2,8.9,2.0,1.0,C,,103.2,107.5,96.8,96.9,6.5,0.0,0.118,0.069,0.083,1.0,0.0,0.032,1.0,112.82,115.2,0.057,31,96.0,0.034,12:55,4.33,1.0,1,4,5,14,1,0,13,1,1,1.0,0,0,0.0,2,2,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,8.0,0.0,3.0,0.0
Rajon Rondo,200765,LAL vs. GSW,LAL,1610612747,GSW,1,0022100002,2021-10-19,L,3,5,0,1,4,0.25,1,3,0.333,0,0,,0,0,2,0,3,1,13.5,0.75,0.375,,,95.8,89.7,93.8,91.3,2.1,0.0,0.0,0.0,0.294,0.375,1.67,0.13,0.375,121.79,116.27,0.028,48,96.89,0.129,19:49,4.26,1.51,0,0,0,57,0,0,48,0,0,0.0,1,4,0.25,2,2,1.0,0.0,0.0,3.0,0.0,10.0,2.0,2.0,20.0,0.0,2.0,1.0
Andrew Wiggins,203952,GSW @ LAL,GSW,1610612744,LAL,0,0022100002,2021-10-19,W,12,1,7,5,10,0.5,2,5,0.4,0,0,,1,6,1,0,2,-5,22.9,1.2,0.6,F,,95.3,96.1,100.0,101.2,-4.7,0.029,0.207,0.111,0.067,0.6,0.5,0.164,0.6,120.01,121.24,0.093,64,101.04,0.168,25:44,4.38,2.02,2,8,10,31,0,0,17,1,3,0.333,4,7,0.571,0,0,0.0,0.0,3.0,0.0,6.0,14.0,2.0,12.0,22.0,0.0,3.0,1.0
Draymond Green,203110,GSW @ LAL,GSW,1610612744,LAL,0,0022100002,2021-10-19,W,6,6,8,2,5,0.4,0,0,,2,4,0.5,3,5,1,0,5,-2,22.6,0.888,0.4,F,,98.6,99.3,101.4,101.1,-2.7,0.083,0.161,0.119,0.261,0.4,1.2,0.145,0.444,116.78,117.04,0.05,73,97.53,0.149,29:56,3.96,2.13,5,10,15,70,1,1,58,2,3,0.667,0,2,0.0,1,1,1.0,0.0,0.0,0.0,4.0,14.0,2.0,14.0,24.0,0.0,3.0,2.0
Anthony Davis,203076,LAL vs. GSW,LAL,1610612747,GSW,1,0022100002,2021-10-19,L,33,2,11,15,26,0.577,1,5,0.2,2,7,0.286,2,9,1,2,0,-2,58.2,1.135,0.5961538461538461,F,,107.8,103.6,107.6,106.6,0.2,0.047,0.209,0.128,0.083,0.596,0.0,0.296,0.567,115.0,112.24,0.19,90,93.53,0.297,38:55,3.59,2.52,7,12,19,71,0,0,38,11,16,0.688,4,10,0.4,4,6,0.667,10.0,2.0,4.0,20.0,15.0,10.0,3.0,38.0,1.0,0.0,4.0
Stephen Curry,201939,GSW @ LAL,GSW,1610612744,LAL,0,0022100002,2021-10-19,W,21,10,10,5,21,0.238,2,8,0.25,9,9,1.0,1,9,3,0,4,4,53.0,0.841,0.2857142857142857,G,,109.2,108.1,105.8,102.6,3.4,0.024,0.22,0.122,0.385,0.286,2.5,0.283,0.421,117.14,114.75,0.141,87,95.62,0.292,36:11,4.24,2.76,4,11,15,91,1,1,57,1,9,0.111,4,12,0.333,1,1,1.0,6.0,0.0,0.0,6.0,19.0,3.0,17.0,30.0,3.0,1.0,7.0
Avery Bradley,202340,LAL vs. GSW,LAL,1610612747,GSW,1,0022100002,2021-10-19,L,6,1,1,2,3,0.667,2,3,0.667,0,0,,1,0,0,0,1,1,7.7,2.0,1.0,,,141.2,131.0,135.3,148.2,5.9,0.143,0.0,0.083,0.143,1.0,1.0,0.211,1.0,98.64,99.11,0.093,17,82.59,0.197,8:14,4.14,0.62,1,0,1,10,0,0,6,0,0,0.0,2,3,0.667,0,0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,2.0,0.0
Cam Thomas,1630560,BKN @ MIL,BKN,1610612751,MIL,0,0022100001,2021-10-19,L,2,0,0,0,2,0.0,0,1,0.0,2,2,1.0,0,0,0,0,1,-9,1.0,0.694,0.0,,,37.5,38.7,150.0,133.3,-112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.347,107.26,102.4,-0.105,8,85.33,0.515,3:45,4.02,0.28,0,1,1,6,0,0,2,0,0,0.0,0,2,0.0,1,3,0.333,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,1.0
Justin Robinson,1629620,MIL vs. BKN,MIL,1610612749,BKN,1,0022100001,2021-10-19,W,3,0,0,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,11,3.0,1.5,0.75,,,166.7,145.3,40.0,41.5,126.7,0.0,0.0,0.0,0.0,0.75,0.0,0.167,0.75,119.26,113.53,0.235,9,94.61,0.162,4:01,4.17,0.32,0,1,1,9,0,0,7,0,0,0.0,1,2,0.5,0,0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jevon Carter,1628975,BKN @ MIL,BKN,1610612751,MIL,0,0022100001,2021-10-19,L,0,0,2,0,3,0.0,0,2,0.0,0,0,,0,2,0,0,1,-29,1.4,0.0,0.0,,,72.5,72.0,148.7,133.6,-76.2,0.0,0.1,0.044,0.0,0.0,0.0,0.093,0.0,105.98,100.05,-0.043,40,83.38,0.097,18:57,4.59,1.57,0,5,5,27,0,1,22,0,1,0.0,0,2,0.0,1,1,1.0,0.0,0.0,0.0,0.0,15.0,8.0,5.0,14.0,0.0,1.0,0.0
Bruce Brown,1628971,BKN @ MIL,BKN,1610612751,MIL,0,0022100001,2021-10-19,L,0,0,1,0,0,,0,0,,0,0,,0,1,0,1,0,-9,4.2,0.0,,,,37.5,38.7,150.0,133.3,-112.5,0.0,0.25,0.1,0.0,0.0,0.0,0.0,0.0,107.26,102.4,0.158,8,85.33,0.0,3:45,3.74,0.26,0,1,1,3,0,0,3,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0
Grayson Allen,1628960,MIL vs. BKN,MIL,1610612749,BKN,1,0022100001,2021-10-19,W,10,6,4,3,10,0.3,3,10,0.3,1,1,1.0,0,4,2,0,0,23,29.8,0.958,0.45,G,,132.8,128.2,93.1,95.2,39.7,0.0,0.148,0.066,0.231,0.45,0.0,0.145,0.479,101.14,100.44,0.12,58,83.7,0.147,27:43,4.76,2.3,1,5,6,34,0,1,23,0,0,0.0,3,10,0.3,1,1,1.0,3.0,1.0,0.0,0.0,2.0,0.0,4.0,18.0,0.0,0.0,0.0
DeAndre' Bembry,1627761,BKN @ MIL,BKN,1610612751,MIL,0,0022100001,2021-10-19,L,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,-9,0.0,0.0,,,,37.5,38.7,150.0,133.3,-112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.26,102.4,0.0,8,85.33,0.0,3:45,3.87,0.27,0,0,0,3,0,0,3,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0
Khris Middleton,203114,MIL vs. BKN,MIL,1610612749,BKN,1,0022100001,2021-10-19,W,20,3,9,8,17,0.471,1,4,0.25,3,4,0.75,0,9,1,0,1,20,37.3,1.066,0.5,F,,119.1,116.4,92.4,90.6,26.7,0.0,0.257,0.125,0.143,0.5,3.0,0.237,0.533,106.2,103.91,0.157,68,86.59,0.235,30:57,4.23,2.32,2,11,12,66,0,0,42,1,3,0.333,7,14,0.5,0,0,0.0,0.0,0.0,7.0,2.0,0.0,3.0,6.0,28.0,1.0,3.0,3.0
Jrue Holiday,201950,MIL vs. BKN,MIL,1610612749,BKN,1,0022100001,2021-10-19,W,12,1,1,5,7,0.714,2,4,0.5,0,0,,1,0,1,0,0,17,17.7,1.714,0.8571428571428571,G,,148.6,140.7,108.6,109.3,40.1,0.043,0.0,0.024,0.067,0.857,0.0,0.149,0.857,100.03,97.54,0.145,37,81.28,0.152,17:43,4.36,1.34,1,0,1,42,0,0,32,1,1,1.0,4,6,0.667,1,1,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0
Blake Griffin,201933,BKN @ MIL,BKN,1610612751,MIL,0,0022100001,2021-10-19,L,6,0,5,2,5,0.4,0,1,0.0,2,2,1.0,1,4,1,0,1,-6,14.0,1.02,0.4,F,,106.0,106.6,113.5,115.5,-7.5,0.048,0.138,0.1,0.0,0.4,0.0,0.137,0.51,105.26,106.51,0.061,50,88.76,0.138,22:59,4.07,1.64,2,5,7,31,0,0,23,0,2,0.0,2,3,0.667,1,1,1.0,0.0,0.0,2.0,4.0,5.0,4.0,16.0,14.0,0.0,1.0,3.0
George Hill,201588,MIL vs. BKN,MIL,1610612749,BKN,1,0022100001,2021-10-19,W,1,3,5,0,3,0.0,0,2,0.0,1,2,0.5,2,3,0,1,1,-6,13.5,0.258,0.0,,,107.7,106.0,112.7,117.1,-5.0,0.074,0.125,0.098,0.143,0.0,3.0,0.091,0.129,108.75,109.98,-0.014,52,91.65,0.09,23:21,4.29,1.79,3,3,6,39,0,0,34,0,1,0.0,0,2,0.0,1,2,0.5,0.0,0.0,0.0,0.0,0.0,5.0,12.0,22.0,0.0,5.0,1.0
Kevin Durant,201142,BKN @ MIL,BKN,1610612751,MIL,0,0022100001,2021-10-19,L,32,4,11,13,25,0.52,3,7,0.429,3,6,0.5,0,11,0,2,1,-20,56.2,1.158,0.58,F,,98.4,96.2,123.9,122.8,-25.4,0.0,0.306,0.162,0.364,0.58,4.0,0.426,0.579,105.58,103.93,0.233,64,86.61,0.43,30:15,4.01,2.14,3,13,15,60,0,0,28,5,12,0.417,8,13,0.615,3,6,0.5,0.0,3.0,1.0,14.0,14.0,7.0,21.0,14.0,3.0,2.0,5.0
Paul Millsap,200794,BKN @ MIL,BKN,1610612751,MIL,0,0022100001,2021-10-19,L,0,0,3,0,0,,0,0,,0,0,,1,2,0,1,1,-1,5.6,0.0,,,,100.0,109.4,116.7,116.7,-16.7,0.2,0.286,0.25,0.0,0.0,0.0,0.071,0.0,109.86,115.02,0.073,13,95.85,0.078,5:13,4.22,0.4,1,2,3,9,0,0,7,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,6.0,0.0,0.0,0.0
LaMarcus Aldridge,200746,BKN @ MIL,BKN,1610612751,MIL,0,0022100001,2021-10-19,L,1,1,3,0,2,0.0,0,0,,1,4,0.25,0,3,0,1,1,2,8.1,0.266,0.0,,,111.8,113.4,105.9,101.4,5.9,0.0,0.176,0.097,0.077,0.0,1.0,0.135,0.133,105.54,103.95,-0.04,34,86.62,0.145,15:42,4.26,1.19,3,6,9,17,0,0,13,0,1,0.0,0,1,0.0,1,1,1.0,0.0,0.0,0.0,0.0,11.0,3.0,7.0,6.0,0.0,2.0,2.0
Georgios Kalaitzakis,1630686,MIL vs. BKN,MIL,1610612749,BKN,1,0022100001,2021-10-19,W,0,0,2,0,2,0.0,0,0,,0,0,,2,0,0,0,0,2,2.4,0.0,0.0,,,100.0,66.7,0.0,0.0,100.0,0.667,0.0,0.4,0.0,0.0,0.0,0.4,0.0,94.74,75.79,0.4,2,63.16,0.4,1:16,3.27,0.08,2,0,2,3,0,0,1,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
