,Unnamed: 0,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN_x,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,MIN_y,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT
296,296,Bam Adebayo,1628389,MIA vs. CHI,MIA,1610612748,CHI,1,0022200007,2022-10-19,L,34,12,2,9,5,15,0.333,0,0,,2,3,0.667,1,8,0,1,5,4,-15,23.8,0.735,0.3333333333333333,C,,93.2,94.6,116.7,112.8,-23.4,0.027,0.211,0.12,0.105,0.333,0.4,0.266,0.368,104.07,103.08,0.023,74.0,85.9,0.273,"OCT 19, 2022",240,37,80,0.463,12,28,0.429,22,28,0.786,8,38,46,21,6,2,19,24,108,104.52961672473867,12.0,6.0,46.0,0.4408602150537634,1610612741,104.52961672473867,103.32,105.32,107.32,33:60,4.24,2.56,4.0,12.0,15.0,74.0,0.0,1.0,53.0,2.0,8.0,0.25,3.0,7.0,0.429,1.0,2.0,0.5
297,297,Gordon Hayward,202330,CHA @ SAS,CHA,1610612766,SAS,0,0022200011,2022-10-19,W,29,20,2,5,6,11,0.545,1,4,0.25,7,7,1.0,0,5,1,0,5,3,7,27.0,1.42,0.5909090909090909,F,,119.7,119.6,112.5,110.7,7.2,0.0,0.147,0.079,0.083,0.591,0.4,0.257,0.71,108.86,107.96,0.108,66.0,89.97,0.26,"OCT 19, 2022",240,48,94,0.511,13,29,0.448,20,23,0.87,14,37,51,26,7,10,15,20,129,122.71689497716896,8.0,8.0,44.0,0.404040404040404,1610612759,122.71689497716896,105.12,107.18,109.24,28:54,4.6,2.38,1.0,10.0,11.0,46.0,0.0,0.0,26.0,2.0,2.0,1.0,4.0,9.0,0.444,1.0,1.0,1.0
298,298,Gorgui Dieng,203476,SAS vs. CHA,SAS,1610612759,CHA,1,0022200011,2022-10-19,L,9,5,1,3,2,3,0.667,1,2,0.5,0,0,,1,2,0,0,0,1,3,10.1,1.667,0.8333333333333334,,,133.3,125.0,110.5,111.9,22.8,0.111,0.286,0.188,0.143,0.833,0.0,0.143,0.833,103.53,100.91,0.155,18.0,84.09,0.142,"OCT 19, 2022",240,40,99,0.404,7,34,0.206,15,21,0.714,14,30,44,22,8,8,15,19,102,93.37239106554377,7.0,10.0,51.0,0.5106382978723404,1610612766,93.37239106554377,109.24,107.18,105.12,8:48,3.8,0.62,1.0,2.0,3.0,20.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,3.0,0.667,0.0,0.0,0.0
299,299,Mason Plumlee,203486,CHA @ SAS,CHA,1610612766,SAS,0,0022200011,2022-10-19,W,22,12,4,7,5,9,0.556,0,0,,2,2,1.0,4,3,0,1,1,2,6,28.4,1.215,0.5555555555555556,C,,117.3,121.0,105.8,106.6,11.5,0.211,0.111,0.152,0.211,0.556,4.0,0.196,0.607,110.1,112.26,0.137,52.0,93.55,0.202,"OCT 19, 2022",240,48,94,0.511,13,29,0.448,20,23,0.87,14,37,51,26,7,10,15,20,129,122.71689497716896,8.0,8.0,44.0,0.404040404040404,1610612759,122.71689497716896,105.12,107.18,109.24,22:14,4.53,1.79,5.0,7.0,12.0,38.0,0.0,0.0,26.0,4.0,7.0,0.571,1.0,2.0,0.5,1.0,5.0,0.2
300,300,Doug McDermott,203926,SAS vs. CHA,SAS,1610612759,CHA,1,0022200011,2022-10-19,L,16,12,0,2,5,10,0.5,2,5,0.4,0,0,,2,0,0,0,0,2,-18,14.4,1.2,0.6,,,72.2,68.6,115.8,125.9,-43.6,0.083,0.0,0.045,0.0,0.6,0.0,0.244,0.6,106.49,108.18,0.105,36.0,90.15,0.245,"OCT 19, 2022",240,40,99,0.404,7,34,0.206,15,21,0.714,14,30,44,22,8,8,15,19,102,93.37239106554377,7.0,10.0,51.0,0.5106382978723404,1610612766,93.37239106554377,109.24,107.18,105.12,16:25,4.6,1.37,1.0,3.0,4.0,19.0,0.0,0.0,10.0,1.0,3.0,0.333,4.0,6.0,0.667,1.0,3.0,0.333
301,301,Zach Collins,1628380,SAS vs. CHA,SAS,1610612759,CHA,1,0022200011,2022-10-19,L,12,1,1,0,0,3,0.0,0,2,0.0,1,2,0.5,0,0,1,4,2,3,-20,15.5,0.258,0.0,,,61.5,59.5,128.6,138.7,-67.0,0.0,0.0,0.0,0.167,0.0,0.5,0.207,0.129,103.81,106.08,-0.095,26.0,88.4,0.208,"OCT 19, 2022",240,40,99,0.404,7,34,0.206,15,21,0.714,14,30,44,22,8,8,15,19,102,93.37239106554377,7.0,10.0,51.0,0.5106382978723404,1610612766,93.37239106554377,109.24,107.18,105.12,12:13,4.04,0.9,3.0,4.0,7.0,17.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.25
302,302,Keita Bates-Diop,1628966,SAS vs. CHA,SAS,1610612759,CHA,1,0022200011,2022-10-19,L,5,2,0,0,1,1,1.0,0,0,,0,0,,0,0,0,0,1,0,-14,1.0,2.0,1.0,,,50.0,50.0,166.7,163.9,-116.7,0.0,0.0,0.0,0.0,1.0,0.0,0.154,1.0,117.73,116.76,0.057,12.0,97.3,0.167,"OCT 19, 2022",240,40,99,0.404,7,34,0.206,15,21,0.714,14,30,44,22,8,8,15,19,102,93.37239106554377,7.0,10.0,51.0,0.5106382978723404,1610612766,93.37239106554377,109.24,107.18,105.12,4:56,4.45,0.4,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
303,303,Cody Martin,1628998,CHA @ SAS,CHA,1610612766,SAS,0,0022200011,2022-10-19,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-6,0.0,0.0,,,,0.0,0.0,300.0,300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.86,128.57,0.0,3.0,107.14,0.0,"OCT 19, 2022",240,48,94,0.511,13,29,0.448,20,23,0.87,14,37,51,26,7,10,15,20,129,122.71689497716896,8.0,8.0,44.0,0.404040404040404,1610612759,122.71689497716896,105.12,107.18,109.24,0:56,4.77,0.08,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,304,Romeo Langford,1629641,SAS vs. CHA,SAS,1610612759,CHA,1,0022200011,2022-10-19,L,9,4,0,0,2,5,0.4,0,0,,0,0,,0,0,0,0,0,0,3,4.0,0.8,0.4,,,133.3,125.0,110.5,111.9,22.8,0.0,0.0,0.0,0.0,0.4,0.0,0.238,0.4,103.53,100.91,0.024,18.0,84.09,0.236,"OCT 19, 2022",240,40,99,0.404,7,34,0.206,15,21,0.714,14,30,44,22,8,8,15,19,102,93.37239106554377,7.0,10.0,51.0,0.5106382978723404,1610612766,93.37239106554377,109.24,107.18,105.12,8:48,4.7,0.77,2.0,0.0,2.0,15.0,0.0,0.0,10.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
305,305,Jalen McDaniels,1629667,CHA @ SAS,CHA,1610612766,SAS,0,0022200011,2022-10-19,W,23,5,2,5,2,5,0.4,1,2,0.5,0,0,,0,5,1,1,0,0,13,20.0,1.0,0.5,,,113.2,119.3,92.2,88.3,21.1,0.0,0.152,0.086,0.1,0.5,0.0,0.081,0.5,106.44,106.97,0.117,53.0,89.14,0.084,"OCT 19, 2022",240,48,94,0.511,13,29,0.448,20,23,0.87,14,37,51,26,7,10,15,20,129,122.71689497716896,8.0,8.0,44.0,0.404040404040404,1610612759,122.71689497716896,105.12,107.18,109.24,23:20,4.61,1.94,4.0,10.0,14.0,38.0,0.0,0.0,33.0,0.0,2.0,0.0,2.0,3.0,0.667,1.0,3.0,0.333
306,306,Jeff Green,201145,DEN @ UTA,DEN,1610612743,UTA,0,0022200012,2022-10-19,L,15,6,0,4,2,5,0.4,0,1,0.0,2,2,1.0,1,3,1,0,2,3,-14,11.8,1.02,0.4,,,84.8,87.0,127.3,130.1,-42.4,0.091,0.214,0.16,0.0,0.4,0.0,0.235,0.51,105.87,108.37,0.042,33.0,90.31,0.241,"OCT 19, 2022",240,40,83,0.482,5,22,0.227,17,18,0.944,10,25,35,21,10,3,21,23,102,100.0784929356358,10.0,1.0,43.0,0.5060240963855421,1610612762,100.0784929356358,101.92,103.28,104.64,14:37,4.11,1.08,1.0,4.0,5.0,23.0,0.0,0.0,15.0,2.0,3.0,0.667,0.0,2.0,0.0,2.0,2.0,1.0
307,307,Zeke Nnaji,1630192,DEN @ UTA,DEN,1610612743,UTA,0,0022200012,2022-10-19,L,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-4,0.0,0.0,,,,0.0,0.0,100.0,133.3,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.55,130.91,0.0,4.0,109.09,0.0,"OCT 19, 2022",240,40,83,0.482,5,22,0.227,17,18,0.944,10,25,35,21,10,3,21,23,102,100.0784929356358,10.0,1.0,43.0,0.5060240963855421,1610612762,100.0784929356358,101.92,103.28,104.64,1:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,308,Giannis Antetokounmpo,203507,MIL @ PHI,MIL,1610612749,PHI,0,0022200015,2022-10-20,W,36,21,8,13,9,16,0.563,1,3,0.333,2,5,0.4,0,13,1,3,1,4,13,59.6,1.154,0.59375,F,,107.0,105.3,91.3,95.9,15.7,0.0,0.371,0.178,0.421,0.594,8.0,0.238,0.577,91.74,93.15,0.241,71.0,77.63,0.243,"OCT 20, 2022",240,34,84,0.405,13,42,0.31,9,14,0.643,7,41,48,24,4,6,12,16,90,94.57755359394704,6.0,5.0,44.0,0.4337349397590361,1610612755,94.57755359394704,95.16,93.94,92.72,36:04,3.52,2.3,1.0,16.0,17.0,86.0,0.0,0.0,61.0,6.0,8.0,0.75,3.0,8.0,0.375,1.0,6.0,0.167
309,309,Montrezl Harrell,1626149,PHI vs. MIL,PHI,1610612755,MIL,1,0022200015,2022-10-20,L,3,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-2,0.0,0.0,,,,160.0,168.1,200.0,188.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.57,91.84,0.0,5.0,76.53,0.0,"OCT 20, 2022",240,36,83,0.434,5,24,0.208,11,13,0.846,6,38,44,17,6,5,10,14,88,94.90940465918897,4.0,6.0,48.0,0.4047619047619047,1610612749,94.90940465918897,92.72,93.94,95.16,2:37,4.05,0.19,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,310,Bobby Portis,1626171,MIL @ PHI,MIL,1610612749,PHI,0,0022200015,2022-10-20,W,23,11,0,10,5,10,0.5,1,4,0.25,0,0,,1,9,0,0,1,1,-2,22.0,1.1,0.55,,,83.3,88.5,87.5,89.8,-4.2,0.045,0.375,0.217,0.0,0.55,0.0,0.22,0.55,97.23,101.5,0.179,48.0,84.58,0.233,"OCT 20, 2022",240,34,84,0.405,13,42,0.31,9,14,0.643,7,41,48,24,4,6,12,16,90,94.57755359394704,6.0,5.0,44.0,0.4337349397590361,1610612755,94.57755359394704,95.16,93.94,92.72,22:42,4.38,1.78,2.0,13.0,15.0,37.0,0.0,0.0,26.0,2.0,3.0,0.667,3.0,7.0,0.429,3.0,3.0,1.0
311,311,Danuel House Jr.,1627863,PHI vs. MIL,PHI,1610612755,MIL,1,0022200015,2022-10-20,L,21,4,2,3,2,4,0.5,0,2,0.0,0,0,,0,3,0,0,1,0,3,9.6,1.0,0.5,,,100.0,106.0,91.1,93.3,8.9,0.0,0.15,0.077,0.133,0.5,2.0,0.106,0.5,96.49,100.46,0.079,44.0,83.72,0.112,"OCT 20, 2022",240,36,83,0.434,5,24,0.208,11,13,0.846,6,38,44,17,6,5,10,14,88,94.90940465918897,4.0,6.0,48.0,0.4047619047619047,1610612749,94.90940465918897,92.72,93.94,95.16,21:16,4.27,1.66,0.0,4.0,4.0,21.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,3.0,0.333,2.0,2.0,1.0
312,312,Grayson Allen,1628960,MIL @ PHI,MIL,1610612749,PHI,0,0022200015,2022-10-20,W,32,12,4,3,3,10,0.3,2,6,0.333,4,5,0.8,0,3,0,0,3,1,-1,18.6,0.984,0.4,F,,89.2,87.5,89.4,93.5,-0.2,0.0,0.097,0.045,0.211,0.4,1.33,0.205,0.492,96.78,98.0,0.071,65.0,81.67,0.21,"OCT 20, 2022",240,34,84,0.405,13,42,0.31,9,14,0.643,7,41,48,24,4,6,12,16,90,94.57755359394704,6.0,5.0,44.0,0.4337349397590361,1610612755,94.57755359394704,95.16,93.94,92.72,32:05,4.34,2.51,3.0,4.0,7.0,47.0,1.0,0.0,32.0,0.0,1.0,0.0,3.0,9.0,0.333,5.0,5.0,1.0
313,313,De'Anthony Melton,1629001,PHI vs. MIL,PHI,1610612755,MIL,1,0022200015,2022-10-20,L,20,9,0,2,4,7,0.571,1,2,0.5,0,0,,0,2,1,0,0,0,5,14.4,1.286,0.6428571428571429,,,97.6,106.6,87.5,87.1,10.1,0.0,0.111,0.056,0.0,0.643,0.0,0.159,0.643,95.33,99.35,0.135,41.0,82.79,0.173,"OCT 20, 2022",240,36,83,0.434,5,24,0.208,11,13,0.846,6,38,44,17,6,5,10,14,88,94.90940465918897,4.0,6.0,48.0,0.4047619047619047,1610612749,94.90940465918897,92.72,93.94,95.16,19:34,4.23,1.5,1.0,3.0,4.0,23.0,0.0,1.0,15.0,2.0,4.0,0.5,2.0,3.0,0.667,2.0,2.0,1.0
314,314,LeBron James,2544,LAL vs. LAC,LAL,1610612747,LAC,1,0022200016,2022-10-20,L,37,20,6,10,7,17,0.412,2,8,0.25,4,6,0.667,2,8,1,2,2,3,-1,48.0,1.018,0.4705882352941176,F,,82.9,85.1,88.5,85.9,-5.5,0.04,0.216,0.115,0.375,0.471,3.0,0.226,0.509,104.88,104.73,0.216,82.0,87.27,0.244,"OCT 20, 2022",240,33,94,0.351,9,45,0.2,22,26,0.846,8,30,38,23,13,5,10,24,97,90.28294862248696,7.0,7.0,58.0,0.4625,1610612746,90.28294862248696,107.44,106.54,105.64,36:40,3.73,2.48,3.0,12.0,15.0,72.0,1.0,0.0,46.0,4.0,7.0,0.571,3.0,10.0,0.3,1.0,3.0,0.333
315,315,Nicolas Batum,201587,LAC @ LAL,LAC,1610612746,LAL,0,0022200016,2022-10-20,W,10,1,0,5,0,0,,0,0,,1,2,0.5,1,4,0,0,0,1,-5,7.0,0.0,,,,83.3,85.0,96.2,100.2,-12.8,0.071,0.267,0.172,0.0,0.0,0.0,0.038,0.568,112.74,116.28,0.1,24.0,96.9,0.041,"OCT 20, 2022",240,37,80,0.463,9,29,0.31,20,31,0.645,10,48,58,18,7,7,22,24,103,97.50094661113216,13.0,5.0,38.0,0.351063829787234,1610612747,97.50094661113216,105.64,106.54,107.44,10:19,4.57,0.86,3.0,5.0,7.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
316,316,Patrick Beverley,201976,LAL vs. LAC,LAL,1610612747,LAC,1,0022200016,2022-10-20,L,33,5,1,2,1,7,0.143,1,6,0.167,2,2,1.0,1,1,2,2,2,4,7,18.9,0.635,0.2142857142857142,G,,89.2,90.5,81.9,80.9,7.2,0.023,0.031,0.027,0.048,0.214,0.5,0.122,0.317,105.96,106.07,-0.016,74.0,88.4,0.13,"OCT 20, 2022",240,33,94,0.351,9,45,0.2,22,26,0.846,8,30,38,23,13,5,10,24,97,90.28294862248696,7.0,7.0,58.0,0.4625,1610612746,90.28294862248696,107.44,106.54,105.64,33:02,4.27,2.55,4.0,2.0,6.0,49.0,1.0,0.0,36.0,0.0,0.0,0.0,1.0,7.0,0.143,0.0,1.0,0.0
317,317,John Wall,202322,LAC @ LAL,LAC,1610612746,LAL,0,0022200016,2022-10-20,W,25,15,3,4,7,15,0.467,0,4,0.0,1,3,0.333,0,4,1,0,3,3,-3,24.3,0.919,0.4666666666666667,,,89.1,87.4,92.9,96.3,-3.8,0.0,0.118,0.067,0.273,0.467,1.0,0.311,0.46,107.65,108.59,0.116,55.0,90.49,0.316,"OCT 20, 2022",240,37,80,0.463,9,29,0.31,20,31,0.645,10,48,58,18,7,7,22,24,103,97.50094661113216,13.0,5.0,38.0,0.351063829787234,1610612747,97.50094661113216,105.64,106.54,107.44,24:32,3.84,1.73,0.0,5.0,5.0,58.0,0.0,0.0,38.0,3.0,4.0,0.75,4.0,11.0,0.364,3.0,4.0,0.75
318,318,Robert Covington,203496,LAC @ LAL,LAC,1610612746,LAL,0,0022200016,2022-10-20,W,14,2,2,4,0,3,0.0,0,2,0.0,2,2,1.0,0,4,0,2,0,2,-3,15.8,0.515,0.0,,,90.3,87.9,93.9,96.6,-3.6,0.0,0.211,0.114,0.222,0.0,0.0,0.121,0.258,105.9,106.03,0.073,31.0,88.36,0.122,"OCT 20, 2022",240,37,80,0.463,9,29,0.31,20,31,0.645,10,48,58,18,7,7,22,24,103,97.50094661113216,13.0,5.0,38.0,0.351063829787234,1610612747,97.50094661113216,105.64,106.54,107.44,14:29,4.03,1.06,0.0,5.0,5.0,21.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5
319,319,Norman Powell,1626181,LAC @ LAL,LAC,1610612746,LAL,0,0022200016,2022-10-20,W,22,9,0,4,2,8,0.25,1,3,0.333,4,7,0.571,0,4,1,0,4,3,-12,12.8,0.812,0.3125,G,,84.3,82.1,107.8,105.9,-23.5,0.0,0.133,0.075,0.0,0.313,0.0,0.268,0.406,115.07,112.55,-0.031,51.0,93.79,0.271,"OCT 20, 2022",240,37,80,0.463,9,29,0.31,20,31,0.645,10,48,58,18,7,7,22,24,103,97.50094661113216,13.0,5.0,38.0,0.351063829787234,1610612747,97.50094661113216,105.64,106.54,107.44,21:45,4.45,1.76,2.0,7.0,9.0,29.0,0.0,0.0,14.0,1.0,4.0,0.25,1.0,4.0,0.25,2.0,5.0,0.4
320,320,Luke Kennard,1628379,LAC @ LAL,LAC,1610612746,LAL,0,0022200016,2022-10-20,W,24,11,1,1,4,6,0.667,3,3,1.0,0,0,,0,1,0,0,0,3,-1,13.7,1.833,0.9166666666666666,,,89.8,87.1,91.8,87.8,-2.0,0.0,0.032,0.017,0.077,0.917,0.0,0.107,0.917,101.53,97.74,0.103,49.0,81.45,0.108,"OCT 20, 2022",240,37,80,0.463,9,29,0.31,20,31,0.645,10,48,58,18,7,7,22,24,103,97.50094661113216,13.0,5.0,38.0,0.351063829787234,1610612747,97.50094661113216,105.64,106.54,107.44,24:04,4.24,1.84,1.0,6.0,7.0,23.0,0.0,0.0,17.0,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,0.0
321,321,Lonnie Walker IV,1629022,LAL vs. LAC,LAL,1610612747,LAC,1,0022200016,2022-10-20,L,37,26,3,3,9,21,0.429,2,9,0.222,6,6,1.0,1,2,2,0,1,3,-4,39.1,1.1,0.4761904761904761,F,,90.2,88.2,96.3,93.8,-6.1,0.02,0.059,0.036,0.167,0.476,3.0,0.269,0.55,109.59,106.94,0.156,82.0,89.12,0.275,"OCT 20, 2022",240,33,94,0.351,9,45,0.2,22,26,0.846,8,30,38,23,13,5,10,24,97,90.28294862248696,7.0,7.0,58.0,0.4625,1610612746,90.28294862248696,107.44,106.54,105.64,36:35,4.17,2.76,1.0,4.0,5.0,50.0,0.0,1.0,23.0,6.0,9.0,0.667,3.0,12.0,0.25,1.0,1.0,1.0
322,322,Juan Toscano-Anderson,1629308,LAL vs. LAC,LAL,1610612747,LAC,1,0022200016,2022-10-20,L,22,8,3,4,3,7,0.429,1,4,0.25,1,1,1.0,0,4,1,0,1,2,-2,19.3,1.075,0.5,,,100.0,97.1,104.1,104.7,-4.1,0.0,0.174,0.077,0.231,0.5,3.0,0.143,0.538,110.05,108.72,0.113,49.0,90.6,0.15,"OCT 20, 2022",240,33,94,0.351,9,45,0.2,22,26,0.846,8,30,38,23,13,5,10,24,97,90.28294862248696,7.0,7.0,58.0,0.4625,1610612746,90.28294862248696,107.44,106.54,105.64,21:38,4.54,1.78,2.0,5.0,7.0,36.0,0.0,0.0,28.0,2.0,3.0,0.667,1.0,4.0,0.25,0.0,0.0,0.0
323,323,Austin Reaves,1630559,LAL vs. LAC,LAL,1610612747,LAC,1,0022200016,2022-10-20,L,22,4,2,4,1,2,0.5,0,1,0.0,2,2,1.0,2,2,0,0,0,5,0,11.8,1.389,0.5,,,104.3,100.6,104.3,101.1,0.0,0.067,0.095,0.078,0.118,0.5,0.0,0.054,0.694,106.44,102.94,0.039,47.0,85.78,0.055,"OCT 20, 2022",240,33,94,0.351,9,45,0.2,22,26,0.846,8,30,38,23,13,5,10,24,97,90.28294862248696,7.0,7.0,58.0,0.4625,1610612746,90.28294862248696,107.44,106.54,105.64,21:55,4.12,1.65,3.0,4.0,7.0,24.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0
324,324,Ivica Zubac,1627826,LAC @ LAL,LAC,1610612746,LAL,0,0022200016,2022-10-20,W,35,14,1,17,6,6,1.0,0,0,,2,4,0.5,6,11,0,5,5,2,13,45.9,1.804,1.0,C,,103.8,102.9,87.2,84.5,16.7,0.194,0.229,0.215,0.042,1.0,0.2,0.146,0.902,108.02,105.87,0.19,78.0,88.23,0.148,"OCT 20, 2022",240,37,80,0.463,9,29,0.31,20,31,0.645,10,48,58,18,7,7,22,24,103,97.50094661113216,13.0,5.0,38.0,0.351063829787234,1610612747,97.50094661113216,105.64,106.54,107.44,35:22,4.07,2.59,13.0,15.0,27.0,44.0,0.0,1.0,31.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,7.0,0.429
325,325,Anthony Davis,203076,LAL vs. LAC,LAL,1610612747,LAC,1,0022200016,2022-10-20,L,32,25,0,8,9,16,0.563,2,4,0.5,5,7,0.714,2,6,2,0,2,2,5,38.6,1.31,0.625,C,,93.3,94.3,89.0,87.6,4.3,0.045,0.207,0.11,0.0,0.625,0.0,0.253,0.655,111.59,111.23,0.233,75.0,92.69,0.262,"OCT 20, 2022",240,33,94,0.351,9,45,0.2,22,26,0.846,8,30,38,23,13,5,10,24,97,90.28294862248696,7.0,7.0,58.0,0.4625,1610612746,90.28294862248696,107.44,106.54,105.64,31:56,3.73,2.17,3.0,11.0,13.0,63.0,0.0,2.0,42.0,5.0,7.0,0.714,4.0,9.0,0.444,5.0,7.0,0.714
326,326,Wesley Matthews,202083,MIL @ PHI,MIL,1610612749,PHI,0,0022200015,2022-10-20,W,20,8,2,5,3,6,0.5,2,4,0.5,0,0,,3,2,0,1,0,1,2,20.0,1.333,0.6666666666666666,,,105.1,107.7,97.5,104.3,7.6,0.136,0.105,0.122,0.167,0.667,0.0,0.14,0.667,88.91,93.06,0.123,39.0,77.55,0.143,"OCT 20, 2022",240,34,84,0.405,13,42,0.31,9,14,0.643,7,41,48,24,4,6,12,16,90,94.57755359394704,6.0,5.0,44.0,0.4337349397590361,1610612755,94.57755359394704,95.16,93.94,92.72,20:23,4.08,1.5,6.0,3.0,9.0,21.0,0.0,0.0,14.0,2.0,3.0,0.667,1.0,3.0,0.333,1.0,3.0,0.333
327,327,James Harden,201935,PHI vs. MIL,PHI,1610612755,MIL,1,0022200015,2022-10-20,L,40,31,9,8,13,24,0.542,1,7,0.143,4,4,1.0,0,8,2,1,2,2,5,61.1,1.203,0.5625,G,,92.5,94.8,87.3,85.0,5.2,0.0,0.182,0.096,0.474,0.563,4.5,0.333,0.602,94.76,94.62,0.284,80.0,78.85,0.341,"OCT 20, 2022",240,36,83,0.434,5,24,0.208,11,13,0.846,6,38,44,17,6,5,10,14,88,94.90940465918897,4.0,6.0,48.0,0.4047619047619047,1610612749,94.90940465918897,92.72,93.94,95.16,40:20,3.53,2.53,1.0,10.0,11.0,102.0,1.0,0.0,68.0,6.0,11.0,0.545,7.0,13.0,0.538,0.0,0.0,0.0
328,328,Serge Ibaka,201586,MIL @ PHI,MIL,1610612749,PHI,0,0022200015,2022-10-20,W,4,0,0,1,0,1,0.0,0,1,0.0,0,0,,0,1,0,0,1,1,-1,0.2,0.0,0.0,,,87.5,87.5,100.0,116.3,-12.5,0.0,0.333,0.143,0.0,0.0,0.0,0.222,0.0,97.84,105.21,-0.143,8.0,87.67,0.222,"OCT 20, 2022",240,34,84,0.405,13,42,0.31,9,14,0.643,7,41,48,24,4,6,12,16,90,94.57755359394704,6.0,5.0,44.0,0.4337349397590361,1610612755,94.57755359394704,95.16,93.94,92.72,3:39,4.28,0.28,0.0,1.0,1.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
329,329,Brook Lopez,201572,MIL @ PHI,MIL,1610612749,PHI,0,0022200015,2022-10-20,W,31,17,1,4,6,16,0.375,4,12,0.333,1,2,0.5,1,3,0,2,0,2,0,29.3,1.007,0.5,C,,85.9,86.0,87.3,89.9,-1.4,0.027,0.091,0.057,0.071,0.5,0.0,0.239,0.504,97.11,98.53,0.092,64.0,82.11,0.247,"OCT 20, 2022",240,34,84,0.405,13,42,0.31,9,14,0.643,7,41,48,24,4,6,12,16,90,94.57755359394704,6.0,5.0,44.0,0.4337349397590361,1610612755,94.57755359394704,95.16,93.94,92.72,30:56,3.74,2.06,4.0,5.0,7.0,34.0,0.0,0.0,18.0,0.0,0.0,0.0,6.0,16.0,0.375,3.0,6.0,0.5
330,330,Tobias Harris,202699,PHI vs. MIL,PHI,1610612755,MIL,1,0022200015,2022-10-20,L,33,9,2,10,4,10,0.4,1,4,0.25,0,0,,1,9,1,2,1,2,2,32.0,0.9,0.45,F,,88.1,90.5,83.8,81.5,4.2,0.029,0.225,0.135,0.091,0.45,2.0,0.157,0.45,97.17,97.05,0.132,67.0,80.88,0.161,"OCT 20, 2022",240,36,83,0.434,5,24,0.208,11,13,0.846,6,38,44,17,6,5,10,14,88,94.90940465918897,4.0,6.0,48.0,0.4047619047619047,1610612749,94.90940465918897,92.72,93.94,95.16,33:23,3.94,2.34,5.0,14.0,18.0,42.0,0.0,0.0,29.0,3.0,6.0,0.5,1.0,4.0,0.25,1.0,2.0,0.5
