Player,Position,Prop,Line,Opponent,Odds Over,Odds Under,Implied Over,Implied Under,EV Over,EV Under,Avg Stat L10,Med Stat L10,Std Stat L10,Z Score,Prob Over,Prob Under,OVER L5,OVER L10,OVER L15,Avg Min L10,Std Min L10,Avg USG% L10,Std USG% L10,Avg Stat vs Matchup,Matchup Games,Spread,Total,Opp Def Rating,Opp Def Rank,Opp Pace,Opp Pace Rank
Tyrese Maxey,PG,PTS+REB+AST,34.5,Charlotte Hornets,-122,-105,0.55,0.512,39.93,-54.9,39.3,37.5,6.53,-0.735,0.769,0.231,0.6,0.7,0.73,35.82,4.86,0.33,0.04,34.4,5.0,6.5,230.5,113.6,13,97.9,26
Dylan Cardwell,C,PTS,4.5,Atlanta Hawks,-102,-103,0.505,0.507,38.63,-40.87,6.7,6.0,4.19,-0.525,0.7,0.3,0.8,0.8,0.73,22.15,6.75,0.13,0.06,,,14.5,236.5,113.1,11,102.59,4
Tyrese Maxey,PG,PTS+AST,30.5,Charlotte Hornets,-130,100,0.565,0.5,37.12,-55.0,35.4,35.0,6.48,-0.756,0.775,0.225,0.8,0.9,0.87,35.82,4.86,0.33,0.04,30.4,5.0,6.5,230.5,113.6,13,97.9,26
VJ Edgecombe,SG,PTS,14.5,Charlotte Hornets,-104,-112,0.51,0.528,35.93,-41.89,19.8,19.5,10.54,-0.503,0.693,0.307,0.8,0.7,0.73,33.36,7.27,0.25,0.04,12.0,2.0,6.5,230.5,113.6,13,97.9,26
Grayson Allen,SF,PTS+REB+AST,22.5,Utah Jazz,105,-120,0.488,0.545,35.71,-38.03,25.5,25.0,7.2,-0.417,0.662,0.338,0.4,0.6,0.73,27.61,4.05,0.27,0.09,23.83,6.0,-16.5,231.5,120.7,29,102.95,2
VJ Edgecombe,SG,PTS+REB+AST,23.5,Charlotte Hornets,-104,-110,0.51,0.524,34.95,-40.44,30.4,31.0,14.07,-0.49,0.688,0.312,0.8,0.7,0.73,33.36,7.27,0.25,0.04,22.5,2.0,6.5,230.5,113.6,13,97.9,26
Precious Achiuwa,PF,PTS,12.5,Atlanta Hawks,-107,100,0.517,0.5,34.84,-39.4,16.1,14.0,6.98,-0.516,0.697,0.303,0.6,0.7,0.67,32.98,6.44,0.18,0.04,9.2,5.0,14.5,236.5,113.1,11,102.59,4
Tre Jones,PG,PTS,14.5,Memphis Grizzlies,100,-122,0.5,0.55,34.2,-40.13,16.7,17.5,4.95,-0.444,0.671,0.329,0.8,0.8,0.6,29.39,2.99,0.2,0.03,8.33,3.0,-4.5,246.0,117.2,22,101.41,10
Kyle Filipowski,C,REB+AST,10.5,Phoenix Suns,-118,100,0.541,0.5,33.39,-44.4,12.9,12.0,4.07,-0.59,0.722,0.278,0.4,0.7,0.53,26.08,4.62,0.22,0.08,6.0,6.0,16.5,231.5,113.0,10,98.03,25
Nique Clifford,SF,PTS+REB+AST,18.5,Atlanta Hawks,-104,-105,0.51,0.512,32.6,-36.74,22.0,19.0,7.67,-0.456,0.676,0.324,0.6,0.6,0.53,33.71,7.06,0.16,0.04,17.0,1.0,14.5,236.5,113.1,11,102.59,4
Coby White,SG,PTS+REB+AST,21.5,Boston Celtics,105,-114,0.488,0.533,30.38,-31.67,24.2,24.0,7.77,-0.347,0.636,0.364,1.0,1.0,0.67,20.47,2.56,0.32,0.06,20.86,7.0,-2.5,215.5,111.5,4,95.47,30
Coby White,SG,PTS+REB+AST,21.5,Philadelphia 76ers,105,-114,0.488,0.533,30.38,-31.67,24.2,24.0,7.77,-0.347,0.636,0.364,1.0,1.0,0.67,20.47,2.56,0.32,0.06,21.0,4.0,-6.5,230.5,114.8,17,100.33,16
Grayson Allen,SF,PTS,15.5,Utah Jazz,-106,-111,0.515,0.526,30.01,-37.08,18.1,16.5,5.97,-0.436,0.669,0.331,0.2,0.5,0.6,27.61,4.05,0.27,0.09,15.83,6.0,-16.5,231.5,120.7,29,102.95,2
Precious Achiuwa,PF,PTS+REB+AST,22.5,Atlanta Hawks,-125,-105,0.556,0.512,24.38,-39.67,27.4,26.5,9.83,-0.498,0.691,0.309,0.6,0.7,0.6,32.98,6.44,0.18,0.04,15.6,5.0,14.5,236.5,113.1,11,102.59,4
Nickeil Alexander-Walker,SG,PTS+AST,24.5,Sacramento Kings,-104,-118,0.51,0.541,24.36,-32.38,27.3,25.0,8.18,-0.342,0.634,0.366,0.6,0.6,0.4,32.3,4.37,0.22,0.04,13.4,5.0,-14.5,236.5,120.2,28,100.31,17
Coby White,SG,PTS+AST,18.5,Boston Celtics,100,-125,0.5,0.556,24.2,-31.78,20.7,20.5,7.15,-0.308,0.621,0.379,1.0,1.0,0.67,20.47,2.56,0.32,0.06,17.71,7.0,-2.5,215.5,111.5,4,95.47,30
Coby White,SG,PTS+AST,18.5,Philadelphia 76ers,100,-125,0.5,0.556,24.2,-31.78,20.7,20.5,7.15,-0.308,0.621,0.379,1.0,1.0,0.67,20.47,2.56,0.32,0.06,16.0,4.0,-6.5,230.5,114.8,17,100.33,16
Grayson Allen,SF,AST,3.5,Utah Jazz,-110,100,0.524,0.5,24.09,-30.0,4.5,4.5,2.59,-0.386,0.65,0.35,0.4,0.5,0.67,27.61,4.05,0.27,0.09,3.83,6.0,-16.5,231.5,120.7,29,102.95,2
Cody Williams,SF,PTS,13.5,Phoenix Suns,105,-114,0.488,0.533,22.59,-24.54,15.5,13.0,8.03,-0.249,0.598,0.402,0.8,0.4,0.27,34.37,5.77,0.18,0.08,7.0,3.0,16.5,231.5,113.0,10,98.03,25
Devin Booker,SG,PTS,25.5,Utah Jazz,-112,100,0.528,0.5,22.47,-29.4,28.8,28.5,8.75,-0.377,0.647,0.353,0.2,0.6,0.53,34.54,1.51,0.33,0.07,36.0,6.0,-16.5,231.5,120.7,29,102.95,2
Nique Clifford,SF,PTS,10.5,Atlanta Hawks,-105,-110,0.512,0.524,22.22,-28.6,12.4,10.5,5.91,-0.321,0.626,0.374,0.6,0.5,0.53,33.71,7.06,0.16,0.04,9.0,1.0,14.5,236.5,113.1,11,102.59,4
VJ Edgecombe,SG,AST,3.5,Charlotte Hornets,106,-115,0.485,0.535,21.54,-23.35,4.2,4.0,3.08,-0.227,0.59,0.41,0.8,0.6,0.53,33.36,7.27,0.25,0.04,4.5,2.0,6.5,230.5,113.6,13,97.9,26
Jalen Green,SG,PTS+REB+AST,28.5,Utah Jazz,-114,100,0.533,0.5,21.45,-29.4,31.5,30.0,7.95,-0.377,0.647,0.353,0.8,0.9,0.67,32.11,2.98,0.31,0.05,33.67,3.0,-16.5,231.5,120.7,29,102.95,2
Jalen Green,SG,PTS+AST,23.5,Utah Jazz,-130,100,0.565,0.5,20.31,-36.0,27.1,26.5,7.68,-0.469,0.68,0.32,0.6,0.7,0.53,32.11,2.98,0.31,0.05,28.67,3.0,-16.5,231.5,120.7,29,102.95,2
Nickeil Alexander-Walker,SG,PTS+REB,23.5,Sacramento Kings,-118,-110,0.541,0.524,20.27,-33.37,26.7,24.5,8.27,-0.387,0.651,0.349,0.6,0.6,0.4,32.3,4.37,0.22,0.04,13.0,5.0,-14.5,236.5,120.2,28,100.31,17
Cody Williams,SF,PTS+REB,17.5,Phoenix Suns,-105,-122,0.512,0.55,20.27,-30.12,20.2,15.5,9.11,-0.296,0.616,0.384,0.6,0.4,0.27,34.37,5.77,0.18,0.08,8.0,3.0,16.5,231.5,113.0,10,98.03,25
Jalen Green,SG,REB+AST,7.5,Utah Jazz,-118,100,0.541,0.5,18.79,-28.6,8.4,8.5,2.46,-0.366,0.643,0.357,0.6,0.6,0.47,32.11,2.98,0.31,0.05,11.0,3.0,-16.5,231.5,120.7,29,102.95,2
LaMelo Ball,PG,PTS,20.5,Philadelphia 76ers,-106,-111,0.515,0.526,18.74,-26.05,22.1,20.5,5.69,-0.281,0.611,0.389,0.4,0.4,0.47,26.96,5.27,0.32,0.04,22.75,4.0,-6.5,230.5,114.8,17,100.33,16
LaMelo Ball,PG,PTS,20.5,Boston Celtics,-106,-111,0.515,0.526,18.74,-26.05,22.1,20.5,5.69,-0.281,0.611,0.389,0.4,0.4,0.47,26.96,5.27,0.32,0.04,28.33,3.0,-2.5,215.5,111.5,4,95.47,30
Jalen Green,SG,PTS,20.5,Utah Jazz,-117,-103,0.539,0.507,17.03,-27.27,23.1,22.5,7.78,-0.334,0.631,0.369,0.4,0.7,0.53,32.11,2.98,0.31,0.05,22.67,3.0,-16.5,231.5,120.7,29,102.95,2
Nickeil Alexander-Walker,SG,STL,1.5,Sacramento Kings,-125,-102,0.556,0.505,16.64,-30.29,1.8,2.0,0.79,-0.38,0.648,0.352,0.6,0.6,0.6,32.3,4.37,0.22,0.04,0.2,5.0,-14.5,236.5,120.2,28,100.31,17
