,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Jalen Suggs,player_assists,AST,4.5,3,Giannis Antetokounmpo,player_assists,AST,5.0,8,UNDER/OVER,127.38,0.7579,0.7567
1,Goga Bitadze,player_points,PTS,10.0,6,Giannis Antetokounmpo,player_assists,AST,5.0,8,UNDER/OVER,125.21,0.7507,0.7495
2,Jalen Suggs,player_points,PTS,20.5,15,Giannis Antetokounmpo,player_assists,AST,5.0,8,UNDER/OVER,123.15,0.7438,0.7426
3,Taurean Prince,player_points,PTS,4.5,8,Goga Bitadze,player_points,PTS,10.0,6,OVER/UNDER,118.28,0.7276,0.7262
4,Taurean Prince,player_points,PTS,4.5,8,Jalen Suggs,player_assists,AST,4.5,3,OVER/UNDER,117.26,0.7242,0.7228
