,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Gradey Dick,player_points,PTS,18.5,12,Keegan Murray,player_points,PTS,15.5,12,UNDER/UNDER,123.47,0.7449,0.7436
1,Jaylen Brown,player_points,PTS,25.0,21,Gradey Dick,player_points,PTS,18.5,12,UNDER/UNDER,107.6,0.692,0.6904
2,Gradey Dick,player_points,PTS,18.5,12,DeMar DeRozan,player_points,PTS,23.5,20,UNDER/UNDER,101.45,0.6715,0.6698
3,Anthony Davis,player_points,PTS,28.5,24,Gradey Dick,player_points,PTS,18.5,12,UNDER/UNDER,98.65,0.6622,0.6605
4,Gradey Dick,player_points,PTS,18.5,12,Jrue Holiday,player_assists,AST,4.0,3,UNDER/UNDER,96.73,0.6558,0.6541
