,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Jared McCain,player_assists,AST,4.0,2,Kyrie Irving,player_assists,AST,7.0,5,UNDER/UNDER,149.63,0.8321,0.8313
1,Jared McCain,player_points,PTS,20.5,12,Kyrie Irving,player_assists,AST,7.0,5,UNDER/UNDER,145.08,0.8169,0.816
2,Zach LaVine,player_rebounds,REB,5.0,3,Jared McCain,player_assists,AST,4.0,2,UNDER/UNDER,140.9,0.803,0.802
3,Amir Coffey,player_points,PTS,13.5,9,Jared McCain,player_assists,AST,4.0,2,UNDER/UNDER,140.19,0.8006,0.7996
4,Amir Coffey,player_points,PTS,13.5,9,Kyrie Irving,player_assists,AST,7.0,5,UNDER/UNDER,139.59,0.7986,0.7976
