,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Dyson Daniels,player_rebounds,REB,4.5,7,Fred VanVleet,player_assists,AST,6.5,5,OVER/UNDER,122.36,0.7412,0.7399
1,Onyeka Okongwu,player_rebounds,REB,6.0,9,Fred VanVleet,player_assists,AST,6.5,5,OVER/UNDER,113.91,0.713,0.7116
2,Fred VanVleet,player_points,PTS,17.0,13,Dyson Daniels,player_rebounds,REB,4.5,7,UNDER/OVER,110.8,0.7027,0.7012
3,Dyson Daniels,player_rebounds,REB,4.5,7,Amen Thompson,player_rebounds,REB,6.5,8,OVER/OVER,110.13,0.7004,0.6989
4,Dyson Daniels,player_rebounds,REB,4.5,7,Fred VanVleet,player_assists,AST,6.0,5,OVER/UNDER,101.9,0.673,0.6714
