,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Jarrett Allen,player_rebounds,REB,11.5,9,Josh Giddey,player_assists,AST,5.5,8,UNDER/OVER,114.68,0.7156,0.7142
1,Clint Capela,player_points,PTS,11.0,8,Josh Giddey,player_assists,AST,5.5,8,UNDER/OVER,113.88,0.7129,0.7115
2,Clint Capela,player_points,PTS,11.0,8,Jarrett Allen,player_rebounds,REB,11.5,9,UNDER/UNDER,101.5,0.6717,0.67
3,Garrison Mathews,player_points,PTS,9.0,6,Josh Giddey,player_assists,AST,5.5,8,UNDER/OVER,99.02,0.6634,0.6617
4,Jalen Johnson,player_points,PTS,21.0,18,Josh Giddey,player_assists,AST,5.5,8,UNDER/OVER,97.69,0.659,0.6573
