,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Jonathan Mogbo,player_rebounds,REB,6.0,4,Jalen Green,player_assists,AST,2.5,4,UNDER/OVER,111.93,0.7064,0.705
1,Malik Monk,player_assists,AST,6.0,4,Jalen Green,player_assists,AST,2.5,4,UNDER/OVER,109.69,0.699,0.6975
2,Jonathan Mogbo,player_rebounds,REB,6.0,4,Malik Monk,player_assists,AST,6.0,4,UNDER/UNDER,108.99,0.6966,0.6951
3,Jonathan Mogbo,player_points,PTS,7.5,5,Jalen Green,player_assists,AST,2.5,4,UNDER/OVER,99.98,0.6666,0.6649
4,T.J. McConnell,player_points,PTS,10.5,8,Jonathan Mogbo,player_rebounds,REB,6.0,4,UNDER/UNDER,98.75,0.6625,0.6608
