,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Mark Williams,player_rebounds,REB,6.5,11,Ben Simmons,player_rebounds,REB,6.5,4,OVER/UNDER,170.4,0.9013,0.9008
1,Ben Simmons,player_points,PTS,7.5,3,Mark Williams,player_rebounds,REB,6.5,11,UNDER/OVER,167.83,0.8928,0.8922
2,Mark Williams,player_rebounds,REB,6.5,11,Ben Simmons,player_assists,AST,8.0,5,OVER/UNDER,165.7,0.8857,0.8851
3,Mark Williams,player_rebounds,REB,6.5,11,Kyrie Irving,player_assists,AST,7.0,5,OVER/UNDER,162.99,0.8766,0.876
4,Ben Simmons,player_rebounds,REB,6.5,4,Kyrie Irving,player_assists,AST,7.0,5,UNDER/UNDER,158.7,0.8623,0.8616
