,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Tristan da Silva,player_points,PTS,13.0,6,Jayson Tatum,player_rebounds,REB,10.5,8,UNDER/UNDER,151.04,0.8368,0.836
1,Tristan da Silva,player_points,PTS,13.0,6,Bradley Beal,player_points,PTS,21.5,16,UNDER/UNDER,145.1,0.817,0.8161
2,Jayson Tatum,player_rebounds,REB,10.5,8,Jalen Suggs,player_assists,AST,5.0,3,UNDER/UNDER,143.57,0.8119,0.811
3,Tristan da Silva,player_points,PTS,13.0,6,Jaden McDaniels,player_rebounds,REB,4.0,6,UNDER/OVER,136.76,0.7892,0.7882
4,Tristan da Silva,player_points,PTS,13.0,6,Naz Reid,player_rebounds,REB,4.0,6,UNDER/OVER,136.02,0.7867,0.7857
