,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Jalen Green,player_assists,AST,2.5,4,Malik Monk,player_assists,AST,6.0,4,OVER/UNDER,113.04,0.7101,0.7087
1,Fred VanVleet,player_assists,AST,6.5,5,Malik Monk,player_assists,AST,6.0,4,UNDER/UNDER,104.9,0.683,0.6814
2,Cam Whitmore,player_points,PTS,12.0,8,Malik Monk,player_assists,AST,6.0,4,UNDER/UNDER,95.64,0.6521,0.6504
3,Trey Lyles,player_points,PTS,8.5,6,Jalen Green,player_assists,AST,2.5,4,UNDER/OVER,95.09,0.6503,0.6485
4,Malik Monk,player_points,PTS,19.5,16,Jalen Green,player_assists,AST,2.5,4,UNDER/OVER,92.11,0.6404,0.6386
