,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Tristan da Silva,player_points,PTS,13.5,6,Caleb Martin,player_points,PTS,10.5,6,UNDER/UNDER,158.81,0.8627,0.862
1,Tristan da Silva,player_points,PTS,13.5,6,Fred VanVleet,player_rebounds,REB,5.0,3,UNDER/UNDER,158.24,0.8608,0.8601
2,Goga Bitadze,player_points,PTS,13.0,6,Fred VanVleet,player_rebounds,REB,5.0,3,UNDER/UNDER,158.02,0.8601,0.8594
3,Goga Bitadze,player_points,PTS,13.0,6,Caleb Martin,player_points,PTS,10.5,6,UNDER/UNDER,157.96,0.8599,0.8592
4,Goga Bitadze,player_points,PTS,13.0,6,Andre Drummond,player_points,PTS,9.5,6,UNDER/UNDER,154.54,0.8485,0.8477
