,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Ja Morant,player_rebounds,REB,5.0,3,D'Angelo Russell,player_assists,AST,6.5,4,UNDER/UNDER,142.86,0.8095,0.8086
1,T.J. McConnell,player_points,PTS,12.0,8,Ja Morant,player_rebounds,REB,5.0,3,UNDER/UNDER,141.59,0.8053,0.8043
2,T.J. McConnell,player_points,PTS,12.0,8,D'Angelo Russell,player_assists,AST,6.5,4,UNDER/UNDER,140.17,0.8006,0.7996
3,T.J. McConnell,player_points,PTS,12.0,8,Joel Embiid,player_points,PTS,29.5,22,UNDER/UNDER,139.71,0.799,0.798
4,Joel Embiid,player_points,PTS,29.5,22,Ja Morant,player_rebounds,REB,5.0,3,UNDER/UNDER,138.24,0.7941,0.7931
