,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Terry Rozier,player_points,PTS,16.0,9,Gradey Dick,player_points,PTS,19.5,12,UNDER/UNDER,163.15,0.8772,0.8766
1,Terry Rozier,player_points,PTS,16.0,9,Ivica Zubac,player_rebounds,REB,10.5,14,UNDER/OVER,159.42,0.8647,0.864
2,Terry Rozier,player_points,PTS,16.0,9,Kevin Huerter,player_rebounds,REB,4.0,2,UNDER/UNDER,158.31,0.861,0.8603
3,Terry Rozier,player_points,PTS,16.0,9,Bennedict Mathurin,player_points,PTS,21.5,15,UNDER/UNDER,157.71,0.859,0.8583
4,Gradey Dick,player_points,PTS,19.5,12,Kevin Huerter,player_rebounds,REB,4.0,2,UNDER/UNDER,156.34,0.8545,0.8537
