,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Goga Bitadze,player_points,PTS,11.5,6,Terry Rozier,player_points,PTS,14.5,9,UNDER/UNDER,151.67,0.8389,0.8381
1,Tristan da Silva,player_points,PTS,11.5,6,Terry Rozier,player_points,PTS,14.5,9,UNDER/UNDER,146.08,0.8203,0.8194
2,Cole Anthony,player_points,PTS,16.5,9,Terry Rozier,player_points,PTS,14.5,9,UNDER/UNDER,145.79,0.8193,0.8184
3,Goga Bitadze,player_points,PTS,11.5,6,Trae Young,player_rebounds,REB,3.5,2,UNDER/UNDER,144.22,0.8141,0.8131
4,Cole Anthony,player_points,PTS,16.5,9,Trae Young,player_rebounds,REB,3.5,2,UNDER/UNDER,140.85,0.8028,0.8018
