,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Shai Gilgeous-Alexander,player_points,PTS,25.5,32,Christian Braun,player_points,PTS,9.0,15,OVER/OVER,152.45,0.8415,0.8407
1,Christian Braun,player_points,PTS,9.0,15,Keegan Murray,player_rebounds,REB,5.0,7,OVER/OVER,140.5,0.8017,0.8007
2,Christian Braun,player_points,PTS,9.0,15,Alex Caruso,player_points,PTS,9.5,6,OVER/UNDER,139.51,0.7984,0.7974
3,Daniel Gafford,player_points,PTS,7.5,12,Christian Braun,player_points,PTS,9.0,15,OVER/OVER,138.97,0.7966,0.7956
4,Christian Braun,player_points,PTS,9.0,15,Kyrie Irving,player_rebounds,REB,3.5,5,OVER/OVER,133.95,0.7798,0.7787
