,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Jaden McDaniels,player_rebounds,REB,4.0,6,Jalen Green,player_assists,AST,2.5,4,OVER/OVER,109.83,0.6994,0.6979
1,Jalen Green,player_assists,AST,2.5,4,Tyus Jones,player_assists,AST,6.5,5,OVER/UNDER,99.38,0.6646,0.6629
2,Julius Randle,player_points,PTS,20.5,17,Jalen Green,player_assists,AST,2.5,4,UNDER/OVER,98.61,0.662,0.6604
3,Mike Conley,player_points,PTS,8.5,6,Jalen Green,player_assists,AST,2.5,4,UNDER/OVER,98.06,0.6602,0.6585
4,Jaden McDaniels,player_rebounds,REB,4.0,6,Giannis Antetokounmpo,player_assists,AST,6.0,8,OVER/OVER,97.68,0.6589,0.6572
