,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Andre Drummond,player_points,PTS,13.0,6,Malik Beasley,player_points,PTS,8.0,16,UNDER/OVER,183.27,0.9442,0.9439
1,Malik Beasley,player_points,PTS,8.0,16,Andre Drummond,player_rebounds,REB,14.5,9,OVER/UNDER,178.88,0.9296,0.9292
2,Kyle Lowry,player_points,PTS,8.0,3,Malik Beasley,player_points,PTS,8.0,16,UNDER/OVER,172.52,0.9084,0.9079
3,Eric Gordon,player_points,PTS,10.5,5,Malik Beasley,player_points,PTS,8.0,16,UNDER/OVER,167.77,0.8926,0.892
4,Andre Drummond,player_points,PTS,13.0,6,Amen Thompson,player_points,PTS,8.5,14,UNDER/OVER,166.98,0.8899,0.8894
