,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Cody Martin,player_points,PTS,9.5,5,Jared McCain,player_assists,AST,4.0,2,UNDER/UNDER,151.59,0.8386,0.8378
1,Jared McCain,player_assists,AST,4.0,2,Tyus Jones,player_assists,AST,7.5,5,UNDER/UNDER,149.39,0.8313,0.8304
2,Cody Martin,player_points,PTS,9.5,5,Jared McCain,player_points,PTS,20.5,12,UNDER/UNDER,148.93,0.8298,0.8289
3,Josh Green,player_points,PTS,10.5,6,Cody Martin,player_points,PTS,9.5,5,UNDER/UNDER,144.76,0.8159,0.815
4,Jared McCain,player_points,PTS,20.5,12,Tyus Jones,player_assists,AST,7.5,5,UNDER/UNDER,143.14,0.8105,0.8095
