,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Mike Conley,player_points,PTS,9.0,6,Jayson Tatum,player_points,PTS,21.5,27,UNDER/OVER,111.51,0.705,0.7036
1,Jayson Tatum,player_points,PTS,21.5,27,Austin Reaves,player_rebounds,REB,3.5,5,OVER/OVER,103.37,0.6779,0.6763
2,Jayson Tatum,player_points,PTS,21.5,27,Austin Reaves,player_points,PTS,16.5,21,OVER/OVER,101.48,0.6716,0.67
3,Jayson Tatum,player_points,PTS,21.5,27,Joel Embiid,player_points,PTS,27.0,22,OVER/UNDER,99.82,0.6661,0.6644
4,Julius Randle,player_points,PTS,20.5,17,Jayson Tatum,player_points,PTS,21.5,27,UNDER/OVER,99.77,0.6659,0.6642
