,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Austin Reaves,player_points,PTS,14.0,21,Mike Conley,player_points,PTS,10.5,6,OVER/UNDER,148.28,0.8276,0.8267
1,Mike Conley,player_points,PTS,10.5,6,Dyson Daniels,player_rebounds,REB,5.0,7,UNDER/OVER,139.92,0.7997,0.7987
2,Austin Reaves,player_points,PTS,14.0,21,Dyson Daniels,player_rebounds,REB,5.0,7,OVER/OVER,138.25,0.7942,0.7931
3,Mike Conley,player_points,PTS,10.5,6,Jalen Wilson,player_points,PTS,12.5,9,UNDER/UNDER,135.17,0.7839,0.7828
4,Austin Reaves,player_points,PTS,14.0,21,Jalen Wilson,player_points,PTS,12.5,9,OVER/UNDER,130.32,0.7677,0.7666
