,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Paul George,player_points,PTS,21.5,14,Noah Clowney,player_points,PTS,14.0,8,UNDER/UNDER,149.47,0.8316,0.8307
1,Goga Bitadze,player_points,PTS,10.5,6,Noah Clowney,player_points,PTS,14.0,8,UNDER/UNDER,143.25,0.8108,0.8099
2,Goga Bitadze,player_points,PTS,10.5,6,Paul George,player_points,PTS,21.5,14,UNDER/UNDER,142.72,0.8091,0.8081
3,Paul George,player_points,PTS,21.5,14,Goga Bitadze,player_rebounds,REB,9.5,6,UNDER/UNDER,141.07,0.8036,0.8026
4,Paul George,player_points,PTS,21.5,14,Ziaire Williams,player_points,PTS,13.5,9,UNDER/UNDER,140.66,0.8022,0.8012
