,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Jerami Grant,player_points,PTS,20.5,14,Ben Simmons,player_rebounds,REB,6.5,4,UNDER/UNDER,150.6,0.8353,0.8345
1,Ben Simmons,player_rebounds,REB,6.5,4,Fred VanVleet,player_assists,AST,7.0,5,UNDER/UNDER,147.26,0.8242,0.8233
2,Terry Rozier,player_points,PTS,14.0,9,Ben Simmons,player_rebounds,REB,6.5,4,UNDER/UNDER,144.93,0.8164,0.8155
3,Jerami Grant,player_points,PTS,20.5,14,Ivica Zubac,player_rebounds,REB,11.5,15,UNDER/OVER,144.5,0.815,0.8141
4,Ivica Zubac,player_rebounds,REB,11.5,15,Fred VanVleet,player_assists,AST,7.0,5,OVER/UNDER,141.71,0.8057,0.8047
