,PLAYER 1,CATEGORY 1,STAT TYPE 1,PLAYER 1 LINE,PLAYER 1 PREDICTION,PLAYER 2,CATEGORY 2,STAT TYPE 2,PLAYER 2 LINE,PLAYER 2 PREDICTION,TYPE,EV,PROBABILITY,KELLY CRITERION
0,Terry Rozier,player_points,PTS,13.5,9,Jalen Green,player_assists,AST,2.5,4,UNDER/OVER,116.51,0.7217,0.7203
1,Terry Rozier,player_points,PTS,13.5,9,Amen Thompson,player_rebounds,REB,10.0,8,UNDER/UNDER,110.1,0.7003,0.6988
2,Terry Rozier,player_points,PTS,13.5,9,Dereck Lively II,player_rebounds,REB,9.5,7,UNDER/UNDER,108.96,0.6965,0.695
3,Terry Rozier,player_points,PTS,13.5,9,Fred VanVleet,player_rebounds,REB,4.5,3,UNDER/UNDER,108.85,0.6962,0.6946
4,Dereck Lively II,player_rebounds,REB,9.5,7,Jalen Green,player_assists,AST,2.5,4,UNDER/OVER,107.93,0.6931,0.6916
