,BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS
0,FanDuel,player_points,Pascal Siakam,Over,20.5,-102
1,FanDuel,player_points,Pascal Siakam,Under,20.5,-125
2,FanDuel,player_points,Tyrese Haliburton,Over,15.5,-115
3,FanDuel,player_points,Tyrese Haliburton,Under,15.5,-111
4,FanDuel,player_points,Luguentz Dort,Over,7.5,-130
5,FanDuel,player_points,Luguentz Dort,Under,7.5,102
6,FanDuel,player_points,T.J. McConnell,Over,9.5,-120
7,FanDuel,player_points,T.J. McConnell,Under,9.5,-106
8,FanDuel,player_points,Jalen Williams,Over,21.5,-125
9,FanDuel,player_points,Jalen Williams,Under,21.5,-102
10,FanDuel,player_points,Isaiah Hartenstein,Over,5.5,-113
11,FanDuel,player_points,Isaiah Hartenstein,Under,5.5,-113
12,FanDuel,player_points,Chet Holmgren,Over,14.5,-128
13,FanDuel,player_points,Chet Holmgren,Under,14.5,100
14,FanDuel,player_points,Myles Turner,Over,12.5,-102
15,FanDuel,player_points,Myles Turner,Under,12.5,-125
16,FanDuel,player_points,Andrew Nembhard,Over,10.5,-111
17,FanDuel,player_points,Andrew Nembhard,Under,10.5,-115
18,FanDuel,player_points,Aaron Nesmith,Over,10.5,100
19,FanDuel,player_points,Aaron Nesmith,Under,10.5,-128
20,FanDuel,player_points,Shai Gilgeous-Alexander,Over,32.5,-115
21,FanDuel,player_points,Shai Gilgeous-Alexander,Under,32.5,-111
22,DraftKings,player_points,Shai Gilgeous-Alexander,Over,33.5,-105
23,DraftKings,player_points,Shai Gilgeous-Alexander,Under,33.5,-125
24,DraftKings,player_points,Jalen Williams,Over,22.5,-105
25,DraftKings,player_points,Jalen Williams,Under,22.5,-125
26,DraftKings,player_points,Pascal Siakam,Over,20.5,-110
27,DraftKings,player_points,Pascal Siakam,Under,20.5,-120
28,DraftKings,player_points,Tyrese Haliburton,Over,15.5,-115
29,DraftKings,player_points,Tyrese Haliburton,Under,15.5,-115
