BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
FanDuel,player_points,Neemias Queta,Over,8.5,-113,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Neemias Queta,Under,8.5,-113,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Anthony Edwards,Over,28.5,-113,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Anthony Edwards,Under,28.5,-113,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Jaden McDaniels,Over,14.5,-104,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Jaden McDaniels,Under,14.5,-122,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Sam Hauser,Over,6.5,-106,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Sam Hauser,Under,6.5,-120,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Anfernee Simons,Over,12.5,-104,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Anfernee Simons,Under,12.5,-122,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Donte DiVincenzo,Over,12.5,-104,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Donte DiVincenzo,Under,12.5,-122,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Derrick White,Over,17.5,100,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Derrick White,Under,17.5,-128,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Naz Reid,Over,12.5,-128,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Naz Reid,Under,12.5,100,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Jordan Walsh,Over,5.5,-115,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Jordan Walsh,Under,5.5,-111,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Rudy Gobert,Over,9.5,-128,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Rudy Gobert,Under,9.5,100,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Jaylen Brown,Over,26.5,-113,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Jaylen Brown,Under,26.5,-113,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Mike Conley,Over,3.5,-128,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Mike Conley,Under,3.5,100,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Payton Pritchard,Over,16.5,-111,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Payton Pritchard,Under,16.5,-115,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Julius Randle,Over,20.5,-113,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Julius Randle,Under,20.5,-113,2025-11-29,2025-11-29T20:55:36Z
FanDuel,player_points,Ryan Kalkbrenner,Over,7.5,100,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Ryan Kalkbrenner,Under,7.5,-128,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Kon Knueppel,Over,17.5,102,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Kon Knueppel,Under,17.5,-130,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Scottie Barnes,Over,19.5,-111,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Scottie Barnes,Under,19.5,-115,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Brandon Miller,Over,18.5,-106,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Brandon Miller,Under,18.5,-120,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Miles Bridges,Over,19.5,-104,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Miles Bridges,Under,19.5,-120,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Moussa Diabate,Over,6.5,-104,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Moussa Diabate,Under,6.5,-122,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Jamal Shead,Over,6.5,-125,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Jamal Shead,Under,6.5,-102,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Ja'Kobe Walter,Over,8.5,-115,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Ja'Kobe Walter,Under,8.5,-111,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,LaMelo Ball,Over,17.5,-106,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,LaMelo Ball,Under,17.5,-120,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Sandro Mamukelashvili,Over,10.5,-106,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Sandro Mamukelashvili,Under,10.5,-120,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Collin Sexton,Over,12.5,-108,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Collin Sexton,Under,12.5,-118,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Jakob Poeltl,Over,12.5,-102,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Jakob Poeltl,Under,12.5,-125,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Brandon Ingram,Over,25.5,-115,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Brandon Ingram,Under,25.5,-111,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Immanuel Quickley,Over,17.5,-113,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Immanuel Quickley,Under,17.5,-113,2025-11-29,2025-11-29T20:55:18Z
FanDuel,player_points,Kevin Huerter,Over,11.5,-115,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Kevin Huerter,Under,11.5,-111,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Matas Buzelis,Over,13.5,-115,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Matas Buzelis,Under,13.5,-111,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Tre Jones,Over,10.5,-104,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Tre Jones,Under,10.5,-122,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Pascal Siakam,Over,24.5,-113,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Pascal Siakam,Under,24.5,-113,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Nikola Vucevic,Over,17.5,-122,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Nikola Vucevic,Under,17.5,-104,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Josh Giddey,Over,19.5,-113,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Josh Giddey,Under,19.5,-113,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Ayo Dosunmu,Over,13.5,-120,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Ayo Dosunmu,Under,13.5,-104,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Ben Sheppard,Over,7.5,-106,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Ben Sheppard,Under,7.5,-120,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Andrew Nembhard,Over,17.5,102,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Andrew Nembhard,Under,17.5,-130,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Coby White,Over,22.5,102,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Coby White,Under,22.5,-130,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Bennedict Mathurin,Over,24.5,100,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Bennedict Mathurin,Under,24.5,-128,2025-11-30,2025-11-29T20:55:50Z
FanDuel,player_points,Kyle Kuzma,Over,13.5,-104,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Kyle Kuzma,Under,13.5,-128,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Terance Mann,Over,11.5,-130,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Terance Mann,Under,11.5,-102,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Bobby Portis,Over,9.5,-120,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Bobby Portis,Under,9.5,-110,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Gary Trent Jr,Over,8.5,-118,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Gary Trent Jr,Under,8.5,-112,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Gary Harris,Over,3.5,-104,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Gary Harris,Under,3.5,-128,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Tyrese Martin,Over,12.5,-125,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Tyrese Martin,Under,12.5,-106,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Giannis Antetokounmpo,Over,28.5,-106,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Giannis Antetokounmpo,Under,28.5,-125,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Nicolas Claxton,Over,15.5,-112,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Nicolas Claxton,Under,15.5,-118,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,A.J. Green,Over,11.5,-112,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,A.J. Green,Under,11.5,-118,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Noah Clowney,Over,18.5,-114,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Noah Clowney,Under,18.5,-114,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Ziaire Williams,Over,11.5,-125,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Ziaire Williams,Under,11.5,-106,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Ryan Rollins,Over,17.5,104,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Ryan Rollins,Under,17.5,-138,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Myles Turner,Over,13.5,-110,2025-11-30,2025-11-29T20:56:10Z
FanDuel,player_points,Myles Turner,Under,13.5,-120,2025-11-30,2025-11-29T20:56:10Z
