BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
PrizePicks,player_points,Shai Gilgeous-Alexander,Over,32.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Shai Gilgeous-Alexander,Under,32.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Pascal Siakam,Over,20.0,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Pascal Siakam,Under,20.0,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Chet Holmgren,Over,17.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Chet Holmgren,Under,17.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Andrew Nembhard,Over,13.0,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Andrew Nembhard,Under,13.0,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Isaiah Hartenstein,Over,11.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Isaiah Hartenstein,Under,11.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Luguentz Dort,Over,9.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Luguentz Dort,Under,9.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Aaron Wiggins,Over,13.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Aaron Wiggins,Under,13.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Isaiah Jackson,Over,7.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Isaiah Jackson,Under,7.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Aaron Nesmith,Over,14.0,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Aaron Nesmith,Under,14.0,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Bennedict Mathurin,Over,18.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Bennedict Mathurin,Under,18.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Obi Toppin,Over,11.5,-137,2025-10-23,2025-10-23T19:04:51Z
PrizePicks,player_points,Obi Toppin,Under,11.5,-137,2025-10-23,2025-10-23T19:04:51Z
