BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
Underdog,player_points,Anthony Edwards,Over,28.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Anthony Edwards,Under,28.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Anfernee Simons,Over,12.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Anfernee Simons,Under,12.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Jaylen Brown,Over,26.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Jaylen Brown,Under,26.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Julius Randle,Over,20.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Julius Randle,Under,20.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Derrick White,Over,17.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Derrick White,Under,17.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Donte DiVincenzo,Over,12.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Donte DiVincenzo,Under,12.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Payton Pritchard,Over,16.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Payton Pritchard,Under,16.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Jordan Walsh,Over,5.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Jordan Walsh,Under,5.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Sam Hauser,Over,5.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Sam Hauser,Under,5.5,-137,2025-11-29,2025-11-29T20:54:13Z
Underdog,player_points,Scottie Barnes,Over,19.5,-137,2025-11-29,2025-11-29T20:53:38Z
Underdog,player_points,Scottie Barnes,Under,19.5,-137,2025-11-29,2025-11-29T20:53:38Z
Underdog,player_points,LaMelo Ball,Over,17.5,-137,2025-11-29,2025-11-29T20:53:38Z
Underdog,player_points,LaMelo Ball,Under,17.5,-137,2025-11-29,2025-11-29T20:53:38Z
