BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
Underdog,player_points,Pascal Siakam,Over,22.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Pascal Siakam,Under,22.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Darius Garland,Over,15.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Darius Garland,Under,15.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Donovan Mitchell,Over,28.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Donovan Mitchell,Under,28.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Evan Mobley,Over,19.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Evan Mobley,Under,19.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Andrew Nembhard,Over,15.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Andrew Nembhard,Under,15.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,De'Andre Hunter,Over,17.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,De'Andre Hunter,Under,17.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Bennedict Mathurin,Over,20.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Bennedict Mathurin,Under,20.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,T.J. McConnell,Over,8.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,T.J. McConnell,Under,8.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Dean Wade,Over,6.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Dean Wade,Under,6.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Jeremiah Robinson-Earl,Over,5.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Jeremiah Robinson-Earl,Under,5.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Jarace Walker,Over,8.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Jarace Walker,Under,8.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Ben Sheppard,Over,6.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Ben Sheppard,Under,6.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Jaylon Tyson,Over,9.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Jaylon Tyson,Under,9.5,-137,2025-11-22,2025-11-21T23:32:12Z
Underdog,player_points,Isaiah Jackson,Over,7.5,-137,2025-11-22,2025-11-21T23:32:12Z
