BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
Underdog,player_points,Khris Middleton,Over,9.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Khris Middleton,Under,9.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Ausar Thompson,Over,14.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Ausar Thompson,Under,14.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,C.J. McCollum,Over,16.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,C.J. McCollum,Under,16.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Corey Kispert,Over,8.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Corey Kispert,Under,8.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Jalen Duren,Over,20.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Jalen Duren,Under,20.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Caris LeVert,Over,11.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Caris LeVert,Under,11.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Duncan Robinson,Over,11.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Duncan Robinson,Under,11.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Ron Holland,Over,12.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Ron Holland,Under,12.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Tre Johnson,Over,12.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Tre Johnson,Under,12.5,-137,2025-11-11,2025-11-10T18:42:40Z
Underdog,player_points,Luka Doncic,Over,33.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Luka Doncic,Under,33.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Miles Bridges,Over,22.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Miles Bridges,Under,22.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Deandre Ayton,Over,14.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Deandre Ayton,Under,14.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Jarred Vanderbilt,Over,4.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Jarred Vanderbilt,Under,4.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Collin Sexton,Over,19.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Collin Sexton,Under,19.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Kon Knueppel,Over,17.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Kon Knueppel,Under,17.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Ryan Kalkbrenner,Over,9.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Ryan Kalkbrenner,Under,9.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Sion James,Over,8.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Sion James,Under,8.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Moussa Diabate,Over,9.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Moussa Diabate,Under,9.5,-137,2025-11-11,2025-11-10T18:42:26Z
Underdog,player_points,Paolo Banchero,Over,23.5,-137,2025-11-11,2025-11-10T18:42:13Z
Underdog,player_points,Paolo Banchero,Under,23.5,-137,2025-11-11,2025-11-10T18:42:13Z
Underdog,player_points,Desmond Bane,Over,17.5,-137,2025-11-11,2025-11-10T18:42:13Z
Underdog,player_points,Desmond Bane,Under,17.5,-137,2025-11-11,2025-11-10T18:42:13Z
Underdog,player_points,Franz Wagner,Over,22.5,-137,2025-11-11,2025-11-10T18:42:13Z
Underdog,player_points,Franz Wagner,Under,22.5,-137,2025-11-11,2025-11-10T18:42:13Z
Underdog,player_points,Jrue Holiday,Over,16.5,-137,2025-11-11,2025-11-10T18:42:13Z
Underdog,player_points,Jrue Holiday,Under,16.5,-137,2025-11-11,2025-11-10T18:42:13Z
