BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
FanDuel,player_points,Shaedon Sharpe,Over,18.5,-113,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Shaedon Sharpe,Under,18.5,-113,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Darius Garland,Over,18.5,-113,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Darius Garland,Under,18.5,-113,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Donovan Clingan,Over,9.5,-113,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Donovan Clingan,Under,9.5,-113,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,De'Andre Hunter,Over,15.5,-125,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,De'Andre Hunter,Under,15.5,-102,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Jaylon Tyson,Over,11.5,-113,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Jaylon Tyson,Under,11.5,-113,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Toumani Camara,Over,12.5,-118,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Toumani Camara,Under,12.5,-108,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Donovan Mitchell,Over,28.5,-106,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Donovan Mitchell,Under,28.5,-120,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Deni Avdija,Over,24.5,-120,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Deni Avdija,Under,24.5,-106,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Lonzo Ball,Over,6.5,-115,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Lonzo Ball,Under,6.5,-111,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Craig Porter Jr,Over,4.5,-120,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Craig Porter Jr,Under,4.5,-106,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Evan Mobley,Over,18.5,-104,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Evan Mobley,Under,18.5,-122,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Dean Wade,Over,5.5,-106,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Dean Wade,Under,5.5,-120,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Jerami Grant,Over,18.5,-111,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Jerami Grant,Under,18.5,-115,2025-12-04,2025-12-03T23:38:25Z
FanDuel,player_points,Isaiah Jackson,Over,7.5,102,2025-12-04,2025-12-03T23:38:51Z
FanDuel,player_points,Isaiah Jackson,Under,7.5,-130,2025-12-04,2025-12-03T23:38:51Z
FanDuel,player_points,Pascal Siakam,Over,22.5,-106,2025-12-04,2025-12-03T23:38:51Z
FanDuel,player_points,Pascal Siakam,Under,22.5,-120,2025-12-04,2025-12-03T23:38:51Z
FanDuel,player_points,Jay Huff,Over,10.5,-113,2025-12-04,2025-12-03T23:38:51Z
FanDuel,player_points,Jay Huff,Under,10.5,-113,2025-12-04,2025-12-03T23:38:51Z
FanDuel,player_points,Jonas Valanciunas,Over,7.5,-128,2025-12-04,2025-12-03T23:38:51Z
