BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
PrizePicks,player_points,Tyrese Maxey,Over,32.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Tyrese Maxey,Under,32.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,C.J. McCollum,Over,19.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,C.J. McCollum,Under,19.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Quentin Grimes,Over,17.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Quentin Grimes,Under,17.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Paul George,Over,15.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Paul George,Under,15.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Kyshawn George,Over,15.0,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Kyshawn George,Under,15.0,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Jared McCain,Over,14.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Jared McCain,Under,14.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Cam Whitmore,Over,12.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Cam Whitmore,Under,12.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,VJ Edgecombe,Over,12.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,VJ Edgecombe,Under,12.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Marvin Bagley III,Over,12.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Marvin Bagley III,Under,12.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Bilal Coulibaly,Over,11.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Bilal Coulibaly,Under,11.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Andre Drummond,Over,8.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Andre Drummond,Under,8.5,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Carlton Carrington,Over,8.0,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Carlton Carrington,Under,8.0,-137,2025-12-03,2025-12-02T23:15:07Z
PrizePicks,player_points,Deni Avdija,Over,24.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Deni Avdija,Under,24.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Brandon Ingram,Over,24.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Brandon Ingram,Under,24.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Scottie Barnes,Over,20.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Scottie Barnes,Under,20.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Jerami Grant,Over,18.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Jerami Grant,Under,18.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Immanuel Quickley,Over,18.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Immanuel Quickley,Under,18.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Shaedon Sharpe,Over,17.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Shaedon Sharpe,Under,17.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Toumani Camara,Over,12.5,-137,2025-12-03,2025-12-02T23:15:05Z
PrizePicks,player_points,Toumani Camara,Under,12.5,-137,2025-12-03,2025-12-02T23:15:05Z
