BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
PrizePicks,player_points,Franz Wagner,Over,21.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Franz Wagner,Under,21.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Paolo Banchero,Over,27.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Paolo Banchero,Under,27.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,LaMelo Ball,Over,26.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,LaMelo Ball,Under,26.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Miles Bridges,Over,20.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Miles Bridges,Under,20.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Desmond Bane,Over,19.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Desmond Bane,Under,19.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Collin Sexton,Over,19.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Collin Sexton,Under,19.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Kon Knueppel,Over,12.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Kon Knueppel,Under,12.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Anthony Black,Over,12.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Anthony Black,Under,12.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Wendell Carter Jr,Over,10.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Wendell Carter Jr,Under,10.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Tre Mann,Over,9.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Tre Mann,Under,9.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Tristan da Silva,Over,9.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Tristan da Silva,Under,9.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Tristan da Silva,Over,9.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Tristan da Silva,Under,9.0,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Ryan Kalkbrenner,Over,8.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Ryan Kalkbrenner,Under,8.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Moussa Diabate,Over,7.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Moussa Diabate,Under,7.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Sion James,Over,5.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Sion James,Under,5.5,-137,2025-10-30,2025-10-30T21:22:09Z
PrizePicks,player_points,Giannis Antetokounmpo,Over,30.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Giannis Antetokounmpo,Under,30.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Stephen Curry,Over,26.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Stephen Curry,Under,26.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Jimmy Butler,Over,18.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Jimmy Butler,Under,18.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Jonathan Kuminga,Over,16.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Jonathan Kuminga,Under,16.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Gary Trent Jr,Over,11.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Gary Trent Jr,Under,11.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Brandin Podziemski,Over,10.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Brandin Podziemski,Under,10.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Cole Anthony,Over,10.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Cole Anthony,Under,10.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Ryan Rollins,Over,10.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Ryan Rollins,Under,10.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Bobby Portis,Over,9.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Bobby Portis,Under,9.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Draymond Green,Over,8.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Draymond Green,Under,8.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,A.J. Green,Over,8.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,A.J. Green,Under,8.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Moses Moody,Over,8.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Moses Moody,Under,8.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Buddy Hield,Over,7.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Buddy Hield,Under,7.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Al Horford,Over,6.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Al Horford,Under,6.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Al Horford,Over,6.0,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Al Horford,Under,6.0,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Shai Gilgeous-Alexander,Over,33.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Shai Gilgeous-Alexander,Under,33.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Aaron Wiggins,Over,16.0,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Aaron Wiggins,Under,16.0,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Ajay Mitchell,Over,15.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Ajay Mitchell,Under,15.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,C.J. McCollum,Over,14.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,C.J. McCollum,Under,14.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Alex Sarr,Over,13.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Alex Sarr,Under,13.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Kyshawn George,Over,13.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Kyshawn George,Under,13.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Tre Johnson,Over,12.0,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Tre Johnson,Under,12.0,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Isaiah Hartenstein,Over,11.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Isaiah Hartenstein,Under,11.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Khris Middleton,Over,11.0,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Khris Middleton,Under,11.0,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Cason Wallace,Over,9.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Cason Wallace,Under,9.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Luguentz Dort,Over,9.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Luguentz Dort,Under,9.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Carlton Carrington,Over,8.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Carlton Carrington,Under,8.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Cam Whitmore,Over,8.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Cam Whitmore,Under,8.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Alex Caruso,Over,8.0,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Alex Caruso,Under,8.0,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Corey Kispert,Over,6.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Corey Kispert,Under,6.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Jaylin Williams,Over,5.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Jaylin Williams,Under,5.5,-137,2025-10-31,2025-10-30T21:25:14Z
PrizePicks,player_points,Victor Wembanyama,Over,27.5,-137,2025-10-31,2025-10-30T21:25:35Z
PrizePicks,player_points,Victor Wembanyama,Under,27.5,-137,2025-10-31,2025-10-30T21:25:35Z
PrizePicks,player_points,Bam Adebayo,Over,20.5,-137,2025-10-31,2025-10-30T21:25:35Z
PrizePicks,player_points,Bam Adebayo,Under,20.5,-137,2025-10-31,2025-10-30T21:25:35Z
