BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
Underdog,player_points,Giannis Antetokounmpo,Over,31.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Giannis Antetokounmpo,Under,31.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Kyle Kuzma,Over,8.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Kyle Kuzma,Under,8.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Myles Turner,Over,14.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Myles Turner,Under,14.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Aaron Nesmith,Over,16.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Aaron Nesmith,Under,16.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Gary Trent Jr,Over,12.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Gary Trent Jr,Under,12.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Cole Anthony,Over,8.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Cole Anthony,Under,8.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Bobby Portis,Over,10.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Bobby Portis,Under,10.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Ryan Rollins,Over,14.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Ryan Rollins,Under,14.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Isaiah Jackson,Over,6.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Isaiah Jackson,Under,6.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Jarace Walker,Over,14.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Jarace Walker,Under,14.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Johnny Furphy,Over,7.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Johnny Furphy,Under,7.5,-137,2025-11-04,2025-11-03T18:57:29Z
Underdog,player_points,Julius Randle,Over,24.5,-137,2025-11-04,2025-11-03T18:57:40Z
Underdog,player_points,Julius Randle,Under,24.5,-137,2025-11-04,2025-11-03T18:57:40Z
Underdog,player_points,Cam Thomas,Over,23.5,-137,2025-11-04,2025-11-03T18:57:40Z
