BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
PrizePicks,player_points,Pascal Siakam,Over,26.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Pascal Siakam,Under,26.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Cam Thomas,Over,24.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Cam Thomas,Under,24.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Michael Porter Jr,Over,18.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Michael Porter Jr,Under,18.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Aaron Nesmith,Over,17.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Aaron Nesmith,Under,17.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Jarace Walker,Over,15.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Jarace Walker,Under,15.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Nicolas Claxton,Over,11.0,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Nicolas Claxton,Under,11.0,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,RayJ Dennis,Over,10.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,RayJ Dennis,Under,10.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Terance Mann,Over,9.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Terance Mann,Under,9.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Tyrese Martin,Over,9.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Tyrese Martin,Under,9.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Ben Sheppard,Over,8.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Ben Sheppard,Under,8.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Noah Clowney,Over,7.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Noah Clowney,Under,7.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Egor Demin,Over,6.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Egor Demin,Under,6.5,-137,2025-11-06,2025-11-05T23:40:16Z
PrizePicks,player_points,Cade Cunningham,Over,27.5,-137,2025-11-06,2025-11-05T23:40:12Z
