BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
DraftKings,player_points,Giannis Antetokounmpo,Over,31.5,-106,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Giannis Antetokounmpo,Under,31.5,-120,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Pascal Siakam,Over,24.5,-117,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Pascal Siakam,Under,24.5,-109,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Aaron Nesmith,Over,16.5,-102,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Aaron Nesmith,Under,16.5,-125,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Myles Turner,Over,14.5,-114,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Myles Turner,Under,14.5,-111,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Ryan Rollins,Over,14.5,-113,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Ryan Rollins,Under,14.5,-113,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Jarace Walker,Over,14.5,-110,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Jarace Walker,Under,14.5,-116,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Gary Trent Jr,Over,12.5,-121,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Gary Trent Jr,Under,12.5,-106,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Bobby Portis,Over,10.5,-113,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Bobby Portis,Under,10.5,-112,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,A.J. Green,Over,9.5,105,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,A.J. Green,Under,9.5,-134,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Cole Anthony,Over,8.5,-124,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Cole Anthony,Under,8.5,-103,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Kyle Kuzma,Over,8.5,-108,2025-11-04,2025-11-03T19:00:54Z
DraftKings,player_points,Kyle Kuzma,Under,8.5,-118,2025-11-04,2025-11-03T19:00:54Z
