BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
DraftKings,player_points,Donovan Mitchell,Over,29.5,-115,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Donovan Mitchell,Under,29.5,-111,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Pascal Siakam,Over,23.5,-113,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Pascal Siakam,Under,23.5,-113,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Bennedict Mathurin,Over,21.5,-103,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Bennedict Mathurin,Under,21.5,-124,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Evan Mobley,Over,18.5,-122,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Evan Mobley,Under,18.5,-104,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,De'Andre Hunter,Over,17.5,-102,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,De'Andre Hunter,Under,17.5,-124,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Andrew Nembhard,Over,15.5,-112,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Andrew Nembhard,Under,15.5,-113,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Darius Garland,Over,14.5,-125,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Darius Garland,Under,14.5,-102,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Jaylon Tyson,Over,9.5,-106,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Jaylon Tyson,Under,9.5,-121,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,T.J. McConnell,Over,8.5,-122,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,T.J. McConnell,Under,8.5,-104,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Jarace Walker,Over,8.5,-118,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Jarace Walker,Under,8.5,-108,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Isaiah Jackson,Over,8.5,105,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Isaiah Jackson,Under,8.5,-134,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Dean Wade,Over,7.5,-106,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Dean Wade,Under,7.5,-120,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Ben Sheppard,Over,7.5,-105,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Ben Sheppard,Under,7.5,-122,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Lonzo Ball,Over,6.5,-126,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Lonzo Ball,Under,6.5,-101,2025-11-22,2025-11-21T23:32:38Z
DraftKings,player_points,Jaylen Brown,Over,26.5,-116,2025-11-22,2025-11-21T23:33:19Z
DraftKings,player_points,Jaylen Brown,Under,26.5,-110,2025-11-22,2025-11-21T23:33:19Z
DraftKings,player_points,Michael Porter Jr,Over,22.5,-118,2025-11-22,2025-11-21T23:33:19Z
DraftKings,player_points,Michael Porter Jr,Under,22.5,-108,2025-11-22,2025-11-21T23:33:19Z
DraftKings,player_points,Derrick White,Over,17.5,-119,2025-11-22,2025-11-21T23:33:19Z
DraftKings,player_points,Derrick White,Under,17.5,-107,2025-11-22,2025-11-21T23:33:19Z
DraftKings,player_points,Payton Pritchard,Over,17.5,-111,2025-11-22,2025-11-21T23:33:19Z
