BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
DraftKings,player_points,Pascal Siakam,Over,26.5,-106,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Pascal Siakam,Under,26.5,-120,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Jalen Johnson,Over,19.5,-124,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Jalen Johnson,Under,19.5,-103,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Kristaps Porzingis,Over,18.5,-113,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Kristaps Porzingis,Under,18.5,-113,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Nickeil Alexander-Walker,Over,16.5,-116,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Nickeil Alexander-Walker,Under,16.5,-110,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Aaron Nesmith,Over,15.5,-123,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Aaron Nesmith,Under,15.5,-104,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Jarace Walker,Over,14.5,-117,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Jarace Walker,Under,14.5,-108,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Onyeka Okongwu,Over,14.5,-105,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Onyeka Okongwu,Under,14.5,-121,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Dyson Daniels,Over,12.5,100,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Dyson Daniels,Under,12.5,-128,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Zaccharie Risacher,Over,11.5,-109,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Zaccharie Risacher,Under,11.5,-117,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Ben Sheppard,Over,9.5,102,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Ben Sheppard,Under,9.5,-130,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Luke Kennard,Over,7.5,-130,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Luke Kennard,Under,7.5,102,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Jay Huff,Over,7.5,-117,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Jay Huff,Under,7.5,-109,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Isaiah Jackson,Over,6.5,101,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Isaiah Jackson,Under,6.5,-129,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Mouhamed Gueye,Over,5.5,-115,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Mouhamed Gueye,Under,5.5,-111,2025-10-31,2025-10-31T21:59:39Z
DraftKings,player_points,Tyrese Maxey,Over,28.5,-111,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Tyrese Maxey,Under,28.5,-115,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Jaylen Brown,Over,23.5,-123,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Jaylen Brown,Under,23.5,-104,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Derrick White,Over,20.5,-109,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Derrick White,Under,20.5,-117,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,VJ Edgecombe,Over,17.5,-119,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,VJ Edgecombe,Under,17.5,-107,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Joel Embiid,Over,16.5,-108,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Joel Embiid,Under,16.5,-118,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Payton Pritchard,Over,15.5,-124,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Payton Pritchard,Under,15.5,-103,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Anfernee Simons,Over,14.5,-122,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Anfernee Simons,Under,14.5,-105,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Quentin Grimes,Over,14.5,-108,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Quentin Grimes,Under,14.5,-118,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Kelly Oubre Jr,Over,13.5,-119,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Kelly Oubre Jr,Under,13.5,-107,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Josh Minott,Over,9.5,-126,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Josh Minott,Under,9.5,-101,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Sam Hauser,Over,9.5,102,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Sam Hauser,Under,9.5,-130,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Neemias Queta,Over,8.5,-121,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Neemias Queta,Under,8.5,-106,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Luka Garza,Over,6.5,-127,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Luka Garza,Under,6.5,100,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Trendon Watford,Over,5.5,-128,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Trendon Watford,Under,5.5,100,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Justin Edwards,Over,4.5,-134,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Justin Edwards,Under,4.5,105,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Andre Drummond,Over,4.5,104,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Andre Drummond,Under,4.5,-133,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Adem Bona,Over,4.5,112,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Adem Bona,Under,4.5,-143,2025-10-31,2025-10-31T21:59:57Z
DraftKings,player_points,Evan Mobley,Over,23.5,-113,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Evan Mobley,Under,23.5,-113,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,De'Andre Hunter,Over,21.5,-112,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,De'Andre Hunter,Under,21.5,-113,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Brandon Ingram,Over,19.5,-117,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Brandon Ingram,Under,19.5,-109,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Scottie Barnes,Over,18.5,-104,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Scottie Barnes,Under,18.5,-122,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,R.J. Barrett,Over,16.5,-120,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,R.J. Barrett,Under,16.5,-106,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Immanuel Quickley,Over,16.5,-105,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Immanuel Quickley,Under,16.5,-121,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Jaylon Tyson,Over,12.5,-116,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Jaylon Tyson,Under,12.5,-110,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Collin Murray-Boyles,Over,10.5,-112,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Collin Murray-Boyles,Under,10.5,-114,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Lonzo Ball,Over,9.5,-102,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Lonzo Ball,Under,9.5,-125,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Gradey Dick,Over,7.5,-123,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Gradey Dick,Under,7.5,-104,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Sandro Mamukelashvili,Over,7.5,-110,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Sandro Mamukelashvili,Under,7.5,-116,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Jamal Shead,Over,6.5,105,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Jamal Shead,Under,6.5,-134,2025-10-31,2025-10-31T21:59:38Z
DraftKings,player_points,Jalen Brunson,Over,26.5,-117,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,Jalen Brunson,Under,26.5,-109,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,Karl-Anthony Towns,Over,22.5,-125,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,Karl-Anthony Towns,Under,22.5,-102,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,Josh Giddey,Over,19.5,-104,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,Josh Giddey,Under,19.5,-122,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,Nikola Vucevic,Over,18.5,-101,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,Nikola Vucevic,Under,18.5,-126,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,Matas Buzelis,Over,17.5,-105,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,Matas Buzelis,Under,17.5,-121,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,OG Anunoby,Over,15.5,-127,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,OG Anunoby,Under,15.5,-101,2025-11-01,2025-10-31T21:59:49Z
DraftKings,player_points,Mikal Bridges,Over,15.5,-102,2025-11-01,2025-10-31T21:59:49Z
