BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE
FanDuel,player_points,Santi Aldama,Over,12.5,-111,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Santi Aldama,Under,12.5,-115,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Kentavious Caldwell-Pope,Over,6.5,-122,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Kentavious Caldwell-Pope,Under,6.5,-104,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Jarrett Allen,Over,14.5,102,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Jarrett Allen,Under,14.5,-130,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Sam Merrill,Over,11.5,-102,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Sam Merrill,Under,11.5,-128,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Jaylen Wells,Over,9.5,-118,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Jaylen Wells,Under,9.5,-108,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,De'Andre Hunter,Over,18.5,-104,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,De'Andre Hunter,Under,18.5,-122,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Cedric Coward,Over,13.5,-118,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Cedric Coward,Under,13.5,-108,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Dean Wade,Over,5.5,-102,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Dean Wade,Under,5.5,-125,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Jaren Jackson Jr,Over,17.5,-111,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Jaren Jackson Jr,Under,17.5,-115,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Lonzo Ball,Over,6.5,-115,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Lonzo Ball,Under,6.5,-111,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Evan Mobley,Over,19.5,100,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Evan Mobley,Under,19.5,-128,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Donovan Mitchell,Over,28.5,-113,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Donovan Mitchell,Under,28.5,-113,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Jock Landale,Over,7.5,-113,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Jock Landale,Under,7.5,-113,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Vincent Williams Jr,Over,7.5,100,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Vincent Williams Jr,Under,7.5,-128,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Ja Morant,Over,20.5,-130,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Ja Morant,Under,20.5,102,2025-11-15,2025-11-15T21:43:06Z
FanDuel,player_points,Sion James,Over,8.5,104,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Sion James,Under,8.5,-132,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Alex Caruso,Over,6.5,-122,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Alex Caruso,Under,6.5,-104,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Moussa Diabate,Over,7.5,-122,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Moussa Diabate,Under,7.5,-104,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Kon Knueppel,Over,16.5,-122,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Kon Knueppel,Under,16.5,-104,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Collin Sexton,Over,14.5,-122,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Collin Sexton,Under,14.5,-104,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Ajay Mitchell,Over,14.5,-120,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Ajay Mitchell,Under,14.5,-106,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Tre Mann,Over,12.5,100,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Tre Mann,Under,12.5,-128,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Isaiah Joe,Over,12.5,-111,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Isaiah Joe,Under,12.5,-115,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Isaiah Hartenstein,Over,10.5,-130,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Isaiah Hartenstein,Under,10.5,100,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Cason Wallace,Over,8.5,-108,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Cason Wallace,Under,8.5,-118,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Luguentz Dort,Over,8.5,-113,2025-11-16,2025-11-15T21:43:56Z
FanDuel,player_points,Luguentz Dort,Under,8.5,-113,2025-11-16,2025-11-15T21:43:56Z
