,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER
1577,Kyle Lowry,200768,MIA @ BOS,MIA,1610612748,BOS,0,42200305,2023-05-25,L,30,5,1,2,2,5,0.4,1,2,0.5,0,0,,0,2,0,0,4,1,-5,4.9,1.0,1.0,G,121.2,128.3,-7.1,0.0,0.074,0.042,0.042,0.25,0.155,0.5,83.49,83.17,0.0,69.31,"MAY 25, 2023",240,40,78,0.513,9,23,0.391,8,10,0.8,10,26,36,20,6,2,16,13,97,109.7285067873303,13.0,4.0,37.0,0.5063291139240507,1610612738,109.7285067873303,88.40000000000002,86.38,84.36,1,0.16,0.17,0.16,5.67,6.4,7.43,1.15,5.46,4.83,,7.78,1,0,0
1593,Kyle Lowry,200768,MIA vs. BOS,MIA,1610612748,BOS,1,42200306,2023-05-27,L,18,8,3,2,3,6,0.5,0,1,0.0,2,2,1.0,1,1,2,1,1,3,1,22.9,1.163,1.163,,120.6,117.6,2.9,0.045,0.067,0.054,0.25,3.0,0.186,0.581,92.64,90.25,0.121,75.21,"MAY 27, 2023",240,33,93,0.355,14,30,0.467,23,29,0.793,17,30,47,22,5,4,5,24,103,109.85494880546074,4.0,8.0,47.0,0.4358974358974359,1610612738,109.85494880546074,93.76,93.36,92.96,0,0.18,0.16,0.16,6.0,5.0,7.29,1.73,3.08,4.79,10.12,,1,0,0
1617,Kyle Lowry,200768,MIA @ BOS,MIA,1610612748,BOS,0,42200307,2023-05-29,W,24,7,5,7,3,6,0.5,1,2,0.5,0,0,,0,7,0,0,2,2,26,20.9,1.167,1.167,,130.0,79.6,50.4,0.0,0.25,0.159,0.217,2.5,0.145,0.583,98.17,97.78,0.127,81.48,"MAY 29, 2023",240,42,86,0.488,14,28,0.5,5,6,0.833,7,35,42,26,7,2,12,15,103,109.99572832123025,6.0,4.0,40.0,0.3902439024390244,1610612738,109.99572832123025,93.64,93.18,92.71999999999998,0,0.16,0.16,0.17,6.67,6.4,6.71,1.53,1.34,4.5,,7.7,1,0,0
1636,Kyle Lowry,200768,MIA @ DEN,MIA,1610612748,DEN,0,42200401,2023-06-01,L,26,11,5,5,4,8,0.5,3,6,0.5,0,0,,0,5,1,0,2,1,2,25.5,1.375,1.375,,108.2,102.0,6.2,0.0,0.25,0.114,0.294,2.5,0.189,0.688,90.26,92.92,0.142,77.43,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870048,4.0,4.0,45.0,0.5063291139240507,1610612743,99.06263314870048,93.88,92.84,91.8,0,0.17,0.17,0.17,8.67,7.2,6.14,2.08,2.49,3.39,,8.0,1,0,0
1647,Kyle Lowry,200768,MIA @ DEN,MIA,1610612748,DEN,0,42200402,2023-06-04,W,24,9,3,0,2,4,0.5,2,3,0.667,3,3,1.0,0,0,0,0,3,3,-15,10.5,1.692,1.692,,126.8,155.8,-29.0,0.0,0.0,0.0,0.2,1.0,0.174,0.846,87.01,85.3,0.037,71.09,"JUN 04, 2023",240,38,78,0.487,17,35,0.486,18,20,0.9,8,23,31,28,5,4,11,22,111,123.60801781737194,7.0,2.0,38.0,0.52,1610612743,123.60801781737194,89.8,89.24000000000001,88.68,0,0.17,0.17,0.17,9.0,8.0,7.43,2.0,2.24,2.15,,8.08,1,0,0
1673,Kyle Lowry,200768,MIA vs. DEN,MIA,1610612748,DEN,1,42200403,2023-06-07,L,30,9,5,3,4,8,0.5,1,4,0.25,0,0,,0,3,2,0,1,4,-4,25.1,1.125,1.125,,112.5,113.6,-1.1,0.0,0.12,0.053,0.263,5.0,0.138,0.563,93.07,93.56,0.091,77.97,"JUN 07, 2023",240,34,92,0.37,11,35,0.314,15,19,0.789,10,23,33,20,7,3,4,22,94,99.61848240779992,3.0,5.0,58.0,0.5125,1610612743,99.61848240779992,94.36,93.12,91.88,0,0.17,0.17,0.17,9.67,8.8,7.71,1.15,1.48,2.21,10.0,,1,0,0
1691,Kyle Lowry,200768,MIA vs. DEN,MIA,1610612748,DEN,1,42200404,2023-06-09,L,33,13,7,3,3,7,0.429,1,4,0.25,6,6,1.0,1,2,0,0,2,1,3,25.1,1.349,1.349,,121.9,119.0,2.8,0.036,0.08,0.057,0.292,3.5,0.167,0.674,93.4,93.02,0.111,77.52,"JUN 09, 2023",240,35,78,0.449,8,25,0.32,17,20,0.85,8,29,37,23,2,3,14,19,95,102.3706896551724,11.0,7.0,34.0,0.4936708860759494,1610612743,102.3706896551724,92.8,91.02,89.24,0,0.16,0.16,0.16,10.33,9.8,8.86,2.31,2.28,2.61,10.3,,1,0,0
1723,Kyle Lowry,200768,MIA @ DEN,MIA,1610612748,DEN,0,42200405,2023-06-12,L,34,12,4,9,4,13,0.308,4,9,0.444,0,0,,2,7,2,1,1,5,5,36.8,0.923,0.923,,104.4,97.1,7.4,0.049,0.179,0.113,0.19,4.0,0.175,0.462,97.3,95.07,0.095,79.22,"JUN 12, 2023",240,33,96,0.344,9,35,0.257,14,16,0.875,11,33,44,18,9,7,8,21,89,88.96441423430628,6.0,7.0,57.0,0.4523809523809524,1610612743,88.96441423430628,100.04,98.58,97.12,0,0.16,0.17,0.17,11.33,10.8,9.86,2.08,1.79,2.19,,8.38,1,0,0
64,P.J. Tucker,200782,PHI vs. BKN,PHI,1610612755,BKN,1,42200121,2023-04-15,W,25,6,2,7,2,6,0.333,2,5,0.4,0,0,,5,2,5,0,0,0,11,32.4,1.0,1.0,F,145.7,119.1,26.5,0.179,0.111,0.152,0.105,0.0,0.103,0.5,90.37,89.29,0.12,74.41,"APR 15, 2023",240,42,89,0.472,21,43,0.488,16,16,1.0,14,24,38,32,14,3,8,17,121,134.38471790315413,3.0,5.0,35.0,0.5571428571428572,1610612751,134.38471790315413,90.04,90.32,90.59999999999998,1,0.1,0.1,0.1,6.0,6.0,6.0,,,,6.0,,0,1,0
174,P.J. Tucker,200782,PHI vs. BKN,PHI,1610612755,BKN,1,42200122,2023-04-17,W,22,0,3,8,0,5,0.0,0,4,0.0,0,0,,2,6,0,0,0,1,8,14.1,0.0,0.0,F,104.7,88.1,16.6,0.08,0.24,0.16,0.167,0.0,0.1,0.0,91.33,91.97,0.05,76.65,"APR 17, 2023",240,36,80,0.45,11,35,0.314,13,16,0.813,13,43,56,21,8,7,19,22,96,103.18142734307824,10.0,1.0,33.0,0.375,1610612751,103.18142734307824,93.04,92.26,91.48,1,0.1,0.1,0.1,3.0,3.0,3.0,4.24,4.24,4.24,3.0,,0,1,0
367,P.J. Tucker,200782,PHI @ BKN,PHI,1610612755,BKN,0,42200123,2023-04-20,W,29,3,4,8,1,3,0.333,0,2,0.0,1,2,0.5,3,5,0,1,1,3,-1,20.6,0.773,0.773,F,121.4,121.1,0.4,0.111,0.179,0.145,0.16,4.0,0.078,0.387,93.33,92.61,0.056,77.18,"APR 20, 2023",240,40,82,0.488,13,31,0.419,9,13,0.692,11,35,46,15,5,3,14,17,102,112.43386243386244,5.0,3.0,34.0,0.430379746835443,1610612751,112.43386243386244,90.71999999999998,89.7,88.68,1,0.09,0.09,0.09,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,0,1,0
526,P.J. Tucker,200782,PHI @ BKN,PHI,1610612755,BKN,0,42200124,2023-04-22,W,29,3,1,4,1,6,0.167,1,4,0.25,0,0,,1,3,2,0,0,4,2,15.3,0.5,0.5,F,96.4,94.4,1.9,0.026,0.097,0.058,0.056,0.0,0.088,0.25,94.61,88.81,0.006,74.01,"APR 22, 2023",240,36,91,0.396,9,24,0.375,15,16,0.938,15,39,54,19,7,3,8,19,96,105.44815465729349,3.0,6.0,38.0,0.4125,1610612751,105.44815465729349,91.04,92.2,93.36,1,0.09,0.09,0.09,2.0,3.0,3.0,1.73,2.45,2.45,,3.0,0,1,0
950,P.J. Tucker,200782,PHI @ BOS,PHI,1610612755,BOS,0,42200211,2023-05-01,W,37,0,1,5,0,0,,0,0,,0,0,,2,3,2,0,1,4,6,12.5,0.0,0.0,F,133.3,124.6,8.7,0.065,0.13,0.093,0.029,1.0,0.013,0.0,90.61,90.48,0.012,75.4,"MAY 01, 2023",240,45,89,0.506,17,38,0.447,12,12,1.0,8,20,28,17,10,4,6,20,119,128.95535327264847,3.0,4.0,38.0,0.5866666666666667,1610612738,128.95535327264847,92.28000000000002,91.59999999999998,90.92,1,0.06,0.08,0.08,2.0,2.4,2.4,1.73,2.51,2.51,,2.0,0,1,0
1021,P.J. Tucker,200782,PHI @ BOS,PHI,1610612755,BOS,0,42200212,2023-05-03,L,21,5,0,4,2,3,0.667,1,1,1.0,0,0,,0,4,0,1,1,3,-19,11.8,1.667,1.667,F,73.8,119.0,-45.2,0.0,0.167,0.082,0.0,0.0,0.089,0.833,95.96,94.43,0.063,78.69,"MAY 03, 2023",240,31,79,0.392,6,30,0.2,19,23,0.826,6,35,41,13,2,8,11,17,87,92.435189120272,6.0,8.0,46.0,0.4673913043478261,1610612738,92.435189120272,94.12,95.58,97.04,1,0.06,0.07,0.08,2.67,2.2,2.83,2.52,2.17,2.48,,2.75,0,1,0
1091,P.J. Tucker,200782,PHI vs. BOS,PHI,1610612755,BOS,1,42200213,2023-05-05,L,25,9,2,1,3,4,0.75,3,4,0.75,0,0,,1,0,1,0,2,2,-11,14.2,2.25,2.25,F,107.7,134.0,-26.3,0.04,0.0,0.022,0.125,1.0,0.105,1.125,96.1,99.53,0.062,82.94,"MAY 05, 2023",240,31,78,0.397,16,37,0.432,24,27,0.889,9,33,42,21,7,8,13,20,102,108.64933958244566,9.0,7.0,45.0,0.4418604651162791,1610612738,108.64933958244566,93.88,96.5,99.12,1,0.07,0.07,0.08,4.67,4.0,3.71,4.51,3.32,3.25,5.0,,0,1,0
1155,P.J. Tucker,200782,PHI vs. BOS,PHI,1610612755,BOS,1,42200214,2023-05-07,W,31,6,1,3,2,5,0.4,1,4,0.25,1,1,1.0,2,1,0,0,0,4,1,11.1,1.103,1.103,F,128.6,126.8,1.8,0.069,0.04,0.056,0.042,0.0,0.072,0.551,85.09,85.61,0.016,71.34,"MAY 07, 2023",265,42,91,0.462,13,34,0.382,19,22,0.864,12,32,44,19,9,3,7,23,116,121.23745819397992,3.0,12.0,44.0,0.4712643678160919,1610612738,121.23745819397992,95.68,94.68,93.68,1,0.09,0.07,0.08,6.67,4.6,3.71,2.08,3.36,3.25,5.25,,0,1,0
1257,P.J. Tucker,200782,PHI @ BOS,PHI,1610612755,BOS,0,42200215,2023-05-09,W,34,3,1,7,1,4,0.25,1,3,0.333,0,0,,1,6,0,0,0,4,11,12.9,0.75,0.75,F,126.2,107.6,18.6,0.036,0.15,0.103,0.04,0.0,0.054,0.375,93.38,93.29,0.027,77.74,"MAY 09, 2023",240,40,79,0.506,12,30,0.4,23,27,0.852,9,40,49,20,4,5,9,24,115,126.54049295774648,4.0,1.0,36.0,0.3975903614457831,1610612738,126.54049295774648,90.88,93.92,96.96,1,0.08,0.07,0.07,6.0,4.6,4.14,3.0,3.36,2.85,,2.8,0,1,0
1305,P.J. Tucker,200782,PHI vs. BOS,PHI,1610612755,BOS,1,42200216,2023-05-11,L,20,8,1,2,3,8,0.375,2,7,0.286,0,0,,1,1,3,0,0,2,-7,20.9,1.0,1.0,F,72.7,95.1,-22.4,0.042,0.05,0.045,0.125,0.0,0.163,0.5,98.46,99.97,0.102,83.31,"MAY 11, 2023",240,30,83,0.361,8,34,0.235,18,19,0.947,6,32,38,18,14,7,11,13,86,89.24865089248651,7.0,6.0,50.0,0.4230769230769231,1610612738,89.24865089248651,96.36,96.2,96.04,1,0.1,0.1,0.08,5.67,6.2,4.86,2.52,2.39,3.13,5.8,,0,1,0
1408,P.J. Tucker,200782,PHI @ BOS,PHI,1610612755,BOS,0,42200217,2023-05-14,L,20,11,0,1,4,7,0.571,3,6,0.5,0,0,,0,1,0,1,0,1,-11,15.2,1.571,1.571,F,97.4,126.3,-28.9,0.0,0.053,0.029,0.0,0.0,0.171,0.786,93.78,92.61,0.107,77.18,"MAY 14, 2023",240,31,83,0.373,8,37,0.216,18,19,0.947,7,30,37,15,4,7,12,14,88,91.324200913242,7.0,7.0,43.0,0.4712643678160919,1610612738,91.324200913242,96.36,95.64,94.92,1,0.13,0.11,0.1,7.33,7.4,6.0,4.04,3.05,3.74,,4.17,0,1,0
158,Kevin Durant,201142,PHX vs. LAC,PHX,1610612756,LAC,1,42200171,2023-04-16,L,45,27,11,9,7,15,0.467,3,7,0.429,10,10,1.0,1,8,1,2,1,4,4,62.3,1.392,1.392,F,114.9,109.5,5.4,0.025,0.163,0.101,0.344,11.0,0.206,0.696,101.33,101.87,0.184,84.89,"APR 16, 2023",240,39,82,0.476,6,19,0.316,26,33,0.788,6,36,42,27,8,9,10,25,110,109.43095901313173,6.0,4.0,49.0,0.4408602150537634,1610612746,109.43095901313173,100.52,102.14,103.76,1,0.21,0.21,0.21,27.0,27.0,27.0,,,,27.0,,0,1,0
214,Kevin Durant,201142,PHX vs. LAC,PHX,1610612756,LAC,1,42200172,2023-04-18,W,44,25,5,6,10,19,0.526,0,4,0.0,5,6,0.833,1,5,1,2,5,2,10,43.7,1.155,1.155,F,129.2,119.3,9.9,0.032,0.119,0.082,0.139,1.0,0.276,0.578,96.17,95.61,0.105,79.68,"APR 18, 2023",240,50,85,0.588,10,24,0.417,13,14,0.929,7,28,35,30,6,6,11,22,123,129.25598991172762,7.0,4.0,32.0,0.4375,1610612746,129.25598991172762,95.16,95.90000000000002,96.64,1,0.24,0.24,0.24,26.0,26.0,26.0,1.41,1.41,1.41,26.0,,0,1,0
344,Kevin Durant,201142,PHX @ LAC,PHX,1610612756,LAC,0,42200173,2023-04-20,W,42,28,5,6,8,15,0.533,1,3,0.333,11,11,1.0,0,6,2,0,6,0,1,42.7,1.411,1.411,F,124.2,121.7,2.4,0.0,0.188,0.078,0.172,0.83,0.245,0.706,108.05,105.83,0.144,88.19,"APR 20, 2023",240,42,88,0.477,10,27,0.37,35,46,0.761,15,30,45,20,12,4,13,18,129,121.42319277108436,9.0,7.0,40.0,0.5421686746987951,1610612746,121.42319277108436,106.24,106.12,106.0,1,0.24,0.24,0.24,26.67,26.67,26.67,1.53,1.53,1.53,,28.0,0,1,0
499,Kevin Durant,201142,PHX @ LAC,PHX,1610612756,LAC,0,42200174,2023-04-22,W,45,31,6,11,9,17,0.529,3,4,0.75,10,11,0.909,1,10,0,0,3,3,12,50.2,1.419,1.419,F,118.7,106.7,12.0,0.023,0.2,0.118,0.2,2.0,0.227,0.71,101.43,97.51,0.183,81.26,"APR 22, 2023",240,41,84,0.488,9,22,0.409,21,27,0.778,14,35,49,25,10,8,13,14,112,118.04384485666108,7.0,5.0,33.0,0.4347826086956521,1610612746,118.04384485666108,94.88,97.64,100.40000000000002,1,0.25,0.24,0.24,28.0,27.75,27.75,3.0,2.5,2.5,,29.5,0,1,0
671,Kevin Durant,201142,PHX vs. LAC,PHX,1610612756,LAC,1,42200175,2023-04-25,W,44,31,4,6,10,19,0.526,4,6,0.667,7,7,1.0,0,6,1,1,1,3,13,49.2,1.404,1.404,F,136.2,123.7,12.5,0.0,0.118,0.065,0.108,4.0,0.215,0.702,104.93,101.46,0.138,84.55,"APR 25, 2023",240,51,94,0.543,13,26,0.5,21,24,0.875,11,32,43,31,7,4,7,27,136,135.2426412092283,4.0,1.0,46.0,0.4526315789473684,1610612746,135.2426412092283,100.56,102.42,104.28000000000002,1,0.23,0.23,0.23,30.0,28.4,28.4,1.73,2.61,2.61,27.67,,0,1,0
888,Kevin Durant,201142,PHX @ DEN,PHX,1610612756,DEN,0,42200221,2023-04-29,L,36,29,1,14,12,19,0.632,1,3,0.333,4,4,1.0,1,13,1,3,7,1,-20,52.3,1.397,1.397,F,102.7,127.6,-25.0,0.03,0.302,0.184,0.05,0.14,0.333,0.698,103.14,100.48,0.207,83.73,"APR 29, 2023",240,43,84,0.512,7,23,0.304,14,17,0.824,8,30,38,20,4,5,16,19,107,107.55930840369923,14.0,1.0,49.0,0.4752475247524752,1610612743,107.55930840369923,99.48,100.04,100.59999999999998,1,0.26,0.26,0.25,30.33,28.8,28.5,1.15,2.49,2.35,,29.33,0,1,0
960,Kevin Durant,201142,PHX @ DEN,PHX,1610612756,DEN,0,42200222,2023-05-01,L,44,24,3,8,10,27,0.37,2,12,0.167,2,2,1.0,1,7,1,2,2,4,-4,45.1,0.861,0.861,F,100.0,105.8,-5.8,0.019,0.179,0.088,0.107,1.5,0.297,0.43,94.93,93.55,0.091,77.96,"MAY 01, 2023",240,38,95,0.4,6,31,0.194,5,5,1.0,11,28,39,23,2,4,9,25,87,91.38655462184872,5.0,6.0,41.0,0.4736842105263157,1610612743,91.38655462184872,95.2,92.71999999999998,90.24,1,0.28,0.26,0.26,28.0,28.6,27.86,3.61,2.88,2.73,,28.0,0,1,0
1076,Kevin Durant,201142,PHX vs. DEN,PHX,1610612756,DEN,1,42200223,2023-05-05,W,43,39,8,9,12,31,0.387,1,5,0.2,14,16,0.875,0,9,0,2,0,4,11,67.8,1.025,1.025,F,121.5,110.9,10.6,0.0,0.18,0.098,0.25,0.0,0.376,0.513,103.5,102.42,0.163,85.35,"MAY 05, 2023",240,48,95,0.505,9,28,0.321,16,18,0.889,7,34,41,24,5,6,9,24,121,115.32596263820054,6.0,5.0,51.0,0.4432989690721649,1610612743,115.32596263820054,104.92,103.58,102.24,1,0.34,0.29,0.28,30.67,30.8,29.57,7.64,5.4,4.96,30.5,,0,1,0
1165,Kevin Durant,201142,PHX vs. DEN,PHX,1610612756,DEN,1,42200224,2023-05-07,W,44,36,6,11,11,19,0.579,2,4,0.5,12,13,0.923,0,11,2,1,5,2,0,62.2,1.456,1.456,F,136.5,133.3,3.1,0.0,0.297,0.151,0.2,1.2,0.299,0.728,95.97,93.9,0.183,78.25,"MAY 07, 2023",240,46,81,0.568,13,29,0.448,24,29,0.828,12,25,37,28,6,4,13,24,129,136.13338961587166,6.0,2.0,32.0,0.5617977528089888,1610612743,136.13338961587166,94.76,95.94,97.12,1,0.32,0.3,0.28,33.0,31.8,31.14,7.94,5.89,5.01,31.6,,0,1,0
1258,Kevin Durant,201142,PHX @ DEN,PHX,1610612756,DEN,0,42200225,2023-05-09,L,42,26,7,11,10,24,0.417,0,3,0.0,6,9,0.667,2,9,0,1,5,4,-19,47.7,0.93,0.93,F,103.5,124.1,-20.6,0.049,0.209,0.131,0.304,1.4,0.355,0.465,98.26,99.27,0.09,82.72,"MAY 09, 2023",240,38,88,0.432,9,27,0.333,17,24,0.708,8,34,42,22,6,7,10,22,102,101.43198090692124,6.0,6.0,50.0,0.4941176470588235,1610612743,101.43198090692124,100.56,98.94,97.32,1,0.34,0.33,0.3,33.67,30.8,30.86,6.81,6.46,5.27,,27.6,0,1,0
1323,Kevin Durant,201142,PHX vs. DEN,PHX,1610612756,DEN,1,42200226,2023-05-11,L,37,23,5,5,8,19,0.421,0,0,,7,7,1.0,0,5,0,1,4,2,-13,35.5,1.042,1.042,F,107.9,125.0,-17.1,0.0,0.156,0.078,0.227,1.25,0.325,0.521,99.42,99.03,0.107,82.52,"MAY 11, 2023",240,38,79,0.481,11,28,0.393,13,20,0.65,2,27,29,20,3,5,14,22,100,100.20040080160322,10.0,3.0,41.0,0.5365853658536586,1610612743,100.20040080160322,99.8,99.21999999999998,98.64,1,0.33,0.33,0.31,28.33,29.6,29.71,6.81,7.37,6.05,30.17,,0,1,0
72,Al Horford,201143,BOS vs. ATL,BOS,1610612738,ATL,1,42200111,2023-04-15,W,38,6,2,9,2,4,0.5,2,4,0.5,0,0,,2,7,1,2,2,2,16,26.8,1.5,1.5,C,110.6,91.8,18.8,0.053,0.137,0.101,0.059,1.0,0.063,0.75,104.25,107.12,0.07,89.27,"APR 15, 2023",240,42,88,0.477,13,33,0.394,15,18,0.833,12,46,58,25,6,7,16,15,112,112.0896717373899,13.0,4.0,45.0,0.3877551020408163,1610612737,112.0896717373899,99.92,102.3,104.68,1,0.06,0.06,0.06,6.0,6.0,6.0,,,,6.0,,0,1,1
235,Al Horford,201143,BOS vs. ATL,BOS,1610612738,ATL,1,42200112,2023-04-18,W,32,8,3,4,3,6,0.5,2,4,0.5,0,0,,0,4,1,3,0,0,20,29.3,1.333,1.333,C,128.4,103.1,25.2,0.0,0.105,0.063,0.094,0.0,0.085,0.667,96.62,98.15,0.089,81.79,"APR 18, 2023",240,48,86,0.558,15,33,0.455,8,10,0.8,5,39,44,28,10,12,14,8,119,119.71830985915491,10.0,4.0,49.0,0.4257425742574257,1610612737,119.71830985915491,99.40000000000002,99.96,100.52,1,0.07,0.07,0.07,7.0,7.0,7.0,1.41,1.41,1.41,7.0,,0,1,1
455,Al Horford,201143,BOS @ ATL,BOS,1610612738,ATL,0,42200113,2023-04-21,L,29,8,3,4,3,7,0.429,2,6,0.333,0,0,,0,4,0,0,0,1,-3,17.3,1.143,1.143,C,112.9,114.1,-1.2,0.0,0.138,0.065,0.136,0.0,0.106,0.571,107.46,106.04,0.078,88.37,"APR 21, 2023",240,45,92,0.489,21,48,0.438,11,16,0.688,6,23,29,31,11,0,12,17,122,116.14623000761614,5.0,6.0,48.0,0.5604395604395604,1610612737,116.14623000761614,105.04,105.04,105.04,1,0.08,0.08,0.08,7.33,7.33,7.33,1.15,1.15,1.15,,8.0,0,1,1
573,Al Horford,201143,BOS @ ATL,BOS,1610612738,ATL,0,42200114,2023-04-23,W,34,0,5,11,0,2,0.0,0,2,0.0,0,0,,3,8,2,0,2,3,17,24.7,0.0,0.0,C,122.4,100.0,22.4,0.094,0.216,0.159,0.152,2.5,0.047,0.0,106.51,107.24,0.066,89.37,"APR 23, 2023",240,46,89,0.517,16,40,0.4,21,25,0.84,9,40,49,25,4,5,16,23,129,120.5607476635514,8.0,4.0,42.0,0.4387755102040816,1610612737,120.5607476635514,107.0,108.28000000000002,109.56,1,0.08,0.08,0.08,5.33,5.5,5.5,4.62,3.79,3.79,,4.0,0,1,1
686,Al Horford,201143,BOS vs. ATL,BOS,1610612738,ATL,1,42200115,2023-04-25,L,33,3,5,6,1,5,0.2,1,3,0.333,0,0,,1,5,1,5,1,2,1,34.7,0.6,0.6,C,117.8,119.7,-1.9,0.031,0.135,0.087,0.147,5.0,0.073,0.3,106.14,104.52,0.064,87.1,"APR 25, 2023",240,49,92,0.533,12,38,0.316,7,13,0.538,9,34,43,31,1,9,9,20,117,119.72984036021286,5.0,4.0,34.0,0.46875,1610612737,119.72984036021286,97.71999999999998,100.06,102.40000000000002,1,0.08,0.07,0.07,3.67,5.0,5.0,4.04,3.46,3.46,5.67,,0,1,1
796,Al Horford,201143,BOS @ ATL,BOS,1610612738,ATL,0,42200116,2023-04-27,W,30,10,4,12,4,8,0.5,2,6,0.333,0,0,,3,9,2,3,0,4,9,45.4,1.25,1.25,C,135.6,116.4,19.2,0.091,0.257,0.176,0.154,0.0,0.114,0.625,100.15,96.3,0.125,80.25,"APR 27, 2023",240,47,94,0.5,18,42,0.429,16,17,0.941,11,36,47,24,7,10,7,16,128,131.30898645876076,5.0,7.0,45.0,0.4680851063829787,1610612737,131.30898645876076,97.48,99.58,101.68,1,0.08,0.08,0.08,4.33,5.8,5.83,5.13,4.15,3.71,,6.0,0,1,1
948,Al Horford,201143,BOS vs. PHI,BOS,1610612738,PHI,1,42200211,2023-05-01,L,30,11,3,6,5,8,0.625,1,4,0.25,0,0,,3,3,0,3,2,0,-17,29.7,1.375,1.375,C,115.3,144.1,-28.8,0.13,0.13,0.13,0.15,1.5,0.149,0.688,94.43,94.24,0.102,78.54,"MAY 01, 2023",240,44,75,0.587,10,26,0.385,17,18,0.944,8,30,38,26,3,4,16,10,115,126.48482182138144,10.0,4.0,28.0,0.5056179775280899,1610612755,126.48482182138144,90.92,91.59999999999998,92.28000000000002,1,0.11,0.1,0.09,8.0,6.4,6.57,4.36,4.72,3.91,7.0,,0,1,1
1022,Al Horford,201143,BOS vs. PHI,BOS,1610612738,PHI,1,42200212,2023-05-03,W,24,5,2,7,2,10,0.2,1,8,0.125,0,0,,1,6,1,2,0,2,19,25.4,0.5,0.5,C,117.0,80.0,37.0,0.034,0.25,0.132,0.118,0.0,0.185,0.25,97.03,93.49,0.071,77.91,"MAY 03, 2023",240,43,92,0.467,20,51,0.392,15,16,0.938,8,38,46,26,6,8,6,17,121,124.69084913437756,2.0,8.0,41.0,0.3924050632911392,1610612755,124.69084913437756,97.04,95.58,94.12,1,0.15,0.11,0.11,8.67,5.8,6.43,3.21,4.66,3.95,6.6,,0,1,1
1090,Al Horford,201143,BOS @ PHI,BOS,1610612738,PHI,0,42200213,2023-05-05,W,31,17,2,7,6,8,0.75,5,7,0.714,0,0,,0,7,2,0,0,3,13,34.4,2.125,2.125,C,130.6,107.9,22.7,0.0,0.226,0.119,0.091,0.0,0.116,1.063,97.25,96.47,0.166,80.39,"MAY 05, 2023",240,38,86,0.442,16,45,0.356,22,23,0.957,9,36,45,25,9,7,12,23,114,115.01210653753029,7.0,8.0,42.0,0.3974358974358974,1610612755,115.01210653753029,99.12,96.5,93.88,1,0.15,0.13,0.11,11.0,9.2,7.71,6.0,5.5,5.65,,8.75,0,1,1
1154,Al Horford,201143,BOS @ PHI,BOS,1610612738,PHI,0,42200214,2023-05-07,L,38,10,4,7,3,9,0.333,2,7,0.286,2,2,1.0,2,5,2,5,0,3,0,45.4,1.012,1.012,C,119.4,117.6,1.8,0.065,0.132,0.101,0.154,0.0,0.132,0.506,86.17,85.56,0.109,71.3,"MAY 07, 2023",265,41,87,0.471,17,44,0.386,16,22,0.727,13,31,44,25,3,12,10,21,115,122.7583262169086,9.0,3.0,44.0,0.4615384615384615,1610612755,122.7583262169086,93.68,94.68,95.68,1,0.14,0.14,0.12,10.67,10.6,8.0,6.03,4.28,5.72,,9.0,0,1,1
