,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_ATL,TEAM_BKN,TEAM_BOS,TEAM_DAL,TEAM_DEN,TEAM_LAC,TEAM_LAL,TEAM_MEM,TEAM_MIA,TEAM_MIL,TEAM_NYK,TEAM_PHI,TEAM_PHX,TEAM_POR,TEAM_UTA,TEAM_WAS,OPP_ATL,OPP_BKN,OPP_BOS,OPP_DAL,OPP_DEN,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NYK,OPP_PHI,OPP_PHX,OPP_POR,OPP_UTA,OPP_WAS
1780,Cameron Johnson,1629661,PHX vs. MIL,1610612756,1,42000402,2021-07-08,W,18,8,2,3,2,4,0.5,2,4,0.5,2,2,1.0,1,2,0,0,0,2,2,14.6,1.639,1.639,,107.7,108.1,-0.4,0.059,0.087,0.075,0.167,0.0,0.109,0.82,95.85,99.63,0.148,83.02,"JUL 08, 2021",240,43,88,0.489,20,40,0.5,12,14,0.857,11,32,43,26,7,2,12,19,118,124.00168137873057,8.0,7.0,46.0,0.4516129032258064,1610612749,124.00168137873057,95.16,94.64,94.12,0,0.14,0.13,0.13,10.67,9.8,10.29,3.06,3.49,2.98,9.1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1804,Cameron Johnson,1629661,PHX @ MIL,1610612756,0,42000403,2021-07-11,L,30,14,0,5,5,11,0.455,1,5,0.2,3,3,1.0,1,4,0,1,1,5,-8,22.0,1.136,1.136,,112.9,121.9,-9.0,0.034,0.138,0.086,0.0,0.0,0.191,0.568,96.69,99.69,0.053,83.08,"JUL 11, 2021",240,40,83,0.482,9,31,0.29,11,16,0.688,6,30,36,21,3,3,14,24,100,101.99918400652794,8.0,2.0,47.0,0.4777777777777778,1610612749,101.99918400652794,98.04,97.74,97.44,0,0.15,0.14,0.14,10.67,10.2,10.57,3.06,3.9,3.26,,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1815,Cameron Johnson,1629661,PHX @ MIL,1610612756,0,42000404,2021-07-14,L,29,10,1,1,4,6,0.667,2,4,0.5,0,0,,0,1,0,1,2,3,-9,13.7,1.667,1.667,,106.9,126.8,-19.9,0.0,0.029,0.016,0.056,0.5,0.129,0.833,96.1,95.76,0.05,79.8,"JUL 14, 2021",240,40,78,0.513,7,23,0.304,16,19,0.842,5,35,40,18,3,9,17,24,103,104.71736478243189,11.0,3.0,48.0,0.4020618556701031,1610612749,104.71736478243189,98.36,98.06,97.76,0,0.14,0.15,0.14,10.67,11.2,10.43,3.06,2.68,3.26,,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1846,Cameron Johnson,1629661,PHX vs. MIL,1610612756,1,42000405,2021-07-17,L,22,6,0,4,2,3,0.667,2,2,1.0,0,0,,2,2,0,0,1,0,-19,9.8,2.0,2.0,,107.0,154.8,-47.8,0.083,0.111,0.095,0.0,0.0,0.078,1.0,95.46,93.31,0.064,77.76,"JUL 17, 2021",240,48,87,0.552,13,19,0.684,10,11,0.909,8,27,35,23,9,5,8,20,119,129.5731707317073,7.0,1.0,37.0,0.5747126436781609,1610612749,129.5731707317073,91.84,93.16,94.48,0,0.13,0.13,0.13,10.0,9.6,9.57,4.0,2.97,3.55,8.82,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1847,Cameron Johnson,1629661,PHX @ MIL,1610612756,0,42000406,2021-07-20,L,16,3,0,3,1,5,0.2,1,4,0.25,0,0,,0,3,1,1,0,0,0,12.6,0.6,0.6,,102.9,100.0,2.9,0.0,0.167,0.083,0.0,0.0,0.132,0.3,104.8,106.06,0.052,88.38,"JUL 20, 2021",240,38,86,0.442,6,25,0.24,16,19,0.842,6,31,37,14,11,4,14,21,98,95.74052364204768,10.0,6.0,53.0,0.4512195121951219,1610612749,95.74052364204768,102.36,102.06,101.76,0,0.11,0.13,0.14,6.33,8.2,9.29,3.51,4.15,4.03,,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
197,Jordan Nwora,1629670,MIL vs. MIA,1610612749,1,42000122,2021-05-24,W,8,5,0,2,2,6,0.333,1,3,0.333,0,0,,1,1,0,1,0,0,5,10.4,0.833,0.833,,100.0,66.7,33.3,0.091,0.083,0.087,0.0,0.0,0.316,0.417,89.31,87.45,0.15,72.87,"MAY 24, 2021",240,46,94,0.489,22,53,0.415,18,20,0.9,21,40,61,34,8,5,15,25,132,136.36363636363637,6.0,2.0,36.0,0.4024390243902439,1610612748,136.36363636363637,96.8,98.09999999999998,99.40000000000002,0,0.32,0.32,0.32,5.0,5.0,5.0,,,,5.0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
403,Jordan Nwora,1629670,MIL @ MIA,1610612749,0,42000123,2021-05-27,W,5,0,0,0,0,4,0.0,0,0,,0,0,,0,0,0,0,0,1,-1,0.0,0.0,0.0,,66.7,75.0,-8.3,0.0,0.0,0.0,0.0,0.0,0.308,0.0,106.41,112.21,-0.323,93.51,"MAY 27, 2021",240,43,89,0.483,13,36,0.361,14,18,0.778,10,45,55,25,6,2,15,19,113,110.8712715855573,9.0,6.0,42.0,0.3764705882352941,1610612748,110.8712715855573,101.92,100.32,98.71999999999998,0,0.31,0.31,0.31,2.5,2.5,2.5,3.54,3.54,3.54,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1582,Jordan Nwora,1629670,MIL vs. ATL,1610612749,1,42000302,2021-06-25,W,12,3,1,6,1,5,0.2,0,2,0.0,1,2,0.5,4,2,0,0,1,0,-6,10.7,0.51,0.51,,88.0,112.0,-24.0,0.25,0.2,0.231,0.125,1.0,0.212,0.255,99.2,100.0,0.056,83.33,"JUN 25, 2021",240,50,96,0.521,15,41,0.366,10,16,0.625,16,31,47,29,14,3,15,20,125,122.50098000784008,8.0,4.0,34.0,0.4146341463414634,1610612737,122.50098000784008,102.04,101.76,101.48,0,0.28,0.28,0.28,2.67,2.67,2.67,2.52,2.52,2.52,4.0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,Jordan Nwora,1629670,MIL @ ATL,1610612749,0,42000304,2021-06-29,L,4,4,0,0,0,2,0.0,0,2,0.0,4,5,0.8,0,0,0,0,0,0,2,4.0,0.952,0.952,,72.7,54.5,18.2,0.0,0.0,0.0,0.0,0.0,0.364,0.476,117.87,122.32,0.087,101.93,"JUN 29, 2021",240,33,84,0.393,8,39,0.205,14,19,0.737,12,31,43,19,6,3,15,18,88,92.28187919463087,11.0,4.0,43.0,0.5058823529411764,1610612737,92.28187919463087,95.36,94.54,93.71999999999998,0,0.29,0.3,0.3,2.33,3.0,3.0,2.08,2.16,2.16,,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,Jordan Nwora,1629670,MIL vs. PHX,1610612749,1,42000403,2021-07-11,W,1,3,0,1,1,1,1.0,1,1,1.0,0,0,,0,1,0,0,0,0,1,4.2,3.0,3.0,,75.0,66.7,8.3,0.0,0.5,0.2,0.0,0.0,0.2,1.5,92.31,129.23,0.615,107.69,"JUL 11, 2021",240,43,90,0.478,14,36,0.389,20,26,0.769,13,34,47,28,8,2,9,18,120,123.15270935960592,3.0,3.0,36.0,0.4819277108433735,1610612756,123.15270935960592,97.44,97.74,98.04,0,0.26,0.28,0.28,3.33,3.0,3.0,0.58,1.87,1.87,3.67,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,Miye Oni,1629671,UTA vs. MEM,1610612762,1,42000141,2021-05-23,L,10,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,1,0,0,1,5,3.0,0.0,0.0,,104.5,78.3,26.3,0.0,0.0,0.0,0.0,0.0,0.037,0.0,104.41,104.5,-0.031,87.08,"MAY 23, 2021",240,34,81,0.42,12,47,0.255,29,33,0.879,12,38,50,20,3,11,14,21,109,111.77194421657096,12.0,5.0,42.0,0.45,1610612763,111.77194421657096,97.52,99.88,102.24,0,0.04,0.04,0.04,0.0,0.0,0.0,,,,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
561,Miye Oni,1629671,UTA @ MEM,1610612762,0,42000143,2021-05-29,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,-2,0.0,0.0,0.0,,0.0,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.45,100.47,1.0,83.72,"MAY 29, 2021",240,40,81,0.494,19,43,0.442,22,27,0.815,7,36,43,17,4,7,13,18,121,122.3705501618123,7.0,1.0,50.0,0.43,1610612763,122.3705501618123,98.88,99.02,99.16,0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
827,Miye Oni,1629671,UTA vs. MEM,1610612762,1,42000145,2021-06-02,W,2,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-4,0.0,0.0,0.0,,0.0,80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.11,105.11,0.0,87.59,"JUN 02, 2021",240,49,95,0.516,17,44,0.386,11,12,0.917,11,40,51,27,10,5,14,16,126,121.99845081332302,7.0,6.0,39.0,0.4631578947368421,1610612763,121.99845081332302,103.28000000000002,104.12,104.96,0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1055,Miye Oni,1629671,UTA vs. LAC,1610612762,1,42000221,2021-06-08,W,8,0,0,2,0,1,0.0,0,1,0.0,0,0,,2,0,0,0,0,4,-5,2.4,0.0,0.0,,112.5,135.3,-22.8,0.143,0.0,0.087,0.0,0.0,0.048,0.0,107.22,102.86,-0.116,85.71,"JUN 08, 2021",240,37,91,0.407,17,50,0.34,21,26,0.808,12,34,46,18,5,6,7,24,112,114.94252873563218,3.0,6.0,42.0,0.4235294117647059,1610612746,114.94252873563218,97.44,96.0,94.56,0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1143,Miye Oni,1629671,UTA vs. LAC,1610612762,1,42000222,2021-06-10,W,5,0,0,1,0,0,,0,0,,0,0,,1,0,0,0,0,1,4,1.2,0.0,0.0,,118.2,81.8,36.4,0.25,0.0,0.091,0.0,0.0,0.0,0.0,98.01,103.87,-0.043,86.56,"JUN 10, 2021",240,42,76,0.553,20,39,0.513,13,21,0.619,2,34,36,15,4,3,14,23,117,120.32085561497328,6.0,3.0,37.0,0.4705882352941176,1610612746,120.32085561497328,97.24,98.18,99.12,0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1211,Miye Oni,1629671,UTA @ LAC,1610612762,0,42000223,2021-06-12,L,8,0,0,0,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,-6,0.0,0.0,0.0,,126.7,166.7,-40.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,89.69,86.57,-0.054,72.14,"JUN 12, 2021",240,36,84,0.429,19,44,0.432,15,17,0.882,9,29,38,15,7,1,13,22,106,111.0180142438207,6.0,2.0,41.0,0.5617977528089888,1610612746,111.0180142438207,95.48,95.26,95.04,0,0.06,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1295,Miye Oni,1629671,UTA @ LAC,1610612762,0,42000224,2021-06-14,L,3,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,0.0,0.0,0.0,,16.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.167,0.0,84.68,104.9,0.5,87.42,"JUN 14, 2021",240,33,77,0.429,17,42,0.405,21,26,0.808,8,31,39,19,4,3,11,32,104,113.7357830271216,8.0,7.0,44.0,0.4675324675324675,1610612746,113.7357830271216,91.44,92.58,93.71999999999998,0,0.1,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1352,Miye Oni,1629671,UTA vs. LAC,1610612762,1,42000225,2021-06-16,L,4,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,-8,0.0,0.0,0.0,,63.6,115.4,-51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.78,132.46,-0.08,110.39,"JUN 16, 2021",240,36,80,0.45,20,54,0.37,19,27,0.704,7,29,36,15,7,1,13,21,111,113.40416836943196,11.0,3.0,39.0,0.5125,1610612746,113.40416836943196,97.88,95.44,93.0,0,0.1,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,Matisse Thybulle,1629680,PHI vs. WAS,1610612755,1,42000101,2021-05-23,W,14,0,1,0,0,2,0.0,0,2,0.0,0,0,,0,0,2,2,0,1,-5,13.5,0.0,0.0,,120.7,142.9,-22.2,0.0,0.0,0.0,0.083,0.0,0.059,0.0,99.28,99.42,0.015,82.85,"MAY 23, 2021",240,46,93,0.495,10,32,0.313,23,33,0.697,13,27,40,27,10,5,11,18,125,118.46095526914328,4.0,4.0,41.0,0.5568181818181818,1610612764,118.46095526914328,105.52,104.06,102.59999999999998,0,0.06,0.06,0.06,0.0,0.0,0.0,,,,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
291,Matisse Thybulle,1629680,PHI vs. WAS,1610612755,1,42000102,2021-05-26,W,20,5,0,0,2,5,0.4,1,3,0.333,0,0,,0,0,4,5,0,1,9,32.0,1.0,1.0,,93.0,73.8,19.2,0.0,0.0,0.0,0.0,0.0,0.098,0.5,109.68,102.44,0.176,85.37,"MAY 26, 2021",240,49,88,0.557,9,21,0.429,13,19,0.684,8,37,45,26,10,14,11,21,120,120.7729468599034,3.0,2.0,40.0,0.4021739130434782,1610612764,120.7729468599034,99.36,102.28000000000002,105.2,0,0.08,0.08,0.08,2.5,2.5,2.5,3.54,3.54,3.54,2.5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
522,Matisse Thybulle,1629680,PHI @ WAS,1610612755,0,42000103,2021-05-29,W,18,5,0,2,2,6,0.333,0,3,0.0,1,2,0.5,0,2,0,0,0,3,-5,7.4,0.727,0.727,,77.5,83.7,-6.2,0.0,0.087,0.045,0.0,0.0,0.156,0.363,106.04,108.65,-0.028,90.55,"MAY 29, 2021",240,51,87,0.586,17,33,0.515,13,20,0.65,7,44,51,31,7,5,15,25,132,127.16763005780348,5.0,3.0,41.0,0.3958333333333333,1610612764,127.16763005780348,103.8,102.90000000000002,102.0,0,0.1,0.1,0.1,3.33,3.33,3.33,2.89,2.89,2.89,,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
670,Matisse Thybulle,1629680,PHI @ WAS,1610612755,0,42000104,2021-05-31,L,15,8,0,1,3,6,0.5,2,5,0.4,0,0,,0,1,1,0,1,1,-9,11.2,1.333,1.333,,103.0,119.4,-16.4,0.0,0.059,0.028,0.0,0.0,0.194,0.667,109.03,109.42,0.084,91.18,"MAY 31, 2021",240,40,96,0.417,12,38,0.316,22,34,0.647,12,36,48,21,7,6,11,30,114,103.67406329574388,8.0,12.0,57.0,0.4545454545454545,1610612764,103.67406329574388,109.96,108.21999999999998,106.48,0,0.15,0.13,0.13,6.0,4.5,4.5,1.73,3.32,3.32,,6.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
853,Matisse Thybulle,1629680,PHI vs. WAS,1610612755,1,42000105,2021-06-02,W,16,7,0,0,3,5,0.6,1,3,0.333,0,0,,0,0,1,0,0,4,1,10.0,1.4,1.4,G,135.1,136.1,-1.0,0.0,0.0,0.0,0.0,0.0,0.122,0.7,109.6,106.5,0.021,88.75,"JUN 02, 2021",240,43,84,0.512,9,27,0.333,34,43,0.791,8,32,40,28,9,6,8,25,129,125.34006995724836,4.0,3.0,38.0,0.4936708860759494,1610612764,125.34006995724836,102.92,102.21999999999998,101.52,1,0.16,0.13,0.13,6.67,5.0,5.0,1.53,3.08,3.08,4.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
964,Matisse Thybulle,1629680,PHI vs. ATL,1610612755,1,42000201,2021-06-06,L,19,10,1,1,4,6,0.667,2,4,0.5,0,0,,0,1,1,1,0,2,-12,18.7,1.667,1.667,,97.6,120.5,-22.8,0.0,0.056,0.028,0.083,0.0,0.13,0.833,111.29,111.14,0.125,92.61,"JUN 06, 2021",240,45,82,0.549,10,29,0.345,24,35,0.686,8,33,41,25,12,5,19,22,124,114.39114391143912,10.0,3.0,35.0,0.5116279069767442,1610612737,114.39114391143912,108.40000000000002,107.82,107.24,0,0.15,0.14,0.13,8.33,7.0,5.83,1.53,2.12,3.43,5.5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,Matisse Thybulle,1629680,PHI vs. ATL,1610612755,1,42000202,2021-06-08,W,24,2,0,1,1,2,0.5,0,1,0.0,0,1,0.0,0,1,0,2,0,3,8,9.2,0.82,0.82,,112.0,96.0,16.0,0.0,0.042,0.019,0.0,0.0,0.035,0.41,101.09,101.57,-0.012,84.64,"JUN 08, 2021",240,46,87,0.529,12,26,0.462,14,22,0.636,6,31,37,29,10,8,7,18,118,120.80262080262078,2.0,5.0,45.0,0.4578313253012048,1610612737,120.80262080262078,97.68,96.8,95.92,0,0.1,0.13,0.11,6.33,6.4,5.29,4.04,3.05,3.45,4.8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,Matisse Thybulle,1629680,PHI @ ATL,1610612755,0,42000203,2021-06-11,W,17,7,0,1,3,4,0.75,1,2,0.5,0,0,,0,1,2,0,0,6,-1,14.2,1.75,1.75,,122.9,118.9,3.9,0.0,0.063,0.032,0.0,0.0,0.103,0.875,102.36,103.22,0.045,86.01,"JUN 11, 2021",240,46,79,0.582,10,21,0.476,25,39,0.641,10,26,36,28,8,4,10,26,127,132.07154742096506,6.0,1.0,36.0,0.4756097560975609,1610612737,132.07154742096506,96.16,96.12,96.08,0,0.09,0.12,0.12,6.33,6.8,6.29,4.04,2.95,2.56,,6.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,Matisse Thybulle,1629680,PHI @ ATL,1610612755,0,42000204,2021-06-14,L,21,5,0,0,2,7,0.286,1,5,0.2,0,0,,0,0,1,0,0,2,-1,8.0,0.714,0.714,,104.8,95.7,9.0,0.0,0.0,0.0,0.0,0.0,0.149,0.357,102.75,100.27,-0.014,83.56,"JUN 14, 2021",240,37,85,0.435,11,27,0.407,15,21,0.714,8,47,55,23,2,6,12,18,100,101.7915309446254,5.0,4.0,49.0,0.3663366336633663,1610612737,101.7915309446254,98.24,100.24,102.24,0,0.1,0.11,0.13,4.67,6.2,6.29,2.52,2.95,2.56,,6.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,Matisse Thybulle,1629680,PHI vs. ATL,1610612755,1,42000205,2021-06-16,L,24,6,1,1,2,2,1.0,2,2,1.0,0,0,,0,1,1,0,1,3,-17,10.7,3.0,3.0,,78.4,114.0,-35.6,0.0,0.038,0.017,0.091,1.0,0.051,1.5,98.27,101.32,0.068,84.44,"JUN 16, 2021",240,35,75,0.467,13,30,0.433,23,38,0.605,7,37,44,20,7,6,15,21,106,106.29763337344563,10.0,4.0,40.0,0.4588235294117647,1610612737,106.29763337344563,99.71999999999998,99.02,98.32,0,0.1,0.09,0.11,6.0,6.0,6.43,1.0,2.92,2.51,5.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,Matisse Thybulle,1629680,PHI @ ATL,1610612755,0,42000206,2021-06-18,W,11,0,0,5,0,2,0.0,0,2,0.0,0,0,,2,3,2,0,0,2,-1,12.0,0.0,0.0,,83.3,80.8,2.6,0.133,0.2,0.167,0.0,0.0,0.071,0.0,109.85,107.11,0.083,89.26,"JUN 18, 2021",240,38,93,0.409,12,29,0.414,16,23,0.696,14,37,51,15,7,5,11,24,104,103.8753495805034,6.0,3.0,47.0,0.4130434782608695,1610612737,103.8753495805034,100.12,103.34,106.56,0,0.09,0.08,0.09,3.67,4.0,5.29,3.21,2.92,3.35,,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,Matisse Thybulle,1629680,PHI vs. ATL,1610612755,1,42000207,2021-06-20,L,21,8,0,5,3,5,0.6,1,2,0.5,1,2,0.5,2,3,1,1,0,1,-10,20.0,1.361,1.361,,95.0,111.6,-16.6,0.091,0.15,0.119,0.0,0.0,0.13,0.68,96.93,95.92,0.143,79.93,"JUN 20, 2021",240,34,80,0.425,9,28,0.321,19,25,0.76,7,41,48,26,7,4,17,28,96,95.04950495049503,9.0,1.0,44.0,0.4444444444444444,1610612737,95.04950495049503,101.0,100.04,99.08,0,0.08,0.1,0.1,4.67,5.2,5.43,4.16,3.11,3.46,5.43,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Tremont Waters,1629682,BOS @ BKN,1610612738,0,42000111,2021-05-22,L,1,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,144.0,-1.0,120.0,"MAY 22, 2021",240,31,84,0.369,11,30,0.367,20,26,0.769,11,29,40,19,6,12,12,18,93,96.43301534632931,7.0,7.0,50.0,0.4166666666666667,1610612751,96.43301534632931,96.44,95.09999999999998,93.76,0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Tremont Waters,1629682,BOS @ BKN,1610612738,0,42000112,2021-05-25,L,4,3,2,0,1,3,0.333,0,1,0.0,1,1,1.0,0,0,1,0,1,0,0,8.0,0.872,0.872,,91.7,100.0,-8.3,0.0,0.0,0.0,0.667,2.0,0.333,0.436,119.48,123.12,0.158,102.6,"MAY 25, 2021",240,39,92,0.424,12,34,0.353,18,23,0.783,15,28,43,23,10,4,15,20,108,105.75793184488836,7.0,7.0,46.0,0.5227272727272727,1610612751,105.75793184488836,102.12,100.90000000000002,99.68,0,0.67,0.67,0.67,1.5,1.5,1.5,2.12,2.12,2.12,,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Tremont Waters,1629682,BOS vs. BKN,1610612738,1,42000114,2021-05-30,L,1,1,0,0,0,0,,0,0,,1,2,0.5,0,0,0,0,1,0,1,0.0,0.0,0.0,,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.568,74.19,128.8,-1.0,107.33,"MAY 30, 2021",240,37,84,0.44,14,40,0.35,38,42,0.905,11,23,34,24,8,4,10,21,126,124.16239653133624,8.0,9.0,36.0,0.5783132530120482,1610612751,124.16239653133624,101.48,98.84,96.2,0,0.78,0.78,0.78,1.33,1.33,1.33,1.53,1.53,1.53,1.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Grant Williams,1629684,BOS @ BKN,1610612738,0,42000111,2021-05-22,L,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,144.0,0.0,120.0,"MAY 22, 2021",240,31,84,0.369,11,30,0.367,20,26,0.769,11,29,40,19,6,12,12,18,93,96.43301534632931,7.0,7.0,50.0,0.4166666666666667,1610612751,96.43301534632931,96.44,95.09999999999998,93.76,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
