,Unnamed: 0,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,MIN_ROLL_AVG_2,AST_ROLL_AVG_2,AST_STD_AVG_2,TOV_ROLL_AVG_2,AST_TOV_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,AST_PCT_ROLL_AVG_2,PACE_ROLL_AVG_2,POSS_ROLL_AVG_2,OFF_RATING_ROLL_AVG_2,MIN_ROLL_AVG_4,AST_ROLL_AVG_4,AST_STD_AVG_4,TOV_ROLL_AVG_4,AST_TOV_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,AST_PCT_ROLL_AVG_4,PACE_ROLL_AVG_4,POSS_ROLL_AVG_4,OFF_RATING_ROLL_AVG_4,MIN_ROLL_AVG_6,AST_ROLL_AVG_6,AST_STD_AVG_6,TOV_ROLL_AVG_6,AST_TOV_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,AST_PCT_ROLL_AVG_6,PACE_ROLL_AVG_6,POSS_ROLL_AVG_6,OFF_RATING_ROLL_AVG_6,PLAYER_HOME_AVG_AST,PLAYER_AWAY_AVG_AST,DAYS_OF_REST,DAYS_AGO,AST_LAG_1,AST_LAG_2,AST_LAG_3,AST_LAG_4,OPP_ROLL_OPP_DEF_RATING_5,OPP_ROLL_OPP_STL_5,OPP_ROLL_OPP_BLK_5,NORMALIZED_DEF_RATING,OPP_DEF_STRENGTH,DEF_CATEGORY,AST_VS_DEF,AST_PCT_VS_DEF,AST_TOV_VS_DEF,USG_PCT_VS_DEF,PACE_VS_DEF,POSS_VS_DEF,OFF_RATING_VS_DEF,GUARD,FORWARD,CENTER
197,197,De'Aaron Fox,1628368,SAC vs. GSW,SAC,1610612758,GSW,1,42200162,2023-04-17,W,36,24,9,5,10,23,0.435,2,10,0.2,2,2,1.0,0,5,4,1,2,3,1,56.5,1.005,0.4782608695652174,G,,110.1,106.5,110.3,110.7,-0.1,0.0,0.139,0.068,0.409,0.478,4.5,0.289,0.503,106.61,105.01,0.186,79,87.51,0.293,"APR 17, 2023",240,42,92,0.457,9,38,0.237,21,29,0.724,12,29,41,22,11,5,14,25,114,106.78156612963656,6.0,2.0,41.0,0.4756097560975609,1610612744.0,106.78156612963656,106.76,103.84,100.92,1,40.0,5.0,,3.0,1.67,0.33,0.2,106.29,88.0,125.0,40.0,5.0,,3.0,1.67,0.33,0.2,106.29,88.0,125.0,40.0,5.0,,3.0,1.67,0.33,0.2,106.29,88.0,125.0,7.0,,2.0,798,5.0,,,,106.78,6.0,2.0,0.379374984012627,0.5575151786257174,0,0.0,-0.002,0.0,-0.003,0.0,0.0,0.0,1,0,0
186,186,James Harden,201935,PHI vs. BKN,PHI,1610612755,BKN,1,42200122,2023-04-17,W,38,8,7,5,3,13,0.231,2,8,0.25,0,0,,0,5,4,0,5,2,5,31.5,0.615,0.3076923076923077,G,,106.9,102.3,98.6,99.2,8.3,0.0,0.122,0.064,0.269,0.308,1.4,0.207,0.308,92.22,90.43,0.055,72,75.36,0.209,"APR 17, 2023",240,36,80,0.45,11,35,0.314,13,16,0.813,13,43,56,21,8,7,19,22,96,103.18142734307824,10.0,1.0,33.0,0.375,1610612751.0,103.18142734307824,93.04,92.26,91.48,1,36.0,13.0,,4.0,3.25,0.29,0.5,93.12,70.0,141.4,36.0,13.0,,4.0,3.25,0.29,0.5,93.12,70.0,141.4,36.0,13.0,,4.0,3.25,0.29,0.5,93.12,70.0,141.4,10.0,,2.0,798,13.0,,,,103.18,10.0,1.0,0.7071590675005802,0.7903851318886664,1,-0.222,-0.31,-0.568,-0.138,-0.015,-0.1,0.049,1,0,0
203,203,Trey Lyles,1626168,SAC vs. GSW,SAC,1610612758,GSW,1,42200162,2023-04-17,W,15,0,1,4,0,2,0.0,0,2,0.0,0,0,,1,3,0,0,2,3,2,4.3,0.0,0.0,,,100.0,102.2,87.9,97.4,12.1,0.077,0.2,0.143,0.083,0.0,0.5,0.118,0.0,98.66,105.1,-0.056,31,87.58,0.12,"APR 17, 2023",240,42,92,0.457,9,38,0.237,21,29,0.724,12,29,41,22,11,5,14,25,114,106.78156612963656,6.0,2.0,41.0,0.4756097560975609,1610612744.0,106.78156612963656,106.76,103.84,100.92,0,18.0,1.0,,0.0,0.0,0.17,0.09,109.55,40.0,125.0,18.0,1.0,,0.0,0.0,0.17,0.09,109.55,40.0,125.0,18.0,1.0,,0.0,0.0,0.17,0.09,109.55,40.0,125.0,1.0,,2.0,798,1.0,,,,106.78,6.0,2.0,0.379374984012627,0.5575151786257174,0,0.0,0.038,0.0,-0.017,0.0,0.0,0.0,0,1,0
172,172,P.J. Tucker,200782,PHI vs. BKN,PHI,1610612755,BKN,1,42200122,2023-04-17,W,22,0,3,8,0,5,0.0,0,4,0.0,0,0,,2,6,0,0,0,1,8,14.1,0.0,0.0,F,,104.7,103.1,88.1,90.8,16.6,0.08,0.24,0.16,0.167,0.0,0.0,0.1,0.0,91.33,91.97,0.05,43,76.65,0.103,"APR 17, 2023",240,36,80,0.45,11,35,0.314,13,16,0.813,13,43,56,21,8,7,19,22,96,103.18142734307824,10.0,1.0,33.0,0.375,1610612751.0,103.18142734307824,93.04,92.26,91.48,1,25.0,2.0,,0.0,0.0,0.1,0.1,89.29,46.0,145.7,25.0,2.0,,0.0,0.0,0.1,0.1,89.29,46.0,145.7,25.0,2.0,,0.0,0.0,0.1,0.1,89.29,46.0,145.7,2.5,,2.0,798,2.0,,,,103.18,10.0,1.0,0.7071590675005802,0.7903851318886664,1,1.256,0.856,-1.0,-0.167,-0.012,-0.104,0.034,0,1,0
178,178,Cameron Johnson,1629661,BKN @ PHI,BKN,1610612751,PHI,0,42200122,2023-04-17,L,41,28,1,4,11,19,0.579,5,11,0.455,1,2,0.5,1,3,2,1,1,3,-17,42.3,1.408,0.7105263157894737,F,,88.9,90.0,112.7,111.0,-23.8,0.021,0.081,0.048,0.071,0.711,1.0,0.241,0.704,94.28,94.16,0.15,81,78.47,0.25,"APR 17, 2023",240,30,80,0.375,13,42,0.31,11,17,0.647,5,28,33,24,10,1,9,20,84,91.82334936598164,8.0,7.0,56.0,0.45,1610612755.0,91.82334936598164,91.48,92.26,93.04,1,27.0,2.0,,2.0,1.0,0.23,0.12,88.57,52.0,113.5,27.0,2.0,,2.0,1.0,0.23,0.12,88.57,52.0,113.5,27.0,2.0,,2.0,1.0,0.23,0.12,88.57,52.0,113.5,,1.5,2.0,798,2.0,,,,91.82,8.0,7.0,1.7414999531736801,1.4593730720888374,1,-0.571,-0.454,-0.248,0.095,0.028,0.163,-0.094,0,1,0
209,209,De'Anthony Melton,1629001,PHI vs. BKN,PHI,1610612755,BKN,1,42200122,2023-04-17,W,21,9,0,2,3,7,0.429,2,5,0.4,1,2,0.5,1,1,1,2,1,3,0,19.4,1.142,0.5714285714285714,,,85.7,86.7,85.7,88.8,0.0,0.048,0.042,0.044,0.0,0.571,0.0,0.173,0.571,92.51,94.72,0.065,42,78.94,0.185,"APR 17, 2023",240,36,80,0.45,11,35,0.314,13,16,0.813,13,43,56,21,8,7,19,22,96,103.18142734307824,10.0,1.0,33.0,0.375,1610612751.0,103.18142734307824,93.04,92.26,91.48,0,22.0,5.0,,0.0,0.0,0.18,0.26,92.68,43.0,134.9,22.0,5.0,,0.0,0.0,0.18,0.26,92.68,43.0,134.9,22.0,5.0,,0.0,0.0,0.18,0.26,92.68,43.0,134.9,2.5,,2.0,798,5.0,,,,103.18,10.0,1.0,0.7071590675005802,0.7903851318886664,1,-1.0,-1.0,-1.0,0.236,-0.011,-0.134,-0.114,1,0,0
198,198,Gary Payton II,1627780,GSW @ SAC,GSW,1610612744,SAC,0,42200162,2023-04-17,L,27,13,0,6,5,6,0.833,2,3,0.667,1,2,0.5,3,3,2,0,2,0,-1,24.2,1.89,1.0,,,113.8,113.7,111.7,112.0,2.1,0.103,0.115,0.109,0.0,1.0,0.0,0.136,0.945,105.61,105.75,0.148,58,88.13,0.141,"APR 17, 2023",240,39,82,0.476,13,40,0.325,15,18,0.833,9,32,41,18,6,2,20,26,106,105.03369005152597,11.0,5.0,41.0,0.4565217391304347,1610612758.0,105.03369005152597,100.92,103.84,106.76,0,20.0,2.0,,2.0,1.0,0.18,0.12,107.2,45.0,117.8,20.0,2.0,,2.0,1.0,0.18,0.12,107.2,45.0,117.8,20.0,2.0,,2.0,1.0,0.18,0.12,107.2,45.0,117.8,,1.0,2.0,798,2.0,,,,105.03,11.0,5.0,0.5387144690414934,1.0634210348565245,1,-1.0,-1.0,-1.0,-0.093,0.001,0.585,0.018,1,0,0
199,199,Domantas Sabonis,1627734,SAC vs. GSW,SAC,1610612758,GSW,1,42200162,2023-04-17,W,40,24,4,9,8,12,0.667,0,0,,8,12,0.667,4,5,0,0,3,5,1,37.8,1.389,0.6666666666666666,C,,108.1,104.8,107.0,105.7,1.2,0.093,0.132,0.111,0.154,0.667,1.33,0.19,0.694,106.47,104.17,0.139,86,86.81,0.194,"APR 17, 2023",240,42,92,0.457,9,38,0.237,21,29,0.724,12,29,41,22,11,5,14,25,114,106.78156612963656,6.0,2.0,41.0,0.4756097560975609,1610612744.0,106.78156612963656,106.76,103.84,100.92,1,35.0,2.0,,4.0,0.5,0.24,0.08,107.38,78.0,106.4,35.0,2.0,,4.0,0.5,0.24,0.08,107.38,78.0,106.4,35.0,2.0,,4.0,0.5,0.24,0.08,107.38,78.0,106.4,3.0,,2.0,798,2.0,,,,106.78,6.0,2.0,0.379374984012627,0.5575151786257174,0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0,1,1
176,176,Danuel House Jr.,1627863,PHI vs. BKN,PHI,1610612755,BKN,1,42200122,2023-04-17,W,2,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,0,-2,1.2,0.0,,,,50.0,61.5,71.4,72.7,-21.4,0.0,0.25,0.167,0.0,0.0,0.0,0.0,0.0,130.47,144.22,0.154,6,120.18,0.0,"APR 17, 2023",240,36,80,0.45,11,35,0.314,13,16,0.813,13,43,56,21,8,7,19,22,96,103.18142734307824,10.0,1.0,33.0,0.375,1610612751.0,103.18142734307824,93.04,92.26,91.48,0,3.0,0.0,,0.0,0.0,0.2,0.0,104.14,5.0,40.0,3.0,0.0,,0.0,0.0,0.2,0.0,104.14,5.0,40.0,3.0,0.0,,0.0,0.0,0.2,0.0,104.14,5.0,40.0,0.0,,2.0,798,0.0,,,,103.18,10.0,1.0,0.7071590675005802,0.7903851318886664,1,,,,-1.0,0.254,-0.4,-0.206,1,1,0
206,206,Joe Harris,203925,BKN @ PHI,BKN,1610612751,PHI,0,42200122,2023-04-17,L,13,0,0,1,0,2,0.0,0,2,0.0,0,0,,0,1,2,0,1,1,19,6.2,0.0,0.0,,,110.7,112.6,48.0,57.5,62.7,0.0,0.111,0.043,0.0,0.0,0.0,0.097,0.0,90.86,99.49,-0.033,28,82.91,0.098,"APR 17, 2023",240,30,80,0.375,13,42,0.31,11,17,0.647,5,28,33,24,10,1,9,20,84,91.82334936598164,8.0,7.0,56.0,0.45,1610612755.0,91.82334936598164,91.48,92.26,93.04,0,14.0,0.0,,2.0,0.0,0.17,0.0,89.04,27.0,96.3,14.0,0.0,,2.0,0.0,0.17,0.0,89.04,27.0,96.3,14.0,0.0,,2.0,0.0,0.17,0.0,89.04,27.0,96.3,,0.0,2.0,798,0.0,,,,91.82,8.0,7.0,1.7414999531736801,1.4593730720888374,1,,,,-0.538,0.053,0.258,0.089,1,1,0
211,211,Jalen McDaniels,1629667,PHI vs. BKN,PHI,1610612755,BKN,1,42200122,2023-04-17,W,22,0,2,2,0,3,0.0,0,1,0.0,0,0,,0,2,1,0,1,4,13,7.4,0.0,0.0,,,112.2,113.9,80.5,81.2,31.7,0.0,0.08,0.047,0.125,0.0,2.0,0.078,0.0,88.27,89.32,-0.048,41,74.43,0.083,"APR 17, 2023",240,36,80,0.45,11,35,0.314,13,16,0.813,13,43,56,21,8,7,19,22,96,103.18142734307824,10.0,1.0,33.0,0.375,1610612751.0,103.18142734307824,93.04,92.26,91.48,0,17.0,2.0,,0.0,0.0,0.06,0.14,89.47,30.0,140.0,17.0,2.0,,0.0,0.0,0.06,0.14,89.47,30.0,140.0,17.0,2.0,,0.0,0.0,0.06,0.14,89.47,30.0,140.0,2.0,,2.0,798,2.0,,,,103.18,10.0,1.0,0.7071590675005802,0.7903851318886664,1,1.667,0.786,3.0,-0.22,-0.062,0.367,0.153,0,1,0
183,183,JaMychal Green,203210,GSW @ SAC,GSW,1610612744,SAC,0,42200162,2023-04-17,L,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,-1,0.0,0.0,,,,100.0,106.4,150.0,170.5,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.83,115.2,0.0,2,96.0,0.0,"APR 17, 2023",240,39,82,0.476,13,40,0.325,15,18,0.833,9,32,41,18,6,2,20,26,106,105.03369005152597,11.0,5.0,41.0,0.4565217391304347,1610612758.0,105.03369005152597,100.92,103.84,106.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,798,,,,,105.03,11.0,5.0,0.5387144690414934,1.0634210348565245,1,,,,-1.0,0.107,-0.818,0.681,0,1,1
181,181,Stephen Curry,201939,GSW @ SAC,GSW,1610612744,SAC,0,42200162,2023-04-17,L,41,28,6,3,9,21,0.429,3,13,0.231,7,8,0.875,0,3,0,1,5,2,3,38.6,1.142,0.5,G,,107.9,108.0,108.1,102.3,-0.3,0.0,0.068,0.036,0.24,0.5,1.2,0.29,0.571,105.84,103.01,0.128,89,85.84,0.299,"APR 17, 2023",240,39,82,0.476,13,40,0.325,15,18,0.833,9,32,41,18,6,2,20,26,106,105.03369005152597,11.0,5.0,41.0,0.4565217391304347,1610612758.0,105.03369005152597,100.92,103.84,106.76,1,37.0,2.0,,5.0,0.4,0.26,0.08,107.08,85.0,117.6,37.0,2.0,,5.0,0.4,0.26,0.08,107.08,85.0,117.6,37.0,2.0,,5.0,0.4,0.26,0.08,107.08,85.0,117.6,,4.0,2.0,798,2.0,,,,105.03,11.0,5.0,0.5387144690414934,1.0634210348565245,1,0.068,-0.111,-0.544,-0.094,0.0,0.095,-0.007,1,0,0
208,208,Georges Niang,1627777,PHI vs. BKN,PHI,1610612755,BKN,1,42200122,2023-04-17,W,13,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,2,3,-2,-0.8,0.0,,,,80.8,84.8,88.5,91.3,-7.7,0.0,0.077,0.048,0.0,0.0,0.0,0.069,0.0,93.29,97.1,-0.133,26,80.91,0.075,"APR 17, 2023",240,36,80,0.45,11,35,0.314,13,16,0.813,13,43,56,21,8,7,19,22,96,103.18142734307824,10.0,1.0,33.0,0.375,1610612751.0,103.18142734307824,93.04,92.26,91.48,0,20.0,0.0,,0.0,0.0,0.12,0.0,93.18,37.0,132.4,20.0,0.0,,0.0,0.0,0.12,0.0,93.18,37.0,132.4,20.0,0.0,,0.0,0.0,0.12,0.0,93.18,37.0,132.4,0.0,,2.0,798,0.0,,,,103.18,10.0,1.0,0.7071590675005802,0.7903851318886664,1,-1.0,-1.0,,-0.425,-0.028,-0.021,-0.1,0,1,0
216,216,Clint Capela,203991,ATL @ BOS,ATL,1610612737,BOS,0,42200112,2023-04-18,L,22,4,0,7,2,4,0.5,0,0,,0,2,0.0,2,5,2,1,0,0,-5,21.4,0.82,0.5,C,,104.4,104.7,113.0,118.5,-8.6,0.074,0.278,0.156,0.0,0.5,0.0,0.093,0.41,97.05,99.5,0.078,45,82.92,0.093,"APR 18, 2023",240,43,101,0.426,16,48,0.333,4,8,0.5,19,30,49,21,10,4,15,11,106,105.4516514126542,10.0,12.0,44.0,0.5581395348837209,1610612738.0,105.4516514126542,100.52,99.96,99.4,1,27.0,0.0,,0.0,0.0,0.13,0.0,109.45,60.0,91.7,27.0,0.0,,0.0,0.0,0.13,0.0,109.45,60.0,91.7,27.0,0.0,,0.0,0.0,0.13,0.0,109.45,60.0,91.7,,0.0,3.0,797,0.0,,,,96.75,6.8,8.0,1.2926178610637873,1.3217919229163295,1,-1.0,-1.0,,-0.155,-0.01,-0.146,-0.029,0,0,1
260,260,Obi Toppin,1630167,NYK @ CLE,NYK,1610612752,CLE,0,42200132,2023-04-18,L,15,7,1,0,3,8,0.375,1,4,0.25,0,0,,0,0,1,1,1,1,-10,13.5,0.875,0.4375,,,93.1,86.9,119.4,122.2,-26.3,0.0,0.0,0.0,0.143,0.438,1.0,0.257,0.438,98.26,96.09,0.049,29,80.07,0.257,"APR 18, 2023",240,29,79,0.367,7,29,0.241,25,30,0.833,13,23,36,16,14,5,17,18,90,93.55509355509356,10.0,7.0,43.0,0.4935064935064935,1610612739.0,93.55509355509356,96.2,94.22,92.24,0,14.0,1.0,,1.0,1.0,0.17,0.09,99.68,30.0,133.3,14.0,1.0,,1.0,1.0,0.17,0.09,99.68,30.0,133.3,14.0,1.0,,1.0,1.0,0.17,0.09,99.68,30.0,133.3,,1.0,3.0,797,1.0,,,,104.96,9.2,3.0,0.5450880484426488,0.8379709211486993,1,0.754,1.043,1.083,0.168,0.025,-0.069,-0.083,0,1,0
264,264,Kevin Durant,201142,PHX vs. LAC,PHX,1610612756,LAC,1,42200172,2023-04-18,W,44,25,5,6,10,19,0.526,0,4,0.0,5,6,0.833,1,5,1,2,5,2,10,43.7,1.155,0.5263157894736842,F,,129.2,130.4,119.3,116.8,9.9,0.032,0.119,0.082,0.139,0.526,1.0,0.276,0.578,96.17,95.61,0.105,89,79.68,0.29,"APR 18, 2023",240,50,85,0.588,10,24,0.417,13,14,0.929,7,28,35,30,6,6,11,22,123,129.25598991172762,7.0,4.0,32.0,0.4375,1610612746.0,129.25598991172762,95.16,95.9,96.64,1,45.0,11.0,,1.0,11.0,0.21,0.34,101.87,94.0,114.9,45.0,11.0,,1.0,11.0,0.21,0.34,101.87,94.0,114.9,45.0,11.0,,1.0,11.0,0.21,0.34,101.87,94.0,114.9,8.0,,2.0,797,11.0,,,,113.4,6.2,4.0,-0.22338352506799955,0.5066532832226212,0,-0.222,-0.305,-0.65,0.062,-0.042,-0.022,0.026,0,1,0
269,269,Norman Powell,1626181,LAC @ PHX,LAC,1610612746,PHX,0,42200172,2023-04-18,L,28,12,2,4,4,11,0.364,0,3,0.0,4,4,1.0,2,2,2,1,0,3,5,28.8,0.94,0.3636363636363636,,,126.8,122.7,117.9,116.8,8.9,0.087,0.083,0.085,0.118,0.364,0.0,0.203,0.47,98.07,96.01,0.082,56,80.01,0.207,"APR 18, 2023",240,35,80,0.438,11,30,0.367,28,31,0.903,12,20,32,17,7,4,15,20,109,112.78973509933776,6.0,6.0,35.0,0.5882352941176471,1610612756.0,112.78973509933776,96.64,95.9,95.16,0,23.0,2.0,,0.0,0.0,0.21,0.13,102.36,50.0,106.0,23.0,2.0,,0.0,0.0,0.21,0.13,102.36,50.0,106.0,23.0,2.0,,0.0,0.0,0.21,0.13,102.36,50.0,106.0,,2.0,2.0,797,2.0,,,,111.22,7.6,8.4,-0.024892052289182467,0.9494540637852,1,0.0,0.18,-1.0,-0.154,-0.046,-0.173,0.128,1,0,0
227,227,Ish Wainright,1630688,PHX vs. LAC,PHX,1610612756,LAC,1,42200172,2023-04-18,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0.0,0.0,,,,100.0,200.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,104.85,0.0,2,87.38,0.0,"APR 18, 2023",240,50,85,0.588,10,24,0.417,13,14,0.929,7,28,35,30,6,6,11,22,123,129.25598991172762,7.0,4.0,32.0,0.4375,1610612746.0,129.25598991172762,95.16,95.9,96.64,0,7.0,0.0,,0.0,0.0,0.12,0.0,114.71,16.0,50.0,7.0,0.0,,0.0,0.0,0.12,0.0,114.71,16.0,50.0,7.0,0.0,,0.0,0.0,0.12,0.0,114.71,16.0,50.0,0.0,,2.0,797,0.0,,,,117.36,6.4,4.0,-0.5839460169047481,0.39615541501259227,0,,,,-1.0,-0.022,-0.769,0.091,0,1,0
272,272,Bones Hyland,1630538,LAC @ PHX,LAC,1610612746,PHX,0,42200172,2023-04-18,L,14,6,0,2,2,7,0.286,0,4,0.0,2,2,1.0,0,2,0,1,1,2,2,10.4,0.761,0.2857142857142857,,,132.1,130.8,120.7,122.2,11.5,0.0,0.133,0.071,0.0,0.286,0.0,0.265,0.381,96.86,97.0,0.009,28,80.83,0.279,"APR 18, 2023",240,35,80,0.438,11,30,0.367,28,31,0.903,12,20,32,17,7,4,15,20,109,112.78973509933776,6.0,6.0,35.0,0.5882352941176471,1610612756.0,112.78973509933776,96.64,95.9,95.16,0,13.0,0.0,,0.0,0.0,0.18,0.0,102.22,28.0,125.0,13.0,0.0,,0.0,0.0,0.18,0.0,102.22,28.0,125.0,13.0,0.0,,0.0,0.0,0.18,0.0,102.22,28.0,125.0,,0.0,2.0,797,0.0,,,,111.62,7.2,7.8,-0.061312506010066735,0.8758242608406631,1,-1.0,-1.0,-1.0,0.104,-0.023,-0.188,0.072,1,0,0
242,242,Mitchell Robinson,1629011,NYK @ CLE,NYK,1610612752,CLE,0,42200132,2023-04-18,L,21,2,0,5,1,2,0.5,0,0,,0,0,,1,4,0,4,2,3,-10,18.0,1.0,0.5,C,,73.3,71.0,97.7,96.8,-24.4,0.036,0.167,0.096,0.0,0.5,0.0,0.075,0.5,102.64,100.52,0.048,45,83.76,0.078,"APR 18, 2023",240,29,79,0.367,7,29,0.241,25,30,0.833,13,23,36,16,14,5,17,18,90,93.55509355509356,10.0,7.0,43.0,0.4935064935064935,1610612739.0,93.55509355509356,96.2,94.22,92.24,1,26.0,0.0,,0.0,0.0,0.08,0.0,92.86,50.0,80.0,26.0,0.0,,0.0,0.0,0.08,0.0,92.86,50.0,80.0,26.0,0.0,,0.0,0.0,0.08,0.0,92.86,50.0,80.0,,0.0,3.0,797,0.0,,,,102.11,9.4,4.0,0.804583781203945,1.0043431170821313,1,-1.0,-1.0,-1.0,-0.063,0.066,-0.208,-0.259,0,1,1
236,236,Kawhi Leonard,202695,LAC @ PHX,LAC,1610612746,PHX,0,42200172,2023-04-18,L,39,31,7,8,11,20,0.55,3,5,0.6,6,7,0.857,3,5,3,0,3,1,-10,57.1,1.343,0.625,F,,116.3,114.2,132.1,131.8,-15.8,0.077,0.2,0.125,0.368,0.625,2.33,0.274,0.672,98.65,97.66,0.195,80,81.38,0.281,"APR 18, 2023",240,35,80,0.438,11,30,0.367,28,31,0.903,12,20,32,17,7,4,15,20,109,112.78973509933776,6.0,6.0,35.0,0.5882352941176471,1610612756.0,112.78973509933776,96.64,95.9,95.16,1,42.0,5.0,,3.0,1.67,0.3,0.22,102.24,88.0,113.6,42.0,5.0,,3.0,1.67,0.3,0.22,102.24,88.0,113.6,42.0,5.0,,3.0,1.67,0.3,0.22,102.24,88.0,113.6,,6.0,2.0,797,5.0,,,,112.01,6.8,7.2,-0.09682244838792844,0.802497961677134,1,0.167,0.269,0.165,-0.021,-0.023,-0.048,0.012,0,1,0
265,265,Russell Westbrook,201566,LAC @ PHX,LAC,1610612746,PHX,0,42200172,2023-04-18,L,36,28,5,5,9,16,0.563,2,3,0.667,8,8,1.0,1,4,0,2,3,2,-13,44.5,1.434,0.625,G,,117.4,114.8,136.2,135.4,-18.8,0.031,0.174,0.091,0.294,0.625,1.67,0.282,0.717,93.06,91.75,0.173,69,76.46,0.284,"APR 18, 2023",240,35,80,0.438,11,30,0.367,28,31,0.903,12,20,32,17,7,4,15,20,109,112.78973509933776,6.0,6.0,35.0,0.5882352941176471,1610612756.0,112.78973509933776,96.64,95.9,95.16,1,36.0,8.0,,2.0,4.0,0.24,0.31,103.33,78.0,106.4,36.0,8.0,,2.0,4.0,0.24,0.31,103.33,78.0,106.4,36.0,8.0,,2.0,4.0,0.24,0.31,103.33,78.0,106.4,,6.5,2.0,797,8.0,,,,112.4,6.4,6.6,-0.13233239076579018,0.7291716625136045,1,-0.31,-0.052,-0.23,-0.06,-0.079,-0.129,0.034,1,0,0
263,263,Chris Paul,101108,PHX vs. LAC,PHX,1610612756,LAC,1,42200172,2023-04-18,W,38,16,8,4,8,14,0.571,0,1,0.0,0,0,,0,4,1,1,1,3,14,37.8,1.143,0.5714285714285714,G,,125.0,127.5,106.6,107.0,18.4,0.0,0.103,0.061,0.25,0.571,8.0,0.181,0.571,95.74,96.88,0.122,76,80.74,0.189,"APR 18, 2023",240,50,85,0.588,10,24,0.417,13,14,0.929,7,28,35,30,6,6,11,22,123,129.25598991172762,7.0,4.0,32.0,0.4375,1610612746.0,129.25598991172762,95.16,95.9,96.64,1,39.0,10.0,,1.0,10.0,0.11,0.31,101.75,83.0,110.8,39.0,10.0,,1.0,10.0,0.11,0.31,101.75,83.0,110.8,39.0,10.0,,1.0,10.0,0.11,0.31,101.75,83.0,110.8,9.0,,2.0,797,10.0,,,,121.33,6.6,4.0,-0.9454190200845193,0.28535404302155565,0,-0.024,-0.074,0.463,0.065,-0.024,-0.05,0.023,1,0,0
239,239,Miles McBride,1630540,NYK @ CLE,NYK,1610612752,CLE,0,42200132,2023-04-18,L,3,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,3,0.0,0.0,,,,140.0,143.4,66.7,80.0,73.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.29,103.87,0.0,5,86.56,0.0,"APR 18, 2023",240,29,79,0.367,7,29,0.241,25,30,0.833,13,23,36,16,14,5,17,18,90,93.55509355509356,10.0,7.0,43.0,0.4935064935064935,1610612739.0,93.55509355509356,96.2,94.22,92.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,797,,,,,99.26,9.6,5.0,1.0640795139652413,1.1707153130155634,1,-1.0,-1.0,,-1.0,-0.044,-0.333,1.311,1,0,0
