,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_ATL,TEAM_BKN,TEAM_BOS,TEAM_CHI,TEAM_DAL,TEAM_DEN,TEAM_GSW,TEAM_MEM,TEAM_MIA,TEAM_MIL,TEAM_MIN,TEAM_NOP,TEAM_PHI,TEAM_PHX,TEAM_TOR,TEAM_UTA,OPP_ATL,OPP_BKN,OPP_BOS,OPP_CHI,OPP_DAL,OPP_DEN,OPP_GSW,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_PHI,OPP_PHX,OPP_TOR,OPP_UTA
1772,Jordan Poole,1629673,GSW vs. BOS,1610612744,1,42100402,2022-06-05,W,23,17,3,2,6,14,0.429,5,9,0.556,0,0,,0,2,2,0,3,1,7,26.9,1.214,1.214,,104.2,87.8,16.4,0.0,0.1,0.049,0.25,1.0,0.34,0.607,100.18,102.86,0.128,85.71,"JUN 05, 2022",240,39,86,0.453,15,37,0.405,14,20,0.7,6,36,42,25,15,2,12,17,107,106.15079365079364,5.0,7.0,43.0,0.375,1610612738,106.15079365079364,100.8,100.14,99.48,0,0.25,0.21,0.22,14.0,13.2,15.43,4.36,3.56,4.93,18.55,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,Jordan Poole,1629673,GSW @ BOS,1610612744,0,42100403,2022-06-08,L,24,10,3,3,4,8,0.5,1,4,0.25,1,2,0.5,0,3,0,0,3,2,-6,15.1,1.126,1.126,,106.0,120.4,-14.4,0.0,0.111,0.065,0.214,1.0,0.222,0.563,96.15,97.13,0.063,80.94,"JUN 08, 2022",240,36,78,0.462,15,40,0.375,13,15,0.867,6,25,31,22,7,5,16,23,100,105.70824524312896,7.0,7.0,47.0,0.4831460674157303,1610612738,105.70824524312896,94.59999999999998,95.58,96.56,0,0.26,0.23,0.22,12.0,13.2,14.14,4.36,3.56,5.01,,15.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,Jordan Poole,1629673,GSW @ BOS,1610612744,0,42100404,2022-06-10,W,21,14,1,1,6,13,0.462,2,7,0.286,0,0,,0,1,1,1,1,4,2,21.7,1.077,1.077,,97.8,97.7,0.1,0.0,0.038,0.02,0.091,1.0,0.259,0.538,102.46,102.79,0.079,85.66,"JUN 10, 2022",240,40,91,0.44,15,43,0.349,12,15,0.8,16,39,55,20,10,5,16,21,107,109.63114754098362,8.0,6.0,42.0,0.4,1610612738,109.63114754098362,97.59999999999998,97.47999999999998,97.36,0,0.27,0.25,0.22,13.67,13.2,12.86,3.51,3.56,3.18,,15.56,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,Jordan Poole,1629673,GSW vs. BOS,1610612744,1,42100405,2022-06-13,W,14,14,0,0,4,8,0.5,3,6,0.5,3,3,1.0,0,0,0,0,1,1,2,13.0,1.502,1.502,,93.3,78.8,14.5,0.0,0.0,0.0,0.0,0.0,0.323,0.751,105.16,105.83,0.208,88.19,"JUN 13, 2022",240,41,88,0.466,9,40,0.225,13,15,0.867,4,35,39,23,9,2,6,28,104,107.66045548654245,2.0,2.0,47.0,0.4133333333333333,1610612738,107.66045548654245,96.59999999999998,97.62,98.64,0,0.27,0.27,0.25,12.67,12.8,13.43,2.31,3.27,2.94,18.17,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,Jordan Poole,1629673,GSW @ BOS,1610612744,0,42100406,2022-06-16,W,18,15,2,3,5,12,0.417,3,8,0.375,2,2,1.0,1,2,0,0,0,3,11,21.6,1.165,1.165,,100.0,74.3,25.7,0.042,0.111,0.071,0.25,0.0,0.283,0.582,98.47,97.18,0.181,80.98,"JUN 16, 2022",240,38,92,0.413,19,46,0.413,8,8,1.0,15,29,44,27,13,7,15,20,103,107.83082077051928,8.0,8.0,41.0,0.425,1610612738,107.83082077051928,95.52,95.90000000000002,96.28000000000002,0,0.29,0.29,0.26,14.33,14.0,13.57,0.58,2.55,2.99,,15.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Naz Reid,1629675,MIN @ MEM,1610612750,0,42100151,2022-04-16,W,5,0,0,2,0,0,,0,0,,0,0,,0,2,0,0,3,3,-3,-0.6,0.0,0.0,,64.3,100.0,-35.7,0.0,0.286,0.154,0.0,0.0,0.214,0.0,125.93,122.35,-0.32,101.96,"APR 16, 2022",240,45,90,0.5,16,41,0.39,24,27,0.889,11,35,46,32,5,7,18,32,130,119.39750183688464,7.0,8.0,35.0,0.4534883720930232,1610612763,119.39750183688464,108.88,108.90000000000002,108.92,0,0.21,0.21,0.21,0.0,0.0,0.0,,,,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
257,Naz Reid,1629675,MIN @ MEM,1610612750,0,42100152,2022-04-19,L,20,12,0,7,2,4,0.5,2,3,0.667,6,6,1.0,1,6,0,2,2,3,-7,24.4,1.807,1.807,,72.3,91.1,-18.8,0.045,0.207,0.137,0.0,0.0,0.18,0.904,106.18,110.15,0.217,91.79,"APR 19, 2022",240,30,76,0.395,11,38,0.289,25,28,0.893,4,36,40,16,5,9,19,28,96,92.91521486643438,9.0,1.0,48.0,0.4782608695652174,1610612763,92.91521486643438,103.32,102.2,101.08,0,0.2,0.2,0.2,6.0,6.0,6.0,8.49,8.49,8.49,,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
384,Naz Reid,1629675,MIN vs. MEM,1610612750,1,42100153,2022-04-21,L,10,3,0,3,1,5,0.2,0,1,0.0,1,1,1.0,1,2,1,2,0,5,-9,15.6,0.551,0.551,,71.4,109.1,-37.7,0.083,0.167,0.125,0.0,0.0,0.217,0.276,101.34,101.81,-0.063,84.84,"APR 21, 2022",240,33,85,0.388,12,35,0.343,17,23,0.739,9,32,41,21,11,11,16,28,95,93.02781041911476,7.0,9.0,48.0,0.4216867469879518,1610612763,93.02781041911476,102.12,101.88,101.64,0,0.2,0.2,0.2,5.0,5.0,5.0,6.24,6.24,6.24,3.0,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
505,Naz Reid,1629675,MIN vs. MEM,1610612750,1,42100154,2022-04-23,W,5,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,1,0,1,-4,3.0,0.0,0.0,,55.6,81.8,-26.3,0.0,0.0,0.0,0.0,0.0,0.111,0.0,89.21,87.8,-0.176,73.17,"APR 23, 2022",240,35,74,0.473,18,36,0.5,31,40,0.775,6,28,34,23,7,8,15,23,119,118.2902584493042,9.0,4.0,39.0,0.4883720930232558,1610612763,118.2902584493042,100.59999999999998,104.3,108.0,0,0.17,0.18,0.18,5.0,3.75,3.75,6.24,5.68,5.68,1.5,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
769,Naz Reid,1629675,MIN @ MEM,1610612750,0,42100155,2022-04-26,L,13,9,0,2,4,7,0.571,1,2,0.5,0,0,,0,2,0,1,0,2,0,14.4,1.286,1.286,,93.8,93.5,0.2,0.0,0.125,0.067,0.0,0.0,0.194,0.643,118.27,115.13,0.138,95.94,"APR 26, 2022",240,37,83,0.446,14,33,0.424,21,24,0.875,6,36,42,23,9,7,22,29,109,99.48886454910551,10.0,7.0,53.0,0.4148936170212766,1610612763,99.48886454910551,109.56,109.36,109.16,0,0.17,0.18,0.18,4.0,4.8,4.8,4.58,5.45,5.45,,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,Matisse Thybulle,1629680,PHI vs. TOR,1610612755,1,42100131,2022-04-16,W,19,3,0,2,1,1,1.0,1,1,1.0,0,0,,0,2,1,0,0,3,3,8.4,3.0,3.0,,155.9,135.1,20.7,0.0,0.133,0.071,0.0,0.0,0.027,1.5,89.6,90.57,0.03,75.48,"APR 16, 2022",240,43,84,0.512,16,32,0.5,29,34,0.853,10,29,39,29,6,4,3,18,131,142.4532405393649,1.0,8.0,35.0,0.4878048780487805,1610612761,142.4532405393649,91.96,92.54,93.12,0,0.03,0.03,0.03,3.0,3.0,3.0,,,,3.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
207,Matisse Thybulle,1629680,PHI vs. TOR,1610612755,1,42100132,2022-04-18,W,10,5,1,0,2,3,0.667,1,2,0.5,0,0,,0,0,0,3,0,1,-3,15.5,1.667,1.667,,145.0,160.0,-15.0,0.0,0.0,0.0,0.125,0.0,0.13,0.833,98.57,91.78,0.098,76.48,"APR 18, 2022",240,36,69,0.522,14,30,0.467,26,30,0.867,7,34,41,20,5,12,14,18,112,125.56053811659191,7.0,4.0,35.0,0.4269662921348314,1610612761,125.56053811659191,89.2,89.74000000000001,90.28000000000002,0,0.08,0.08,0.08,4.0,4.0,4.0,1.41,1.41,1.41,4.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
666,Matisse Thybulle,1629680,PHI vs. TOR,1610612755,1,42100135,2022-04-25,L,14,2,0,2,1,6,0.167,0,3,0.0,0,2,0.0,1,1,1,0,1,3,-1,6.4,0.291,0.291,,89.3,86.7,2.6,0.053,0.077,0.063,0.0,0.0,0.211,0.145,100.46,99.43,-0.186,82.86,"APR 25, 2022",240,31,81,0.383,10,37,0.27,16,20,0.8,8,29,37,21,7,1,15,17,88,90.90909090909092,8.0,6.0,40.0,0.5121951219512195,1610612761,90.90909090909092,96.8,94.76,92.71999999999998,0,0.12,0.12,0.12,3.33,3.33,3.33,1.53,1.53,1.53,3.33,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
991,Matisse Thybulle,1629680,PHI @ MIA,1610612755,0,42100201,2022-05-02,L,15,2,1,2,1,3,0.333,0,2,0.0,0,0,,0,2,1,1,0,1,-4,11.9,0.667,0.667,,96.7,110.0,-13.3,0.0,0.154,0.069,0.091,0.0,0.086,0.333,94.42,93.61,0.06,78.01,"MAY 02, 2022",240,34,79,0.43,6,34,0.176,18,20,0.9,9,28,37,18,4,6,14,17,92,99.13793103448276,5.0,2.0,47.0,0.4347826086956521,1610612748,99.13793103448276,92.8,94.36,95.92,0,0.14,0.11,0.11,3.0,3.0,3.0,1.73,1.41,1.41,,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1046,Matisse Thybulle,1629680,PHI @ MIA,1610612755,0,42100202,2022-05-04,L,21,0,0,2,0,0,,0,0,,0,0,,1,1,1,1,1,1,-6,7.4,0.0,0.0,,84.4,100.0,-15.6,0.043,0.048,0.045,0.0,0.0,0.02,0.0,97.0,103.86,0.015,86.55,"MAY 04, 2022",240,38,84,0.452,8,30,0.267,19,22,0.864,5,29,34,17,10,4,8,25,103,106.53702937525856,5.0,3.0,44.0,0.5128205128205128,1610612748,106.53702937525856,96.68,97.16,97.64,0,0.11,0.09,0.09,1.33,2.4,2.4,1.15,1.82,1.82,,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1117,Matisse Thybulle,1629680,PHI vs. MIA,1610612755,1,42100203,2022-05-06,W,20,4,0,0,2,2,1.0,0,0,,0,0,,0,0,1,1,0,2,-7,10.0,2.0,2.0,,92.1,113.5,-21.4,0.0,0.0,0.0,0.0,0.0,0.051,1.0,88.8,91.48,0.06,76.23,"MAY 06, 2022",240,32,67,0.478,16,33,0.485,19,22,0.864,8,35,43,22,7,3,18,24,99,114.21319796954316,11.0,1.0,36.0,0.3506493506493506,1610612748,114.21319796954316,86.68,87.62,88.56,0,0.05,0.1,0.09,2.0,2.6,2.67,2.0,1.95,1.75,3.5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1193,Matisse Thybulle,1629680,PHI vs. MIA,1610612755,1,42100204,2022-05-08,W,15,5,1,1,2,3,0.667,1,2,0.5,0,0,,0,1,0,0,0,1,-1,7.7,1.667,1.667,,100.0,97.1,2.9,0.0,0.059,0.034,0.143,0.0,0.094,0.833,106.36,105.14,0.108,87.62,"MAY 08, 2022",240,37,68,0.544,16,33,0.485,26,34,0.765,4,28,32,25,5,2,16,24,116,122.15669755686604,9.0,5.0,33.0,0.4634146341463415,1610612748,122.15669755686604,94.96,98.64,102.32,0,0.05,0.09,0.09,3.0,2.6,3.0,2.65,1.95,1.83,3.8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1306,Matisse Thybulle,1629680,PHI @ MIA,1610612755,0,42100205,2022-05-10,L,11,3,1,0,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,1,-15,4.5,1.5,1.5,,77.3,133.3,-56.1,0.0,0.0,0.0,0.2,0.0,0.087,0.75,103.48,102.06,0.04,85.05,"MAY 10, 2022",240,31,85,0.365,9,32,0.281,14,15,0.933,10,26,36,14,8,2,15,19,85,87.99171842650104,8.0,4.0,46.0,0.5357142857142857,1610612748,87.99171842650104,96.59999999999998,96.86,97.12,0,0.08,0.07,0.1,4.0,2.8,3.0,1.0,1.92,1.83,,1.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1385,Matisse Thybulle,1629680,PHI vs. MIA,1610612755,1,42100206,2022-05-12,L,12,3,0,0,1,4,0.25,0,2,0.0,1,1,1.0,0,0,2,1,0,2,-15,12.0,0.676,0.676,,65.2,136.4,-71.1,0.0,0.0,0.0,0.0,0.0,0.148,0.338,96.66,90.24,0.013,75.2,"MAY 12, 2022",240,36,87,0.414,12,37,0.324,6,7,0.857,6,29,35,21,8,6,13,16,90,92.7070457354759,7.0,6.0,49.0,0.4827586206896552,1610612748,92.7070457354759,97.08,93.96,90.84,0,0.11,0.08,0.1,3.67,3.0,2.71,1.15,1.87,1.6,3.67,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107,Grant Williams,1629684,BOS vs. BKN,1610612738,1,42100111,2022-04-17,W,21,7,1,2,3,7,0.429,0,4,0.0,1,2,0.5,0,2,0,1,0,3,-17,13.9,0.888,0.888,,100.0,133.3,-33.3,0.0,0.133,0.056,0.091,0.0,0.16,0.444,102.49,100.48,0.029,83.74,"APR 17, 2022",240,42,89,0.472,12,33,0.364,19,24,0.792,14,29,43,24,12,5,14,24,115,115.5082362394536,12.0,6.0,29.0,0.5384615384615384,1610612751,115.5082362394536,99.56,99.56,99.56,0,0.16,0.16,0.16,7.0,7.0,7.0,,,,7.0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Grant Williams,1629684,BOS vs. BKN,1610612738,1,42100112,2022-04-20,W,32,17,0,6,4,4,1.0,3,3,1.0,6,6,1.0,4,2,0,2,0,3,9,30.2,2.56,2.56,,126.7,111.7,15.0,0.148,0.063,0.102,0.0,0.0,0.103,1.28,89.25,90.0,0.176,75.0,"APR 20, 2022",240,39,75,0.52,11,31,0.355,25,31,0.806,7,29,36,27,7,4,14,27,114,119.1969887076537,8.0,8.0,36.0,0.4605263157894737,1610612751,119.1969887076537,95.64,95.8,95.96,0,0.13,0.13,0.13,12.0,12.0,12.0,7.07,7.07,7.07,12.0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Grant Williams,1629684,BOS @ BKN,1610612738,0,42100113,2022-04-23,W,32,7,1,5,3,7,0.429,1,3,0.333,0,0,,3,2,1,0,1,3,2,16.5,1.0,1.0,,119.7,118.3,1.3,0.1,0.074,0.088,0.037,1.0,0.11,0.5,91.56,89.4,0.038,74.5,"APR 23, 2022",240,42,84,0.5,12,39,0.308,13,14,0.929,13,21,34,26,13,3,14,19,109,119.56998683633174,7.0,5.0,33.0,0.5064935064935064,1610612751,119.56998683633174,91.16,90.59999999999998,90.04,0,0.12,0.12,0.12,10.33,10.33,10.33,5.77,5.77,5.77,,7.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,Grant Williams,1629684,BOS @ BKN,1610612738,0,42100114,2022-04-25,W,33,14,1,3,5,8,0.625,4,6,0.667,0,0,,0,3,0,3,1,3,1,27.1,1.75,1.75,,111.4,111.6,-0.2,0.0,0.083,0.042,0.042,1.0,0.113,0.875,101.51,100.38,0.093,83.65,"APR 25, 2022",240,42,89,0.472,14,35,0.4,18,22,0.818,10,35,45,26,3,4,13,28,116,114.08339889850512,5.0,7.0,38.0,0.5061728395061729,1610612751,114.08339889850512,101.68,98.71999999999998,95.76,0,0.11,0.12,0.12,12.67,11.25,11.25,5.13,5.06,5.06,,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,Grant Williams,1629684,BOS vs. MIL,1610612738,1,42100211,2022-05-01,L,29,8,0,4,2,6,0.333,2,4,0.5,2,2,1.0,1,3,0,1,0,2,-15,15.8,1.163,1.163,,89.7,113.6,-23.9,0.028,0.091,0.058,0.0,0.0,0.104,0.581,99.64,97.44,0.064,81.2,"MAY 01, 2022",240,28,84,0.333,18,50,0.36,15,20,0.75,10,38,48,21,8,7,18,25,89,88.29365079365078,11.0,5.0,54.0,0.4111111111111111,1610612749,88.29365079365078,100.8,101.52,102.24,0,0.11,0.12,0.12,9.67,10.6,10.6,3.79,4.62,4.62,10.67,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1008,Grant Williams,1629684,BOS vs. MIL,1610612738,1,42100212,2022-05-03,W,35,21,2,5,7,14,0.5,6,9,0.667,1,2,0.5,1,4,0,0,0,2,22,30.0,1.411,1.411,,125.0,92.6,32.4,0.032,0.143,0.085,0.087,0.0,0.2,0.706,93.61,92.18,0.138,76.81,"MAY 03, 2022",240,38,80,0.475,20,43,0.465,13,15,0.867,7,33,40,28,10,5,11,23,109,120.30905077262696,4.0,5.0,37.0,0.4657534246575342,1610612749,120.30905077262696,90.59999999999998,92.36,94.12,0,0.14,0.13,0.13,14.33,13.4,12.33,6.51,5.94,5.92,13.25,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1165,Grant Williams,1629684,BOS @ MIL,1610612738,0,42100213,2022-05-07,L,34,9,2,6,2,9,0.222,1,6,0.167,4,4,1.0,2,4,0,3,1,5,8,27.2,0.836,0.836,,109.7,98.6,11.1,0.054,0.1,0.078,0.091,2.0,0.146,0.418,104.15,102.3,0.039,85.25,"MAY 07, 2022",240,32,87,0.368,9,33,0.273,28,34,0.824,11,36,47,23,5,13,12,21,101,98.09634809634808,8.0,4.0,53.0,0.404040404040404,1610612749,98.09634809634808,102.96,103.21999999999998,103.48,0,0.15,0.13,0.13,12.67,11.8,11.86,7.23,5.81,5.55,,10.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1249,Grant Williams,1629684,BOS @ MIL,1610612738,0,42100214,2022-05-09,W,25,9,0,4,3,9,0.333,1,5,0.2,2,2,1.0,0,4,0,0,2,4,-17,11.8,0.911,0.911,F,94.1,125.0,-30.9,0.0,0.129,0.068,0.0,0.0,0.214,0.455,99.89,99.81,0.011,83.18,"MAY 09, 2022",240,42,84,0.5,14,37,0.378,18,20,0.9,4,34,38,25,2,4,11,25,116,116.23246492985972,6.0,3.0,48.0,0.4148936170212766,1610612749,116.23246492985972,99.8,99.84,99.88,1,0.19,0.16,0.14,13.0,12.2,12.14,6.93,5.45,5.3,,9.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1316,Grant Williams,1629684,BOS vs. MIL,1610612738,1,42100215,2022-05-11,L,31,0,1,2,0,3,0.0,0,2,0.0,0,0,,1,1,0,0,2,4,-11,1.9,0.0,0.0,F,123.7,135.5,-11.8,0.04,0.031,0.035,0.032,0.5,0.078,0.0,95.05,94.87,-0.042,79.05,"MAY 11, 2022",240,42,82,0.512,10,31,0.323,13,15,0.867,5,31,36,25,6,7,10,19,107,114.31623931623932,5.0,5.0,49.0,0.4347826086956521,1610612749,114.31623931623932,93.59999999999998,95.42,97.24,1,0.15,0.15,0.14,6.0,9.4,9.71,5.2,7.5,6.47,10.6,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1416,Grant Williams,1629684,BOS @ MIL,1610612738,0,42100216,2022-05-13,W,28,2,1,5,0,3,0.0,0,1,0.0,2,5,0.4,0,5,2,0,1,5,9,14.5,0.385,0.385,F,115.5,100.0,15.5,0.0,0.152,0.077,0.04,1.0,0.095,0.192,101.75,99.29,-0.018,82.74,"MAY 13, 2022",240,38,87,0.437,17,43,0.395,15,23,0.652,8,34,42,22,5,7,8,17,108,111.20263591433276,5.0,3.0,49.0,0.4090909090909091,1610612749,111.20263591433276,97.12,98.02000000000002,98.92,1,0.13,0.15,0.14,3.67,8.2,9.0,4.73,8.23,7.07,,8.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1472,Grant Williams,1629684,BOS vs. MIL,1610612738,1,42100217,2022-05-15,W,39,27,0,6,10,22,0.455,7,18,0.389,0,0,,1,5,0,2,1,5,25,39.2,1.227,1.227,F,107.1,76.5,30.7,0.023,0.1,0.064,0.0,0.0,0.25,0.614,101.41,103.12,0.118,85.93,"MAY 15, 2022",240,37,88,0.42,22,55,0.4,13,18,0.722,8,40,48,29,5,7,12,19,109,109.08726981585268,5.0,5.0,56.0,0.3666666666666666,1610612749,109.08726981585268,99.92,99.48,99.04,1,0.14,0.16,0.16,9.67,9.4,10.86,15.04,10.64,9.79,13.33,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1493,Grant Williams,1629684,BOS @ MIA,1610612738,0,42100301,2022-05-17,L,35,7,2,1,2,5,0.4,1,2,0.5,2,2,1.0,0,1,1,0,2,5,-14,12.2,1.19,1.19,F,105.6,127.1,-21.5,0.0,0.037,0.018,0.087,1.0,0.1,0.595,100.79,98.09,0.008,81.74,"MAY 17, 2022",240,36,79,0.456,11,34,0.324,24,32,0.75,8,30,38,22,8,8,16,23,107,105.85674713098535,10.0,12.0,39.0,0.4875,1610612748,105.85674713098535,101.08,99.52000000000002,97.96,1,0.15,0.15,0.15,12.0,9.0,10.71,13.23,10.7,9.84,,8.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1537,Grant Williams,1629684,BOS @ MIA,1610612738,0,42100302,2022-05-19,W,32,19,0,4,5,7,0.714,2,2,1.0,7,8,0.875,1,3,1,0,0,5,37,26.8,1.806,1.806,,150.0,95.2,54.8,0.038,0.086,0.066,0.0,0.0,0.151,0.903,98.44,93.91,0.117,78.26,"MAY 19, 2022",240,43,84,0.512,20,40,0.5,21,23,0.913,8,33,41,28,8,5,9,21,127,133.51555929352398,4.0,3.0,42.0,0.4418604651162791,1610612748,133.51555929352398,95.12,96.40000000000002,97.68,0,0.17,0.13,0.15,17.67,11.0,10.43,10.07,11.6,9.52,,9.57,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1576,Grant Williams,1629684,BOS vs. MIA,1610612738,1,42100303,2022-05-21,L,39,10,0,5,2,6,0.333,2,4,0.5,4,4,1.0,1,4,1,1,1,6,8,21.0,1.289,1.289,,107.9,92.5,15.4,0.032,0.089,0.066,0.0,0.0,0.106,0.644,98.35,95.99,0.041,79.99,"MAY 21, 2022",240,34,70,0.486,12,32,0.375,23,30,0.767,9,35,44,21,2,7,23,21,103,105.9670781893004,19.0,4.0,34.0,0.4673913043478261,1610612748,105.9670781893004,97.2,97.68,98.16,0,0.12,0.14,0.14,12.0,13.0,10.57,6.24,9.97,9.5,12.86,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1640,Grant Williams,1629684,BOS vs. MIA,1610612738,1,42100304,2022-05-23,W,37,7,2,5,1,8,0.125,1,5,0.2,4,4,1.0,2,3,0,0,1,2,-1,15.0,0.717,0.717,,108.6,110.0,-1.4,0.053,0.068,0.061,0.095,2.0,0.134,0.359,92.78,92.01,0.023,76.68,"MAY 23, 2022",240,31,78,0.397,8,34,0.235,32,38,0.842,14,46,60,21,4,11,9,15,102,113.68702630405708,4.0,2.0,39.0,0.3333333333333333,1610612748,113.68702630405708,89.71999999999998,92.44,95.16,0,0.13,0.15,0.13,12.0,14.0,10.29,6.24,8.77,9.59,12.12,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
