,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_BOS,TEAM_CLE,TEAM_DAL,TEAM_DEN,TEAM_IND,TEAM_LAC,TEAM_LAL,TEAM_MIA,TEAM_MIL,TEAM_MIN,TEAM_NOP,TEAM_NYK,TEAM_OKC,TEAM_ORL,TEAM_PHI,TEAM_PHX,OPP_BOS,OPP_CLE,OPP_DAL,OPP_DEN,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHX
840,Maxi Kleber,1628467,DAL vs. LAC,1610612742,1,42300176,2024-05-03,W,5,4,0,1,1,3,0.333,1,3,0.333,1,2,0.5,0,1,0,0,0,0,1,5.2,1.031,1.031,,136.4,127.3,9.1,0.0,0.2,0.071,0.0,0.0,0.25,0.515,92.8,103.53,0.085,86.27,"MAY 03, 2024",240.0,40.0,83.0,0.482,12.0,36.0,0.333,22.0,33.0,0.667,18.0,27.0,45.0,26.0,6.0,4.0,9.0,24.0,114.0,128.78445549028467,4.0,2.0,45.0,0.4146341463414634,1610612746,128.78445549028467,88.52,88.8,89.08,0,0.15,0.11,0.11,7.33,6.2,5.67,6.66,5.07,4.72,3.33,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1539,Maxi Kleber,1628467,DAL vs. MIN,1610612742,1,42300314,2024-05-28,L,13,2,1,1,1,3,0.333,0,2,0.0,0,0,,0,1,0,0,0,3,2,4.7,0.667,0.667,,130.8,114.3,16.5,0.0,0.111,0.048,0.111,0.0,0.103,0.333,92.42,96.12,-0.019,80.1,"MAY 28, 2024",240.0,34.0,81.0,0.42,14.0,40.0,0.35,18.0,21.0,0.857,10.0,28.0,38.0,23.0,6.0,4.0,13.0,22.0,100.0,107.25010725010726,9.0,4.0,40.0,0.527027027027027,1610612750,107.25010725010726,93.24,93.12,93.0,0,0.18,0.12,0.11,7.0,5.4,5.14,7.0,5.41,4.53,3.0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1567,Maxi Kleber,1628467,DAL @ MIN,1610612742,0,42300315,2024-05-30,W,9,3,0,1,1,3,0.333,1,2,0.5,0,0,,0,1,1,0,1,1,8,6.2,1.0,1.0,,120.0,84.2,35.8,0.0,0.143,0.077,0.0,0.0,0.182,0.5,100.47,99.75,0.038,83.13,"MAY 30, 2024",240.0,46.0,84.0,0.548,15.0,34.0,0.441,17.0,23.0,0.739,9.0,36.0,45.0,19.0,7.0,5.0,12.0,20.0,124.0,127.67710049423393,8.0,5.0,41.0,0.4269662921348314,1610612750,127.67710049423393,97.12,96.68,96.24,0,0.18,0.15,0.12,3.0,5.4,5.14,1.0,5.41,4.53,,6.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1589,Maxi Kleber,1628467,DAL @ BOS,1610612742,0,42300401,2024-06-06,L,19,2,1,0,1,1,1.0,0,0,,0,0,,0,0,0,1,1,2,-15,5.5,2.0,2.0,,76.3,115.8,-39.5,0.0,0.0,0.0,0.091,1.0,0.045,1.0,97.35,97.71,0.008,81.43,"JUN 06, 2024",240.0,35.0,84.0,0.417,7.0,27.0,0.259,12.0,19.0,0.632,10.0,33.0,43.0,9.0,8.0,1.0,11.0,16.0,89.0,95.3299057412168,6.0,9.0,47.0,0.4756097560975609,1610612738,95.3299057412168,93.36,92.86,92.36,0,0.11,0.15,0.12,2.33,5.2,4.57,0.58,5.54,4.65,,5.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,Maxi Kleber,1628467,DAL @ BOS,1610612742,0,42300402,2024-06-09,L,16,0,0,2,0,4,0.0,0,2,0.0,0,0,,0,2,0,0,0,4,1,2.4,0.0,0.0,,100.0,94.1,5.9,0.0,0.133,0.069,0.0,0.0,0.105,0.0,95.33,98.75,-0.129,82.29,"JUN 09, 2024",240.0,38.0,80.0,0.475,6.0,26.0,0.231,16.0,24.0,0.667,9.0,34.0,43.0,21.0,5.0,3.0,15.0,17.0,98.0,101.49130074565038,10.0,5.0,41.0,0.4523809523809524,1610612738,101.49130074565038,96.56,94.68,92.8,0,0.11,0.14,0.13,1.67,2.2,4.14,1.53,1.48,4.95,,4.83,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,Maxi Kleber,1628467,DAL vs. BOS,1610612742,1,42300403,2024-06-12,L,8,0,0,1,0,2,0.0,0,1,0.0,0,0,,0,1,0,0,0,0,-13,1.2,0.0,0.0,,80.0,166.7,-86.7,0.0,0.167,0.063,0.0,0.0,0.118,0.0,91.66,89.16,-0.03,74.3,"JUN 12, 2024",240.0,38.0,86.0,0.442,9.0,25.0,0.36,14.0,16.0,0.875,7.0,36.0,43.0,15.0,5.0,1.0,8.0,17.0,99.0,105.27435133985536,4.0,6.0,36.0,0.4634146341463415,1610612738,105.27435133985536,94.04,92.59999999999998,91.16,0,0.09,0.11,0.14,0.67,1.4,3.71,1.15,1.34,5.19,2.4,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,Maxi Kleber,1628467,DAL vs. BOS,1610612742,1,42300404,2024-06-14,W,23,5,1,1,1,2,0.5,1,1,1.0,2,2,1.0,0,1,1,0,0,0,25,10.7,1.736,1.736,,131.9,78.7,53.2,0.0,0.048,0.022,0.043,0.0,0.052,0.868,95.93,97.17,0.092,80.98,"JUN 14, 2024",240.0,46.0,91.0,0.505,15.0,37.0,0.405,15.0,22.0,0.682,13.0,39.0,52.0,21.0,7.0,2.0,8.0,17.0,122.0,127.50836120401335,2.0,5.0,31.0,0.3625,1610612738,127.50836120401335,95.68,95.2,94.71999999999998,0,0.09,0.1,0.12,1.67,2.0,2.29,2.89,2.12,1.89,2.83,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,Maxi Kleber,1628467,DAL @ BOS,1610612742,0,42300405,2024-06-17,L,13,2,1,3,1,3,0.333,0,2,0.0,0,0,,1,2,0,0,0,2,-12,7.1,0.667,0.667,,88.9,128.6,-39.7,0.091,0.143,0.12,0.125,0.0,0.107,0.333,94.19,98.26,0.03,81.89,"JUN 17, 2024",240.0,35.0,78.0,0.449,11.0,37.0,0.297,7.0,13.0,0.538,7.0,28.0,35.0,18.0,4.0,4.0,13.0,20.0,88.0,98.0829246544806,9.0,2.0,51.0,0.4269662921348314,1610612738,98.0829246544806,89.71999999999998,89.75999999999999,89.8,0,0.09,0.09,0.1,2.33,1.8,2.0,2.52,2.05,1.73,,4.43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Grayson Allen,1628960,PHX @ MIN,1610612756,0,42300161,2024-04-20,L,25,4,2,5,0,3,0.0,0,3,0.0,4,4,1.0,1,4,0,0,2,2,-6,11.0,0.84,0.84,F,116.3,126.0,-9.7,0.048,0.174,0.114,0.095,1.0,0.135,0.42,97.03,94.29,0.033,78.57,"APR 20, 2024",240.0,33.0,75.0,0.44,9.0,28.0,0.321,20.0,25.0,0.8,3.0,25.0,28.0,16.0,9.0,6.0,15.0,19.0,95.0,96.93877551020408,8.0,2.0,52.0,0.5,1610612750,96.93877551020408,98.0,98.34,98.68,1,0.14,0.14,0.14,4.0,4.0,4.0,,,,,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
256,Grayson Allen,1628960,PHX @ MIN,1610612756,0,42300162,2024-04-23,L,17,3,0,3,1,2,0.5,1,2,0.5,0,0,,1,2,1,0,1,2,3,8.6,1.5,1.5,F,100.0,91.4,8.6,0.067,0.105,0.088,0.0,0.0,0.075,0.75,94.51,96.28,0.045,80.23,"APR 23, 2024",240.0,35.0,78.0,0.449,8.0,22.0,0.364,15.0,19.0,0.789,11.0,30.0,41.0,19.0,7.0,1.0,19.0,22.0,93.0,98.55871131835524,11.0,2.0,39.0,0.4487179487179487,1610612750,98.55871131835524,94.36,94.28000000000002,94.2,1,0.11,0.11,0.11,3.5,3.5,3.5,0.71,0.71,0.71,,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,Jalen Brunson,1628973,NYK vs. PHI,1610612752,1,42300111,2024-04-20,W,41,22,7,7,8,26,0.308,1,6,0.167,5,6,0.833,5,2,1,0,5,1,-3,38.9,0.768,0.768,G,119.2,123.1,-3.8,0.106,0.054,0.083,0.292,1.4,0.333,0.384,92.58,90.62,0.059,75.52,"APR 20, 2024",240.0,36.0,91.0,0.396,16.0,35.0,0.457,23.0,28.0,0.821,23.0,32.0,55.0,20.0,6.0,7.0,11.0,18.0,111.0,121.55059132720103,8.0,7.0,33.0,0.4444444444444444,1610612755,121.55059132720103,91.32,92.0,92.68,1,0.33,0.33,0.33,22.0,22.0,22.0,,,,22.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
174,Jalen Brunson,1628973,NYK vs. PHI,1610612752,1,42300112,2024-04-22,W,38,24,6,8,8,29,0.276,1,6,0.167,7,9,0.778,0,8,0,0,1,3,3,41.6,0.728,0.728,G,106.8,104.1,2.6,0.0,0.182,0.088,0.286,6.0,0.378,0.364,95.78,93.0,0.085,77.5,"APR 22, 2024",240.0,37.0,91.0,0.407,11.0,33.0,0.333,19.0,23.0,0.826,12.0,34.0,46.0,22.0,5.0,6.0,7.0,17.0,104.0,108.19808572617562,3.0,6.0,44.0,0.4285714285714285,1610612755,108.19808572617562,96.12,94.90000000000002,93.68,1,0.36,0.36,0.36,23.0,23.0,23.0,1.41,1.41,1.41,23.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
333,Jalen Brunson,1628973,NYK @ PHI,1610612752,0,42300113,2024-04-25,L,45,39,13,2,13,27,0.481,3,7,0.429,10,12,0.833,0,2,0,0,4,3,-14,56.9,1.208,1.208,G,120.5,137.9,-17.5,0.0,0.061,0.026,0.464,3.25,0.353,0.604,95.48,92.48,0.152,77.06,"APR 25, 2024",240.0,44.0,90.0,0.489,13.0,30.0,0.433,13.0,19.0,0.684,11.0,21.0,32.0,27.0,4.0,3.0,9.0,25.0,114.0,118.30635118306353,6.0,8.0,36.0,0.5466666666666666,1610612755,118.30635118306353,96.36,93.94,91.52,1,0.35,0.35,0.35,28.33,28.33,28.33,9.29,9.29,9.29,,39.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577,Jalen Brunson,1628973,NYK @ PHI,1610612752,0,42300114,2024-04-28,W,44,47,10,4,18,34,0.529,2,8,0.25,9,11,0.818,0,4,0,1,1,2,10,68.8,1.21,1.21,G,107.2,96.3,10.9,0.0,0.082,0.041,0.625,10.0,0.39,0.605,94.52,90.96,0.313,75.8,"APR 28, 2024",240.0,37.0,86.0,0.43,7.0,27.0,0.259,16.0,26.0,0.615,15.0,37.0,52.0,19.0,1.0,11.0,12.0,19.0,97.0,102.71071579839052,5.0,5.0,42.0,0.3536585365853658,1610612755,102.71071579839052,94.44,94.09999999999998,93.76,1,0.37,0.36,0.36,36.67,33.0,33.0,11.68,12.03,12.03,,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
709,Jalen Brunson,1628973,NYK vs. PHI,1610612752,1,42300115,2024-04-30,L,51,40,6,3,15,32,0.469,4,11,0.364,6,9,0.667,0,3,3,0,4,3,-9,57.6,1.112,1.112,G,100.0,111.2,-11.2,0.0,0.06,0.031,0.273,1.5,0.351,0.556,95.09,93.45,0.144,77.88,"APR 30, 2024",265.0,40.0,86.0,0.465,10.0,36.0,0.278,16.0,24.0,0.667,6.0,34.0,40.0,19.0,10.0,8.0,14.0,19.0,106.0,101.37719969395562,5.0,7.0,46.0,0.4615384615384615,1610612755,101.37719969395562,104.56,103.96,103.36,1,0.36,0.36,0.36,42.0,34.4,34.4,4.36,10.88,10.88,28.67,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
771,Jalen Brunson,1628973,NYK @ PHI,1610612752,0,42300116,2024-05-02,W,44,41,12,3,13,27,0.481,3,8,0.375,12,16,0.75,0,3,0,0,2,2,9,60.6,1.204,1.204,G,135.3,127.7,7.6,0.0,0.075,0.034,0.414,6.0,0.333,0.602,93.4,92.48,0.168,77.06,"MAY 02, 2024",240.0,43.0,93.0,0.462,14.0,31.0,0.452,18.0,24.0,0.75,20.0,28.0,48.0,28.0,6.0,8.0,9.0,17.0,118.0,127.48487467588592,6.0,5.0,46.0,0.4367816091954023,1610612755,127.48487467588592,92.56,92.34,92.12,1,0.36,0.36,0.36,42.67,38.2,35.5,3.79,8.53,10.09,,42.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
923,Jalen Brunson,1628973,NYK vs. IND,1610612752,1,42300211,2024-05-06,W,44,43,6,6,14,26,0.538,1,4,0.25,14,14,1.0,1,5,0,1,4,2,11,58.2,1.337,1.337,G,125.8,113.6,12.2,0.028,0.116,0.076,0.222,1.5,0.353,0.669,97.57,97.55,0.184,81.29,"MAY 06, 2024",240.0,44.0,82.0,0.537,11.0,23.0,0.478,22.0,26.0,0.846,8.0,32.0,40.0,25.0,5.0,4.0,14.0,19.0,121.0,,,,,,0,,,,,1,0.35,0.36,0.36,41.33,42.0,36.57,1.53,3.16,9.64,32.25,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
989,Jalen Brunson,1628973,NYK vs. IND,1610612752,1,42300212,2024-05-08,W,32,29,5,2,11,18,0.611,3,6,0.5,4,6,0.667,0,2,3,0,2,2,26,45.9,1.405,1.405,G,149.2,106.6,42.6,0.0,0.05,0.031,0.217,2.5,0.284,0.703,94.86,90.18,0.189,75.15,"MAY 08, 2024",240.0,49.0,86.0,0.57,14.0,30.0,0.467,18.0,22.0,0.818,12.0,32.0,44.0,28.0,5.0,3.0,9.0,14.0,130.0,,,,,,0,,,,,1,0.32,0.34,0.35,37.67,40.0,37.57,7.57,6.71,8.12,31.6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1078,Jalen Brunson,1628973,NYK @ IND,1610612752,0,42300213,2024-05-10,L,38,26,6,0,10,26,0.385,2,6,0.333,4,7,0.571,0,0,1,0,5,2,-6,33.0,0.894,0.894,G,105.3,116.2,-11.0,0.0,0.0,0.0,0.316,1.2,0.391,0.447,93.06,93.63,0.049,78.03,"MAY 10, 2024",240.0,38.0,80.0,0.475,14.0,27.0,0.519,16.0,22.0,0.727,10.0,31.0,41.0,19.0,6.0,6.0,13.0,18.0,106.0,,,,,,0,,,,,1,0.34,0.34,0.35,32.67,35.8,37.86,9.07,7.73,7.58,,38.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1160,Jalen Brunson,1628973,NYK @ IND,1610612752,0,42300214,2024-05-12,L,31,18,5,3,6,17,0.353,0,5,0.0,6,9,0.667,2,1,2,0,2,1,-27,33.1,0.859,0.859,G,93.5,137.1,-43.5,0.051,0.045,0.049,0.313,2.5,0.307,0.429,97.21,96.83,0.073,80.69,"MAY 12, 2024",240.0,30.0,89.0,0.337,7.0,37.0,0.189,22.0,31.0,0.71,16.0,27.0,43.0,18.0,8.0,2.0,12.0,12.0,89.0,,,,,,0,,,,,1,0.33,0.33,0.34,24.33,31.4,34.86,5.69,10.5,10.61,,34.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1224,Jalen Brunson,1628973,NYK vs. IND,1610612752,1,42300215,2024-05-14,W,43,44,7,4,18,35,0.514,2,6,0.333,6,7,0.857,0,4,0,0,3,2,31,56.3,1.155,1.155,G,134.1,100.0,34.1,0.0,0.105,0.045,0.259,2.33,0.37,0.578,98.15,93.88,0.19,78.23,"MAY 14, 2024",240.0,47.0,101.0,0.465,12.0,35.0,0.343,15.0,19.0,0.789,20.0,33.0,53.0,26.0,7.0,5.0,9.0,22.0,121.0,,,,,,0,,,,,1,0.36,0.34,0.34,29.33,32.0,34.43,13.32,11.25,10.08,33.67,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1332,Jalen Brunson,1628973,NYK @ IND,1610612752,0,42300216,2024-05-17,L,38,31,5,1,11,26,0.423,3,8,0.375,6,9,0.667,0,1,0,0,1,2,-11,38.7,1.035,1.035,G,114.5,128.6,-14.1,0.0,0.026,0.014,0.294,5.0,0.392,0.517,89.61,88.84,0.102,74.03,"MAY 17, 2024",240.0,36.0,82.0,0.439,13.0,34.0,0.382,18.0,26.0,0.692,13.0,22.0,35.0,20.0,6.0,5.0,7.0,15.0,103.0,,,,,,0,,,,,1,0.36,0.35,0.35,31.0,29.6,33.14,13.0,9.45,9.82,,33.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1391,Jalen Brunson,1628973,NYK vs. IND,1610612752,1,42300217,2024-05-19,L,29,17,9,0,6,17,0.353,1,3,0.333,4,5,0.8,0,0,0,0,1,1,-9,29.5,0.885,0.885,G,131.5,145.5,-14.0,0.0,0.0,0.0,0.45,9.0,0.313,0.443,92.96,89.73,0.079,74.78,"MAY 19, 2024",240.0,36.0,85.0,0.424,13.0,35.0,0.371,24.0,27.0,0.889,9.0,19.0,28.0,22.0,5.0,2.0,8.0,17.0,109.0,,,,,,0,,,,,1,0.36,0.35,0.34,30.67,27.2,29.71,13.5,11.03,10.77,31.29,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,Wendell Carter Jr.,1628976,ORL @ CLE,1610612753,0,42300131,2024-04-20,L,15,3,0,2,1,3,0.333,1,2,0.5,0,0,,0,2,0,0,2,2,-8,3.4,1.0,1.0,,70.0,103.6,-33.6,0.0,0.125,0.051,0.0,0.0,0.132,0.5,98.26,92.7,-0.038,77.25,"APR 20, 2024",240.0,28.0,86.0,0.326,8.0,37.0,0.216,19.0,30.0,0.633,11.0,29.0,40.0,16.0,12.0,7.0,12.0,25.0,83.0,82.83433133732535,9.0,4.0,54.0,0.4444444444444444,1610612739,82.83433133732535,100.2,98.71999999999998,97.24,0,0.13,0.13,0.13,3.0,3.0,3.0,,,,,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Wendell Carter Jr.,1628976,ORL @ CLE,1610612753,0,42300132,2024-04-22,L,18,6,3,5,1,7,0.143,1,6,0.167,3,4,0.75,2,3,0,0,0,5,-2,16.5,0.685,0.685,,113.9,110.3,3.6,0.091,0.143,0.116,0.25,0.0,0.205,0.342,99.03,98.45,0.016,82.04,"APR 22, 2024",240.0,29.0,80.0,0.363,9.0,35.0,0.257,19.0,26.0,0.731,11.0,30.0,41.0,18.0,8.0,5.0,16.0,22.0,86.0,89.17461634176689,11.0,6.0,48.0,0.4146341463414634,1610612739,89.17461634176689,96.44,94.94,93.44,0,0.17,0.17,0.17,4.5,4.5,4.5,2.12,2.12,2.12,,4.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Wendell Carter Jr.,1628976,ORL vs. CLE,1610612753,1,42300133,2024-04-25,W,25,2,0,5,1,4,0.25,0,1,0.0,0,0,,1,4,0,0,0,2,19,8.0,0.5,0.5,C,141.7,102.1,39.6,0.045,0.154,0.104,0.0,0.0,0.07,0.25,96.3,93.15,0.014,77.63,"APR 25, 2024",240.0,47.0,92.0,0.511,13.0,37.0,0.351,14.0,16.0,0.875,14.0,37.0,51.0,24.0,7.0,3.0,8.0,21.0,121.0,130.05159071367154,2.0,8.0,32.0,0.3902439024390244,1610612739,130.05159071367154,93.04,94.88,96.71999999999998,1,0.14,0.14,0.14,3.67,3.67,3.67,2.08,2.08,2.08,2.0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Wendell Carter Jr.,1628976,ORL vs. CLE,1610612753,1,42300134,2024-04-27,W,24,11,1,5,4,6,0.667,2,3,0.667,1,2,0.5,2,3,0,0,1,2,6,17.5,1.599,1.599,C,110.9,93.8,17.1,0.111,0.13,0.122,0.067,1.0,0.16,0.799,95.92,95.19,0.108,79.32,"APR 27, 2024",240.0,43.0,77.0,0.558,12.0,26.0,0.462,14.0,19.0,0.737,8.0,35.0,43.0,24.0,7.0,6.0,17.0,19.0,112.0,118.69436201780414,10.0,3.0,29.0,0.4722222222222222,1610612739,118.69436201780414,94.36,94.3,94.24,1,0.14,0.14,0.14,6.33,5.5,5.5,4.51,4.04,4.04,6.5,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,Wendell Carter Jr.,1628976,ORL @ CLE,1610612753,0,42300135,2024-04-30,L,33,7,2,11,3,6,0.5,0,2,0.0,1,2,0.5,2,9,1,3,0,0,3,35.2,1.017,1.017,C,100.0,95.5,4.5,0.065,0.237,0.159,0.095,0.0,0.096,0.509,97.41,95.33,0.161,79.44,"APR 30, 2024",240.0,36.0,78.0,0.462,9.0,31.0,0.29,22.0,29.0,0.759,7.0,36.0,43.0,17.0,5.0,7.0,14.0,17.0,103.0,105.36006546644845,9.0,3.0,39.0,0.4318181818181818,1610612739,105.36006546644845,97.76,98.06,98.36,1,0.11,0.13,0.13,6.67,5.8,5.8,4.51,3.56,3.56,,5.33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,Wendell Carter Jr.,1628976,ORL vs. CLE,1610612753,1,42300136,2024-05-03,W,36,11,2,9,4,11,0.364,1,7,0.143,2,2,1.0,1,8,1,1,0,4,8,30.8,0.926,0.926,C,112.2,102.7,9.4,0.026,0.229,0.123,0.087,0.0,0.145,0.463,100.52,99.33,0.091,82.78,"MAY 03, 2024",240.0,35.0,89.0,0.393,11.0,36.0,0.306,22.0,26.0,0.846,15.0,33.0,48.0,19.0,6.0,4.0,13.0,15.0,103.0,104.63226330759854,8.0,10.0,38.0,0.4883720930232558,1610612739,104.63226330759854,98.44,97.42,96.40000000000002,1,0.13,0.14,0.13,9.67,7.4,6.67,2.31,3.78,3.83,8.0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,Wendell Carter Jr.,1628976,ORL @ CLE,1610612753,0,42300137,2024-05-05,L,35,13,1,7,5,10,0.5,2,4,0.5,1,1,1.0,1,6,3,0,2,5,-4,29.9,1.245,1.245,C,93.2,100.0,-6.8,0.024,0.194,0.097,0.071,0.5,0.146,0.623,98.82,100.82,0.105,84.02,"MAY 05, 2024",240.0,29.0,86.0,0.337,10.0,31.0,0.323,26.0,30.0,0.867,18.0,31.0,49.0,17.0,11.0,4.0,17.0,32.0,94.0,95.72301425661914,8.0,8.0,48.0,0.4415584415584415,1610612739,95.72301425661914,98.2,97.52000000000002,96.84,1,0.13,0.12,0.14,10.33,8.8,7.57,3.06,4.38,4.24,,7.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Donte DiVincenzo,1628978,NYK vs. PHI,1610612752,1,42300111,2024-04-20,W,24,8,2,2,3,10,0.3,2,5,0.4,0,0,,0,2,1,1,2,0,-23,17.4,0.8,0.8,G,111.9,162.8,-50.9,0.0,0.105,0.04,0.167,1.0,0.211,0.4,90.78,83.37,0.045,69.47,"APR 20, 2024",240.0,36.0,91.0,0.396,16.0,35.0,0.457,23.0,28.0,0.821,23.0,32.0,55.0,20.0,6.0,7.0,11.0,18.0,111.0,121.55059132720103,8.0,7.0,33.0,0.4444444444444444,1610612755,121.55059132720103,91.32,92.0,92.68,1,0.21,0.21,0.21,8.0,8.0,8.0,,,,8.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187,Donte DiVincenzo,1628978,NYK vs. PHI,1610612752,1,42300112,2024-04-22,W,37,19,3,4,5,10,0.5,4,8,0.5,5,5,1.0,1,3,2,0,1,4,11,33.3,1.557,1.557,G,121.9,108.3,13.6,0.024,0.077,0.049,0.115,3.0,0.148,0.779,96.58,93.46,0.118,77.89,"APR 22, 2024",240.0,37.0,91.0,0.407,11.0,33.0,0.333,19.0,23.0,0.826,12.0,34.0,46.0,22.0,5.0,6.0,7.0,17.0,104.0,108.19808572617562,3.0,6.0,44.0,0.4285714285714285,1610612755,108.19808572617562,96.12,94.90000000000002,93.68,1,0.18,0.18,0.18,13.5,13.5,13.5,7.78,7.78,7.78,13.5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
