,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_BOS,TEAM_CLE,TEAM_DAL,TEAM_DEN,TEAM_IND,TEAM_LAC,TEAM_LAL,TEAM_MIA,TEAM_MIL,TEAM_MIN,TEAM_NOP,TEAM_NYK,TEAM_OKC,TEAM_ORL,TEAM_PHI,TEAM_PHX,OPP_BOS,OPP_CLE,OPP_DAL,OPP_DEN,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHX
682,Myles Turner,1626167,IND @ MIL,1610612754,0,42300125,2024-04-30,L,31,13,3,5,6,9,0.667,1,4,0.25,0,0,,2,3,0,0,1,0,-6,22.5,1.444,1.444,C,110.2,124.6,-14.4,0.071,0.115,0.093,0.15,3.0,0.147,0.722,92.43,90.93,0.129,75.77,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.22,0.23,0.23,23.67,22.0,22.0,9.24,7.14,7.14,,17.33,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
809,Myles Turner,1626167,IND vs. MIL,1610612754,1,42300126,2024-05-02,W,23,5,1,5,1,6,0.167,0,3,0.0,3,4,0.75,2,3,0,1,1,4,12,14.5,0.644,0.644,C,132.6,100.0,32.6,0.105,0.13,0.119,0.045,1.0,0.184,0.322,87.26,90.09,-0.005,75.07,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.2,0.21,0.22,15.67,19.6,19.17,12.22,10.48,9.43,21.0,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
921,Myles Turner,1626167,IND @ NYK,1610612754,0,42300211,2024-05-06,L,35,23,3,2,8,16,0.5,2,6,0.333,5,6,0.833,1,1,1,1,1,4,-7,34.9,1.234,1.234,C,116.7,128.6,-11.9,0.033,0.037,0.035,0.125,3.0,0.267,0.617,97.86,98.5,0.086,82.08,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.2,0.22,0.23,13.67,19.8,19.71,9.02,10.55,8.73,,18.75,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
982,Myles Turner,1626167,IND @ NYK,1610612754,0,42300212,2024-05-08,L,31,6,1,7,3,11,0.273,0,2,0.0,0,1,0.0,2,5,0,1,2,2,-21,16.9,0.524,0.524,C,111.3,145.2,-33.9,0.061,0.227,0.127,0.042,0.5,0.183,0.262,97.43,95.79,0.003,79.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.21,0.21,0.21,11.33,15.2,18.14,10.12,10.55,10.17,,16.2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1079,Myles Turner,1626167,IND vs. NYK,1610612754,1,42300213,2024-05-10,W,35,21,1,10,7,13,0.538,2,5,0.4,5,6,0.833,6,4,0,3,1,3,24,42.5,1.343,1.343,C,135.8,101.5,34.3,0.171,0.118,0.145,0.038,1.0,0.203,0.671,91.46,91.02,0.148,75.85,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.22,0.2,0.21,16.67,13.6,18.0,9.29,8.29,10.12,21.0,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1164,Myles Turner,1626167,IND vs. NYK,1610612754,1,42300214,2024-05-12,W,26,13,2,5,5,5,1.0,3,3,1.0,0,0,,2,3,1,3,3,2,24,31.0,2.6,2.6,C,139.2,92.2,47.1,0.118,0.091,0.1,0.08,0.67,0.145,1.3,95.0,95.38,0.146,79.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.18,0.2,0.2,13.33,13.6,15.71,7.51,8.29,8.96,19.4,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1239,Myles Turner,1626167,IND @ NYK,1610612754,0,42300215,2024-05-14,L,30,16,2,5,6,12,0.5,4,7,0.571,0,0,,0,5,2,2,4,2,-17,33.0,1.333,1.333,C,100.0,127.1,-27.1,0.0,0.119,0.076,0.133,0.5,0.258,0.667,96.67,93.44,0.112,77.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.2,0.21,0.2,16.67,15.8,13.86,4.04,6.76,6.84,,16.17,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1315,Myles Turner,1626167,IND vs. NYK,1610612754,1,42300216,2024-05-17,W,31,17,3,8,6,10,0.6,1,3,0.333,4,5,0.8,3,5,0,2,1,3,11,36.1,1.393,1.393,C,140.7,124.1,16.5,0.115,0.156,0.138,0.107,3.0,0.191,0.697,89.46,89.19,0.115,74.33,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.2,0.2,0.2,15.33,14.6,14.43,2.08,5.59,6.92,19.0,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1394,Myles Turner,1626167,IND @ NYK,1610612754,0,42300217,2024-05-19,W,33,17,1,5,7,11,0.636,2,3,0.667,1,1,1.0,2,3,0,4,1,1,19,35.5,1.486,1.486,C,152.5,123.3,29.1,0.1,0.086,0.091,0.033,1.0,0.174,0.743,93.12,88.2,0.118,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.21,0.19,0.2,16.67,16.8,16.14,0.58,2.86,5.55,,16.29,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1409,Myles Turner,1626167,IND @ BOS,1610612754,0,42300301,2024-05-21,L,39,23,4,10,9,13,0.692,3,4,0.75,2,2,1.0,1,9,0,2,4,3,-11,43.0,1.657,1.657,C,106.0,117.9,-11.8,0.029,0.209,0.13,0.148,1.0,0.198,0.829,103.87,102.04,0.148,85.03,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.19,0.19,0.19,19.0,17.2,16.14,3.46,3.63,5.55,,17.12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,Myles Turner,1626167,IND @ BOS,1610612754,0,42300302,2024-05-23,L,24,8,0,4,3,7,0.429,2,4,0.5,0,0,,1,3,1,0,4,3,-9,11.8,1.143,1.143,C,123.9,140.4,-16.5,0.045,0.15,0.095,0.0,0.0,0.204,0.571,95.53,92.74,0.013,77.29,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.19,0.2,0.2,16.0,16.2,16.43,7.55,5.36,4.96,,16.11,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,Myles Turner,1626167,IND vs. BOS,1610612754,1,42300303,2024-05-25,L,39,22,1,10,9,16,0.563,0,3,0.0,4,4,1.0,1,9,0,0,5,2,-2,30.5,1.239,1.239,C,115.4,121.1,-5.7,0.029,0.243,0.139,0.036,0.2,0.239,0.619,96.6,95.59,0.104,79.66,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.21,0.2,0.2,17.67,17.4,16.57,8.39,5.94,5.13,19.43,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,Myles Turner,1626167,IND vs. BOS,1610612754,1,42300304,2024-05-27,L,27,8,1,4,2,6,0.333,2,5,0.4,2,2,1.0,0,4,0,0,4,5,-11,10.3,1.163,1.163,C,109.3,132.1,-22.8,0.0,0.138,0.07,0.048,0.25,0.177,0.581,95.93,94.24,0.0,78.53,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0.21,0.2,0.21,12.67,15.6,15.86,8.08,7.3,5.98,18.0,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Bobby Portis,1626171,MIL vs. IND,1610612749,1,42300121,2024-04-21,W,31,15,1,11,7,15,0.467,0,2,0.0,1,1,1.0,0,11,0,0,3,6,23,26.7,0.972,0.972,F,135.0,96.7,38.3,0.0,0.306,0.183,0.043,0.33,0.286,0.486,96.2,93.76,0.082,78.13,"APR 21, 2024",240.0,41.0,87.0,0.471,14.0,37.0,0.378,13.0,13.0,1.0,5.0,42.0,47.0,21.0,5.0,5.0,10.0,22.0,109.0,,,,,,0,,,,,1,0.29,0.29,0.29,15.0,15.0,15.0,,,,15.0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243,Bobby Portis,1626171,MIL vs. IND,1610612749,1,42300122,2024-04-23,L,30,14,2,11,6,16,0.375,0,2,0.0,2,3,0.667,2,9,1,0,0,1,-5,33.2,0.808,0.808,F,117.7,127.9,-10.1,0.067,0.281,0.177,0.105,0.0,0.25,0.404,99.24,98.18,0.095,81.82,"APR 23, 2024",240.0,38.0,86.0,0.442,13.0,32.0,0.406,19.0,21.0,0.905,8.0,32.0,40.0,24.0,4.0,4.0,7.0,13.0,108.0,,,,,,0,,,,,1,0.27,0.27,0.27,14.5,14.5,14.5,0.71,0.71,0.71,14.5,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
398,Bobby Portis,1626171,MIL @ IND,1610612749,0,42300123,2024-04-26,L,44,17,0,18,7,15,0.467,1,3,0.333,2,2,1.0,5,13,1,1,3,3,-1,41.6,1.071,1.071,F,115.9,121.5,-5.7,0.128,0.265,0.205,0.0,0.0,0.196,0.535,89.99,88.32,0.125,73.6,"APR 26, 2024",265.0,41.0,88.0,0.466,10.0,31.0,0.323,26.0,27.0,0.963,11.0,32.0,43.0,20.0,6.0,2.0,11.0,26.0,118.0,,,,,,0,,,,,1,0.24,0.24,0.24,15.33,15.33,15.33,1.53,1.53,1.53,,17.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
593,Bobby Portis,1626171,MIL @ IND,1610612749,0,42300124,2024-04-28,L,7,4,0,3,2,4,0.5,0,1,0.0,0,0,,0,3,0,0,0,0,-1,7.6,1.0,1.0,F,113.3,128.6,-15.2,0.0,0.375,0.214,0.0,0.0,0.267,0.5,102.97,99.67,0.159,83.05,"APR 28, 2024",240.0,46.0,90.0,0.511,12.0,33.0,0.364,9.0,14.0,0.643,7.0,35.0,42.0,26.0,5.0,4.0,9.0,18.0,113.0,,,,,,0,,,,,1,0.24,0.25,0.25,11.67,12.5,12.5,6.81,5.8,5.8,,10.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
674,Bobby Portis,1626171,MIL vs. IND,1610612749,1,42300125,2024-04-30,W,39,29,1,10,14,24,0.583,1,3,0.333,0,0,,3,7,1,0,1,1,30,44.5,1.208,1.208,F,138.9,97.2,41.7,0.086,0.189,0.139,0.042,1.0,0.291,0.604,89.97,87.68,0.178,73.07,"APR 30, 2024",240.0,44.0,84.0,0.524,11.0,29.0,0.379,16.0,20.0,0.8,11.0,33.0,44.0,23.0,8.0,4.0,10.0,15.0,115.0,,,,,,0,,,,,1,0.25,0.26,0.26,16.67,15.8,15.8,12.5,8.93,8.93,19.33,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
791,Bobby Portis,1626171,MIL @ IND,1610612749,0,42300126,2024-05-02,L,36,20,2,15,8,17,0.471,1,1,1.0,3,7,0.429,6,9,0,0,2,2,-10,39.0,0.996,0.996,F,108.6,126.5,-17.9,0.154,0.346,0.231,0.118,1.0,0.265,0.498,92.98,92.2,0.118,76.84,"MAY 02, 2024",240.0,35.0,83.0,0.422,7.0,27.0,0.259,21.0,32.0,0.656,15.0,25.0,40.0,19.0,4.0,0.0,12.0,18.0,98.0,,,,,,0,,,,,1,0.27,0.25,0.26,17.67,16.8,16.5,12.66,9.09,8.17,,13.67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,Norman Powell,1626181,LAC vs. DAL,1610612746,1,42300171,2024-04-21,W,30,5,1,1,2,6,0.333,1,2,0.5,0,0,,0,1,0,0,2,4,5,5.7,0.833,0.833,,104.9,100.0,4.9,0.0,0.029,0.016,0.045,0.5,0.111,0.417,97.49,96.97,-0.032,80.81,"APR 21, 2024",240.0,40.0,87.0,0.46,18.0,36.0,0.5,11.0,13.0,0.846,10.0,35.0,45.0,21.0,5.0,3.0,12.0,22.0,109.0,115.07601351351352,7.0,9.0,41.0,0.3875,1610612742,115.07601351351352,94.71999999999998,94.12,93.52,0,0.11,0.11,0.11,5.0,5.0,5.0,,,,5.0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Norman Powell,1626181,LAC vs. DAL,1610612746,1,42300172,2024-04-23,L,26,6,0,4,2,10,0.2,2,4,0.5,0,0,,2,2,1,0,0,2,-4,13.8,0.6,0.6,,92.0,102.0,-10.0,0.061,0.083,0.07,0.0,0.0,0.161,0.3,88.41,91.59,0.0,76.33,"APR 23, 2024",240.0,32.0,87.0,0.368,8.0,30.0,0.267,21.0,26.0,0.808,14.0,33.0,47.0,18.0,9.0,4.0,8.0,19.0,93.0,100.60579835569018,8.0,7.0,50.0,0.4210526315789473,1610612742,100.60579835569018,92.44,91.16,89.88,0,0.14,0.14,0.14,5.5,5.5,5.5,0.71,0.71,0.71,5.5,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Norman Powell,1626181,LAC @ DAL,1610612746,0,42300173,2024-04-26,L,30,21,1,6,7,11,0.636,4,6,0.667,3,3,1.0,0,6,0,0,3,4,-11,26.7,1.705,1.705,,101.8,123.6,-21.9,0.0,0.188,0.111,0.077,0.33,0.242,0.852,90.34,87.78,0.167,73.15,"APR 26, 2024",240.0,32.0,70.0,0.457,10.0,29.0,0.345,16.0,20.0,0.8,8.0,33.0,41.0,19.0,5.0,4.0,19.0,24.0,90.0,100.22271714922049,12.0,7.0,36.0,0.4534883720930232,1610612742,100.22271714922049,89.8,90.58,91.36,0,0.17,0.17,0.17,10.67,10.67,10.67,8.96,8.96,8.96,,21.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Norman Powell,1626181,LAC @ DAL,1610612746,0,42300174,2024-04-28,W,32,11,0,0,4,8,0.5,3,5,0.6,0,0,,0,0,1,0,1,3,3,13.0,1.375,1.375,,130.8,120.6,10.2,0.0,0.0,0.0,0.0,0.0,0.127,0.688,99.5,98.52,0.027,82.1,"APR 28, 2024",240.0,43.0,80.0,0.538,18.0,29.0,0.621,12.0,18.0,0.667,5.0,24.0,29.0,22.0,10.0,6.0,12.0,27.0,116.0,122.20817530552044,5.0,5.0,42.0,0.4938271604938271,1610612742,122.20817530552044,94.92,94.46,94.0,0,0.18,0.16,0.16,12.67,10.75,10.75,7.64,7.32,7.32,,16.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
763,Norman Powell,1626181,LAC vs. DAL,1610612746,1,42300175,2024-05-01,L,24,14,0,2,5,12,0.417,1,6,0.167,3,4,0.75,1,1,1,0,1,3,-21,18.4,1.017,1.017,,87.8,128.0,-40.2,0.029,0.045,0.036,0.0,0.0,0.238,0.509,102.32,97.51,0.06,81.26,"MAY 01, 2024",240.0,33.0,87.0,0.379,9.0,35.0,0.257,18.0,21.0,0.857,14.0,31.0,45.0,18.0,4.0,0.0,13.0,19.0,93.0,97.64804703905922,5.0,6.0,40.0,0.5402298850574713,1610612742,97.64804703905922,95.24,95.02,94.8,0,0.2,0.18,0.18,15.33,11.4,11.4,5.13,6.5,6.5,8.33,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
848,Norman Powell,1626181,LAC @ DAL,1610612746,0,42300176,2024-05-03,L,36,20,0,4,6,14,0.429,2,6,0.333,6,8,0.75,0,4,0,0,0,4,6,24.8,1.142,1.142,,121.4,114.5,6.9,0.0,0.111,0.055,0.0,0.0,0.214,0.571,93.18,92.75,0.077,77.29,"MAY 03, 2024",240.0,34.0,82.0,0.415,8.0,31.0,0.258,25.0,32.0,0.781,16.0,29.0,45.0,23.0,4.0,2.0,9.0,26.0,101.0,113.38123035473733,6.0,4.0,45.0,0.4819277108433735,1610612742,113.38123035473733,89.08,88.8,88.52,0,0.19,0.2,0.18,15.0,14.4,12.83,4.58,6.27,6.79,,17.33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Pat Connaughton,1626192,MIL vs. IND,1610612749,1,42300121,2024-04-21,W,22,6,1,2,2,5,0.4,1,2,0.5,1,1,1.0,0,2,3,0,1,0,9,17.9,1.103,1.103,,104.3,90.7,13.7,0.0,0.077,0.041,0.071,1.0,0.12,0.551,100.02,97.91,0.139,81.59,"APR 21, 2024",240.0,41.0,87.0,0.471,14.0,37.0,0.378,13.0,13.0,1.0,5.0,42.0,47.0,21.0,5.0,5.0,10.0,22.0,109.0,,,,,,0,,,,,0,0.12,0.12,0.12,6.0,6.0,6.0,,,,6.0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,Pat Connaughton,1626192,MIL vs. IND,1610612749,1,42300122,2024-04-23,L,19,5,2,7,2,3,0.667,0,1,0.0,1,1,1.0,1,6,0,0,0,2,-2,16.4,1.453,1.453,,105.0,107.3,-2.3,0.042,0.261,0.149,0.154,0.0,0.067,0.727,103.57,102.41,0.125,85.34,"APR 23, 2024",240.0,38.0,86.0,0.442,13.0,32.0,0.406,19.0,21.0,0.905,8.0,32.0,40.0,24.0,4.0,4.0,7.0,13.0,108.0,,,,,,0,,,,,0,0.09,0.09,0.09,5.5,5.5,5.5,0.71,0.71,0.71,5.5,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
428,Pat Connaughton,1626192,MIL @ IND,1610612749,0,42300123,2024-04-26,L,13,0,2,2,0,1,0.0,0,1,0.0,0,0,,0,2,1,0,0,1,-5,8.4,0.0,0.0,,96.2,111.1,-15.0,0.0,0.111,0.069,0.2,0.0,0.036,0.0,97.98,96.45,0.076,80.37,"APR 26, 2024",265.0,41.0,88.0,0.466,10.0,31.0,0.323,26.0,27.0,0.963,11.0,32.0,43.0,20.0,6.0,2.0,11.0,26.0,118.0,,,,,,0,,,,,0,0.07,0.07,0.07,3.67,3.67,3.67,3.21,3.21,3.21,,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
594,Pat Connaughton,1626192,MIL @ IND,1610612749,0,42300124,2024-04-28,L,22,4,3,3,2,6,0.333,0,2,0.0,0,0,,0,3,0,0,0,2,-10,12.1,0.667,0.667,,104.2,127.7,-23.5,0.0,0.136,0.073,0.15,0.0,0.122,0.333,100.93,101.79,0.034,84.82,"APR 28, 2024",240.0,46.0,90.0,0.511,12.0,33.0,0.364,9.0,14.0,0.643,7.0,35.0,42.0,26.0,5.0,4.0,9.0,18.0,113.0,,,,,,0,,,,,0,0.08,0.09,0.09,3.0,3.75,3.75,2.65,2.63,2.63,,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
681,Pat Connaughton,1626192,MIL vs. IND,1610612749,1,42300125,2024-04-30,W,32,9,4,4,4,6,0.667,1,3,0.333,0,0,,1,3,2,1,1,0,21,27.8,1.5,1.5,,136.8,98.3,38.6,0.036,0.091,0.066,0.167,4.0,0.101,0.75,89.86,87.57,0.136,72.98,"APR 30, 2024",240.0,44.0,84.0,0.524,11.0,29.0,0.379,16.0,20.0,0.8,11.0,33.0,44.0,23.0,8.0,4.0,10.0,15.0,115.0,,,,,,0,,,,,0,0.09,0.09,0.09,4.33,4.8,4.8,4.51,3.27,3.27,6.67,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
800,Pat Connaughton,1626192,MIL @ IND,1610612749,0,42300126,2024-05-02,L,16,3,1,5,1,4,0.25,1,2,0.5,0,0,,1,4,0,0,1,1,-13,9.5,0.75,0.75,,90.9,134.4,-43.5,0.059,0.286,0.161,0.111,1.0,0.135,0.375,95.18,94.95,0.059,79.12,"MAY 02, 2024",240.0,35.0,83.0,0.422,7.0,27.0,0.259,21.0,32.0,0.656,15.0,25.0,40.0,19.0,4.0,0.0,12.0,18.0,98.0,,,,,,0,,,,,0,0.12,0.09,0.1,5.33,4.2,4.5,3.21,3.27,3.02,,2.33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153,Larry Nance Jr.,1626204,NOP @ OKC,1610612740,0,42300141,2024-04-21,L,19,8,0,8,4,6,0.667,0,0,,0,1,0.0,4,4,0,0,2,1,0,15.6,1.242,1.242,,89.5,91.9,-2.4,0.19,0.222,0.205,0.0,0.0,0.178,0.621,93.83,94.74,0.158,78.95,"APR 21, 2024",240.0,37.0,96.0,0.385,11.0,39.0,0.282,7.0,9.0,0.778,18.0,34.0,52.0,22.0,7.0,6.0,14.0,16.0,92.0,95.87328053355564,5.0,7.0,44.0,0.4352941176470588,1610612760,95.87328053355564,95.96,95.84,95.71999999999998,0,0.18,0.18,0.18,8.0,8.0,8.0,,,,,8.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
294,Larry Nance Jr.,1626204,NOP @ OKC,1610612740,0,42300142,2024-04-24,L,14,2,1,6,1,1,1.0,0,0,,0,0,,3,3,0,0,3,4,-7,7.7,2.0,2.0,,88.9,110.7,-21.8,0.25,0.273,0.261,0.143,0.33,0.129,1.0,88.59,91.45,0.013,76.21,"APR 24, 2024",240.0,33.0,73.0,0.452,7.0,26.0,0.269,19.0,21.0,0.905,8.0,27.0,35.0,16.0,4.0,2.0,17.0,24.0,92.0,100.83296799649275,5.0,2.0,37.0,0.5897435897435898,1610612760,100.83296799649275,91.24,90.52,89.8,0,0.15,0.15,0.15,5.0,5.0,5.0,4.24,4.24,4.24,,5.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
522,Larry Nance Jr.,1626204,NOP vs. OKC,1610612740,1,42300143,2024-04-27,L,29,9,5,13,3,6,0.5,1,2,0.5,2,3,0.667,6,7,2,0,2,3,-9,36.1,1.23,1.23,,93.7,109.7,-16.0,0.194,0.292,0.236,0.278,2.5,0.129,0.615,100.58,102.21,0.152,85.18,"APR 27, 2024",240.0,32.0,84.0,0.381,9.0,32.0,0.281,12.0,14.0,0.857,11.0,34.0,45.0,18.0,14.0,2.0,20.0,15.0,85.0,85.72004840661558,13.0,5.0,47.0,0.4819277108433735,1610612760,85.72004840661558,99.16,97.44,95.71999999999998,0,0.15,0.15,0.15,6.33,6.33,6.33,3.79,3.79,3.79,9.0,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
659,Larry Nance Jr.,1626204,NOP vs. OKC,1610612740,1,42300144,2024-04-29,L,21,6,1,6,2,4,0.5,0,2,0.0,2,2,1.0,2,4,0,0,0,1,-2,14.7,1.23,1.23,,91.1,95.6,-4.4,0.095,0.19,0.143,0.083,0.0,0.098,0.615,104.49,100.86,0.148,84.05,"APR 29, 2024",240.0,32.0,85.0,0.376,8.0,34.0,0.235,17.0,20.0,0.85,12.0,38.0,50.0,22.0,10.0,8.0,18.0,25.0,89.0,89.17835671342685,9.0,7.0,44.0,0.4268292682926829,1610612760,89.17835671342685,99.8,99.18,98.56,0,0.12,0.13,0.13,5.67,6.25,6.25,3.51,3.1,3.1,7.5,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,Royce O'Neale,1626220,PHX @ MIN,1610612756,0,42300161,2024-04-20,L,26,14,0,4,5,10,0.5,4,8,0.5,0,0,,1,3,0,0,0,3,-17,18.8,1.4,1.4,,92.6,124.1,-31.5,0.04,0.111,0.077,0.0,0.0,0.172,0.7,99.87,99.5,0.111,82.92,"APR 20, 2024",240.0,33.0,75.0,0.44,9.0,28.0,0.321,20.0,25.0,0.8,3.0,25.0,28.0,16.0,9.0,6.0,15.0,19.0,95.0,96.93877551020408,8.0,2.0,52.0,0.5,1610612750,96.93877551020408,98.0,98.34,98.68,0,0.17,0.17,0.17,14.0,14.0,14.0,,,,,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
