,Unnamed: 0,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,MIN_ROLL_AVG_2,AST_ROLL_AVG_2,AST_STD_AVG_2,TOV_ROLL_AVG_2,AST_TOV_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,AST_PCT_ROLL_AVG_2,PACE_ROLL_AVG_2,POSS_ROLL_AVG_2,OFF_RATING_ROLL_AVG_2,MIN_ROLL_AVG_4,AST_ROLL_AVG_4,AST_STD_AVG_4,TOV_ROLL_AVG_4,AST_TOV_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,AST_PCT_ROLL_AVG_4,PACE_ROLL_AVG_4,POSS_ROLL_AVG_4,OFF_RATING_ROLL_AVG_4,MIN_ROLL_AVG_6,AST_ROLL_AVG_6,AST_STD_AVG_6,TOV_ROLL_AVG_6,AST_TOV_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,AST_PCT_ROLL_AVG_6,PACE_ROLL_AVG_6,POSS_ROLL_AVG_6,OFF_RATING_ROLL_AVG_6,PLAYER_HOME_AVG_AST,PLAYER_AWAY_AVG_AST,DAYS_OF_REST,DAYS_AGO,AST_LAG_1,AST_LAG_2,AST_LAG_3,AST_LAG_4,OPP_ROLL_OPP_DEF_RATING_5,OPP_ROLL_OPP_STL_5,OPP_ROLL_OPP_BLK_5,NORMALIZED_DEF_RATING,OPP_DEF_STRENGTH,DEF_CATEGORY,AST_VS_DEF,AST_PCT_VS_DEF,AST_TOV_VS_DEF,USG_PCT_VS_DEF,PACE_VS_DEF,POSS_VS_DEF,OFF_RATING_VS_DEF,GUARD,FORWARD,CENTER
452,452,Solomon Hill,203524,ATL vs. NYK,ATL,1610612737,NYK,1,42000133,2021-05-28,W,5,0,0,1,0,1,0.0,0,1,0.0,0,0,,0,1,0,0,0,1,-4,1.2,0.0,0.0,,,100.0,111.5,123.1,124.6,-23.1,0.0,0.125,0.077,0.0,0.0,0.0,0.077,0.0,123.13,130.43,-0.061,12,108.7,0.085,"MAY 28, 2021",240,42,81,0.519,16,27,0.593,5,8,0.625,4,38,42,28,2,5,11,23,105,114.72902097902096,6.0,2.0,45.0,0.3580246913580246,1610612752.0,114.72902097902096,91.52,91.86,92.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1487,,,,,110.06,6.4,2.0,0.17957443840860945,0.5286881076035498,0,-1.0,-1.0,,-0.23,0.245,-0.284,0.284,0,1,0
446,446,Julius Randle,203944,NYK @ ATL,NYK,1610612752,ATL,0,42000133,2021-05-28,L,35,14,2,11,2,15,0.133,2,7,0.286,8,8,1.0,2,9,0,0,3,5,-9,27.2,0.756,0.2,F,,107.4,108.2,120.6,123.3,-13.2,0.051,0.321,0.164,0.111,0.2,0.67,0.275,0.378,91.73,93.12,0.039,68,77.6,0.28,"MAY 28, 2021",240,29,81,0.358,9,30,0.3,27,30,0.9,13,32,45,14,6,2,11,21,94,101.9522776572668,2.0,5.0,42.0,0.5185185185185185,1610612737.0,101.9522776572668,92.2,91.86,91.52,1,36.0,4.0,0.0,3.5,1.16,0.28,0.18,97.32,73.5,98.65,36.0,4.0,0.0,3.5,1.16,0.28,0.18,97.32,73.5,98.65,36.0,4.0,0.0,3.5,1.16,0.28,0.18,97.32,73.5,98.65,,2.0,2.0,1487,4.0,4.0,,,101.95,2.0,5.0,0.8392058620925724,0.7561394723292091,1,-0.5,-0.471,-0.302,-0.113,-0.019,-0.048,0.067,0,1,1
462,462,Yogi Ferrell,1627812,LAC @ DAL,LAC,1610612746,DAL,0,42000173,2021-05-28,W,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.89,0.0,0,74.07,0.0,"MAY 28, 2021",240,44,76,0.579,13,31,0.419,17,18,0.944,7,32,39,24,4,4,9,21,118,137.33705772811916,4.0,2.0,33.0,0.4418604651162791,1610612742.0,137.33705772811916,85.92,87.42,88.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1487,,,,,132.4,5.6,2.8,-1.637462060370643,-0.056419713224732604,0,-1.0,-1.0,,-1.0,-0.08,-1.0,-1.0,1,0,0
458,458,Kevin Durant,201142,BKN @ BOS,BKN,1610612751,BOS,0,42000113,2021-05-28,L,40,39,1,9,13,24,0.542,4,9,0.444,9,12,0.75,0,9,4,1,3,1,-1,63.3,1.332,0.625,F,,126.5,122.6,126.2,121.5,0.3,0.0,0.237,0.114,0.053,0.625,0.33,0.34,0.666,102.91,99.41,0.211,83,82.84,0.338,"MAY 28, 2021",240,38,84,0.452,16,38,0.421,27,31,0.871,10,27,37,16,8,3,9,23,119,123.13741721854304,5.0,3.0,46.0,0.5056179775280899,1610612738.0,123.13741721854304,96.64,97.88,99.12,1,34.0,3.0,2.83,4.0,0.75,0.34,0.13,98.95,70.0,129.35,34.0,3.0,2.83,4.0,0.75,0.34,0.13,98.95,70.0,129.35,34.0,3.0,2.83,4.0,0.75,0.34,0.13,98.95,70.0,129.35,,1.0,3.0,1487,5.0,1.0,,,126.05,7.0,3.4,-1.1209812292494135,0.23055035413261393,0,-0.788,-0.735,-0.84,0.133,0.0,0.052,-0.028,0,1,0
469,469,Ivica Zubac,1627826,LAC @ DAL,LAC,1610612746,DAL,0,42000173,2021-05-28,W,11,2,0,3,1,3,0.333,0,0,,0,0,,3,0,0,0,0,1,-2,5.6,0.667,0.3333333333333333,C,,115.8,108.3,126.3,121.5,-10.5,0.273,0.0,0.15,0.0,0.333,0.0,0.12,0.333,87.18,82.66,0.016,19,68.88,0.129,"MAY 28, 2021",240,44,76,0.579,13,31,0.419,17,18,0.944,7,32,39,24,4,4,9,21,118,137.33705772811916,4.0,2.0,33.0,0.4418604651162791,1610612742.0,137.33705772811916,85.92,87.42,88.92,1,20.5,0.0,0.0,1.0,0.0,0.1,0.0,93.8,41.0,108.35,20.5,0.0,0.0,1.0,0.0,0.1,0.0,93.8,41.0,108.35,20.5,0.0,0.0,1.0,0.0,0.1,0.0,93.8,41.0,108.35,,0.0,3.0,1487,0.0,0.0,,,134.87,4.8,2.4,-1.8383609033422073,-0.1933004190103229,0,-1.0,-1.0,-1.0,-0.2,-0.123,-0.425,0.001,0,0,1
429,429,Bogdan Bogdanović,203992,ATL vs. NYK,ATL,1610612737,NYK,1,42000133,2021-05-28,W,39,15,3,8,6,12,0.5,3,4,0.75,0,0,,1,7,1,0,1,4,11,31.1,1.25,0.625,G,,114.9,116.8,101.4,102.3,13.5,0.033,0.163,0.11,0.1,0.625,3.0,0.167,0.625,88.85,90.0,0.112,74,75.0,0.172,"MAY 28, 2021",240,42,81,0.519,16,27,0.593,5,8,0.625,4,38,42,28,2,5,11,23,105,114.72902097902096,6.0,2.0,45.0,0.3580246913580246,1610612752.0,114.72902097902096,91.52,91.86,92.2,1,34.5,2.5,0.71,0.5,1.0,0.24,0.12,97.92,71.0,112.4,34.5,2.5,0.71,0.5,1.0,0.24,0.12,97.92,71.0,112.4,34.5,2.5,0.71,0.5,1.0,0.24,0.12,97.92,71.0,112.4,3.0,,2.0,1487,3.0,2.0,,,114.73,6.0,2.0,-0.20026264526637308,0.3821994401298885,0,-0.217,-0.333,0.563,-0.121,-0.046,0.11,-0.033,1,0,0
438,438,John Collins,1628381,ATL vs. NYK,ATL,1610612737,NYK,1,42000133,2021-05-28,W,31,14,2,6,6,11,0.545,2,5,0.4,0,0,,0,6,0,0,0,4,10,24.2,1.273,0.6363636363636364,F,,112.1,110.6,94.8,96.8,17.2,0.0,0.182,0.1,0.091,0.636,0.0,0.18,0.636,90.72,91.03,0.124,58,75.86,0.181,"MAY 28, 2021",240,42,81,0.519,16,27,0.593,5,8,0.625,4,38,42,28,2,5,11,23,105,114.72902097902096,6.0,2.0,45.0,0.3580246913580246,1610612752.0,114.72902097902096,91.52,91.86,92.2,1,25.0,0.0,0.0,1.0,0.0,0.12,0.0,94.9,48.5,102.95,25.0,0.0,0.0,1.0,0.0,0.12,0.0,94.9,48.5,102.95,25.0,0.0,0.0,1.0,0.0,0.12,0.0,94.9,48.5,102.95,2.0,,2.0,1487,0.0,0.0,,,114.73,6.0,2.0,-0.20026264526637308,0.3821994401298885,0,1.5,1.275,,0.125,-0.027,-0.065,-0.072,0,1,1
456,456,James Harden,201935,BKN @ BOS,BKN,1610612751,BOS,0,42000113,2021-05-28,L,39,41,10,7,11,18,0.611,7,12,0.583,12,13,0.923,1,6,1,0,2,1,13,65.4,1.728,0.8055555555555556,G,,137.2,134.4,120.5,115.5,16.7,0.029,0.15,0.095,0.476,0.806,5.0,0.284,0.864,98.49,95.43,0.303,78,79.52,0.285,"MAY 28, 2021",240,38,84,0.452,16,38,0.421,27,31,0.871,10,27,37,16,8,3,9,23,119,123.13741721854304,5.0,3.0,46.0,0.5056179775280899,1610612738.0,123.13741721854304,96.64,97.88,99.12,1,31.5,7.5,0.71,2.5,3.08,0.25,0.36,95.47,63.0,124.85,31.5,7.5,0.71,2.5,3.08,0.25,0.36,95.47,63.0,124.85,31.5,7.5,0.71,2.5,3.08,0.25,0.36,95.47,63.0,124.85,,10.0,3.0,1487,7.0,8.0,,,124.59,6.0,3.2,-1.0022313058735093,0.20536199015404696,0,0.087,0.487,0.25,0.495,-0.187,0.164,0.277,1,0,0
447,447,Landry Shamet,1629013,BKN @ BOS,BKN,1610612751,BOS,0,42000113,2021-05-28,L,19,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,1,0,0,3,-27,3.0,0.0,0.0,,,94.4,97.8,171.4,162.3,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,91.95,91.03,-0.036,36,75.85,0.025,"MAY 28, 2021",240,38,84,0.452,16,38,0.421,27,31,0.871,10,27,37,16,8,3,9,23,119,123.13741721854304,5.0,3.0,46.0,0.5056179775280899,1610612738.0,123.13741721854304,96.64,97.88,99.12,0,19.5,0.0,0.0,0.5,0.0,0.09,0.0,93.32,37.5,76.0,19.5,0.0,0.0,0.5,0.0,0.09,0.0,93.32,37.5,76.0,19.5,0.0,0.0,0.5,0.0,0.09,0.0,93.32,37.5,76.0,,0.0,3.0,1487,0.0,0.0,,,123.14,5.0,3.0,-0.8842947381371655,0.17990250762895985,0,-1.0,-1.0,-1.0,-0.8,-0.043,0.029,-0.246,1,0,0
464,464,Bruce Brown,1628971,BKN @ BOS,BKN,1610612751,BOS,0,42000113,2021-05-28,L,15,2,2,3,0,2,0.0,0,0,,2,2,1.0,1,2,0,0,0,3,2,8.6,0.694,0.0,,,124.1,126.9,112.9,106.8,11.2,0.1,0.143,0.125,0.222,0.0,0.0,0.097,0.347,100.85,99.0,0.028,29,82.5,0.102,"MAY 28, 2021",240,38,84,0.452,16,38,0.421,27,31,0.871,10,27,37,16,8,3,9,23,119,123.13741721854304,5.0,3.0,46.0,0.5056179775280899,1610612738.0,123.13741721854304,96.64,97.88,99.12,0,20.0,1.5,2.12,1.0,0.75,0.1,0.09,99.88,41.0,108.5,20.0,1.5,2.12,1.0,0.75,0.1,0.09,99.88,41.0,108.5,20.0,1.5,2.12,1.0,0.75,0.1,0.09,99.88,41.0,108.5,,2.0,3.0,1487,3.0,0.0,,,123.14,5.0,3.0,-0.8842947381371655,0.17990250762895985,0,-0.222,0.233,-1.0,-0.394,-0.002,-0.317,0.054,1,1,0
417,417,Blake Griffin,201933,BKN @ BOS,BKN,1610612751,BOS,0,42000113,2021-05-28,L,25,4,1,5,1,5,0.2,0,1,0.0,2,2,1.0,2,3,1,0,0,5,16,14.5,0.68,0.2,C,,131.4,126.5,102.0,99.2,29.4,0.08,0.107,0.094,0.043,0.2,0.0,0.103,0.34,100.93,97.68,0.01,51,81.4,0.104,"MAY 28, 2021",240,38,84,0.452,16,38,0.421,27,31,0.871,10,27,37,16,8,3,9,23,119,123.13741721854304,5.0,3.0,46.0,0.5056179775280899,1610612738.0,123.13741721854304,96.64,97.88,99.12,1,20.0,4.0,0.0,0.0,0.0,0.08,0.23,98.75,42.0,133.4,20.0,4.0,0.0,0.0,0.0,0.08,0.23,98.75,42.0,133.4,20.0,4.0,0.0,0.0,0.0,0.08,0.23,98.75,42.0,133.4,,1.0,3.0,1487,4.0,4.0,,,123.14,5.0,3.0,-0.8842947381371655,0.17990250762895985,0,-0.333,-0.386,-1.0,-0.064,-0.026,0.02,0.001,0,1,0
419,419,Terance Mann,1629611,LAC @ DAL,LAC,1610612746,DAL,0,42000173,2021-05-28,W,19,4,2,6,1,3,0.333,0,0,,2,2,1.0,1,5,0,2,0,2,18,20.2,1.031,0.3333333333333333,,,128.6,131.1,77.1,81.3,51.4,0.063,0.238,0.162,0.111,0.333,0.0,0.071,0.515,83.52,86.58,0.143,35,72.15,0.074,"MAY 28, 2021",240,44,76,0.579,13,31,0.419,17,18,0.944,7,32,39,24,4,4,9,21,118,137.33705772811916,4.0,2.0,33.0,0.4418604651162791,1610612742.0,137.33705772811916,85.92,87.42,88.92,0,7.5,0.0,0.0,0.5,0.0,0.11,0.0,189.71,15.0,65.5,7.5,0.0,0.0,0.5,0.0,0.11,0.0,189.71,15.0,65.5,7.5,0.0,0.0,0.5,0.0,0.11,0.0,189.71,15.0,65.5,,2.0,3.0,1487,0.0,0.0,,,137.34,4.0,2.0,-2.0392597463137716,-0.33018112479591316,0,1.439,1.22,-1.0,-0.408,-0.206,-0.1,0.103,1,1,0
444,444,Marcus Morris Sr.,202694,LAC @ DAL,LAC,1610612746,DAL,0,42000173,2021-05-28,W,34,15,1,1,6,9,0.667,3,5,0.6,0,0,,0,1,1,0,1,6,-3,19.7,1.667,0.8333333333333334,F,,127.0,129.4,131.7,122.6,-4.8,0.0,0.027,0.018,0.042,0.833,1.0,0.154,0.833,92.63,90.09,0.056,63,75.07,0.159,"MAY 28, 2021",240,44,76,0.579,13,31,0.419,17,18,0.944,7,32,39,24,4,4,9,21,118,137.33705772811916,4.0,2.0,33.0,0.4418604651162791,1610612742.0,137.33705772811916,85.92,87.42,88.92,1,29.0,0.5,0.71,1.0,0.0,0.18,0.02,92.91,55.5,104.55,29.0,0.5,0.71,1.0,0.0,0.18,0.02,92.91,55.5,104.55,29.0,0.5,0.71,1.0,0.0,0.18,0.02,92.91,55.5,104.55,,1.0,3.0,1487,0.0,1.0,,,137.34,4.0,2.0,-2.0392597463137716,-0.33018112479591316,0,-0.265,-0.4,3.762,-0.094,-0.049,0.054,0.104,0,1,0
443,443,Nic Claxton,1629651,BKN @ BOS,BKN,1610612751,BOS,0,42000113,2021-05-28,L,16,4,0,5,2,5,0.4,0,0,,0,0,,3,2,0,1,2,2,-21,11.0,0.8,0.4,,,106.5,106.2,174.2,168.3,-67.7,0.188,0.182,0.185,0.0,0.4,0.0,0.2,0.4,92.42,90.72,0.013,31,75.6,0.2,"MAY 28, 2021",240,38,84,0.452,16,38,0.421,27,31,0.871,10,27,37,16,8,3,9,23,119,123.13741721854304,5.0,3.0,46.0,0.5056179775280899,1610612738.0,123.13741721854304,96.64,97.88,99.12,0,14.5,1.5,0.71,0.0,0.0,0.14,0.2,94.34,28.0,102.85,14.5,1.5,0.71,0.0,0.0,0.14,0.2,94.34,28.0,102.85,14.5,1.5,0.71,0.0,0.0,0.14,0.2,94.34,28.0,102.85,,0.0,3.0,1487,2.0,1.0,,,123.14,5.0,3.0,-0.8842947381371655,0.17990250762895985,0,-1.0,-1.0,,1.0,-0.055,0.398,-0.099,0,0,1
460,460,Trae Young,1629027,ATL vs. NYK,ATL,1610612737,NYK,1,42000133,2021-05-28,W,37,21,14,1,8,19,0.421,2,6,0.333,3,4,0.75,0,1,0,0,2,2,9,41.2,1.012,0.4736842105263157,G,,109.6,111.9,95.9,96.2,13.6,0.0,0.023,0.013,0.583,0.474,7.0,0.286,0.506,94.56,95.65,0.154,73,79.71,0.295,"MAY 28, 2021",240,42,81,0.519,16,27,0.593,5,8,0.625,4,38,42,28,2,5,11,23,105,114.72902097902096,6.0,2.0,45.0,0.3580246913580246,1610612752.0,114.72902097902096,91.52,91.86,92.2,1,35.0,8.5,2.12,3.5,3.2,0.36,0.5,97.0,71.5,107.85,35.0,8.5,2.12,3.5,3.2,0.36,0.5,97.0,71.5,107.85,35.0,8.5,2.12,3.5,3.2,0.36,0.5,97.0,71.5,107.85,14.0,,2.0,1487,7.0,10.0,,,114.73,6.0,2.0,-0.20026264526637308,0.3821994401298885,0,0.377,0.267,0.804,-0.183,-0.007,-0.024,-0.071,1,0,0
470,470,Alec Burks,202692,NYK @ ATL,NYK,1610612752,ATL,0,42000133,2021-05-28,L,23,8,2,2,2,8,0.25,1,5,0.2,3,3,1.0,0,2,0,0,2,0,3,11.4,0.858,0.3125,,,96.0,98.6,91.8,96.2,4.2,0.0,0.091,0.042,0.182,0.313,1.0,0.196,0.429,100.46,104.21,0.062,50,86.84,0.201,"MAY 28, 2021",240,29,81,0.358,9,30,0.3,27,30,0.9,13,32,45,14,6,2,11,21,94,101.9522776572668,2.0,5.0,42.0,0.5185185185185185,1610612737.0,101.9522776572668,92.2,91.86,91.52,0,28.0,3.0,1.41,1.0,3.0,0.24,0.16,96.43,56.5,118.2,28.0,3.0,1.41,1.0,3.0,0.24,0.16,96.43,56.5,118.2,28.0,3.0,1.41,1.0,3.0,0.24,0.16,96.43,56.5,118.2,,2.0,2.0,1487,2.0,4.0,,,101.95,2.0,5.0,0.8392058620925724,0.7561394723292091,1,-0.333,-0.133,-0.429,-0.109,0.08,-0.034,-0.139,1,0,0
424,424,Kemba Walker,202689,BOS vs. BKN,BOS,1610612738,BKN,1,42000113,2021-05-28,W,34,6,3,8,3,14,0.214,0,7,0.0,0,0,,0,8,1,0,5,5,-15,18.1,0.429,0.2142857142857142,G,,110.0,106.9,131.4,128.8,-21.4,0.0,0.25,0.119,0.115,0.214,0.6,0.232,0.214,102.64,100.15,-0.023,70,83.46,0.234,"MAY 28, 2021",240,45,89,0.506,16,39,0.41,19,23,0.826,13,33,46,21,5,3,13,25,125,126.1097659402744,8.0,3.0,37.0,0.4523809523809524,1610612751.0,126.1097659402744,99.12,97.88,96.64,1,28.5,4.5,3.54,1.5,0.34,0.26,0.25,97.74,58.5,102.3,28.5,4.5,3.54,1.5,0.34,0.26,0.25,97.74,58.5,102.3,28.5,4.5,3.54,1.5,0.34,0.26,0.25,97.74,58.5,102.3,3.0,,3.0,1487,7.0,2.0,,,126.11,8.0,3.0,-1.1258613630867795,0.24845259617742502,0,0.0,-0.042,0.0,0.009,0.0,0.0,0.0,1,0,0
454,454,Luka Dončić,1629029,DAL vs. LAC,DAL,1610612742,LAC,1,42000173,2021-05-28,L,39,44,9,9,15,28,0.536,7,13,0.538,7,13,0.538,2,7,1,0,5,2,3,66.3,1.305,0.6607142857142857,G,,133.8,126.8,127.8,127.9,6.0,0.05,0.259,0.134,0.5,0.661,1.8,0.443,0.652,91.3,88.91,0.223,71,74.09,0.449,"MAY 28, 2021",240,38,86,0.442,20,39,0.513,12,18,0.667,13,20,33,17,4,2,8,17,108,121.4574898785425,4.0,4.0,39.0,0.5789473684210527,1610612746.0,121.4574898785425,88.92,87.42,85.92,1,39.5,9.0,2.83,5.0,2.34,0.39,0.4,94.84,78.5,129.3,39.5,9.0,2.83,5.0,2.34,0.39,0.4,94.84,78.5,129.3,39.5,9.0,2.83,5.0,2.34,0.39,0.4,94.84,78.5,129.3,9.0,,3.0,1487,7.0,11.0,,,121.46,4.0,4.0,-0.7476509906909186,0.25116418856704437,0,-0.122,0.111,-0.182,0.107,-0.05,-0.104,0.039,1,1,0
422,422,Romeo Langford,1629641,BOS vs. BKN,BOS,1610612738,BKN,1,42000113,2021-05-28,W,27,6,1,6,2,7,0.286,2,6,0.333,0,0,,2,4,0,0,0,1,22,14.7,0.857,0.4285714285714285,,,149.1,145.2,107.4,109.3,41.6,0.095,0.138,0.12,0.038,0.429,0.0,0.113,0.429,94.49,94.07,0.048,53,78.39,0.114,"MAY 28, 2021",240,45,89,0.506,16,39,0.41,19,23,0.826,13,33,46,21,5,3,13,25,125,126.1097659402744,8.0,3.0,37.0,0.4523809523809524,1610612751.0,126.1097659402744,99.12,97.88,96.64,0,18.0,1.0,,0.0,0.0,0.16,0.1,97.9,37.0,89.2,18.0,1.0,,0.0,0.0,0.16,0.1,97.9,37.0,89.2,18.0,1.0,,0.0,0.0,0.16,0.1,97.9,37.0,89.2,1.0,,3.0,1487,1.0,,,,126.11,8.0,3.0,-1.1258613630867795,0.24845259617742502,0,0.0,-0.05,,0.027,0.0,0.0,0.0,1,1,0
451,451,Taj Gibson,201959,NYK @ ATL,NYK,1610612752,ATL,0,42000133,2021-05-28,L,26,4,0,6,2,6,0.333,0,0,,0,0,,1,5,0,1,0,3,-8,14.2,0.667,0.3333333333333333,C,,98.0,97.6,109.8,112.5,-11.8,0.033,0.208,0.111,0.0,0.333,0.0,0.105,0.333,90.19,91.14,0.031,49,75.95,0.107,"MAY 28, 2021",240,29,81,0.358,9,30,0.3,27,30,0.9,13,32,45,14,6,2,11,21,94,101.9522776572668,2.0,5.0,42.0,0.5185185185185185,1610612737.0,101.9522776572668,92.2,91.86,91.52,1,27.0,1.5,0.71,0.0,0.0,0.04,0.07,97.35,57.0,112.3,27.0,1.5,0.71,0.0,0.0,0.04,0.07,97.35,57.0,112.3,27.0,1.5,0.71,0.0,0.0,0.04,0.07,97.35,57.0,112.3,,0.0,2.0,1487,1.0,2.0,,,101.95,2.0,5.0,0.8392058620925724,0.7561394723292091,1,-1.0,-1.0,-1.0,0.5,-0.045,-0.109,-0.042,0,1,0
453,453,Kyrie Irving,202681,BKN @ BOS,BKN,1610612751,BOS,0,42000113,2021-05-28,L,41,16,2,6,6,17,0.353,2,6,0.333,2,2,1.0,2,4,1,0,1,4,1,28.2,0.895,0.4117647058823529,G,,125.0,121.8,122.4,116.5,2.6,0.049,0.1,0.074,0.074,0.412,2.0,0.2,0.447,103.16,99.37,0.048,84,82.81,0.2,"MAY 28, 2021",240,38,84,0.452,16,38,0.421,27,31,0.871,10,27,37,16,8,3,9,23,119,123.13741721854304,5.0,3.0,46.0,0.5056179775280899,1610612738.0,123.13741721854304,96.64,97.88,99.12,1,32.5,3.5,3.54,2.5,1.25,0.26,0.14,99.74,67.5,135.85,32.5,3.5,3.54,2.5,1.25,0.26,0.14,99.74,67.5,135.85,32.5,3.5,3.54,2.5,1.25,0.26,0.14,99.74,67.5,135.85,,2.0,3.0,1487,6.0,1.0,,,123.14,5.0,3.0,-0.8842947381371655,0.17990250762895985,0,-0.556,-0.538,-0.399,-0.167,-0.001,0.081,-0.063,1,0,0
427,427,De'Andre Hunter,1629631,ATL vs. NYK,ATL,1610612737,NYK,1,42000133,2021-05-28,W,35,11,2,5,5,11,0.455,1,1,1.0,0,0,,0,5,0,1,1,2,10,22.0,1.0,0.5,F,,111.9,112.3,97.0,96.2,14.9,0.0,0.128,0.07,0.074,0.5,2.0,0.169,0.5,92.09,91.84,0.076,67,76.53,0.172,"MAY 28, 2021",240,42,81,0.519,16,27,0.593,5,8,0.625,4,38,42,28,2,5,11,23,105,114.72902097902096,6.0,2.0,45.0,0.3580246913580246,1610612752.0,114.72902097902096,91.52,91.86,92.2,1,27.0,0.0,0.0,1.0,0.0,0.17,0.0,99.49,56.0,100.0,27.0,0.0,0.0,1.0,0.0,0.17,0.0,99.49,56.0,100.0,27.0,0.0,0.0,1.0,0.0,0.17,0.0,99.49,56.0,100.0,2.0,,2.0,1487,0.0,0.0,,,114.73,6.0,2.0,-0.20026264526637308,0.3821994401298885,0,1.667,1.467,2.226,0.056,-0.034,0.136,-0.013,1,1,0
421,421,Patrick Beverley,201976,LAC @ DAL,LAC,1610612746,DAL,0,42000173,2021-05-28,W,6,2,0,1,1,2,0.5,0,1,0.0,0,0,,0,1,0,0,0,0,3,3.2,1.0,0.5,,,136.4,126.3,109.1,123.0,27.3,0.0,0.25,0.111,0.0,0.5,0.0,0.167,0.5,92.19,93.73,0.078,11,78.11,0.168,"MAY 28, 2021",240,44,76,0.579,13,31,0.419,17,18,0.944,7,32,39,24,4,4,9,21,118,137.33705772811916,4.0,2.0,33.0,0.4418604651162791,1610612742.0,137.33705772811916,85.92,87.42,88.92,0,20.0,1.5,2.12,0.5,0.0,0.15,0.08,89.53,37.5,109.95,20.0,1.5,2.12,0.5,0.0,0.15,0.08,89.53,37.5,109.95,20.0,1.5,2.12,0.5,0.0,0.15,0.08,89.53,37.5,109.95,,0.0,3.0,1487,3.0,0.0,,,137.34,4.0,2.0,-2.0392597463137716,-0.33018112479591316,0,-1.0,-1.0,-1.0,0.392,-0.122,-0.707,0.265,1,0,0
418,418,RJ Barrett,1629628,NYK @ ATL,NYK,1610612752,ATL,0,42000133,2021-05-28,L,29,7,3,4,2,9,0.222,1,5,0.2,2,2,1.0,1,3,1,1,1,2,-9,21.3,0.709,0.2777777777777778,G,,113.5,113.1,130.8,131.4,-17.3,0.033,0.143,0.078,0.176,0.278,3.0,0.183,0.354,86.25,86.32,0.041,52,71.93,0.186,"MAY 28, 2021",240,29,81,0.358,9,30,0.3,27,30,0.9,13,32,45,14,6,2,11,21,94,101.9522776572668,2.0,5.0,42.0,0.5185185185185185,1610612737.0,101.9522776572668,92.2,91.86,91.52,1,29.0,1.5,0.71,0.0,0.0,0.22,0.1,99.7,59.0,100.15,29.0,1.5,0.71,0.0,0.0,0.22,0.1,99.7,59.0,100.15,29.0,1.5,0.71,0.0,0.0,0.22,0.1,99.7,59.0,100.15,,3.0,2.0,1487,2.0,1.0,,,101.95,2.0,5.0,0.8392058620925724,0.7561394723292091,1,0.091,0.173,0.5,-0.085,-0.089,-0.154,0.101,1,1,0
