,Unnamed: 0,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,MIN_ROLL_AVG_2,AST_ROLL_AVG_2,AST_STD_AVG_2,TOV_ROLL_AVG_2,AST_TOV_ROLL_AVG_2,USG_PCT_ROLL_AVG_2,AST_PCT_ROLL_AVG_2,PACE_ROLL_AVG_2,POSS_ROLL_AVG_2,OFF_RATING_ROLL_AVG_2,MIN_ROLL_AVG_4,AST_ROLL_AVG_4,AST_STD_AVG_4,TOV_ROLL_AVG_4,AST_TOV_ROLL_AVG_4,USG_PCT_ROLL_AVG_4,AST_PCT_ROLL_AVG_4,PACE_ROLL_AVG_4,POSS_ROLL_AVG_4,OFF_RATING_ROLL_AVG_4,MIN_ROLL_AVG_6,AST_ROLL_AVG_6,AST_STD_AVG_6,TOV_ROLL_AVG_6,AST_TOV_ROLL_AVG_6,USG_PCT_ROLL_AVG_6,AST_PCT_ROLL_AVG_6,PACE_ROLL_AVG_6,POSS_ROLL_AVG_6,OFF_RATING_ROLL_AVG_6,PLAYER_HOME_AVG_AST,PLAYER_AWAY_AVG_AST,DAYS_OF_REST,DAYS_AGO,AST_LAG_1,AST_LAG_2,AST_LAG_3,AST_LAG_4,OPP_ROLL_OPP_DEF_RATING_5,OPP_ROLL_OPP_STL_5,OPP_ROLL_OPP_BLK_5,NORMALIZED_DEF_RATING,OPP_DEF_STRENGTH,DEF_CATEGORY,AST_VS_DEF,AST_PCT_VS_DEF,AST_TOV_VS_DEF,USG_PCT_VS_DEF,PACE_VS_DEF,POSS_VS_DEF,OFF_RATING_VS_DEF,GUARD,FORWARD,CENTER
751,751,Langston Galloway,204038,PHX vs. LAL,PHX,1610612756,LAL,1,42000155,2021-06-01,W,9,2,1,1,1,5,0.2,0,2,0.0,0,1,0.0,0,1,0,0,0,0,1,4.7,0.368,0.2,,,89.5,86.6,84.2,85.3,5.3,0.0,0.077,0.038,0.2,0.2,0.0,0.25,0.184,106.54,105.43,-0.035,19,87.86,0.255,"JUN 01, 2021",240,43,94,0.457,14,42,0.333,15,21,0.714,3,44,47,29,7,4,4,22,115,110.32233307751343,3.0,1.0,51.0,0.3452380952380952,1610612747.0,110.32233307751343,104.24,101.74,99.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1483,,,,,110.32,3.0,1.0,0.15842719178002446,0.2772858915360146,0,1.0,1.0,,0.389,-0.023,0.152,-0.055,1,0,0
722,722,Tyler Johnson,204020,BKN vs. BOS,BKN,1610612751,BOS,1,42000115,2021-06-01,W,11,3,0,4,1,3,0.333,1,2,0.5,0,0,,1,3,0,0,1,1,2,6.8,1.0,0.5,,,104.3,104.9,91.7,94.3,12.7,0.067,0.231,0.143,0.0,0.5,0.0,0.143,0.5,101.11,102.86,0.054,23,85.71,0.143,"JUN 01, 2021",240,43,84,0.512,15,32,0.469,22,25,0.88,7,32,39,26,6,7,8,21,123,128.125,3.0,12.0,44.0,0.4347826086956521,1610612738.0,128.125,96.0,98.06,100.12,0,13.0,0.0,0.0,0.0,0.0,0.09,0.0,91.57,25.0,108.25,11.33,0.0,0.0,0.0,0.0,0.12,0.0,96.64,22.67,101.8,11.33,0.0,0.0,0.0,0.0,0.12,0.0,96.64,22.67,101.8,0.0,,2.0,1483,0.0,0.0,0.0,,128.12,3.0,12.0,-1.289345846638539,0.624144716917529,0,-1.0,-1.0,,0.021,0.039,0.221,0.191,1,0,0
708,708,Deandre Ayton,1629028,PHX vs. LAL,PHX,1610612756,LAL,1,42000155,2021-06-01,W,27,8,2,7,2,3,0.667,0,0,,4,6,0.667,2,5,0,0,0,2,25,19.4,1.418,0.6666666666666666,C,,122.2,113.9,75.9,75.2,46.3,0.071,0.147,0.113,0.083,0.667,0.0,0.098,0.709,99.0,95.06,0.134,54,79.22,0.098,"JUN 01, 2021",240,43,94,0.457,14,42,0.333,15,21,0.714,3,44,47,29,7,4,4,22,115,110.32233307751343,3.0,1.0,51.0,0.3452380952380952,1610612747.0,110.32233307751343,104.24,101.74,99.24,1,39.5,0.0,0.0,2.0,0.0,0.16,0.0,98.18,81.0,103.15,39.5,0.25,0.5,1.5,0.25,0.16,0.01,95.92,78.75,106.85,39.5,0.25,0.5,1.5,0.25,0.16,0.01,95.92,78.75,106.85,1.0,,2.0,1483,0.0,0.0,1.0,0.0,110.32,3.0,1.0,0.15842719178002446,0.2772858915360146,0,0.709,1.075,-1.0,-0.347,-0.007,-0.246,-0.012,0,0,1
765,765,Markus Howard,1630210,DEN vs. POR,DEN,1610612743,POR,1,42000165,2021-06-01,W,16,9,0,1,3,6,0.5,3,4,0.75,0,0,,0,1,0,0,0,3,9,10.2,1.5,0.75,,,151.7,137.2,120.7,117.3,31.0,0.0,0.067,0.031,0.0,0.75,0.0,0.162,0.75,95.61,89.56,0.056,29,74.63,0.162,"JUN 01, 2021",290,50,104,0.481,20,44,0.455,27,32,0.844,13,39,52,33,5,5,11,24,147,126.6368022053756,6.0,6.0,45.0,0.4563106796116505,1610612757.0,126.6368022053756,116.08,117.92,119.76,0,18.0,0.5,0.71,0.0,0.0,0.16,0.03,92.72,34.0,114.35,17.75,0.5,0.58,0.0,0.0,0.12,0.04,93.81,34.25,123.65,17.75,0.5,0.58,0.0,0.0,0.12,0.04,93.81,34.25,123.65,0.33,,3.0,1483,1.0,0.0,1.0,0.0,115.29,6.0,6.4,-0.24581056108178873,0.698796736799831,1,-1.0,-1.0,,0.08,-0.044,0.198,0.151,1,0,0
762,762,Nikola Jokić,203999,DEN vs. POR,DEN,1610612743,POR,1,42000165,2021-06-01,W,46,38,9,11,14,31,0.452,3,9,0.333,7,8,0.875,3,8,1,4,2,1,-2,77.7,1.101,0.5,C,,122.8,120.2,127.8,119.6,-5.0,0.064,0.174,0.118,0.36,0.5,4.5,0.346,0.55,98.5,94.3,0.199,92,78.58,0.352,"JUN 01, 2021",290,50,104,0.481,20,44,0.455,27,32,0.844,13,39,52,33,5,5,11,24,147,126.6368022053756,6.0,6.0,45.0,0.4563106796116505,1610612757.0,126.6368022053756,116.08,117.92,119.76,1,31.0,3.0,2.83,2.0,1.5,0.34,0.19,98.28,64.0,103.6,32.0,3.0,2.31,2.25,1.31,0.35,0.18,97.1,65.0,112.98,32.0,3.0,2.31,2.25,1.31,0.35,0.18,97.1,65.0,112.98,5.0,,3.0,1483,1.0,5.0,5.0,1.0,120.96,6.0,6.2,-0.7069832087128691,0.5299916147739367,0,0.731,0.44,1.153,-0.011,-0.024,0.237,-0.037,0,0,1
738,738,Grant Williams,1629684,BOS @ BKN,BOS,1610612738,BKN,0,42000115,2021-06-01,L,12,3,1,3,1,3,0.333,0,1,0.0,1,1,1.0,1,2,1,2,1,3,-4,16.1,0.872,0.3333333333333333,,,96.2,99.2,107.4,118.3,-11.3,0.077,0.143,0.111,0.125,0.333,1.0,0.133,0.436,98.04,104.51,0.051,26,87.09,0.142,"JUN 01, 2021",240,40,92,0.435,11,40,0.275,18,23,0.783,13,31,44,18,3,12,11,21,109,108.86935677187375,6.0,7.0,39.0,0.5119047619047619,1610612751.0,108.86935677187375,100.12,98.06,96.0,0,16.0,1.0,1.41,0.0,0.0,0.08,0.06,99.98,33.5,140.7,11.25,0.75,0.96,0.0,0.0,0.07,0.06,110.99,23.25,96.35,11.25,0.75,0.96,0.0,0.0,0.07,0.06,110.99,23.25,96.35,,0.67,2.0,1483,2.0,0.0,1.0,0.0,108.87,6.0,7.0,0.2763637595163671,0.9180975621124846,1,0.0,0.389,3.0,0.478,-0.059,0.106,0.197,0,1,0
709,709,Jusuf Nurkić,203994,POR @ DEN,POR,1610612757,DEN,0,42000165,2021-06-01,L,24,13,1,11,5,12,0.417,0,0,,3,5,0.6,3,8,1,1,6,6,1,27.7,0.915,0.4166666666666667,C,,114.3,106.0,112.2,106.8,2.0,0.13,0.308,0.224,0.063,0.417,0.17,0.364,0.458,103.64,97.32,0.043,49,81.1,0.352,"JUN 01, 2021",290,47,103,0.456,21,48,0.438,25,29,0.862,10,35,45,25,6,6,14,31,140,116.9004676018704,5.0,5.0,52.0,0.4807692307692308,1610612743.0,116.9004676018704,119.76,117.92,116.08,1,29.5,3.5,3.54,1.0,3.5,0.2,0.14,95.58,58.0,132.45,29.25,3.25,2.63,0.75,2.0,0.18,0.14,96.18,57.75,129.62,29.25,3.25,2.63,0.75,2.0,0.18,0.14,96.18,57.75,129.62,,2.33,3.0,1483,1.0,6.0,1.0,5.0,117.56,5.0,5.0,-0.4304422912621331,0.4819957180759771,0,-0.667,-0.515,-0.887,0.655,0.015,-0.175,-0.098,0,0,1
716,716,Monté Morris,1628420,DEN vs. POR,DEN,1610612743,POR,1,42000165,2021-06-01,W,41,28,5,3,7,18,0.389,4,9,0.444,10,11,0.909,0,3,1,0,0,1,7,42.1,1.226,0.5,,,138.3,136.1,132.9,125.6,5.4,0.0,0.075,0.038,0.172,0.5,0.0,0.256,0.613,96.3,92.87,0.12,81,77.39,0.263,"JUN 01, 2021",290,50,104,0.481,20,44,0.455,27,32,0.844,13,39,52,33,5,5,11,24,147,126.6368022053756,6.0,6.0,45.0,0.4563106796116505,1610612757.0,126.6368022053756,116.08,117.92,119.76,0,25.0,4.5,0.71,1.5,0.84,0.2,0.31,92.42,48.5,114.1,25.5,5.25,1.26,1.25,3.42,0.2,0.29,95.35,51.0,121.12,25.5,5.25,1.26,1.25,3.42,0.2,0.29,95.35,51.0,121.12,5.67,,3.0,1483,4.0,5.0,7.0,5.0,126.64,6.0,6.0,-1.168969211983512,0.3609153742015217,0,-0.194,-0.407,-1.0,0.219,-0.041,0.319,0.096,1,0,0
723,723,Michael Porter Jr.,1629008,DEN vs. POR,DEN,1610612743,POR,1,42000165,2021-06-01,W,48,26,3,12,10,13,0.769,3,5,0.6,3,3,1.0,1,11,2,0,3,5,11,47.9,1.816,0.8846153846153846,F,,129.7,127.9,120.2,111.8,9.4,0.023,0.22,0.129,0.094,0.885,1.0,0.165,0.908,94.36,90.38,0.162,91,75.32,0.168,"JUN 01, 2021",290,50,104,0.481,20,44,0.455,27,32,0.844,13,39,52,33,5,5,11,24,147,126.6368022053756,6.0,6.0,45.0,0.4563106796116505,1610612757.0,126.6368022053756,116.08,117.92,119.76,1,28.0,0.5,0.71,2.5,0.16,0.16,0.02,95.5,56.0,110.25,31.5,0.5,0.58,2.0,0.33,0.2,0.02,95.64,63.0,115.4,31.5,0.5,0.58,2.0,0.33,0.2,0.02,95.64,63.0,115.4,1.33,,3.0,1483,0.0,1.0,1.0,0.0,126.64,6.0,6.0,-1.168969211983512,0.3609153742015217,0,1.0,0.567,-0.057,-0.175,-0.047,0.322,0.094,0,1,0
711,711,Timothe Luwawu-Cabarrot,1627789,BKN vs. BOS,BKN,1610612751,BOS,1,42000115,2021-06-01,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,98.8,0.0,2,82.33,0.0,"JUN 01, 2021",240,43,84,0.512,15,32,0.469,22,25,0.88,7,32,39,26,6,7,8,21,123,128.125,3.0,12.0,44.0,0.4347826086956521,1610612738.0,128.125,96.0,98.06,100.12,0,2.5,0.0,0.0,0.5,0.0,0.08,0.0,115.8,6.5,50.0,2.5,0.0,0.0,0.5,0.0,0.08,0.0,115.8,6.5,50.0,2.5,0.0,0.0,0.5,0.0,0.08,0.0,115.8,6.5,50.0,0.0,,2.0,1483,0.0,0.0,,,128.12,3.0,12.0,-1.289345846638539,0.624144716917529,0,-1.0,-1.0,,-1.0,-0.078,-0.714,-1.0,1,1,0
756,756,Landry Shamet,1629013,BKN vs. BOS,BKN,1610612751,BOS,1,42000115,2021-06-01,W,22,5,1,2,2,6,0.333,1,3,0.333,0,0,,0,2,0,0,1,1,8,7.9,0.833,0.4166666666666667,,,121.7,119.6,102.1,100.1,19.6,0.0,0.077,0.04,0.059,0.417,1.0,0.135,0.417,102.18,100.24,0.021,46,83.53,0.138,"JUN 01, 2021",240,43,84,0.512,15,32,0.469,22,25,0.88,7,32,39,26,6,7,8,21,123,128.125,3.0,12.0,44.0,0.4347826086956521,1610612738.0,128.125,96.0,98.06,100.12,0,16.0,0.0,0.0,0.5,0.0,0.09,0.0,94.46,32.0,109.7,17.75,0.0,0.0,0.5,0.0,0.09,0.0,93.89,34.75,92.85,17.75,0.0,0.0,0.5,0.0,0.09,0.0,93.89,34.75,92.85,0.33,,2.0,1483,0.0,0.0,0.0,0.0,128.12,3.0,12.0,-1.289345846638539,0.624144716917529,0,0.333,0.475,3.0,0.125,0.053,0.314,-0.029,1,0,0
741,741,Dario Šarić,203967,PHX vs. LAL,PHX,1610612756,LAL,1,42000155,2021-06-01,W,7,5,2,1,2,3,0.667,1,2,0.5,0,0,,0,1,0,0,0,1,0,9.2,1.667,0.8333333333333334,,,85.7,83.8,92.3,89.3,-6.6,0.0,0.143,0.059,0.667,0.833,0.0,0.2,0.833,97.26,94.6,0.273,14,78.83,0.209,"JUN 01, 2021",240,43,94,0.457,14,42,0.333,15,21,0.714,3,44,47,29,7,4,4,22,115,110.32233307751343,3.0,1.0,51.0,0.3452380952380952,1610612747.0,110.32233307751343,104.24,101.74,99.24,0,13.0,0.5,0.71,2.0,0.25,0.18,0.08,95.46,26.0,92.85,13.0,0.5,0.71,2.0,0.25,0.18,0.08,95.46,26.0,92.85,13.0,0.5,0.71,2.0,0.25,0.18,0.08,95.46,26.0,92.85,1.0,,7.0,1483,0.0,1.0,,,110.32,3.0,1.0,0.15842719178002446,0.2772858915360146,0,0.504,1.668,-1.0,0.0,-0.039,-0.308,-0.296,0,1,1
768,768,Romeo Langford,1629641,BOS @ BKN,BOS,1610612738,BKN,0,42000115,2021-06-01,L,38,17,2,1,7,12,0.583,3,7,0.429,0,0,,1,0,2,2,0,1,-7,33.2,1.417,0.7083333333333334,G,,110.7,107.0,120.0,117.2,-9.3,0.022,0.0,0.013,0.083,0.708,0.0,0.132,0.708,98.36,95.56,0.108,75,79.63,0.137,"JUN 01, 2021",240,40,92,0.435,11,40,0.275,18,23,0.783,13,31,44,18,3,12,11,21,109,108.86935677187375,6.0,7.0,39.0,0.5119047619047619,1610612751.0,108.86935677187375,100.12,98.06,96.0,1,26.5,1.0,0.0,0.5,0.5,0.13,0.05,97.76,53.5,131.95,23.67,1.0,0.0,0.33,0.33,0.14,0.07,97.81,48.0,117.7,23.67,1.0,0.0,0.33,0.33,0.14,0.07,97.81,48.0,117.7,,1.5,2.0,1483,1.0,1.0,1.0,,108.87,6.0,7.0,0.2763637595163671,0.9180975621124846,1,0.504,0.038,-1.0,-0.057,-0.028,0.356,0.055,1,1,0
771,771,Anfernee Simons,1629014,POR @ DEN,POR,1610612757,DEN,0,42000165,2021-06-01,L,15,6,1,3,2,7,0.286,2,5,0.4,0,0,,1,2,0,0,0,0,-15,11.1,0.857,0.4285714285714285,,,112.9,109.1,156.3,148.8,-43.3,0.056,0.133,0.091,0.111,0.429,0.0,0.2,0.429,104.21,99.96,0.057,31,83.3,0.2,"JUN 01, 2021",290,47,103,0.456,21,48,0.438,25,29,0.862,10,35,45,25,6,6,14,31,140,116.9004676018704,5.0,5.0,52.0,0.4807692307692308,1610612743.0,116.9004676018704,119.76,117.92,116.08,0,19.0,0.5,0.71,0.0,0.0,0.1,0.04,87.68,34.5,100.0,17.75,1.0,0.82,0.25,0.25,0.1,0.13,92.08,33.75,106.12,17.75,1.0,0.82,0.25,0.25,0.1,0.13,92.08,33.75,106.12,,1.33,3.0,1483,1.0,0.0,1.0,2.0,117.23,5.0,5.0,-0.4036015551566206,0.4909426301111479,0,0.0,0.388,,0.538,0.043,-0.225,-0.04,1,0,0
724,724,Jabari Parker,203953,BOS @ BKN,BOS,1610612738,BKN,0,42000115,2021-06-01,L,14,13,0,3,5,8,0.625,1,3,0.333,2,4,0.5,0,3,0,1,1,2,5,18.6,1.332,0.6875,,,110.0,113.5,93.3,94.5,16.7,0.0,0.2,0.103,0.0,0.688,0.0,0.324,0.666,100.81,103.0,0.153,30,85.84,0.343,"JUN 01, 2021",240,40,92,0.435,11,40,0.275,18,23,0.783,13,31,44,18,3,12,11,21,109,108.86935677187375,6.0,7.0,39.0,0.5119047619047619,1610612751.0,108.86935677187375,100.12,98.06,96.0,0,11.5,0.5,0.71,2.0,0.25,0.24,0.04,99.9,24.0,121.45,15.0,0.67,0.58,1.67,0.5,0.21,0.06,97.46,29.67,114.3,15.0,0.67,0.58,1.67,0.5,0.21,0.06,97.46,29.67,114.3,,0.33,2.0,1483,1.0,0.0,1.0,,108.87,6.0,7.0,0.2763637595163671,0.9180975621124846,1,-1.0,-1.0,-1.0,0.296,0.032,0.059,0.089,0,1,0
717,717,Cameron Johnson,1629661,PHX vs. LAL,PHX,1610612756,LAL,1,42000155,2021-06-01,W,13,11,0,3,2,4,0.5,1,2,0.5,6,7,0.857,0,3,1,0,1,0,11,16.6,1.554,0.625,,,115.6,116.2,83.9,87.7,31.8,0.0,0.214,0.1,0.0,0.625,0.0,0.242,0.777,111.36,114.11,0.206,32,95.09,0.244,"JUN 01, 2021",240,43,94,0.457,14,42,0.333,15,21,0.714,3,44,47,29,7,4,4,22,115,110.32233307751343,3.0,1.0,51.0,0.3452380952380952,1610612747.0,110.32233307751343,104.24,101.74,99.24,0,18.5,0.5,0.71,1.0,0.5,0.17,0.03,103.64,40.0,106.35,21.75,0.75,0.5,0.75,0.5,0.15,0.05,96.96,43.0,104.92,21.75,0.75,0.5,0.75,0.5,0.15,0.05,96.96,43.0,104.92,0.67,,2.0,1483,0.0,1.0,1.0,1.0,110.32,3.0,1.0,0.15842719178002446,0.2772858915360146,0,-1.0,-1.0,-1.0,0.862,0.16,-0.189,0.008,0,1,0
732,732,Shaquille Harrison,1627885,DEN vs. POR,DEN,1610612743,POR,1,42000165,2021-06-01,W,1,2,0,1,0,0,,0,0,,2,2,1.0,0,1,0,0,0,0,-1,3.2,0.0,,,,66.7,106.4,75.0,75.0,-8.3,0.0,0.333,0.2,0.0,0.0,0.0,0.25,1.136,197.37,234.97,1.5,3,195.8,0.532,"JUN 01, 2021",290,50,104,0.481,20,44,0.455,27,32,0.844,13,39,52,33,5,5,11,24,147,126.6368022053756,6.0,6.0,45.0,0.4563106796116505,1610612757.0,126.6368022053756,116.08,117.92,119.76,0,9.0,0.0,0.0,1.5,0.0,0.1,0.0,106.34,18.5,112.35,9.33,0.0,0.0,1.33,0.0,0.09,0.0,103.75,19.67,111.27,9.33,0.0,0.0,1.33,0.0,0.09,0.0,103.75,19.67,111.27,0.0,,3.0,1483,0.0,0.0,0.0,,126.64,6.0,6.0,-1.168969211983512,0.3609153742015217,0,,,,1.5,0.089,-0.692,-0.088,1,0,0
728,728,Chris Chiozza,1629185,BKN vs. BOS,BKN,1610612751,BOS,1,42000115,2021-06-01,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,98.8,0.0,2,82.33,0.0,"JUN 01, 2021",240,43,84,0.512,15,32,0.469,22,25,0.88,7,32,39,26,6,7,8,21,123,128.125,3.0,12.0,44.0,0.4347826086956521,1610612738.0,128.125,96.0,98.06,100.12,0,1.0,0.0,,0.0,0.0,0.0,0.0,108.47,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,108.47,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,108.47,2.0,0.0,0.0,,2.0,1483,0.0,,,,128.12,3.0,12.0,-1.289345846638539,0.624144716917529,0,-1.0,-1.0,,-1.0,-0.051,-0.636,-1.0,1,0,0
721,721,Mikal Bridges,1628969,PHX vs. LAL,PHX,1610612756,LAL,1,42000155,2021-06-01,W,30,13,3,6,5,10,0.5,3,7,0.429,0,0,,1,5,3,2,0,3,23,39.7,1.3,0.65,F,,122.0,113.6,80.3,78.8,41.7,0.033,0.135,0.09,0.13,0.65,0.0,0.154,0.65,100.39,95.95,0.197,59,79.96,0.153,"JUN 01, 2021",240,43,94,0.457,14,42,0.333,15,21,0.714,3,44,47,29,7,4,4,22,115,110.32233307751343,3.0,1.0,51.0,0.3452380952380952,1610612747.0,110.32233307751343,104.24,101.74,99.24,1,34.0,1.5,0.71,0.5,1.0,0.12,0.07,96.91,68.0,99.95,34.0,1.25,0.96,0.5,1.0,0.12,0.07,95.42,66.75,102.58,34.0,1.25,0.96,0.5,1.0,0.12,0.07,95.42,66.75,102.58,1.67,,2.0,1483,2.0,1.0,2.0,0.0,110.32,3.0,1.0,0.15842719178002446,0.2772858915360146,0,0.648,0.857,-1.0,-0.038,-0.012,-0.099,-0.018,1,1,0
727,727,Frank Kaminsky,1626163,PHX vs. LAL,PHX,1610612756,LAL,1,42000155,2021-06-01,W,10,3,4,3,1,3,0.333,0,0,,1,1,1.0,0,3,0,0,0,2,1,12.6,0.872,0.3333333333333333,,,103.8,104.0,100.0,99.7,3.8,0.0,0.231,0.111,0.571,0.333,0.0,0.115,0.436,119.33,119.24,0.133,26,99.36,0.116,"JUN 01, 2021",240,43,94,0.457,14,42,0.333,15,21,0.714,3,44,47,29,7,4,4,22,115,110.32233307751343,3.0,1.0,51.0,0.3452380952380952,1610612747.0,110.32233307751343,104.24,101.74,99.24,0,7.0,0.5,0.71,1.0,0.5,0.22,0.12,98.76,13.5,75.0,7.0,0.5,0.71,1.0,0.5,0.22,0.12,98.76,13.5,75.0,7.0,0.5,0.71,1.0,0.5,0.22,0.12,98.76,13.5,75.0,4.0,,2.0,1483,0.0,1.0,,,110.32,3.0,1.0,0.15842719178002446,0.2772858915360146,0,1.0,0.631,-1.0,-0.281,0.188,1.203,-0.003,0,1,1
743,743,Chris Paul,101108,PHX vs. LAL,PHX,1610612756,LAL,1,42000155,2021-06-01,W,23,9,6,4,3,9,0.333,1,3,0.333,2,2,1.0,0,4,1,0,2,0,34,23.8,0.911,0.3888888888888889,G,,137.8,126.6,62.2,63.5,75.6,0.0,0.143,0.08,0.286,0.389,3.0,0.231,0.455,97.37,94.19,0.179,45,78.49,0.231,"JUN 01, 2021",240,43,94,0.457,14,42,0.333,15,21,0.714,3,44,47,29,7,4,4,22,115,110.32233307751343,3.0,1.0,51.0,0.3452380952380952,1610612747.0,110.32233307751343,104.24,101.74,99.24,1,29.5,7.5,2.12,1.0,1.5,0.21,0.46,100.36,61.5,85.7,29.5,7.0,1.83,1.5,3.17,0.18,0.38,96.35,59.0,97.08,29.5,7.0,1.83,1.5,3.17,0.18,0.38,96.35,59.0,97.08,6.33,,2.0,1483,9.0,6.0,5.0,8.0,110.32,3.0,1.0,0.15842719178002446,0.2772858915360146,0,-0.368,-0.285,-0.404,-0.037,-0.023,-0.353,0.08,1,0,0
754,754,Enes Freedom,202683,POR @ DEN,POR,1610612757,DEN,0,42000165,2021-06-01,L,14,4,0,2,2,2,1.0,0,0,,0,0,,1,1,0,0,0,4,-8,6.4,2.0,1.0,,,136.0,126.1,161.5,161.8,-25.5,0.063,0.083,0.071,0.0,1.0,0.0,0.065,1.0,88.57,85.36,0.022,25,71.13,0.067,"JUN 01, 2021",290,47,103,0.456,21,48,0.438,25,29,0.862,10,35,45,25,6,6,14,31,140,116.9004676018704,5.0,5.0,52.0,0.4807692307692308,1610612743.0,116.9004676018704,119.76,117.92,116.08,0,4.5,0.0,0.0,0.0,0.0,0.03,0.0,100.07,9.5,60.7,10.5,0.0,0.0,0.75,0.0,0.08,0.0,97.4,21.0,91.28,10.5,0.0,0.0,0.75,0.0,0.08,0.0,97.4,21.0,91.28,,0.0,3.0,1483,0.0,0.0,0.0,0.0,116.9,5.0,5.0,-0.3767608190511081,0.49988954214631875,0,,,,0.083,-0.093,0.389,0.347,0,0,1
766,766,JaMychal Green,203210,DEN vs. POR,DEN,1610612743,POR,1,42000165,2021-06-01,W,20,5,2,7,2,4,0.5,1,2,0.5,0,0,,3,4,1,0,0,0,5,19.4,1.25,0.625,,,150.0,138.6,128.9,129.1,21.1,0.143,0.235,0.184,0.118,0.625,0.0,0.091,0.625,93.46,89.91,0.116,36,74.92,0.091,"JUN 01, 2021",290,50,104,0.481,20,44,0.455,27,32,0.844,13,39,52,33,5,5,11,24,147,126.6368022053756,6.0,6.0,45.0,0.4563106796116505,1610612757.0,126.6368022053756,116.08,117.92,119.76,0,19.0,1.0,1.41,0.0,0.0,0.18,0.08,89.05,35.5,108.8,19.0,1.75,1.26,0.25,0.5,0.13,0.11,91.63,36.25,120.98,19.0,1.75,1.26,0.25,0.5,0.13,0.11,91.63,36.25,120.98,2.33,,3.0,1483,2.0,0.0,2.0,3.0,126.64,6.0,6.0,-1.168969211983512,0.3609153742015217,0,0.429,0.475,-1.0,-0.09,-0.031,-0.048,0.167,0,1,1
715,715,Robert Covington,203496,POR @ DEN,POR,1610612757,DEN,0,42000165,2021-06-01,L,44,19,0,11,5,10,0.5,3,6,0.5,6,6,1.0,3,8,2,0,0,6,0,38.2,1.503,0.65,F,,125.9,119.5,125.9,124.1,0.0,0.07,0.19,0.129,0.0,0.65,0.0,0.135,0.752,96.4,93.22,0.109,85,77.68,0.133,"JUN 01, 2021",290,47,103,0.456,21,48,0.438,25,29,0.862,10,35,45,25,6,6,14,31,140,116.9004676018704,5.0,5.0,52.0,0.4807692307692308,1610612743.0,116.9004676018704,119.76,117.92,116.08,1,37.5,2.5,2.12,0.5,2.0,0.1,0.07,96.5,75.0,123.7,36.5,1.75,1.5,1.5,1.31,0.09,0.05,96.16,73.0,126.4,36.5,1.75,1.5,1.5,1.31,0.09,0.05,96.16,73.0,126.4,,0.67,3.0,1483,1.0,4.0,1.0,1.0,116.9,5.0,5.0,-0.3767608190511081,0.49988954214631875,0,-1.0,-1.0,-1.0,0.35,-0.024,0.124,-0.019,0,1,0
