,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE
236,Khris Middleton,203114,MIL vs. IND,MIL,1610612749,IND,1,0042300122,2024-04-23,L,36,15,6,5,6,14,0.429,1,3,0.333,2,2,1.0,0,5,0,0,1,2,-10,29.0,1.008,1.008,F,121.9,135.6,-13.7,0.0,0.147,0.071,0.261,6.0,0.205,0.504,98.24,96.13,0.076,80.11,"APR 23, 2024",240,38,86,0.442,13,32,0.406,19,21,0.905,8,32,40,24,4,4,7,13,108,114.60101867572156,3.0,6.0,45.0,0.5555555555555556,1610612754.0,114.60101867572156,94.24,94.19999999999999,94.16000000000001
237,Jae Crowder,203109,MIL vs. IND,MIL,1610612749,IND,1,0042300122,2024-04-23,L,15,2,0,2,0,3,0.0,0,2,0.0,2,2,1.0,0,2,0,0,0,1,-21,4.4,0.515,0.515,,75.9,153.6,-77.7,0.0,0.167,0.065,0.0,0.0,0.125,0.258,95.07,92.41,0.0,77.01,"APR 23, 2024",240,38,86,0.442,13,32,0.406,19,21,0.905,8,32,40,24,4,4,7,13,108,114.60101867572156,3.0,6.0,45.0,0.5555555555555556,1610612754.0,114.60101867572156,94.24,94.19999999999999,94.16000000000001
238,Patrick Beverley,201976,MIL vs. IND,MIL,1610612749,IND,1,0042300122,2024-04-23,L,34,5,3,4,1,5,0.2,0,2,0.0,3,3,1.0,1,3,1,2,1,2,-27,22.3,0.791,0.791,G,116.9,160.9,-44.0,0.028,0.111,0.063,0.12,3.0,0.097,0.396,92.46,90.97,0.034,75.81,"APR 23, 2024",240,38,86,0.442,13,32,0.406,19,21,0.905,8,32,40,24,4,4,7,13,108,114.60101867572156,3.0,6.0,45.0,0.5555555555555556,1610612754.0,114.60101867572156,94.24,94.19999999999999,94.16000000000001
239,Brook Lopez,201572,MIL vs. IND,MIL,1610612749,IND,1,0042300122,2024-04-23,L,29,22,3,1,8,13,0.615,6,7,0.857,0,0,,1,0,0,2,0,0,-8,33.7,1.692,1.692,C,131.6,153.7,-22.1,0.04,0.0,0.021,0.176,0.0,0.217,0.846,93.56,91.97,0.124,76.64,"APR 23, 2024",240,38,86,0.442,13,32,0.406,19,21,0.905,8,32,40,24,4,4,7,13,108,114.60101867572156,3.0,6.0,45.0,0.5555555555555556,1610612754.0,114.60101867572156,94.24,94.19999999999999,94.16000000000001
240,Dereck Lively II,1641726,DAL @ LAC,DAL,1610612742,LAC,0,0042300172,2024-04-23,W,21,7,1,9,2,5,0.4,0,0,,3,6,0.5,2,7,1,0,1,2,4,21.3,0.916,0.916,,92.9,83.3,9.5,0.087,0.28,0.188,0.077,1.0,0.188,0.458,94.76,97.31,0.139,81.09,"APR 23, 2024",240,32,76,0.421,14,33,0.424,18,27,0.667,11,39,50,17,8,7,13,23,96,106.80907877169561,9.0,4.0,47.0,0.367816091954023,1610612746.0,106.80907877169561,89.88,91.16000000000001,92.44
241,Josh Green,1630182,DAL @ LAC,DAL,1610612742,LAC,0,0042300172,2024-04-23,W,14,0,1,7,0,2,0.0,0,2,0.0,0,0,,3,4,1,1,0,4,-6,15.9,0.0,0.0,,92.3,107.1,-14.8,0.188,0.235,0.212,0.125,0.0,0.069,0.0,92.93,91.37,0.049,76.15,"APR 23, 2024",240,32,76,0.421,14,33,0.424,18,27,0.667,11,39,50,17,8,7,13,23,96,106.80907877169561,9.0,4.0,47.0,0.367816091954023,1610612746.0,106.80907877169561,89.88,91.16000000000001,92.44
242,Amir Coffey,1629599,LAC vs. DAL,LAC,1610612746,DAL,1,0042300172,2024-04-23,L,12,2,0,0,1,1,1.0,0,0,,0,0,,0,0,0,0,1,1,3,1.0,2.0,2.0,,91.7,82.6,9.1,0.0,0.0,0.0,0.0,0.0,0.069,1.0,92.86,96.14,0.0,80.11,"APR 23, 2024",240,32,87,0.368,8,30,0.267,21,26,0.808,14,33,47,18,9,4,8,19,93,100.60579835569018,8.0,7.0,50.0,0.42105263157894735,1610612742.0,100.60579835569018,92.44,91.16000000000001,89.88
243,Luka Dončić,1629029,DAL @ LAC,DAL,1610612742,LAC,0,0042300172,2024-04-23,W,46,32,9,6,11,26,0.423,5,14,0.357,5,6,0.833,0,6,1,1,3,3,8,55.7,1.117,1.117,G,105.6,96.6,9.0,0.0,0.109,0.059,0.45,3.0,0.317,0.559,91.82,93.46,0.183,77.89,"APR 23, 2024",240,32,76,0.421,14,33,0.424,18,27,0.667,11,39,50,17,8,7,13,23,96,106.80907877169561,9.0,4.0,47.0,0.367816091954023,1610612746.0,106.80907877169561,89.88,91.16000000000001,92.44
244,P.J. Washington,1629023,DAL @ LAC,DAL,1610612742,LAC,0,0042300172,2024-04-23,W,35,18,0,6,5,10,0.5,3,4,0.75,5,7,0.714,2,4,1,2,2,2,6,32.2,1.376,1.376,F,108.8,100.0,8.8,0.057,0.098,0.079,0.0,0.0,0.19,0.688,90.2,92.51,0.13,77.09,"APR 23, 2024",240,32,76,0.421,14,33,0.424,18,27,0.667,11,39,50,17,8,7,13,23,96,106.80907877169561,9.0,4.0,47.0,0.367816091954023,1610612746.0,106.80907877169561,89.88,91.16000000000001,92.44
245,Ivica Zubac,1627826,LAC vs. DAL,LAC,1610612746,DAL,1,0042300172,2024-04-23,L,33,13,0,12,5,12,0.417,0,0,,3,5,0.6,5,7,1,0,2,2,4,28.4,0.915,0.915,C,106.5,100.0,6.5,0.143,0.206,0.174,0.0,0.0,0.222,0.458,90.08,90.02,0.103,75.02,"APR 23, 2024",240,32,87,0.368,8,30,0.267,21,26,0.808,14,33,47,18,9,4,8,19,93,100.60579835569018,8.0,7.0,50.0,0.42105263157894735,1610612742.0,100.60579835569018,92.44,91.16000000000001,89.88
246,Norman Powell,1626181,LAC vs. DAL,LAC,1610612746,DAL,1,0042300172,2024-04-23,L,26,6,0,4,2,10,0.2,2,4,0.5,0,0,,2,2,1,0,0,2,-4,13.8,0.6,0.6,,92.0,102.0,-10.0,0.061,0.083,0.07,0.0,0.0,0.161,0.3,88.41,91.59,0.0,76.33,"APR 23, 2024",240,32,87,0.368,8,30,0.267,21,26,0.808,14,33,47,18,9,4,8,19,93,100.60579835569018,8.0,7.0,50.0,0.42105263157894735,1610612742.0,100.60579835569018,92.44,91.16000000000001,89.88
247,Jaden McDaniels,1630183,MIN vs. PHX,MIN,1610612750,PHX,1,0042300162,2024-04-23,W,41,25,3,8,10,17,0.588,2,4,0.5,3,4,0.75,5,3,1,0,1,3,24,41.1,1.333,1.333,F,126.6,96.2,30.4,0.135,0.083,0.11,0.125,3.0,0.222,0.666,94.15,91.67,0.147,76.39,"APR 23, 2024",240,35,78,0.449,9,32,0.281,26,30,0.867,10,29,39,23,11,2,13,21,105,111.46496815286623,7.0,1.0,41.0,0.44871794871794873,1610612756.0,111.46496815286623,94.2,94.28000000000002,94.36
248,Nickeil Alexander-Walker,1629638,MIN vs. PHX,MIN,1610612750,PHX,1,0042300162,2024-04-23,W,31,10,5,2,4,10,0.4,1,4,0.25,1,1,1.0,0,2,1,0,1,2,14,21.9,0.958,0.958,,121.3,98.4,23.0,0.0,0.065,0.034,0.238,5.0,0.157,0.479,96.03,94.6,0.087,78.84,"APR 23, 2024",240,35,78,0.449,9,32,0.281,26,30,0.867,10,29,39,23,11,2,13,21,105,111.46496815286623,7.0,1.0,41.0,0.44871794871794873,1610612756.0,111.46496815286623,94.2,94.28000000000002,94.36
249,Devin Booker,1626164,PHX @ MIN,PHX,1610612756,MIN,0,0042300162,2024-04-23,L,42,20,5,3,6,13,0.462,1,6,0.167,7,8,0.875,1,2,2,0,6,6,-24,31.1,1.211,1.211,G,88.0,116.9,-28.9,0.026,0.054,0.039,0.238,0.83,0.239,0.605,97.19,95.76,0.068,79.8,"APR 23, 2024",240,35,78,0.449,8,22,0.364,15,19,0.789,11,30,41,19,7,1,19,22,93,98.55871131835524,11.0,2.0,39.0,0.44871794871794873,1610612750.0,98.55871131835524,94.36,94.28000000000002,94.2
250,Karl-Anthony Towns,1626157,MIN vs. PHX,MIN,1610612750,PHX,1,0042300162,2024-04-23,W,24,12,1,8,3,7,0.429,1,4,0.25,5,5,1.0,0,8,1,0,4,4,16,22.1,1.304,1.304,F,114.9,80.9,34.0,0.0,0.333,0.182,0.071,0.25,0.255,0.652,95.33,95.9,0.143,79.92,"APR 23, 2024",240,35,78,0.449,9,32,0.281,26,30,0.867,10,29,39,23,11,2,13,21,105,111.46496815286623,7.0,1.0,41.0,0.44871794871794873,1610612756.0,111.46496815286623,94.2,94.28000000000002,94.36
251,Jusuf Nurkić,203994,PHX @ MIN,PHX,1610612756,MIN,0,0042300162,2024-04-23,L,31,10,4,14,5,11,0.455,0,1,0.0,0,2,0.0,6,8,0,0,3,4,-21,29.8,0.842,0.842,C,87.9,120.0,-32.1,0.176,0.258,0.215,0.267,1.33,0.214,0.421,91.94,91.35,0.105,76.13,"APR 23, 2024",240,35,78,0.449,8,22,0.364,15,19,0.789,11,30,41,19,7,1,19,22,93,98.55871131835524,11.0,2.0,39.0,0.44871794871794873,1610612750.0,98.55871131835524,94.36,94.28000000000002,94.2
252,Rudy Gobert,203497,MIN vs. PHX,MIN,1610612750,PHX,1,0042300162,2024-04-23,W,39,18,2,9,6,8,0.75,0,0,,6,7,0.857,2,7,3,1,1,2,12,42.8,1.625,1.625,C,111.3,96.3,15.0,0.054,0.2,0.125,0.077,2.0,0.133,0.812,97.63,97.85,0.175,81.54,"APR 23, 2024",240,35,78,0.449,9,32,0.281,26,30,0.867,10,29,39,23,11,2,13,21,105,111.46496815286623,7.0,1.0,41.0,0.44871794871794873,1610612756.0,111.46496815286623,94.2,94.28000000000002,94.36
253,Bradley Beal,203078,PHX @ MIN,PHX,1610612756,MIN,0,0042300162,2024-04-23,L,42,14,6,4,6,17,0.353,2,4,0.5,0,0,,1,3,0,0,4,2,-11,23.8,0.824,0.824,G,96.5,110.7,-14.2,0.023,0.073,0.048,0.25,1.5,0.214,0.412,96.42,95.96,0.047,79.97,"APR 23, 2024",240,35,78,0.449,8,22,0.364,15,19,0.789,11,30,41,19,7,1,19,22,93,98.55871131835524,11.0,2.0,39.0,0.44871794871794873,1610612750.0,98.55871131835524,94.36,94.28000000000002,94.2
254,Eric Gordon,201569,PHX @ MIN,PHX,1610612756,MIN,0,0042300162,2024-04-23,L,23,15,1,3,5,9,0.556,3,5,0.6,2,2,1.0,1,2,1,0,0,1,-7,23.1,1.518,1.518,,104.3,116.7,-12.4,0.048,0.105,0.075,0.077,0.0,0.182,0.759,97.71,99.13,0.173,82.61,"APR 23, 2024",240,35,78,0.449,8,22,0.364,15,19,0.789,11,30,41,19,7,1,19,22,93,98.55871131835524,11.0,2.0,39.0,0.44871794871794873,1610612750.0,98.55871131835524,94.36,94.28000000000002,94.2
255,Mike Conley,201144,MIN vs. PHX,MIN,1610612750,PHX,1,0042300162,2024-04-23,W,32,18,4,4,7,13,0.538,3,6,0.5,1,1,1.0,2,2,2,0,2,0,13,32.8,1.339,1.339,G,114.3,95.2,19.1,0.059,0.071,0.065,0.222,2.0,0.205,0.67,95.23,94.99,0.165,79.16,"APR 23, 2024",240,35,78,0.449,9,32,0.281,26,30,0.867,10,29,39,23,11,2,13,21,105,111.46496815286623,7.0,1.0,41.0,0.44871794871794873,1610612756.0,111.46496815286623,94.2,94.28000000000002,94.36
256,Kevin Durant,201142,PHX @ MIN,PHX,1610612756,MIN,0,0042300162,2024-04-23,L,41,18,2,6,6,15,0.4,0,2,0.0,6,7,0.857,0,6,1,1,2,3,-24,32.2,0.996,0.996,F,97.4,126.6,-29.1,0.0,0.162,0.083,0.083,1.0,0.233,0.498,94.18,91.68,0.081,76.4,"APR 23, 2024",240,35,78,0.449,8,22,0.364,15,19,0.789,11,30,41,19,7,1,19,22,93,98.55871131835524,11.0,2.0,39.0,0.44871794871794873,1610612750.0,98.55871131835524,94.36,94.28000000000002,94.2
257,Ben Sheppard,1641767,IND @ MIL,IND,1610612754,MIL,0,0042300122,2024-04-23,W,23,8,0,3,3,4,0.75,2,3,0.667,0,0,,0,3,1,0,0,1,11,14.6,2.0,2.0,,123.9,95.8,28.1,0.0,0.12,0.064,0.0,0.0,0.077,1.0,94.47,96.36,0.093,80.3,"APR 23, 2024",240,50,90,0.556,16,36,0.444,9,14,0.643,7,38,45,38,3,6,5,18,125,132.75276125743417,4.0,4.0,40.0,0.4418604651162791,1610612749.0,132.75276125743417,94.16000000000001,94.19999999999999,94.24
258,Aaron Nesmith,1630174,IND @ MIL,IND,1610612754,MIL,0,0042300122,2024-04-23,W,36,11,7,5,4,10,0.4,3,8,0.375,0,0,,0,5,0,1,1,4,10,29.5,1.1,1.1,F,135.6,121.9,13.7,0.0,0.139,0.071,0.194,7.0,0.138,0.55,98.24,96.13,0.063,80.11,"APR 23, 2024",240,50,90,0.556,16,36,0.444,9,14,0.643,7,38,45,38,3,6,5,18,125,132.75276125743417,4.0,4.0,40.0,0.4418604651162791,1610612749.0,132.75276125743417,94.16000000000001,94.19999999999999,94.24
259,Obi Toppin,1630167,IND @ MIL,IND,1610612754,MIL,0,0042300122,2024-04-23,W,21,9,0,8,4,11,0.364,1,5,0.2,0,1,0.0,2,6,1,0,0,2,3,21.6,0.787,0.787,,107.0,97.7,9.2,0.08,0.273,0.17,0.0,0.0,0.22,0.393,102.11,99.9,0.083,83.25,"APR 23, 2024",240,50,90,0.556,16,36,0.444,9,14,0.643,7,38,45,38,3,6,5,18,125,132.75276125743417,4.0,4.0,40.0,0.4418604651162791,1610612749.0,132.75276125743417,94.16000000000001,94.19999999999999,94.24
260,Pascal Siakam,1627783,IND @ MIL,IND,1610612754,MIL,0,0042300122,2024-04-23,W,37,37,6,11,16,23,0.696,3,4,0.75,2,3,0.667,1,10,0,0,0,3,6,59.2,1.521,1.521,F,140.0,129.6,10.4,0.031,0.27,0.159,0.25,0.0,0.316,0.761,95.58,92.46,0.208,77.05,"APR 23, 2024",240,50,90,0.556,16,36,0.444,9,14,0.643,7,38,45,38,3,6,5,18,125,132.75276125743417,4.0,4.0,40.0,0.4418604651162791,1610612749.0,132.75276125743417,94.16000000000001,94.19999999999999,94.24
261,Pat Connaughton,1626192,MIL vs. IND,MIL,1610612749,IND,1,0042300122,2024-04-23,L,19,5,2,7,2,3,0.667,0,1,0.0,1,1,1.0,1,6,0,0,0,2,-2,16.4,1.453,1.453,,105.0,107.3,-2.3,0.042,0.261,0.149,0.154,0.0,0.067,0.727,103.57,102.41,0.125,85.34,"APR 23, 2024",240,38,86,0.442,13,32,0.406,19,21,0.905,8,32,40,24,4,4,7,13,108,114.60101867572156,3.0,6.0,45.0,0.5555555555555556,1610612754.0,114.60101867572156,94.24,94.19999999999999,94.16000000000001
262,T.J. McConnell,204456,IND @ MIL,IND,1610612754,MIL,0,0042300122,2024-04-23,W,17,6,4,2,2,6,0.333,0,0,,2,2,1.0,0,2,0,0,1,0,5,13.4,0.872,0.872,,117.6,102.9,14.7,0.0,0.105,0.056,0.286,4.0,0.211,0.436,101.41,98.91,0.089,82.42,"APR 23, 2024",240,50,90,0.556,16,36,0.444,9,14,0.643,7,38,45,38,3,6,5,18,125,132.75276125743417,4.0,4.0,40.0,0.4418604651162791,1610612749.0,132.75276125743417,94.16000000000001,94.19999999999999,94.24
263,Kyrie Irving,202681,DAL @ LAC,DAL,1610612742,LAC,0,0042300172,2024-04-23,W,42,23,3,6,8,18,0.444,4,8,0.5,3,4,0.75,1,5,3,0,3,2,0,40.7,1.164,1.164,G,102.5,103.8,-1.3,0.024,0.104,0.067,0.158,1.0,0.245,0.582,91.35,92.29,0.139,76.91,"APR 23, 2024",240,32,76,0.421,14,33,0.424,18,27,0.667,11,39,50,17,8,7,13,23,96,106.80907877169561,9.0,4.0,47.0,0.367816091954023,1610612746.0,106.80907877169561,89.88,91.16000000000001,92.44
264,James Harden,201935,LAC vs. DAL,LAC,1610612746,DAL,1,0042300172,2024-04-23,L,42,22,8,6,6,14,0.429,2,10,0.2,8,9,0.889,0,6,1,1,1,4,-6,46.2,1.225,1.225,G,102.5,111.3,-8.8,0.0,0.14,0.065,0.364,8.0,0.191,0.612,92.0,92.26,0.163,76.88,"APR 23, 2024",240,32,87,0.368,8,30,0.267,21,26,0.808,14,33,47,18,9,4,8,19,93,100.60579835569018,8.0,7.0,50.0,0.42105263157894735,1610612742.0,100.60579835569018,92.44,91.16000000000001,89.88
265,Russell Westbrook,201566,LAC vs. DAL,LAC,1610612746,DAL,1,0042300172,2024-04-23,L,24,7,3,9,2,9,0.222,1,3,0.333,2,2,1.0,3,6,1,1,1,2,8,27.3,0.709,0.709,,115.2,97.8,17.4,0.1,0.25,0.167,0.214,3.0,0.186,0.354,89.23,91.46,0.118,76.22,"APR 23, 2024",240,32,87,0.368,8,30,0.267,21,26,0.808,14,33,47,18,9,4,8,19,93,100.60579835569018,8.0,7.0,50.0,0.42105263157894735,1610612742.0,100.60579835569018,92.44,91.16000000000001,89.88
266,Daniel Gafford,1629655,DAL @ LAC,DAL,1610612742,LAC,0,0042300172,2024-04-23,W,9,0,1,1,0,3,0.0,0,0,,0,0,,0,1,0,0,0,2,-8,2.7,0.0,0.0,C,83.3,115.0,-31.7,0.0,0.1,0.045,0.25,0.0,0.143,0.0,96.57,96.17,-0.09,80.14,"APR 23, 2024",240,32,76,0.421,14,33,0.424,18,27,0.667,11,39,50,17,8,7,13,23,96,106.80907877169561,9.0,4.0,47.0,0.367816091954023,1610612746.0,106.80907877169561,89.88,91.16000000000001,92.44
267,Terance Mann,1629611,LAC vs. DAL,LAC,1610612746,DAL,1,0042300172,2024-04-23,L,21,5,1,2,2,7,0.286,1,3,0.333,0,0,,1,1,0,0,1,1,-4,7.9,0.714,0.714,G,90.5,95.5,-5.0,0.04,0.043,0.042,0.077,1.0,0.174,0.357,98.38,99.68,0.008,83.07,"APR 23, 2024",240,32,87,0.368,8,30,0.267,21,26,0.808,14,33,47,18,9,4,8,19,93,100.60579835569018,8.0,7.0,50.0,0.42105263157894735,1610612742.0,100.60579835569018,92.44,91.16000000000001,89.88
268,Maxi Kleber,1628467,DAL @ LAC,DAL,1610612742,LAC,0,0042300172,2024-04-23,W,28,6,1,6,2,4,0.5,2,3,0.667,0,0,,1,5,0,1,1,2,9,16.7,1.5,1.5,,116.7,98.2,18.5,0.042,0.143,0.102,0.05,1.0,0.085,0.75,93.81,94.61,0.077,78.84,"APR 23, 2024",240,32,76,0.421,14,33,0.424,18,27,0.667,11,39,50,17,8,7,13,23,96,106.80907877169561,9.0,4.0,47.0,0.367816091954023,1610612746.0,106.80907877169561,89.88,91.16000000000001,92.44
269,Derrick Jones Jr.,1627884,DAL @ LAC,DAL,1610612742,LAC,0,0042300172,2024-04-23,W,32,10,0,7,4,6,0.667,0,1,0.0,2,4,0.5,2,5,0,1,2,4,0,19.4,1.289,1.289,F,100.0,98.4,1.6,0.063,0.128,0.099,0.0,0.0,0.141,0.644,89.19,90.94,0.065,75.78,"APR 23, 2024",240,32,76,0.421,14,33,0.424,18,27,0.667,11,39,50,17,8,7,13,23,96,106.80907877169561,9.0,4.0,47.0,0.367816091954023,1610612746.0,106.80907877169561,89.88,91.16000000000001,92.44
270,Danté Exum,203957,DAL @ LAC,DAL,1610612742,LAC,0,0042300172,2024-04-23,W,6,0,0,1,0,1,0.0,0,0,,0,0,,0,1,0,1,1,2,-1,3.2,0.0,0.0,,108.3,100.0,8.3,0.0,0.125,0.071,0.0,0.0,0.154,0.0,96.87,96.57,-0.1,80.47,"APR 23, 2024",240,32,76,0.421,14,33,0.424,18,27,0.667,11,39,50,17,8,7,13,23,96,106.80907877169561,9.0,4.0,47.0,0.367816091954023,1610612746.0,106.80907877169561,89.88,91.16000000000001,92.44
271,Tim Hardaway Jr.,203501,DAL @ LAC,DAL,1610612742,LAC,0,0042300172,2024-04-23,W,6,0,1,1,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,3,5.7,0.0,0.0,,107.7,84.6,23.1,0.0,0.143,0.083,0.2,0.0,0.071,0.0,97.35,100.92,0.105,84.1,"APR 23, 2024",240,32,76,0.421,14,33,0.424,18,27,0.667,11,39,50,17,8,7,13,23,96,106.80907877169561,9.0,4.0,47.0,0.367816091954023,1610612746.0,106.80907877169561,89.88,91.16000000000001,92.44
272,Mason Plumlee,203486,LAC vs. DAL,LAC,1610612746,DAL,1,0042300172,2024-04-23,L,11,1,0,5,0,3,0.0,0,0,,1,2,0.5,1,4,0,0,0,1,-3,7.0,0.258,0.258,,77.3,87.0,-9.7,0.067,0.333,0.185,0.0,0.0,0.16,0.129,99.61,98.99,0.015,82.49,"APR 23, 2024",240,32,87,0.368,8,30,0.267,21,26,0.808,14,33,47,18,9,4,8,19,93,100.60579835569018,8.0,7.0,50.0,0.42105263157894735,1610612742.0,100.60579835569018,92.44,91.16000000000001,89.88
273,Kawhi Leonard,202695,LAC vs. DAL,LAC,1610612746,DAL,1,0042300172,2024-04-23,L,35,15,2,7,7,17,0.412,0,5,0.0,1,2,0.5,2,5,4,1,0,1,-8,41.4,0.839,0.839,F,98.5,110.3,-11.8,0.048,0.152,0.093,0.111,0.0,0.225,0.419,92.97,93.46,0.132,77.88,"APR 23, 2024",240,32,87,0.368,8,30,0.267,21,26,0.808,14,33,47,18,9,4,8,19,93,100.60579835569018,8.0,7.0,50.0,0.42105263157894735,1610612742.0,100.60579835569018,92.44,91.16000000000001,89.88
274,Paul George,202331,LAC vs. DAL,LAC,1610612746,DAL,1,0042300172,2024-04-23,L,37,22,4,2,7,14,0.5,2,5,0.4,6,6,1.0,0,2,1,1,2,5,-5,34.4,1.322,1.322,F,104.3,109.9,-5.6,0.0,0.056,0.025,0.222,2.0,0.229,0.661,92.08,92.21,0.13,76.84,"APR 23, 2024",240,32,87,0.368,8,30,0.267,21,26,0.808,14,33,47,18,9,4,8,19,93,100.60579835569018,8.0,7.0,50.0,0.42105263157894735,1610612742.0,100.60579835569018,92.44,91.16000000000001,89.88
275,Jarace Walker,1641716,IND @ MIL,IND,1610612754,MIL,0,0042300122,2024-04-23,W,2,0,0,1,0,0,,0,0,,0,0,,0,1,0,1,1,0,1,3.2,0.0,0.0,,100.0,50.0,50.0,0.0,0.5,0.5,0.0,0.0,0.333,0.0,75.13,87.65,0.1,73.04,"APR 23, 2024",240,50,90,0.556,16,36,0.444,9,14,0.643,7,38,45,38,3,6,5,18,125,132.75276125743417,4.0,4.0,40.0,0.4418604651162791,1610612749.0,132.75276125743417,94.16000000000001,94.19999999999999,94.24
276,Chris Livingston,1641753,MIL vs. IND,MIL,1610612749,IND,1,0042300122,2024-04-23,L,4,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0.0,0.0,0.0,,85.7,66.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.37,83.57,0.0,69.64,"APR 23, 2024",240,38,86,0.442,13,32,0.406,19,21,0.905,8,32,40,24,4,4,7,13,108,114.60101867572156,3.0,6.0,45.0,0.5555555555555556,1610612754.0,114.60101867572156,94.24,94.19999999999999,94.16000000000001
277,Naz Reid,1629675,MIN vs. PHX,MIN,1610612750,PHX,1,0042300162,2024-04-23,W,17,5,0,2,1,5,0.2,0,3,0.0,3,4,0.75,0,2,0,0,1,2,0,6.4,0.74,0.74,,114.7,118.2,-3.5,0.0,0.111,0.061,0.0,0.0,0.211,0.37,94.93,95.9,-0.019,79.92,"APR 23, 2024",240,35,78,0.449,9,32,0.281,26,30,0.867,10,29,39,23,11,2,13,21,105,111.46496815286623,7.0,1.0,41.0,0.44871794871794873,1610612756.0,111.46496815286623,94.2,94.28000000000002,94.36
278,Cason Wallace,1641717,OKC vs. NOP,OKC,1610612760,NOP,1,0042300142,2024-04-24,W,19,2,3,3,1,2,0.5,0,1,0.0,0,0,,2,1,0,0,0,2,19,10.1,1.0,1.0,,155.6,97.4,58.2,0.2,0.077,0.13,0.136,0.0,0.051,0.5,91.82,94.58,0.046,78.81,"APR 24, 2024",240,46,78,0.59,14,29,0.483,18,20,0.9,5,32,37,25,5,2,8,19,124,138.0846325167038,4.0,2.0,35.0,0.4520547945205479,1610612740.0,138.0846325167038,89.8,90.52,91.24
279,Shai Gilgeous-Alexander,1628983,OKC vs. NOP,OKC,1610612760,NOP,1,0042300142,2024-04-24,W,35,33,5,3,13,19,0.684,3,5,0.6,4,4,1.0,0,3,2,0,2,3,24,48.1,1.59,1.59,G,137.7,104.4,33.3,0.0,0.115,0.059,0.238,2.5,0.297,0.795,91.56,93.94,0.22,78.29,"APR 24, 2024",240,46,78,0.59,14,29,0.483,18,20,0.9,5,32,37,25,5,2,8,19,124,138.0846325167038,4.0,2.0,35.0,0.4520547945205479,1610612740.0,138.0846325167038,89.8,90.52,91.24
280,Brandon Ingram,1627742,NOP @ OKC,NOP,1610612740,OKC,0,0042300142,2024-04-24,L,33,18,3,4,5,10,0.5,0,0,,8,8,1.0,0,4,1,1,3,3,-30,30.3,1.331,1.331,F,92.5,135.3,-42.8,0.0,0.167,0.083,0.167,1.0,0.239,0.666,96.0,99.11,0.116,82.59,"APR 24, 2024",240,33,73,0.452,7,26,0.269,19,21,0.905,8,27,35,16,4,2,17,24,92,100.83296799649277,5.0,2.0,37.0,0.5897435897435898,1610612760.0,100.83296799649277,91.24,90.52,89.8
281,Larry Nance Jr.,1626204,NOP @ OKC,NOP,1610612740,OKC,0,0042300142,2024-04-24,L,14,2,1,6,1,1,1.0,0,0,,0,0,,3,3,0,0,3,4,-7,7.7,2.0,2.0,,88.9,110.7,-21.8,0.25,0.273,0.261,0.143,0.33,0.129,1.0,88.59,91.45,0.013,76.21,"APR 24, 2024",240,33,73,0.452,7,26,0.269,19,21,0.905,8,27,35,16,4,2,17,24,92,100.83296799649277,5.0,2.0,37.0,0.5897435897435898,1610612760.0,100.83296799649277,91.24,90.52,89.8
282,Gordon Hayward,202330,OKC vs. NOP,OKC,1610612760,NOP,1,0042300142,2024-04-24,W,10,0,0,2,0,1,0.0,0,0,,0,0,,0,2,0,0,0,0,12,2.4,0.0,0.0,,136.4,85.7,50.6,0.0,0.25,0.167,0.0,0.0,0.043,0.0,94.93,101.34,0.027,84.45,"APR 24, 2024",240,46,78,0.59,14,29,0.483,18,20,0.9,5,32,37,25,5,2,8,19,124,138.0846325167038,4.0,2.0,35.0,0.4520547945205479,1610612740.0,138.0846325167038,89.8,90.52,91.24
