,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE
0,Darius Garland,1629636,CLE vs. ORL,CLE,1610612739,ORL,1,0042300131,2024-04-20,W,32,14,8,3,6,11,0.545,2,6,0.333,0,0,,0,3,1,0,5,4,8,27.6,1.273,1.273,G,100.0,87.9,12.1,0.0,0.067,0.042,0.4,1.6,0.229,0.636,101.08,97.82,0.145,81.52,"APR 20, 2024",240,36,81,0.444,8,30,0.267,17,21,0.81,10,44,54,21,9,4,17,21,97,99.75318798848211,12.0,7.0,40.0,0.32558139534883723,1610612753.0,99.75318798848211,97.24,98.71999999999998,100.2
1,Isaiah Hartenstein,1628392,NYK vs. PHI,NYK,1610612752,PHI,1,0042300111,2024-04-20,W,18,6,3,7,1,4,0.25,0,0,,4,4,1.0,5,2,0,2,0,3,-13,24.9,1.042,1.042,C,109.7,146.9,-37.2,0.217,0.118,0.175,0.273,0.0,0.14,0.521,90.56,85.67,0.122,71.39,"APR 20, 2024",240,36,91,0.396,16,35,0.457,23,28,0.821,23,32,55,20,6,7,11,18,111,121.55059132720105,8.0,7.0,33.0,0.4444444444444444,1610612755.0,121.55059132720105,91.32,92.0,92.68
2,Donte DiVincenzo,1628978,NYK vs. PHI,NYK,1610612752,PHI,1,0042300111,2024-04-20,W,24,8,2,2,3,10,0.3,2,5,0.4,0,0,,0,2,1,1,2,0,-23,17.4,0.8,0.8,G,111.9,162.8,-50.9,0.0,0.105,0.04,0.167,1.0,0.211,0.4,90.78,83.37,0.045,69.47,"APR 20, 2024",240,36,91,0.396,16,35,0.457,23,28,0.821,23,32,55,20,6,7,11,18,111,121.55059132720105,8.0,7.0,33.0,0.4444444444444444,1610612755.0,121.55059132720105,91.32,92.0,92.68
3,LeBron James,2544,LAL @ DEN,LAL,1610612747,DEN,0,0042300151,2024-04-20,L,41,27,8,6,10,16,0.625,3,5,0.6,4,5,0.8,2,4,1,1,7,1,-9,45.2,1.484,1.484,F,110.0,121.3,-11.3,0.057,0.085,0.073,0.333,1.14,0.291,0.742,95.03,94.23,0.146,78.53,"APR 20, 2024",240,39,79,0.494,8,29,0.276,17,19,0.895,6,34,40,22,3,7,12,15,103,110.32562125107113,7.0,4.0,49.0,0.46078431372549017,1610612743.0,110.32562125107113,93.36,93.5,93.64
4,Reggie Jackson,202704,DEN vs. LAL,DEN,1610612743,LAL,1,0042300151,2024-04-20,W,9,3,2,1,1,4,0.25,1,2,0.5,0,0,,0,1,0,0,1,2,2,6.2,0.75,0.75,,105.3,94.7,10.5,0.0,0.143,0.056,0.286,2.0,0.217,0.375,101.68,101.15,0.0,84.29,"APR 20, 2024",240,47,102,0.461,15,42,0.357,5,6,0.833,15,34,49,27,7,4,4,20,114,121.74284493806067,3.0,7.0,40.0,0.4936708860759494,1610612747.0,121.74284493806067,93.64,93.5,93.36
5,Anthony Davis,203076,LAL @ DEN,LAL,1610612747,DEN,0,0042300151,2024-04-20,L,45,32,5,14,12,23,0.522,0,4,0.0,8,9,0.889,3,11,0,4,2,3,-12,66.3,1.187,1.187,C,112.6,127.9,-15.3,0.081,0.224,0.163,0.192,2.5,0.309,0.593,93.37,93.3,0.171,77.75,"APR 20, 2024",240,39,79,0.494,8,29,0.276,17,19,0.895,6,34,40,22,3,7,12,15,103,110.32562125107113,7.0,4.0,49.0,0.46078431372549017,1610612743.0,110.32562125107113,93.36,93.5,93.64
6,Justin Holiday,203200,DEN vs. LAL,DEN,1610612743,LAL,1,0042300151,2024-04-20,W,6,0,0,1,0,2,0.0,0,2,0.0,0,0,,1,0,0,0,0,0,-2,1.2,0.0,0.0,,100.0,116.7,-16.7,0.111,0.0,0.071,0.0,0.0,0.133,0.0,96.22,98.18,-0.071,81.82,"APR 20, 2024",240,47,102,0.461,15,42,0.357,5,6,0.833,15,34,49,27,7,4,4,20,114,121.74284493806067,3.0,7.0,40.0,0.4936708860759494,1610612747.0,121.74284493806067,93.64,93.5,93.36
7,Kentavious Caldwell-Pope,203484,DEN vs. LAL,DEN,1610612743,LAL,1,0042300151,2024-04-20,W,37,12,1,2,4,11,0.364,4,10,0.4,0,0,,0,2,3,0,0,3,14,24.9,1.091,1.091,G,129.2,108.2,20.9,0.0,0.065,0.029,0.028,0.0,0.128,0.545,94.97,94.14,0.046,78.45,"APR 20, 2024",240,47,102,0.461,15,42,0.357,5,6,0.833,15,34,49,27,7,4,4,20,114,121.74284493806067,3.0,7.0,40.0,0.4936708860759494,1610612747.0,121.74284493806067,93.64,93.5,93.36
8,Spencer Dinwiddie,203915,LAL @ DEN,LAL,1610612747,DEN,0,0042300151,2024-04-20,L,13,0,1,2,0,0,,0,0,,0,0,,0,2,0,0,0,1,-12,3.9,0.0,0.0,,78.6,117.2,-38.7,0.0,0.133,0.069,0.125,0.0,0.0,0.0,104.66,104.29,0.036,86.91,"APR 20, 2024",240,39,79,0.494,8,29,0.276,17,19,0.895,6,34,40,22,3,7,12,15,103,110.32562125107113,7.0,4.0,49.0,0.46078431372549017,1610612743.0,110.32562125107113,93.36,93.5,93.64
9,Aaron Gordon,203932,DEN vs. LAL,DEN,1610612743,LAL,1,0042300151,2024-04-20,W,32,12,7,11,5,11,0.455,0,3,0.0,2,2,1.0,6,5,0,0,1,2,20,34.7,1.01,1.01,F,125.8,93.5,32.3,0.176,0.179,0.177,0.25,7.0,0.178,0.505,91.56,92.75,0.135,77.29,"APR 20, 2024",240,47,102,0.461,15,42,0.357,5,6,0.833,15,34,49,27,7,4,4,20,114,121.74284493806067,3.0,7.0,40.0,0.4936708860759494,1610612747.0,121.74284493806067,93.64,93.5,93.36
10,Nikola Jokić,203999,DEN vs. LAL,DEN,1610612743,LAL,1,0042300151,2024-04-20,W,39,32,7,12,15,23,0.652,1,3,0.333,1,2,0.5,3,9,2,0,0,3,14,62.9,1.34,1.34,C,124.4,107.8,16.6,0.067,0.273,0.154,0.269,0.0,0.253,0.67,95.09,94.46,0.219,78.71,"APR 20, 2024",240,47,102,0.461,15,42,0.357,5,6,0.833,15,34,49,27,7,4,4,20,114,121.74284493806067,3.0,7.0,40.0,0.4936708860759494,1610612747.0,121.74284493806067,93.64,93.5,93.36
11,D'Angelo Russell,1626156,LAL @ DEN,LAL,1610612747,DEN,0,0042300151,2024-04-20,L,41,13,3,3,6,20,0.3,1,9,0.111,0,0,,0,3,2,0,1,3,2,26.1,0.65,0.65,G,115.0,113.9,1.1,0.0,0.06,0.036,0.107,3.0,0.244,0.325,92.7,92.88,0.017,77.4,"APR 20, 2024",240,39,79,0.494,8,29,0.276,17,19,0.895,6,34,40,22,3,7,12,15,103,110.32562125107113,7.0,4.0,49.0,0.46078431372549017,1610612743.0,110.32562125107113,93.36,93.5,93.64
12,Michael Porter Jr.,1629008,DEN vs. LAL,DEN,1610612743,LAL,1,0042300151,2024-04-20,W,38,19,0,8,8,15,0.533,3,7,0.429,0,0,,1,7,1,2,0,1,10,37.6,1.267,1.267,F,127.4,113.7,13.7,0.023,0.226,0.108,0.0,0.0,0.172,0.633,93.42,93.19,0.119,77.66,"APR 20, 2024",240,47,102,0.461,15,42,0.357,5,6,0.833,15,34,49,27,7,4,4,20,114,121.74284493806067,3.0,7.0,40.0,0.4936708860759494,1610612747.0,121.74284493806067,93.64,93.5,93.36
13,Rui Hachimura,1629060,LAL @ DEN,LAL,1610612747,DEN,0,0042300151,2024-04-20,L,31,7,1,3,2,4,0.5,1,2,0.5,2,2,1.0,0,3,0,0,1,1,-10,11.1,1.434,1.434,F,104.8,121.0,-16.1,0.0,0.091,0.049,0.04,1.0,0.09,0.717,95.71,95.74,0.049,79.79,"APR 20, 2024",240,39,79,0.494,8,29,0.276,17,19,0.895,6,34,40,22,3,7,12,15,103,110.32562125107113,7.0,4.0,49.0,0.46078431372549017,1610612743.0,110.32562125107113,93.36,93.5,93.64
14,Jaxson Hayes,1629637,LAL @ DEN,LAL,1610612747,DEN,0,0042300151,2024-04-20,L,4,0,0,3,0,0,,0,0,,0,0,,0,3,0,0,0,2,2,3.6,0.0,0.0,,133.3,125.0,8.3,0.0,0.6,0.375,0.0,0.0,0.0,0.0,91.11,93.08,0.056,77.57,"APR 20, 2024",240,39,79,0.494,8,29,0.276,17,19,0.895,6,34,40,22,3,7,12,15,103,110.32562125107113,7.0,4.0,49.0,0.46078431372549017,1610612743.0,110.32562125107113,93.36,93.5,93.64
15,Austin Reaves,1630559,LAL @ DEN,LAL,1610612747,DEN,0,0042300151,2024-04-20,L,37,13,3,4,5,9,0.556,2,6,0.333,1,1,1.0,0,4,0,1,0,1,-12,25.3,1.377,1.377,G,112.7,127.8,-15.1,0.0,0.098,0.056,0.111,0.0,0.117,0.689,93.88,92.84,0.092,77.37,"APR 20, 2024",240,39,79,0.494,8,29,0.276,17,19,0.895,6,34,40,22,3,7,12,15,103,110.32562125107113,7.0,4.0,49.0,0.46078431372549017,1610612743.0,110.32562125107113,93.36,93.5,93.64
16,Nicolas Batum,201587,PHI @ NYK,PHI,1610612755,NYK,0,0042300111,2024-04-20,L,26,3,1,2,1,4,0.25,1,4,0.25,0,0,,0,2,0,1,1,0,-20,8.9,0.75,0.75,,76.5,118.0,-41.5,0.0,0.069,0.033,0.071,1.0,0.086,0.375,95.51,93.65,0.034,78.04,"APR 20, 2024",240,36,81,0.444,12,35,0.343,20,22,0.909,9,24,33,17,8,7,11,21,104,112.2140699179974,6.0,7.0,55.0,0.3956043956043956,1610612752.0,112.2140699179974,92.68,92.0,91.32
17,Tobias Harris,202699,PHI @ NYK,PHI,1610612755,NYK,0,0042300111,2024-04-20,L,31,7,2,9,3,7,0.429,1,4,0.25,0,0,,0,9,0,0,2,4,0,18.8,1.0,1.0,F,131.6,133.9,-2.3,0.0,0.22,0.13,0.091,1.0,0.132,0.5,92.05,86.31,0.066,71.92,"APR 20, 2024",240,36,81,0.444,12,35,0.343,20,22,0.909,9,24,33,17,8,7,11,21,104,112.2140699179974,6.0,7.0,55.0,0.3956043956043956,1610612752.0,112.2140699179974,92.68,92.0,91.32
18,Bojan Bogdanović,202711,NYK vs. PHI,NYK,1610612752,PHI,1,0042300111,2024-04-20,W,25,13,1,7,4,12,0.333,3,6,0.5,2,4,0.5,1,6,0,0,0,2,27,22.9,0.945,0.945,,127.1,70.8,56.2,0.034,0.188,0.115,0.067,0.0,0.23,0.472,95.81,92.9,0.122,77.42,"APR 20, 2024",240,36,91,0.396,16,35,0.457,23,28,0.821,23,32,55,20,6,7,11,18,111,121.55059132720105,8.0,7.0,33.0,0.4444444444444444,1610612755.0,121.55059132720105,91.32,92.0,92.68
19,Buddy Hield,1627741,PHI @ NYK,PHI,1610612755,NYK,0,0042300111,2024-04-20,L,11,0,1,0,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,1,-16,1.5,0.0,0.0,,75.0,155.0,-80.0,0.0,0.0,0.0,0.2,0.0,0.08,0.0,95.68,87.54,-0.056,72.95,"APR 20, 2024",240,36,81,0.444,12,35,0.343,20,22,0.909,9,24,33,17,8,7,11,21,104,112.2140699179974,6.0,7.0,55.0,0.3956043956043956,1610612752.0,112.2140699179974,92.68,92.0,91.32
20,Josh Hart,1628404,NYK vs. PHI,NYK,1610612752,PHI,1,0042300111,2024-04-20,W,42,22,2,13,5,12,0.417,4,8,0.5,8,10,0.8,4,9,1,0,2,4,-5,41.6,1.341,1.341,F,122.4,127.3,-4.9,0.082,0.237,0.149,0.08,1.0,0.186,0.671,91.98,87.69,0.133,73.08,"APR 20, 2024",240,36,91,0.396,16,35,0.457,23,28,0.821,23,32,55,20,6,7,11,18,111,121.55059132720105,8.0,7.0,33.0,0.4444444444444444,1610612755.0,121.55059132720105,91.32,92.0,92.68
21,Jalen Brunson,1628973,NYK vs. PHI,NYK,1610612752,PHI,1,0042300111,2024-04-20,W,41,22,7,7,8,26,0.308,1,6,0.167,5,6,0.833,5,2,1,0,5,1,-3,38.9,0.768,0.768,G,119.2,123.1,-3.8,0.106,0.054,0.083,0.292,1.4,0.333,0.384,92.58,90.62,0.059,75.52,"APR 20, 2024",240,36,91,0.396,16,35,0.457,23,28,0.821,23,32,55,20,6,7,11,18,111,121.55059132720105,8.0,7.0,33.0,0.4444444444444444,1610612755.0,121.55059132720105,91.32,92.0,92.68
22,Mitchell Robinson,1629011,NYK vs. PHI,NYK,1610612752,PHI,1,0042300111,2024-04-20,W,30,8,1,12,3,5,0.6,0,0,,2,2,1.0,7,5,1,4,1,3,20,37.9,1.361,1.361,,132.8,100.0,32.8,0.212,0.167,0.19,0.048,1.0,0.095,0.68,93.63,90.94,0.136,75.78,"APR 20, 2024",240,36,91,0.396,16,35,0.457,23,28,0.821,23,32,55,20,6,7,11,18,111,121.55059132720105,8.0,7.0,33.0,0.4444444444444444,1610612755.0,121.55059132720105,91.32,92.0,92.68
23,Tyrese Maxey,1630178,PHI @ NYK,PHI,1610612755,NYK,0,0042300111,2024-04-20,L,44,33,4,2,14,26,0.538,3,9,0.333,2,2,1.0,0,2,0,2,3,3,-4,44.4,1.228,1.228,G,115.9,122.2,-6.4,0.0,0.039,0.021,0.211,1.33,0.319,0.614,92.28,89.57,0.138,74.65,"APR 20, 2024",240,36,81,0.444,12,35,0.343,20,22,0.909,9,24,33,17,8,7,11,21,104,112.2140699179974,6.0,7.0,55.0,0.3956043956043956,1610612752.0,112.2140699179974,92.68,92.0,91.32
24,Paul Reed,1630194,PHI @ NYK,PHI,1610612755,NYK,0,0042300111,2024-04-20,L,11,4,0,5,2,3,0.667,0,0,,0,0,,3,2,0,1,0,1,-21,13.0,1.333,1.333,,34.8,131.8,-97.0,0.167,0.125,0.147,0.0,0.0,0.107,0.667,97.41,94.23,0.261,78.52,"APR 20, 2024",240,36,81,0.444,12,35,0.343,20,22,0.909,9,24,33,17,8,7,11,21,104,112.2140699179974,6.0,7.0,55.0,0.3956043956043956,1610612752.0,112.2140699179974,92.68,92.0,91.32
25,Miles McBride,1630540,NYK vs. PHI,NYK,1610612752,PHI,1,0042300111,2024-04-20,W,28,21,4,3,7,12,0.583,5,7,0.714,2,2,1.0,0,3,1,0,0,3,37,33.6,1.63,1.63,,142.6,74.1,68.5,0.0,0.086,0.045,0.235,0.0,0.183,0.815,94.18,92.3,0.239,76.91,"APR 20, 2024",240,36,91,0.396,16,35,0.457,23,28,0.821,23,32,55,20,6,7,11,18,111,121.55059132720105,8.0,7.0,33.0,0.4444444444444444,1610612755.0,121.55059132720105,91.32,92.0,92.68
26,Joe Ingles,204060,ORL @ CLE,ORL,1610612753,CLE,0,0042300131,2024-04-20,L,15,1,2,4,0,2,0.0,0,1,0.0,1,2,0.5,1,3,1,0,0,2,2,11.8,0.347,0.347,,93.1,86.2,6.9,0.05,0.176,0.108,0.2,0.0,0.056,0.174,100.0,95.02,0.076,79.18,"APR 20, 2024",240,28,86,0.326,8,37,0.216,19,30,0.633,11,29,40,16,12,7,12,25,83,82.83433133732535,9.0,4.0,54.0,0.4444444444444444,1610612739.0,82.83433133732535,100.2,98.71999999999998,97.24
27,Caris LeVert,1627747,CLE vs. ORL,CLE,1610612739,ORL,1,0042300131,2024-04-20,W,20,5,2,4,2,8,0.25,0,1,0.0,1,2,0.5,2,2,0,0,1,2,7,11.8,0.563,0.563,,85.4,73.7,11.7,0.077,0.071,0.074,0.167,2.0,0.188,0.282,97.25,95.84,0.0,79.87,"APR 20, 2024",240,36,81,0.444,8,30,0.267,17,21,0.81,10,44,54,21,9,4,17,21,97,99.75318798848211,12.0,7.0,40.0,0.32558139534883723,1610612753.0,99.75318798848211,97.24,98.71999999999998,100.2
28,Georges Niang,1627777,CLE vs. ORL,CLE,1610612739,ORL,1,0042300131,2024-04-20,W,25,5,2,3,1,7,0.143,0,4,0.0,3,4,0.75,0,3,1,0,1,4,13,13.6,0.571,0.571,,108.2,83.3,24.8,0.0,0.094,0.05,0.105,2.0,0.161,0.285,98.45,94.25,-0.014,78.54,"APR 20, 2024",240,36,81,0.444,8,30,0.267,17,21,0.81,10,44,54,21,9,4,17,21,97,99.75318798848211,12.0,7.0,40.0,0.32558139534883723,1610612753.0,99.75318798848211,97.24,98.71999999999998,100.2
29,Markelle Fultz,1628365,ORL @ CLE,ORL,1610612753,CLE,0,0042300131,2024-04-20,L,13,0,1,3,0,4,0.0,0,0,,0,0,,0,3,0,0,0,2,-4,5.1,0.0,0.0,,68.0,84.0,-16.0,0.0,0.188,0.081,0.167,0.0,0.125,0.0,99.52,93.6,-0.111,78.0,"APR 20, 2024",240,28,86,0.326,8,37,0.216,19,30,0.633,11,29,40,16,12,7,12,25,83,82.83433133732535,9.0,4.0,54.0,0.4444444444444444,1610612739.0,82.83433133732535,100.2,98.71999999999998,97.24
30,Wendell Carter Jr.,1628976,ORL @ CLE,ORL,1610612753,CLE,0,0042300131,2024-04-20,L,15,3,0,2,1,3,0.333,1,2,0.5,0,0,,0,2,0,0,2,2,-8,3.4,1.0,1.0,,70.0,103.6,-33.6,0.0,0.125,0.051,0.0,0.0,0.132,0.5,98.26,92.7,-0.038,77.25,"APR 20, 2024",240,28,86,0.326,8,37,0.216,19,30,0.633,11,29,40,16,12,7,12,25,83,82.83433133732535,9.0,4.0,54.0,0.4444444444444444,1610612739.0,82.83433133732535,100.2,98.71999999999998,97.24
31,OG Anunoby,1628384,NYK vs. PHI,NYK,1610612752,PHI,1,0042300111,2024-04-20,W,31,11,0,4,5,10,0.5,1,3,0.333,0,0,,1,3,1,0,1,2,-5,17.8,1.1,1.1,F,125.9,136.8,-11.0,0.027,0.111,0.063,0.0,0.0,0.141,0.55,90.32,87.73,0.058,73.11,"APR 20, 2024",240,36,91,0.396,16,35,0.457,23,28,0.821,23,32,55,20,6,7,11,18,111,121.55059132720105,8.0,7.0,33.0,0.4444444444444444,1610612755.0,121.55059132720105,91.32,92.0,92.68
32,Cameron Payne,1626166,PHI @ NYK,PHI,1610612755,NYK,0,0042300111,2024-04-20,L,3,0,0,0,0,1,0.0,0,0,,0,0,,0,0,0,1,0,2,0,3.0,0.0,0.0,,80.0,100.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,92.38,84.16,-2.5,70.13,"APR 20, 2024",240,36,81,0.444,12,35,0.343,20,22,0.909,9,24,33,17,8,7,11,21,104,112.2140699179974,6.0,7.0,55.0,0.3956043956043956,1610612752.0,112.2140699179974,92.68,92.0,91.32
33,Gary Harris,203914,ORL @ CLE,ORL,1610612753,CLE,0,0042300131,2024-04-20,L,33,0,0,2,0,6,0.0,0,5,0.0,0,0,,1,1,3,0,0,2,-12,11.4,0.0,0.0,G,85.3,101.4,-16.2,0.023,0.037,0.028,0.0,0.0,0.077,0.0,100.72,99.3,-0.036,82.75,"APR 20, 2024",240,28,86,0.326,8,37,0.216,19,30,0.633,11,29,40,16,12,7,12,25,83,82.83433133732535,9.0,4.0,54.0,0.4444444444444444,1610612739.0,82.83433133732535,100.2,98.71999999999998,97.24
34,Jonathan Isaac,1628371,ORL @ CLE,ORL,1610612753,CLE,0,0042300131,2024-04-20,L,29,10,1,5,3,8,0.375,2,4,0.5,2,2,1.0,2,3,3,3,0,2,-13,35.5,1.126,1.126,C,87.9,108.5,-20.5,0.054,0.136,0.085,0.071,0.0,0.136,0.563,99.8,97.95,0.139,81.63,"APR 20, 2024",240,28,86,0.326,8,37,0.216,19,30,0.633,11,29,40,16,12,7,12,25,83,82.83433133732535,9.0,4.0,54.0,0.4444444444444444,1610612739.0,82.83433133732535,100.2,98.71999999999998,97.24
35,Donovan Mitchell,1628378,CLE vs. ORL,CLE,1610612739,ORL,1,0042300131,2024-04-20,W,36,30,3,2,11,21,0.524,3,8,0.375,5,5,1.0,2,0,3,0,4,1,10,41.9,1.293,1.293,G,105.4,91.9,13.5,0.063,0.0,0.026,0.176,0.75,0.321,0.647,99.44,98.67,0.188,82.22,"APR 20, 2024",240,36,81,0.444,8,30,0.267,17,21,0.81,10,44,54,21,9,4,17,21,97,99.75318798848211,12.0,7.0,40.0,0.32558139534883723,1610612753.0,99.75318798848211,97.24,98.71999999999998,100.2
36,Jarrett Allen,1628386,CLE vs. ORL,CLE,1610612739,ORL,1,0042300131,2024-04-20,W,35,16,2,18,6,10,0.6,0,0,,4,6,0.667,3,15,2,0,0,1,10,46.6,1.266,1.266,C,104.1,91.7,12.4,0.1,0.349,0.247,0.091,0.0,0.159,0.633,99.11,98.92,0.257,82.43,"APR 20, 2024",240,36,81,0.444,8,30,0.267,17,21,0.81,10,44,54,21,9,4,17,21,97,99.75318798848211,12.0,7.0,40.0,0.32558139534883723,1610612753.0,99.75318798848211,97.24,98.71999999999998,100.2
37,Max Strus,1629622,CLE vs. ORL,CLE,1610612739,ORL,1,0042300131,2024-04-20,W,33,7,1,9,3,8,0.375,1,5,0.2,0,0,,0,9,1,0,5,3,13,17.3,0.875,0.875,F,108.8,91.0,17.8,0.0,0.22,0.132,0.042,0.2,0.171,0.438,100.11,99.08,0.046,82.57,"APR 20, 2024",240,36,81,0.444,8,30,0.267,17,21,0.81,10,44,54,21,9,4,17,21,97,99.75318798848211,12.0,7.0,40.0,0.32558139534883723,1610612753.0,99.75318798848211,97.24,98.71999999999998,100.2
38,Sam Merrill,1630241,CLE vs. ORL,CLE,1610612739,ORL,1,0042300131,2024-04-20,W,4,0,1,2,0,2,0.0,0,2,0.0,0,0,,1,1,0,0,0,1,0,3.9,0.0,0.0,,87.5,87.5,0.0,0.2,0.2,0.2,0.333,0.0,0.222,0.0,93.97,90.35,-0.053,75.29,"APR 20, 2024",240,36,81,0.444,8,30,0.267,17,21,0.81,10,44,54,21,9,4,17,21,97,99.75318798848211,12.0,7.0,40.0,0.32558139534883723,1610612753.0,99.75318798848211,97.24,98.71999999999998,100.2
39,Franz Wagner,1630532,ORL @ CLE,ORL,1610612753,CLE,0,0042300131,2024-04-20,L,38,18,3,7,7,15,0.467,2,6,0.333,2,4,0.5,1,6,1,3,0,3,-7,42.9,1.074,1.074,F,89.6,98.7,-9.1,0.02,0.167,0.081,0.188,0.0,0.191,0.537,99.73,98.43,0.148,82.02,"APR 20, 2024",240,28,86,0.326,8,37,0.216,19,30,0.633,11,29,40,16,12,7,12,25,83,82.83433133732535,9.0,4.0,54.0,0.4444444444444444,1610612739.0,82.83433133732535,100.2,98.71999999999998,97.24
40,Jalen Suggs,1630591,ORL @ CLE,ORL,1610612753,CLE,0,0042300131,2024-04-20,L,33,13,4,4,4,16,0.25,1,7,0.143,4,6,0.667,3,1,2,1,1,5,-13,31.8,0.697,0.697,G,91.0,108.8,-17.8,0.073,0.037,0.059,0.235,4.0,0.25,0.349,100.11,99.08,0.018,82.57,"APR 20, 2024",240,28,86,0.326,8,37,0.216,19,30,0.633,11,29,40,16,12,7,12,25,83,82.83433133732535,9.0,4.0,54.0,0.4444444444444444,1610612739.0,82.83433133732535,100.2,98.71999999999998,97.24
41,Paolo Banchero,1631094,ORL @ CLE,ORL,1610612753,CLE,0,0042300131,2024-04-20,L,41,24,5,7,9,17,0.529,2,7,0.286,4,8,0.5,1,6,0,0,9,3,-11,30.9,1.17,1.17,F,88.1,101.2,-13.1,0.019,0.146,0.074,0.313,0.56,0.305,0.585,99.44,97.75,0.09,81.45,"APR 20, 2024",240,28,86,0.326,8,37,0.216,19,30,0.633,11,29,40,16,12,7,12,25,83,82.83433133732535,9.0,4.0,54.0,0.4444444444444444,1610612739.0,82.83433133732535,100.2,98.71999999999998,97.24
42,Kevin Durant,201142,PHX @ MIN,PHX,1610612756,MIN,0,0042300161,2024-04-20,L,39,31,1,7,11,17,0.647,2,2,1.0,7,9,0.778,0,7,1,1,5,1,-20,41.9,1.479,1.479,F,101.3,125.3,-24.0,0.0,0.179,0.092,0.067,0.2,0.31,0.74,99.66,97.36,0.172,81.13,"APR 20, 2024",240,33,75,0.44,9,28,0.321,20,25,0.8,3,25,28,16,9,6,15,19,95,96.93877551020408,8.0,2.0,52.0,0.5,1610612750.0,96.93877551020408,98.0,98.33999999999999,98.68
43,Thaddeus Young,201152,PHX @ MIN,PHX,1610612756,MIN,0,0042300161,2024-04-20,L,4,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-5,0.0,0.0,0.0,,50.0,112.5,-62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.54,106.18,0.0,88.48,"APR 20, 2024",240,33,75,0.44,9,28,0.321,20,25,0.8,3,25,28,16,9,6,15,19,95,96.93877551020408,8.0,2.0,52.0,0.5,1610612750.0,96.93877551020408,98.0,98.33999999999999,98.68
44,Eric Gordon,201569,PHX @ MIN,PHX,1610612756,MIN,0,0042300161,2024-04-20,L,21,0,1,2,0,5,0.0,0,4,0.0,0,0,,0,2,1,1,2,1,-18,7.9,0.0,0.0,,97.7,138.6,-40.9,0.0,0.091,0.05,0.077,0.5,0.149,0.0,100.36,100.22,-0.038,83.52,"APR 20, 2024",240,33,75,0.44,9,28,0.321,20,25,0.8,3,25,28,16,9,6,15,19,95,96.93877551020408,8.0,2.0,52.0,0.5,1610612750.0,96.93877551020408,98.0,98.33999999999999,98.68
45,Isaiah Thomas,202738,PHX @ MIN,PHX,1610612756,MIN,0,0042300161,2024-04-20,L,4,0,0,0,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,1,0,-5,-1.0,0.0,0.0,,50.0,112.5,-62.5,0.0,0.0,0.0,0.0,0.0,0.375,0.0,99.54,106.18,-0.214,88.48,"APR 20, 2024",240,33,75,0.44,9,28,0.321,20,25,0.8,3,25,28,16,9,6,15,19,95,96.93877551020408,8.0,2.0,52.0,0.5,1610612750.0,96.93877551020408,98.0,98.33999999999999,98.68
46,Bradley Beal,203078,PHX @ MIN,PHX,1610612756,MIN,0,0042300161,2024-04-20,L,37,15,6,2,6,10,0.6,1,3,0.333,2,3,0.667,1,1,3,0,1,2,-9,34.4,1.325,1.325,G,105.3,112.8,-7.5,0.029,0.026,0.027,0.286,6.0,0.15,0.663,99.8,98.48,0.124,82.07,"APR 20, 2024",240,33,75,0.44,9,28,0.321,20,25,0.8,3,25,28,16,9,6,15,19,95,96.93877551020408,8.0,2.0,52.0,0.5,1610612750.0,96.93877551020408,98.0,98.33999999999999,98.68
47,T.J. Warren,203933,MIN vs. PHX,MIN,1610612750,PHX,1,0042300161,2024-04-20,W,3,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,5,0.0,0.0,0.0,,112.5,57.1,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.8,108.0,0.0,90.0,"APR 20, 2024",240,44,88,0.5,12,32,0.375,20,22,0.909,13,39,52,26,8,2,14,24,120,121.60518848804213,9.0,6.0,28.0,0.44,1610612756.0,121.60518848804213,98.68,98.33999999999999,98.0
