Game,Tipoff,Season,Score,Over_Under,Home_Line
BOS @ PHX,Dec 7 10:00 PM,2022,125-98,230.5,-2.0
LAC @ MIA,Dec 8 7:30 PM,2022,110-115,211.0,-6.5
HOU @ SAS,Dec 8 8:30 PM,2022,109-118,230.5,2.0
DEN @ POR,Dec 8 10:00 PM,2022,121-120,227.5,2.0
NYK @ CHA,Dec 9 7:00 PM,2022,121-102,224.0,4.0
WAS @ IND,Dec 9 7:00 PM,2022,111-121,233.0,-4.0
TOR @ ORL,Dec 9 7:00 PM,2022,109-113,223.0,8.0
ATL @ BKN,Dec 9 7:30 PM,2022,116-120,233.0,-7.5
SAC @ CLE,Dec 9 7:30 PM,2022,106-95,216.5,-3.5
LAL @ PHI,Dec 9 7:30 PM,2022,122-133,228.0,-5.0
DET @ MEM,Dec 9 8:00 PM,2022,103-114,227.5,-11.0
PHX @ NOP,Dec 9 8:30 PM,2022,117-128,229.5,1.0
MIN @ UTA,Dec 9 9:00 PM,2022,118-108,234.5,0.0
MIL @ DAL,Dec 9 10:00 PM,2022,106-105,224.5,1.0
SAS @ MIA,Dec 10 5:00 PM,2022,115-111,223.0,-12.0
BKN @ IND,Dec 10 7:00 PM,2022,136-133,226.0,1.0
LAC @ WAS,Dec 10 7:00 PM,2022,114-107,218.5,5.0
OKC @ CLE,Dec 10 7:30 PM,2022,102-110,217.5,-5.0
DAL @ CHI,Dec 10 8:00 PM,2022,115-144,220.5,-5.0
BOS @ GSW,Dec 10 8:30 PM,2022,107-123,237.5,2.5
UTA @ DEN,Dec 10 9:00 PM,2022,110-115,228.5,-11.5
MIN @ POR,Dec 10 10:00 PM,2022,118-124,230.0,-5.5
PHX @ NOP,Dec 11 3:30 PM,2022,124-129,227.0,-3.5
LAL @ DET,Dec 11 6:00 PM,2022,124-117,233.5,5.0
SAC @ NYK,Dec 11 6:00 PM,2022,99-112,226.0,-2.5
TOR @ ORL,Dec 11 6:00 PM,2022,99-111,223.0,6.5
CHA @ PHI,Dec 11 6:00 PM,2022,113-131,220.0,-10.5
CHI @ ATL,Dec 11 6:30 PM,2022,122-123,235.5,-3.5
MIL @ HOU,Dec 11 7:00 PM,2022,92-97,227.0,10.0
MIA @ IND,Dec 12 7:00 PM,2022,87-82,229.0,3.5
BKN @ WAS,Dec 12 7:00 PM,2022,112-100,227.0,5.5
ATL @ MEM,Dec 12 8:00 PM,2022,103-128,220.5,-9.5
OKC @ DAL,Dec 12 8:30 PM,2022,114-121,226.5,-8.5
CLE @ SAS,Dec 12 8:30 PM,2022,111-112,221.5,9.5
MIN @ POR,Dec 12 10:00 PM,2022,112-133,229.5,-4.0
BOS @ LAC,Dec 12 10:30 PM,2022,93-113,225.0,4.0
SAC @ PHI,Dec 13 7:00 PM,2022,103-123,229.5,-4.0
GSW @ MIL,Dec 13 7:30 PM,2022,111-128,232.5,-3.0
PHX @ HOU,Dec 13 8:00 PM,2022,97-111,224.0,6.5
NOP @ UTA,Dec 13 9:00 PM,2022,100-121,232.5,2.0
BOS @ LAL,Dec 13 10:00 PM,2022,122-118,237.0,4.0
DET @ CHA,Dec 14 7:00 PM,2022,141-134,230.0,-4.5
GSW @ IND,Dec 14 7:00 PM,2022,119-125,239.0,1.5
ATL @ ORL,Dec 14 7:00 PM,2022,124-135,226.0,3.0
NYK @ CHI,Dec 14 7:30 PM,2022,128-120,226.5,-3.5
SAC @ TOR,Dec 14 7:30 PM,2022,124-123,232.0,-5.0
MIA @ OKC,Dec 14 8:00 PM,2022,110-108,222.5,2.5
POR @ SAS,Dec 14 8:00 PM,2022,128-112,231.0,7.5
CLE @ DAL,Dec 14 9:00 PM,2022,105-90,217.0,-2.5
WAS @ DEN,Dec 14 9:00 PM,2022,128-141,224.5,-11.5
MIN @ LAC,Dec 14 10:00 PM,2022,88-99,221.5,-7.0
MIA @ HOU,Dec 15 8:00 PM,2022,111-108,216.5,3.0
MIL @ MEM,Dec 15 8:00 PM,2022,101-142,226.5,-3.0
NOP @ UTA,Dec 15 9:00 PM,2022,129-132,232.0,1.5
PHX @ LAC,Dec 15 10:30 PM,2022,111-95,218.5,6.5
ATL @ CHA,Dec 16 7:00 PM,2022,125-106,240.5,1.0
SAC @ DET,Dec 16 7:00 PM,2022,122-113,238.0,6.0
ORL @ BOS,Dec 16 7:30 PM,2022,117-109,225.0,-13.0
IND @ CLE,Dec 16 7:30 PM,2022,112-118,222.0,-8.0
GSW @ PHI,Dec 16 7:30 PM,2022,106-118,222.5,-8.5
BKN @ TOR,Dec 16 7:30 PM,2022,119-116,224.0,1.0
NYK @ CHI,Dec 16 8:00 PM,2022,114-91,225.5,-3.0
MIN @ OKC,Dec 16 8:00 PM,2022,112-110,234.5,-4.5
POR @ DAL,Dec 16 8:30 PM,2022,110-130,226.5,-4.0
DEN @ LAL,Dec 16 10:00 PM,2022,108-126,236.0,1.5
WAS @ LAC,Dec 17 4:00 PM,2022,93-102,219.5,-5.0
MIA @ SAS,Dec 17 5:00 PM,2022,111-101,222.5,8.0
DAL @ CLE,Dec 17 8:00 PM,2022,99-100,212.0,-8.5
POR @ HOU,Dec 17 8:00 PM,2022,107-95,228.0,3.0
UTA @ MIL,Dec 17 8:00 PM,2022,97-123,226.5,-2.0
MEM @ OKC,Dec 17 8:00 PM,2022,109-115,230.0,11.0
NOP @ PHX,Dec 17 9:00 PM,2022,114-118,227.5,-3.0
ORL @ BOS,Dec 18 3:00 PM,2022,95-92,223.0,-10.5
NYK @ IND,Dec 18 5:00 PM,2022,109-106,227.5,0.0
BKN @ DET,Dec 18 6:00 PM,2022,124-121,227.5,8.0
GSW @ TOR,Dec 18 6:00 PM,2022,126-110,223.5,-6.0
CHI @ MIN,Dec 18 7:00 PM,2022,126-150,234.0,1.5
CHA @ DEN,Dec 18 8:00 PM,2022,115-119,235.0,-9.0
WAS @ LAL,Dec 18 9:30 PM,2022,117-119,237.0,-3.0
UTA @ CLE,Dec 19 7:00 PM,2022,99-122,220.0,-7.0
TOR @ PHI,Dec 19 7:00 PM,2022,101-104,219.5,-6.5
ORL @ ATL,Dec 19 7:30 PM,2022,125-126,229.5,-8.5
SAS @ HOU,Dec 19 8:00 PM,2022,124-105,226.5,-4.5
DAL @ MIN,Dec 19 8:00 PM,2022,106-116,231.0,5.5
MIL @ NOP,Dec 19 8:00 PM,2022,128-119,227.5,0.0
POR @ OKC,Dec 19 8:00 PM,2022,121-123,232.5,4.0
LAL @ PHX,Dec 19 9:00 PM,2022,104-130,224.0,-11.0
CHA @ SAC,Dec 19 10:00 PM,2022,125-119,241.5,-10.0
UTA @ DET,Dec 20 7:00 PM,2022,126-111,228.5,2.5
CHI @ MIA,Dec 20 7:30 PM,2022,113-103,221.5,-1.5
GSW @ NYK,Dec 20 7:30 PM,2022,94-132,220.5,-6.0
WAS @ PHX,Dec 20 9:00 PM,2022,113-110,222.5,-7.0
MEM @ DEN,Dec 20 10:00 PM,2022,91-105,235.0,1.0
MIL @ CLE,Dec 21 7:00 PM,2022,106-114,215.5,-2.5
DET @ PHI,Dec 21 7:00 PM,2022,93-113,222.0,-12.0
CHI @ ATL,Dec 21 7:30 PM,2022,110-108,236.0,-5.0
GSW @ BKN,Dec 21 7:30 PM,2022,113-143,223.5,-10.5
IND @ BOS,Dec 21 7:30 PM,2022,117-112,232.0,-9.5
TOR @ NYK,Dec 21 7:30 PM,2022,113-106,217.0,-2.0
ORL @ HOU,Dec 21 8:00 PM,2022,116-110,223.5,-1.0
DAL @ MIN,Dec 21 8:00 PM,2022,104-99,228.0,2.5
POR @ OKC,Dec 21 8:00 PM,2022,98-101,234.0,3.5
LAL @ SAC,Dec 21 10:00 PM,2022,120-134,240.0,-8.0
CHA @ LAC,Dec 21 10:30 PM,2022,105-126,228.5,-9.0
SAS @ NOP,Dec 22 8:00 PM,2022,117-126,228.0,-8.5
WAS @ UTA,Dec 22 9:00 PM,2022,112-120,232.0,-7.0
SAS @ ORL,Dec 23 7:00 PM,2022,113-133,228.5,-6.0
LAC @ PHI,Dec 23 7:00 PM,2022,114-119,214.0,-3.5
DET @ ATL,Dec 23 7:30 PM,2022,105-130,233.5,-9.5
MIL @ BKN,Dec 23 7:30 PM,2022,100-118,230.0,-2.5
MIN @ BOS,Dec 23 7:30 PM,2022,109-121,228.5,-9.5
TOR @ CLE,Dec 23 7:30 PM,2022,118-107,214.0,-4.5
CHI @ NYK,Dec 23 7:30 PM,2022,118-117,225.0,-6.0
DAL @ HOU,Dec 23 8:00 PM,2022,112-106,220.0,7.0
IND @ MIA,Dec 23 8:00 PM,2022,111-108,224.0,-6.5
NOP @ OKC,Dec 23 8:00 PM,2022,128-125,233.0,-1.5
POR @ DEN,Dec 23 9:00 PM,2022,107-120,233.0,-5.5
MEM @ PHX,Dec 23 10:00 PM,2022,125-100,226.5,3.0
WAS @ SAC,Dec 23 10:00 PM,2022,125-111,239.0,-7.5
CHA @ LAL,Dec 23 10:30 PM,2022,134-130,243.0,-3.0
PHI @ NYK,Dec 25 12:00 PM,2022,119-112,215.5,2.0
LAL @ DAL,Dec 25 2:30 PM,2022,115-124,232.0,-7.5
MIL @ BOS,Dec 25 5:00 PM,2022,118-139,227.0,-5.5
MEM @ GSW,Dec 25 8:00 PM,2022,109-123,232.5,7.0
PHX @ DEN,Dec 25 10:30 PM,2022,125-128,229.0,-4.0
BKN @ CLE,Dec 26 7:00 PM,2022,125-117,220.0,-2.0
LAC @ DET,Dec 26 7:00 PM,2022,142-131,222.5,6.0
MIN @ MIA,Dec 26 7:30 PM,2022,110-113,222.0,-1.0
HOU @ CHI,Dec 26 8:00 PM,2022,133-118,231.5,-7.0
IND @ NOP,Dec 26 8:00 PM,2022,93-113,234.0,-2.0
UTA @ SAS,Dec 26 8:00 PM,2022,122-126,236.0,4.5
CHA @ POR,Dec 26 10:00 PM,2022,113-124,239.0,-5.5
LAL @ ORL,Dec 27 7:00 PM,2022,129-110,237.0,-3.0
PHI @ WAS,Dec 27 7:00 PM,2022,111-116,225.0,4.5
HOU @ BOS,Dec 27 7:30 PM,2022,102-126,229.5,-15.0
ATL @ IND,Dec 27 7:30 PM,2022,114-129,238.5,1.5
LAC @ TOR,Dec 27 7:30 PM,2022,124-113,219.5,-4.0
PHX @ MEM,Dec 27 8:00 PM,2022,125-108,224.5,-8.0
SAS @ OKC,Dec 27 8:00 PM,2022,114-130,235.0,-7.0
NYK @ DAL,Dec 27 8:30 PM,2022,121-126,216.0,-5.5
CHA @ GSW,Dec 27 10:00 PM,2022,105-110,239.5,-5.0
DEN @ SAC,Dec 27 10:00 PM,2022,113-106,237.0,3.0
ORL @ DET,Dec 28 7:00 PM,2022,101-121,229.0,1.0
PHX @ WAS,Dec 28 7:00 PM,2022,102-127,220.5,2.0
BKN @ ATL,Dec 28 7:30 PM,2022,108-107,229.5,7.0
LAL @ MIA,Dec 28 7:30 PM,2022,98-112,227.5,-9.0
MIL @ CHI,Dec 28 8:00 PM,2022,113-119,231.0,2.5
MIN @ NOP,Dec 28 8:00 PM,2022,118-119,234.0,-6.5
UTA @ GSW,Dec 28 10:00 PM,2022,107-112,232.0,4.5
DEN @ SAC,Dec 28 10:00 PM,2022,126-127,237.5,1.5
OKC @ CHA,Dec 29 7:00 PM,2022,113-121,238.5,-2.5
CLE @ IND,Dec 29 7:00 PM,2022,126-135,225.5,4.0
LAC @ BOS,Dec 29 7:30 PM,2022,110-116,228.0,-6.5
MEM @ TOR,Dec 29 7:30 PM,2022,119-106,230.0,4.0
NYK @ SAS,Dec 29 8:00 PM,2022,115-122,222.5,4.5
HOU @ DAL,Dec 29 8:30 PM,2022,114-129,227.0,-10.0
WAS @ ORL,Dec 30 7:00 PM,2022,119-100,226.5,4.5
LAL @ ATL,Dec 30 7:30 PM,2022,130-121,242.0,-6.0
PHX @ TOR,Dec 30 7:30 PM,2022,104-113,222.0,-2.0
DET @ CHI,Dec 30 8:00 PM,2022,118-132,230.5,-7.5
MIN @ MIL,Dec 30 8:00 PM,2022,114-123,229.5,-7.5
PHI @ NOP,Dec 30 8:30 PM,2022,116-127,230.5,1.0
MIA @ DEN,Dec 30 9:00 PM,2022,119-124,224.5,-4.5
POR @ GSW,Dec 30 10:00 PM,2022,112-118,233.5,1.0
UTA @ SAC,Dec 30 10:00 PM,2022,125-126,242.5,-3.0
LAC @ IND,Dec 31 3:00 PM,2022,130-131,231.5,2.5
BKN @ CHA,Dec 31 7:00 PM,2022,123-106,237.5,6.5
CLE @ CHI,Dec 31 7:00 PM,2022,103-102,223.5,1.0
NYK @ HOU,Dec 31 7:00 PM,2022,108-88,223.0,4.0
DAL @ SAS,Dec 31 7:00 PM,2022,126-125,231.5,7.0
NOP @ MEM,Dec 31 8:00 PM,2022,101-116,237.0,-6.5
DET @ MIN,Dec 31 8:00 PM,2022,116-104,232.5,-7.5
PHI @ OKC,Dec 31 8:00 PM,2022,115-96,225.0,2.5
MIA @ UTA,Dec 31 9:00 PM,2022,126-123,225.0,-4.5
BOS @ DEN,Jan 1 8:00 PM,2022,111-123,234.0,3.5
SAC @ MEM,Jan 1 8:00 PM,2022,108-118,239.5,-4.0
WAS @ MIL,Jan 1 8:00 PM,2022,118-95,220.5,-2.5
PHX @ NYK,Jan 2 3:00 PM,2022,83-102,219.0,-2.5
LAL @ CHA,Jan 2 7:00 PM,2022,121-115,241.5,-2.0
CHI @ CLE,Jan 2 7:00 PM,2022,134-145,225.0,-4.0
TOR @ IND,Jan 2 7:00 PM,2022,114-122,233.0,2.0
NOP @ PHI,Jan 2 7:00 PM,2022,111-120,229.5,-5.5
SAS @ BKN,Jan 2 7:30 PM,2022,103-139,237.0,-12.0
DAL @ HOU,Jan 2 8:00 PM,2022,111-106,227.5,7.0
DEN @ MIN,Jan 2 8:00 PM,2022,111-124,231.0,4.0
ATL @ GSW,Jan 2 10:00 PM,2022,141-143,236.5,-1.5
DET @ POR,Jan 2 10:00 PM,2022,106-135,231.5,-9.5
MIA @ LAC,Jan 2 10:30 PM,2022,110-100,217.5,1.0
WAS @ MIL,Jan 3 8:00 PM,2022,113-123,232.5,-7.5
BOS @ OKC,Jan 3 8:00 PM,2022,117-150,228.5,11.5
SAC @ UTA,Jan 3 9:00 PM,2022,117-115,242.5,-3.0
MEM @ CHA,Jan 4 7:00 PM,2022,131-107,237.0,7.0
PHX @ CLE,Jan 4 7:00 PM,2022,88-90,216.0,-5.0
OKC @ ORL,Jan 4 7:00 PM,2022,115-126,229.5,1.0
IND @ PHI,Jan 4 7:00 PM,2022,126-129,233.5,-5.0
SAS @ NYK,Jan 4 7:30 PM,2022,114-117,225.5,-10.0
MIL @ TOR,Jan 4 7:30 PM,2022,104-101,223.5,-5.5
BKN @ CHI,Jan 4 8:00 PM,2022,112-121,234.0,5.0
POR @ MIN,Jan 4 8:00 PM,2022,106-113,234.0,1.5
HOU @ NOP,Jan 4 8:00 PM,2022,108-119,228.0,-7.0
DET @ GSW,Jan 4 10:00 PM,2022,122-119,232.5,-6.5
MIA @ LAL,Jan 4 10:00 PM,2022,109-112,224.0,8.5
ATL @ SAC,Jan 4 10:00 PM,2022,120-117,245.5,-2.0
MEM @ ORL,Jan 5 7:00 PM,2022,123-115,230.0,6.5
BOS @ DAL,Jan 5 7:30 PM,2022,124-95,231.5,3.0
UTA @ HOU,Jan 5 8:00 PM,2022,131-114,231.5,7.0
LAC @ DEN,Jan 5 10:00 PM,2022,91-122,229.5,-4.5
POR @ IND,Jan 6 7:00 PM,2022,99-108,237.5,-1.0
CHI @ PHI,Jan 6 7:00 PM,2022,126-112,234.5,-5.0
BKN @ NOP,Jan 6 7:30 PM,2022,108-102,232.0,4.5
NYK @ TOR,Jan 6 7:30 PM,2022,112-108,216.0,-4.0
CHA @ MIL,Jan 6 8:00 PM,2022,138-109,230.0,-10.0
WAS @ OKC,Jan 6 8:00 PM,2022,110-127,231.5,-1.0
DET @ SAS,Jan 6 8:00 PM,2022,109-121,236.5,-1.5
CLE @ DEN,Jan 6 9:00 PM,2022,108-121,221.5,-5.0
LAC @ MIN,Jan 6 9:00 PM,2022,115-128,224.0,-5.5
MIA @ PHX,Jan 6 10:00 PM,2022,104-96,210.5,1.0
ATL @ LAL,Jan 6 10:30 PM,2022,114-130,242.0,2.5
BOS @ SAS,Jan 7 6:00 PM,2022,121-116,234.0,15.0
UTA @ CHI,Jan 7 8:00 PM,2022,118-126,239.0,2.5
NOP @ DAL,Jan 7 8:00 PM,2022,117-127,223.5,-9.0
ORL @ GSW,Jan 7 8:30 PM,2022,115-101,231.0,-6.5
LAL @ SAC,Jan 7 10:00 PM,2022,136-134,242.5,-7.5
PHI @ DET,Jan 8 3:00 PM,2022,123-111,229.0,5.5
POR @ TOR,Jan 8 3:30 PM,2022,105-117,226.5,-3.0
CHA @ IND,Jan 8 5:00 PM,2022,111-116,239.5,-5.5
UTA @ MEM,Jan 8 6:00 PM,2022,118-123,234.0,-5.5
BKN @ MIA,Jan 8 6:00 PM,2022,102-101,223.5,2.0
MIN @ HOU,Jan 8 7:00 PM,2022,104-96,232.5,3.5
DAL @ OKC,Jan 8 7:00 PM,2022,109-120,227.0,-4.0
CLE @ PHX,Jan 8 8:00 PM,2022,112-98,215.0,6.0
ATL @ LAC,Jan 8 9:00 PM,2022,112-108,233.5,-2.5
NOP @ WAS,Jan 9 7:00 PM,2022,132-112,227.5,-1.5
CHI @ BOS,Jan 9 7:30 PM,2022,99-107,236.5,-9.0
MIL @ NYK,Jan 9 7:30 PM,2022,111-107,218.5,-1.0
SAS @ MEM,Jan 9 8:00 PM,2022,113-121,234.0,-11.0
LAL @ DEN,Jan 9 9:00 PM,2022,109-122,237.0,-13.0
ORL @ SAC,Jan 9 10:00 PM,2022,111-136,237.5,-6.5
DET @ PHI,Jan 10 7:00 PM,2022,116-147,225.5,-14.5
OKC @ MIA,Jan 10 7:30 PM,2022,111-112,221.0,-1.5
CHA @ TOR,Jan 10 7:30 PM,2022,120-132,229.5,-8.0
CLE @ UTA,Jan 10 9:00 PM,2022,114-116,226.5,2.5
PHX @ GSW,Jan 10 10:00 PM,2022,125-113,230.0,-12.0
ORL @ POR,Jan 10 10:00 PM,2022,109-106,229.0,-8.5
DAL @ LAC,Jan 10 10:30 PM,2022,101-113,224.5,1.0
MIN @ DET,Jan 11 7:00 PM,2022,118-135,233.5,6.5
CHI @ WAS,Jan 11 7:00 PM,2022,97-100,227.5,1.0
MIL @ ATL,Jan 11 7:30 PM,2022,114-105,227.5,4.0
NOP @ BOS,Jan 11 7:30 PM,2022,114-125,230.0,-9.0
IND @ NYK,Jan 11 7:30 PM,2022,113-119,226.5,-5.0
SAS @ MEM,Jan 11 8:00 PM,2022,129-135,241.0,-13.5
PHX @ DEN,Jan 11 10:00 PM,2022,97-126,226.5,-14.5
HOU @ SAC,Jan 11 10:00 PM,2022,115-135,236.5,-9.0
OKC @ PHI,Jan 12 7:00 PM,2022,133-114,233.5,-10.5
BOS @ BKN,Jan 12 7:30 PM,2022,109-98,225.0,1.0
MIL @ MIA,Jan 12 7:30 PM,2022,102-108,211.5,-5.5
CHA @ TOR,Jan 12 7:30 PM,2022,114-124,229.5,-7.5
DAL @ LAL,Jan 12 10:00 PM,2022,119-115,236.5,2.5
CLE @ POR,Jan 12 10:00 PM,2022,119-113,224.0,1.0
NOP @ DET,Jan 13 7:00 PM,2022,116-110,235.0,5.5
ATL @ IND,Jan 13 7:00 PM,2022,113-111,239.0,3.5
NYK @ WAS,Jan 13 7:00 PM,2022,112-108,220.0,3.5
GSW @ SAS,Jan 13 7:30 PM,2022,144-113,243.5,8.5
OKC @ CHI,Jan 13 8:00 PM,2022,124-110,233.5,-4.0
PHX @ MIN,Jan 13 8:00 PM,2022,116-121,223.0,-6.5
ORL @ UTA,Jan 13 9:00 PM,2022,108-112,233.5,-5.5
DEN @ LAC,Jan 13 10:00 PM,2022,115-103,221.0,-5.0
HOU @ SAC,Jan 13 10:00 PM,2022,114-139,239.0,-9.5
MIL @ MIA,Jan 14 1:00 PM,2022,95-111,213.0,-4.0
BOS @ CHA,Jan 14 7:00 PM,2022,122-106,232.5,7.5
MEM @ IND,Jan 14 7:00 PM,2022,130-112,240.0,7.5
ATL @ TOR,Jan 14 7:30 PM,2022,114-103,232.0,-7.5
CLE @ MIN,Jan 14 8:00 PM,2022,102-110,224.5,4.0
PHI @ UTA,Jan 14 9:00 PM,2022,118-117,231.5,7.0
DAL @ POR,Jan 14 10:00 PM,2022,119-136,226.5,-4.0
NYK @ DET,Jan 15 1:00 PM,2022,117-104,225.0,8.5
HOU @ LAC,Jan 15 3:00 PM,2022,100-121,221.0,-10.0
GSW @ CHI,Jan 15 3:30 PM,2022,118-132,237.5,6.0
OKC @ BKN,Jan 15 6:00 PM,2022,112-102,230.0,-4.5
SAC @ SAS,Jan 15 7:00 PM,2022,132-119,246.0,6.5
ORL @ DEN,Jan 15 8:00 PM,2022,116-119,234.0,-11.0
DAL @ POR,Jan 15 9:00 PM,2022,123-140,223.5,-9.0
PHI @ LAL,Jan 15 9:30 PM,2022,113-112,235.0,5.5
BOS @ CHA,Jan 16 1:00 PM,2022,130-118,230.0,8.5
IND @ MIL,Jan 16 2:30 PM,2022,119-132,228.0,-5.0
NOP @ CLE,Jan 16 3:00 PM,2022,103-113,223.0,-7.5
TOR @ NYK,Jan 16 3:00 PM,2022,123-121,218.5,-1.5
GSW @ WAS,Jan 16 3:00 PM,2022,127-118,235.0,2.5
MIA @ ATL,Jan 16 3:30 PM,2022,113-121,223.0,-1.0
UTA @ MIN,Jan 16 4:00 PM,2022,126-125,232.5,-4.0
PHX @ MEM,Jan 16 6:00 PM,2022,106-136,231.0,-12.5
HOU @ LAL,Jan 16 10:30 PM,2022,132-140,236.5,-7.5
TOR @ MIL,Jan 17 7:30 PM,2022,122-130,221.5,-1.5
BKN @ SAS,Jan 17 8:00 PM,2022,98-106,228.0,2.0
POR @ DEN,Jan 17 9:00 PM,2022,113-122,238.5,-6.0
PHI @ LAC,Jan 17 10:00 PM,2022,120-110,224.0,1.0
ATL @ DAL,Jan 18 7:30 PM,2022,130-122,231.5,-2.5
WAS @ NYK,Jan 18 7:30 PM,2022,116-105,224.5,-5.0
CHA @ HOU,Jan 18 8:00 PM,2022,122-117,236.5,3.0
CLE @ MEM,Jan 18 8:00 PM,2022,114-115,227.0,-7.5
MIA @ NOP,Jan 18 8:00 PM,2022,124-98,219.5,3.5
IND @ OKC,Jan 18 8:00 PM,2022,106-126,238.0,-4.0
LAC @ UTA,Jan 18 9:00 PM,2022,103-126,229.5,-8.5
MIN @ DEN,Jan 18 10:00 PM,2022,118-122,241.0,-9.0
SAC @ LAL,Jan 18 10:30 PM,2022,116-111,244.5,2.0
CHI @ DET,Jan 19 3:00 PM,2022,126-108,236.5,7.5
GSW @ BOS,Jan 19 7:30 PM,2022,118-121,241.5,-6.5
TOR @ MIN,Jan 19 8:00 PM,2022,126-128,233.5,4.0
BKN @ PHX,Jan 19 10:00 PM,2022,112-117,221.5,3.5
PHI @ POR,Jan 19 10:00 PM,2022,105-95,235.0,1.5
NOP @ ORL,Jan 20 7:00 PM,2022,110-123,229.5,0.0
NYK @ ATL,Jan 20 7:30 PM,2022,124-139,229.5,-3.5
GSW @ CLE,Jan 20 7:30 PM,2022,120-114,219.5,-10.5
MIA @ DAL,Jan 20 7:30 PM,2022,90-115,218.0,2.0
LAC @ SAS,Jan 20 8:00 PM,2022,131-126,231.0,7.5
IND @ DEN,Jan 20 9:00 PM,2022,111-134,236.0,-6.0
BKN @ UTA,Jan 20 9:00 PM,2022,117-106,232.5,-4.5
MEM @ LAL,Jan 20 10:00 PM,2022,121-122,244.0,7.0
OKC @ SAC,Jan 20 10:00 PM,2022,113-118,244.5,-5.5
BOS @ TOR,Jan 21 5:00 PM,2022,106-104,225.5,3.5
ORL @ WAS,Jan 21 7:00 PM,2022,118-138,231.5,-6.5
CHA @ ATL,Jan 21 7:30 PM,2022,122-118,234.5,-7.5
MIL @ CLE,Jan 21 7:30 PM,2022,102-114,217.5,-3.0
HOU @ MIN,Jan 21 8:00 PM,2022,104-113,240.0,-7.5
IND @ PHX,Jan 21 9:00 PM,2022,107-112,229.0,-3.0
PHI @ SAC,Jan 21 10:00 PM,2022,129-127,235.0,1.0
LAC @ DAL,Jan 22 2:30 PM,2022,112-98,222.0,-2.0
NOP @ MIA,Jan 22 3:30 PM,2022,96-100,217.5,-7.0
NYK @ TOR,Jan 22 6:00 PM,2022,116-125,223.5,1.0
OKC @ DEN,Jan 22 8:00 PM,2022,101-99,233.0,-2.5
MEM @ PHX,Jan 22 8:00 PM,2022,110-112,232.0,8.5
BKN @ GSW,Jan 22 8:30 PM,2022,120-116,236.0,-7.5
LAL @ POR,Jan 22 9:00 PM,2022,121-112,239.0,-6.0
MIL @ DET,Jan 23 7:00 PM,2022,150-130,236.0,11.5
BOS @ ORL,Jan 23 7:00 PM,2022,98-113,229.0,7.5
ATL @ CHI,Jan 23 8:00 PM,2022,100-111,240.5,-1.5
MIN @ HOU,Jan 23 8:00 PM,2022,114-119,232.5,6.0
CHA @ UTA,Jan 23 9:00 PM,2022,102-120,236.5,-8.5
SAS @ POR,Jan 23 10:00 PM,2022,127-147,240.5,-8.5
MEM @ SAC,Jan 23 10:30 PM,2022,100-133,244.5,1.5
CHI @ IND,Jan 24 7:00 PM,2022,110-116,234.0,1.5
BOS @ MIA,Jan 24 7:30 PM,2022,95-98,214.5,-2.5
CLE @ NYK,Jan 24 7:30 PM,2022,103-105,221.0,3.0
DEN @ NOP,Jan 24 8:00 PM,2022,99-98,232.5,3.0
WAS @ DAL,Jan 24 8:30 PM,2022,127-126,224.5,-7.0
CHA @ PHX,Jan 24 9:00 PM,2022,97-128,223.0,-7.5
LAC @ LAL,Jan 24 10:00 PM,2022,133-115,231.5,4.5
IND @ ORL,Jan 25 7:00 PM,2022,120-126,234.5,-5.0
BKN @ PHI,Jan 25 7:30 PM,2022,133-137,225.0,-7.5
WAS @ HOU,Jan 25 8:00 PM,2022,108-103,233.5,2.0
DEN @ MIL,Jan 25 8:00 PM,2022,99-107,227.5,-12.5
MIN @ NOP,Jan 25 8:00 PM,2022,111-102,229.0,-2.5
ATL @ OKC,Jan 25 8:00 PM,2022,137-132,238.0,1.0
MEM @ GSW,Jan 25 10:00 PM,2022,120-122,245.5,-3.0
UTA @ POR,Jan 25 10:00 PM,2022,124-134,239.5,-4.0
TOR @ SAC,Jan 25 10:00 PM,2022,113-95,238.0,-3.0
SAS @ LAL,Jan 25 10:30 PM,2022,104-113,245.0,-8.0
DET @ BKN,Jan 26 7:30 PM,2022,130-122,234.5,-7.5
NYK @ BOS,Jan 26 7:30 PM,2022,120-117,221.0,-8.5
CHI @ CHA,Jan 26 7:30 PM,2022,96-111,236.0,3.0
CLE @ HOU,Jan 26 8:00 PM,2022,113-95,216.5,8.0
DAL @ PHX,Jan 26 10:00 PM,2022,99-95,221.0,-1.0
SAS @ LAC,Jan 26 10:30 PM,2022,100-138,234.0,-13.5
MIL @ IND,Jan 27 7:00 PM,2022,141-131,239.0,6.5
MEM @ MIN,Jan 27 7:30 PM,2022,100-111,236.0,1.5
ORL @ MIA,Jan 27 8:00 PM,2022,105-110,218.0,-8.5
CLE @ OKC,Jan 27 8:00 PM,2022,100-112,221.5,1.0
TOR @ GSW,Jan 27 10:00 PM,2022,117-129,234.0,-4.0
DEN @ PHI,Jan 28 3:00 PM,2022,119-126,231.5,-3.0
NYK @ BKN,Jan 28 5:30 PM,2022,115-122,224.0,-1.0
HOU @ DET,Jan 28 7:00 PM,2022,117-114,235.0,-5.5
CHI @ ORL,Jan 28 7:00 PM,2022,128-109,230.5,2.5
LAC @ ATL,Jan 28 7:30 PM,2022,120-113,231.5,-1.0
